lemma_slp1	varga	eid	match_type	union_dicts	n_dicts
umA	AK-1.1	81	exact	AP BUR CAE CCS INM MD MW PWG SCH SKD VCP	11
kAtyAyanI	AK-1.1	81	exact	AP INM MW SCH SKD VCP VEI	7
gOrI	AK-1.1	81	exact	AP BHS INM MD MW PWK SCH SKD VCP	9
kAlI	AK-1.1	81	exact	AP BHS BUR INM MD MW PWK SCH SKD VCP	10
hEmavatI	AK-1.1	81	exact	AP INM MW SKD	4
ISvarI	AK-1.1	81	exact	AP PWK SKD VCP	4
SivA	AK-1.1	81	exact	AP INM MD MW SKD VCP	6
BavAnI	AK-1.1	81	exact	AP CAE CCS MD MW PWG PWK SKD VCP	9
rudrARI	AK-1.1	81	exact	AP CAE CCS INM MD MW PWG PWK SKD VCP	10
SarvARI	AK-1.1	81	exact	AP BUR CAE CCS INM MD MW PWG PWK VCP	10
sarvamaNgalA	AK-1.1	81	exact	AP MW VCP	3
aparRA	AK-1.1	81	exact	AP BUR MW SKD	4
pArvatI	AK-1.1	81	exact	AP INM MW	3
durgA	AK-1.1	81	exact	AP INM MW SCH SKD VCP	6
mfqAnI	AK-1.1	81	exact	AP BUR CAE CCS MW PWG PWK	7
caRqikA	AK-1.1	81	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	12
ambikA	AK-1.1	81	exact	AP CAE INM MD MW PWG PWK SCH SKD VCP	10
AryA	AK-1.1	81	exact	AP BHS INM MW SCH	5
dAkzAyaRI	AK-1.1	81	exact	AP INM MW SKD VCP	5
girijA	AK-1.1	81	exact	AP CAE GRA MW PWK SKD	6
menakAtmajA	AK-1.1	81	exact	AP INM MW PWG PWK SKD VCP	7
karmamowI	AK-1.1	82	miss		0
cAmuRqA	AK-1.1	82	exact	AP BUR MW PWG SKD VCP	6
carmamuRqA	AK-1.1	83	exact	AP MW PWG PWK	4
carcikA	AK-1.1	83	exact	AP MW PWG SCH	4
vinAyaka	AK-1.1	84	exact	BHS BUR CAE CCS INM MW PWG PWK SCH VCP	10
viGnarAja	AK-1.1	84	exact	CAE MD MW PWG PWK VCP	6
dvEmAtura	AK-1.1	84	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
gaRADipa	AK-1.1	84	exact	INM MW PWG PWK SCH VCP	6
ekadanta	AK-1.1	84	exact	BUR MW PWG	3
heramba	AK-1.1	84	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
lambodara	AK-1.1	84	exact	AP BHS CAE CCS MD MW PWG PWK VCP	9
gajAnana	AK-1.1	84	exact	MW PWG PWK SCH VCP	5
kArtikeya	AK-1.1	85	miss		0
mahAsena	AK-1.1	85	exact	BHS CAE CCS GRA INM MW PWG PWK VCP	9
Sarajanman	AK-1.1	85	exact	AP CAE CCS MD MW PWG PWK VCP	8
zaqAnana	AK-1.1	85	exact	CAE CCS INM MW PWG PWK VCP	7
pArvatInandana	AK-1.1	85	exact	MW PWG PWK VCP	4
skanda	AK-1.1	85	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP	13
senAnI	AK-1.1	85	exact	AP CAE CCS GRA INM MW PWG PWK VCP VEI	10
agniBU	AK-1.1	85	exact	AP MW PWG PWK SCH VCP	6
guha	AK-1.1	85	exact	BUR CAE CCS INM MD MW PWG PWK SKD VCP	10
bAhuleya	AK-1.1	85	exact	MW PWG PWK SCH VCP	5
tArakajit	AK-1.1	85	exact	AP MW PWG PWK SKD VCP	6
viSAKa	AK-1.1	85	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
SiKivAhana	AK-1.1	85	exact	MW PWG PWK VCP	4
zARmAtura	AK-1.1	85	exact	BUR MW PWG PWK VCP	5
SaktiDara	AK-1.1	85	exact	AP CAE CCS INM MW PWG PWK VCP	8
kumAra	AK-1.1	85	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP	12
krOYcadAraRa	AK-1.1	85	exact	MW PWK VCP	3
SfNgin	AK-1.1	86	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP	10
BfNgin	AK-1.1	86	exact	AP BHS MD MW PWG PWK VCP	7
riwi	AK-1.1	86	exact	BUR MW PWG PWK	4
tuRqin	AK-1.1	86	exact	AP MW	2
nandika	AK-1.1	86	exact	BHS MW PWG PWK VCP	5
nandikeSvara	AK-1.1	86	exact	MW PWG PWK VCP	4
indra	AK-1.1	87	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
marutvat	AK-1.1	87	exact	AP GRA INM MD MW VCP	6
maGavan	AK-1.1	87	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP	10
biqOjas	AK-1.1	87	exact	AP PWG	2
pAkaSAsana	AK-1.1	87	exact	CAE CCS INM MD MW PWG PWK VCP	8
vfdDaSravas	AK-1.1	87	exact	AP GRA MW PWG PWK VCP	6
sunAsIra	AK-1.1	87	exact	BUR MW PWG PWK SCH VCP	6
puruhUta	AK-1.1	87	exact	AP BUR CAE CCS GRA INM MW PWG PWK VCP	10
purandara	AK-1.1	87	exact	INM VCP	2
jizRu	AK-1.1	87	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
leKarzaBa	AK-1.1	87	exact	MW PWG PWK VCP	4
Sakra	AK-1.1	87	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
Satamanyu	AK-1.1	87	exact	CAE CCS GRA INM MW PWG PWK VCP	8
divaspati	AK-1.1	87	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
sutrAman	AK-1.1	87	exact	AP BUR CAE CCS GRA MW PWG PWK VCP	9
gotraBid	AK-1.1	87	exact	AP CAE CCS GRA MW PWG PWK VCP	8
vajrin	AK-1.1	87	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP	10
vAsava	AK-1.1	87	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP	11
vftrahan	AK-1.1	87	exact	CAE CCS GRA MW PWG PWK VCP	7
vfzan	AK-1.1	87	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
vAstozpati	AK-1.1	87	exact	CAE CCS MD MW PWG PWK VCP	7
surapati	AK-1.1	87	exact	BUR CAE CCS INM MW PWG PWK VCP	8
balArAti	AK-1.1	87	exact	BUR MW PWK VCP	4
SacIpati	AK-1.1	87	exact	CAE CCS GRA INM MW PWG PWK VCP	8
jamBaBedin	AK-1.1	87	exact	AP MW PWG PWK VCP	5
harihaya	AK-1.1	87	exact	CAE CCS INM MW PWG PWK VCP	7
svArAj	AK-1.1	87	exact	AP BUR MW PWG PWK VCP	6
namucisUdana	AK-1.1	87	exact	MW VCP	2
saNkrandana	AK-1.1	87	exact	BUR VCP	2
duScyavana	AK-1.1	87	exact	BUR CAE CCS GRA MW PWG PWK SCH	8
turAzA	AK-1.1	87	miss		0
meGavAhana	AK-1.1	87	exact	INM MW PWG PWK VCP	5
AKaRqala	AK-1.1	87	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	11
sahasrAkza	AK-1.1	87	exact	AP CAE GRA INM MW PWG PWK VCP	8
fBukzin	AK-1.1	87	exact	AP MW PWK VCP	4
pulomajA	AK-1.1	88	exact	AP MD MW PWK SCH SKD VCP	7
SacI	AK-1.1	88	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SKD VCP	12
indrARI	AK-1.1	88	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP	12
amarAvatI	AK-1.1	89	exact	AP CAE INM MD MW PWG PWK SKD VCP	9
uccEHSravas	AK-1.1	90	exact	AP CAE CCS INM MW PWG PWK VCP	8
mAtali	AK-1.1	91	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
nandana	AK-1.1	92	exact	AP BHS CAE CCS INM MD MW PWG PWK SCH VCP	11
vEjayanta	AK-1.1	93	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
jayanta	AK-1.1	94	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI	12
pAkaSAsani	AK-1.1	94	exact	INM MW PWG PWK VCP	5
ErAvata	AK-1.1	95	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP VEI	11
aBramAtaNga	AK-1.1	95	exact	MW PWG PWK SCH VCP	5
ErAvaRa	AK-1.1	95	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP	10
aBramuvallaBa	AK-1.1	95	exact	MW PWG PWK SCH VCP	5
hrAdinI	AK-1.1	96	miss		0
vajra	AK-1.1	96	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
kuliSa	AK-1.1	96	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
Bidura	AK-1.1	96	exact	AP CAE CCS MD MW PWG PWK VCP	8
pavi	AK-1.1	96	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
Satakowi	AK-1.1	96	exact	AP CAE CCS MW PWG PWK SCH VCP	8
svaru	AK-1.1	96	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
Samba	AK-1.1	96	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP	11
damBoli	AK-1.1	96	exact	BUR CAE CCS MD MW PWG PWK VCP	8
aSani	AK-1.1	96	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
vyomayAna	AK-1.1	97	exact	MW PWG PWK SCH VCP	5
vimAna	AK-1.1	97	exact	AP BHS BUR CAE CCS GRA MW PWG PWK SCH VCP	11
nArada	AK-1.1	98	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP VEI	11
surarzi	AK-1.1	99	exact	BUR CAE CCS INM MW PWG PWK VCP	8
suDarmA	AK-1.1	100	exact	AP INM MW	3
devasaBA	AK-1.1	100	exact	AP MW PWG SKD VCP	5
pIyUza	AK-1.1	101	exact	CAE CCS GRA MD MW PWG PWK VCP VEI	9
amfta	AK-1.1	101	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	13
suDA	AK-1.1	101	exact	AP BUR CAE CCS INM MD MW PWG PWK SCH SKD VCP	12
mandAkinI	AK-1.1	102	exact	AP CAE CCS INM MD MW PWG PWK SKD VCP	10
viyadgaNgA	AK-1.1	102	exact	AP MW PWG PWK SKD VCP	6
svarRadI	AK-1.1	102	exact	CAE CCS MD MW PWG PWK SCH SKD VCP	9
suradIrGikA	AK-1.1	102	exact	BUR MW PWG PWK SKD VCP	6
meru	AK-1.1	103	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
sumeru	AK-1.1	103	exact	BHS BUR CAE CCS INM MW PWG PWK VCP	9
hemAdri	AK-1.1	103	exact	CAE CCS MW PWG PWK VCP	6
ratnasAnu	AK-1.1	103	exact	MW PWG PWK SCH VCP	5
surAlaya	AK-1.1	103	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
devataru	AK-1.1	104	exact	MW PWG PWK VCP	4
mandAra	AK-1.1	105	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP	10
pArijAtaka	AK-1.1	106	exact	CAE INM MW PWG PWK	5
santAna	AK-1.1	107	exact	BUR INM VCP	3
kalpavfkza	AK-1.1	108	exact	BUR CAE INM MW PWG PWK SCH	7
haricandana	AK-1.1	109	exact	CAE CCS MW PWG PWK SCH VCP	7
sanatkumAra	AK-1.1	110	exact	BHS CAE CCS INM MD MW PWG PWK VCP VEI	10
vEDAtra	AK-1.1	110	exact	BUR MD MW PWG PWK VCP	6
svarvEdyO	AK-1.1	111	miss		0
aSvinIsutO	AK-1.1	111	exact	AP INM MW SKD	4
nAsatyO	AK-1.1	111	exact	AP SKD	2
aSvinO	AK-1.1	111	exact	AP SKD	2
dasrO	AK-1.1	111	exact	AP SKD	2
ASvineyO	AK-1.1	111	exact	SKD	1
apsaras	AK-1.1	112	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK	10
svarveSyA	AK-1.1	112	exact	AP MW PWG PWK VCP	5
GftAcI	AK-1.1	113	exact	AP CAE CCS INM MD MW PWG PWK SKD VCP	10
menakA	AK-1.1	114	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP VEI	12
ramBA	AK-1.1	115	exact	AP INM MW SKD	4
urvaSI	AK-1.1	116	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
tilottamA	AK-1.1	117	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP	11
sukeSI	AK-1.1	118	exact	INM MW SCH SKD	4
maYjuGozA	AK-1.1	119	exact	MW	1
hAhA	AK-1.1	120	exact	AP BUR INM MD MW PWG PWK VCP	8
hUhU	AK-1.1	121	exact	AP CAE CCS INM MD MW PWG PWK VCP	9
ganDarva	AK-1.1	122	exact	BHS CAE CCS GRA INM MD MW PWG PWK SCH	10
agni	AK-1.1	123	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
vESvAnara	AK-1.1	123	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
vahni	AK-1.1	123	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
vItihotra	AK-1.1	123	exact	CAE CCS GRA INM MD MW PWG PWK VCP	9
DanaYjaya	AK-1.1	123	exact	INM VCP	2
kfpIwayoni	AK-1.1	123	exact	MW PWG PWK SCH VCP	5
jvalana	AK-1.1	123	exact	AP CAE CCS INM MD MW PWG PWK SCH VCP	10
jAtavedas	AK-1.1	123	exact	AP CAE CCS GRA INM MW PWG PWK VCP	9
tanUnapAt	AK-1.1	123	exact	AP CAE CCS GRA MD MW PWG PWK SKD VCP	10
barhi	AK-1.1	123	exact	CAE CCS MW PWK VCP	5
Suzman	AK-1.1	123	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
kfzRavartman	AK-1.1	123	exact	AP CAE CCS INM MW PWG PWK SCH VCP	9
SocizkeSa	AK-1.1	123	exact	CAE GRA MD MW PWG PWK VCP	7
uzarbuDa	AK-1.1	123	exact	BUR MW PWG PWK SCH VCP	6
ASrayASa	AK-1.1	123	exact	MD MW PWG PWK SCH VCP	6
bfhadBAnu	AK-1.1	123	exact	CAE CCS GRA INM MW PWG PWK SCH VCP	9
kfSAnu	AK-1.1	123	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
pAvaka	AK-1.1	123	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP	11
anala	AK-1.1	123	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
rohitASva	AK-1.1	123	exact	BHS CAE CCS MW PWG PWK SCH VCP	8
vAyusaKa	AK-1.1	123	exact	MW PWG PWK VCP	4
SiKAvat	AK-1.1	123	exact	AP INM MW VCP	4
ASuSukzaRi	AK-1.1	123	exact	AP CAE GRA MD MW PWG PWK VCP	8
hiraRyaretas	AK-1.1	123	exact	AP CAE CCS INM MW PWG PWK VCP	8
hutaBuj	AK-1.1	123	exact	AP CAE CCS INM MW PWG PWK VCP	8
dahana	AK-1.1	123	exact	AP BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
havyavAhana	AK-1.1	123	exact	CAE GRA MW PWG PWK VCP	6
saptArcis	AK-1.1	123	exact	AP CAE CCS INM MW PWG PWK VCP	8
damunas	AK-1.1	123	exact	AP BUR MW PWG PWK VCP	6
Sukra	AK-1.1	123	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
citraBAnu	AK-1.1	123	exact	AP BHS CAE CCS GRA INM MW PWG PWK VCP	10
viBAvasu	AK-1.1	123	exact	BUR CAE CCS GRA INM MW PWG PWK VCP	9
Suci	AK-1.1	123	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
appitta	AK-1.1	123	exact	BUR MW PWG PWK VCP	5
Orva	AK-1.1	124	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
vAqava	AK-1.1	124	exact	CAE CCS MD MW PWG PWK	6
vaqavAnala	AK-1.1	124	exact	PWG	1
jvAlA	AK-1.1	125	exact	AP INM MW SKD	4
kIlA	AK-1.1	125	exact	MW SKD	2
arcis	AK-1.1	125	exact	AP CAE CCS GRA MD MW PWG PWK VCP	9
heti	AK-1.1	125	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP	10
SiKA	AK-1.1	125	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	13
sPuliNga	AK-1.1	126	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
agnikaRa	AK-1.1	126	exact	MD MW PWG PWK SCH VCP	6
santApa	AK-1.1	127	exact	BUR VCP	2
saYjvara	AK-1.1	127	exact	BUR	1
ulkA	AK-1.1	128	exact	AP BUR CAE CCS GRA MD MW PWG SKD VCP VEI	11
nirgatajvAlA	AK-1.1	128	miss		0
BUti	AK-1.1	129	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	13
Basita	AK-1.1	129	exact	AP BUR CAE MD MW PWG PWK SCH VCP	9
Basman	AK-1.1	129	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
kzAra	AK-1.1	129	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
rakzA	AK-1.1	129	exact	AP BHS MD MW PWG PWK SCH SKD VCP	9
dAva	AK-1.1	130	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
dava	AK-1.1	130	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
vanahutASana	AK-1.1	130	exact	MW PWG PWK	3
DarmarAja	AK-1.1	131	exact	AP BHS CAE INM MW PWG PWK	7
pitfpati	AK-1.1	131	exact	INM MW PWG PWK VCP	5
samavartin	AK-1.1	131	exact	AP BUR CAE MW PWG PWK SCH	7
paretarAj	AK-1.1	131	exact	MW PWG PWK VCP	4
kftAnta	AK-1.1	131	exact	AP CAE CCS INM MW PWG PWK VCP	8
yamunABrAtf	AK-1.1	131	exact	AP MW VCP	3
Samana	AK-1.1	131	exact	AP CAE CCS INM MD MW PWG PWK VCP	9
yamarAj	AK-1.1	131	exact	AP MW PWG PWK	4
yama	AK-1.1	131	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	15
kAla	AK-1.1	131	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	15
daRqaDara	AK-1.1	131	exact	AP CAE CCS MW PWG PWK SCH VCP	8
SrAdDadeva	AK-1.1	131	exact	CAE CCS INM MW PWG PWK VCP	7
vEvasvata	AK-1.1	131	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
antaka	AK-1.1	131	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
rAkzasa	AK-1.1	132	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP	11
kORapa	AK-1.1	132	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
kravyAd	AK-1.1	132	exact	AP CAE CCS GRA MD MW PWG PWK VCP	9
kravyAda	AK-1.1	132	exact	AP CAE CCS INM MW PWG PWK SCH VCP	9
asrapa	AK-1.1	132	exact	MW PWG PWK SCH VCP	5
ASara	AK-1.1	132	exact	BUR MW PWG PWK SCH VCP	6
rAtriYcara	AK-1.1	132	exact	VCP	1
rAtricara	AK-1.1	132	exact	MW PWG PWK VCP	4
karbura	AK-1.1	132	exact	AP BUR CAE CCS MW PWG PWK VCP	8
nikazAtmaja	AK-1.1	132	exact	MW PWK VCP	3
yAtuDAna	AK-1.1	132	exact	CAE CCS GRA INM MW PWG PWK VCP VEI	9
puRyajana	AK-1.1	132	exact	CAE CCS INM MW PWG PWK SCH VCP	8
nErfta	AK-1.1	132	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
yAtu	AK-1.1	132	exact	BUR CAE CCS GRA MD MW PWG PWK SKD VCP	10
rakzas	AK-1.1	132	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
pracetas	AK-1.1	133	exact	AP BUR CAE CCS GRA INM MW PWG PWK VCP	10
varuRa	AK-1.1	133	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
pASin	AK-1.1	133	exact	AP BUR CAE CCS GRA INM MW PWG PWK VCP VEI	11
yAdasAmpati	AK-1.1	133	miss		0
appati	AK-1.1	133	exact	AP BUR CAE MD MW PWG PWK VCP	8
Svasana	AK-1.1	134	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
sparSana	AK-1.1	134	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
vAyu	AK-1.1	134	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
mAtariSvan	AK-1.1	134	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
sadAgati	AK-1.1	134	exact	CAE CCS MD MW PWG PWK VCP	7
pfzadaSva	AK-1.1	134	exact	CAE CCS GRA INM MD MW PWG PWK SCH VCP	10
ganDavaha	AK-1.1	134	exact	CAE CCS MW PWG PWK VCP	6
ganDavAha	AK-1.1	134	exact	CAE MW PWG PWK SCH VCP	6
anila	AK-1.1	134	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
ASuga	AK-1.1	134	exact	AP CAE CCS MW PWG PWK VCP	7
samIra	AK-1.1	134	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
mAruta	AK-1.1	134	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VEI	12
marut	AK-1.1	134	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SKD VCP	13
jagatprARa	AK-1.1	134	exact	MW PWG PWK VCP	4
samIraRa	AK-1.1	134	exact	CAE CCS INM MW PWG PWK VCP	7
naBasvat	AK-1.1	134	exact	AP GRA MD MW PWG PWK VCP	7
vAta	AK-1.1	134	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SKD VCP VEI	14
pavana	AK-1.1	134	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
pavamAna	AK-1.1	134	exact	BUR CAE MD MW PWG PWK VCP VEI	8
praBaYjana	AK-1.1	134	exact	BHS CAE CCS INM MW PWG PWK VCP	8
prakampana	AK-1.1	135	exact	AP CAE CCS MW PWG PWK VCP	7
mahAvAta	AK-1.1	135	exact	CAE MW PWG PWK	4
JaYJAvAta	AK-1.1	136	exact	MW	1
prARa	AK-1.1	137	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
apAna	AK-1.1	138	exact	BUR CAE CCS INM MD MW PWG PWK VCP VEI	10
samAna	AK-1.1	139	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
udAna	AK-1.1	140	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP VEI	12
vyAna	AK-1.1	141	exact	BUR CAE CCS INM MD MW PWG PWK VCP VEI	10
raMhas	AK-1.1	142	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
taras	AK-1.1	142	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
raya	AK-1.1	142	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
syada	AK-1.1	142	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
java	AK-1.1	142	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
SIGra	AK-1.1	143	exact	AP BUR CAE CCS INM MD MW PWG PWK VCP	10
tvarita	AK-1.1	143	exact	AP CAE CCS MD MW PWG PWK VCP	8
laGu	AK-1.1	143	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP	11
kzipra	AK-1.1	143	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
ara	AK-1.1	143	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
druta	AK-1.1	143	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
satvara	AK-1.1	143	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
capala	AK-1.1	143	exact	AP BUR CAE CCS INM MD MW PWG PWK VCP	10
tUrRa	AK-1.1	143	exact	AP BHS BUR CAE CCS MD MW PWG PWK	9
avilambita	AK-1.1	143	exact	AP CAE CCS MW PWG PWK SCH VCP	8
ASu	AK-1.1	143	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	13
satata	AK-1.1	144	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
anArata	AK-1.1	144	exact	AP BUR MW PWG PWK VCP	6
aSrAnta	AK-1.1	144	exact	AP BUR CAE GRA MD MW PWG PWK VCP	9
santata	AK-1.1	144	exact	BUR VCP	2
avirata	AK-1.1	144	exact	AP BUR CAE CCS MW PWG PWK SCH VCP	9
aniSa	AK-1.1	144	exact	AP CAE CCS MD MW PWG VCP	7
nitya	AK-1.1	144	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
anavarata	AK-1.1	144	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
ajasra	AK-1.1	144	exact	AP CAE CCS GRA MD MW PWG PWK VCP	9
atiSaya	AK-1.1	145	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
Bara	AK-1.1	145	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
ativela	AK-1.1	145	exact	AP BUR MW PWG VCP	5
BfSa	AK-1.1	145	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
atyarTa	AK-1.1	145	exact	AP CAE CCS MD MW PWG PWK VCP	8
atimAtra	AK-1.1	145	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
udgAQa	AK-1.1	145	exact	AP BUR CAE MW PWG VCP	6
nirBara	AK-1.1	145	exact	AP BUR CAE CCS MW PWG PWK VCP	8
tIvra	AK-1.1	145	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK VCP	11
ekAnta	AK-1.1	145	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
nitAnta	AK-1.1	145	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
gAQa	AK-1.1	145	exact	AP BHS BUR CAE CCS MD MW PWG PWK VCP	10
bAQa	AK-1.1	145	exact	AP CAE GRA MD MW PWG PWK	7
dfQa	AK-1.1	145	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
kubera	AK-1.1	146	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
tryambakasaKa	AK-1.1	146	exact	MW PWG PWK VCP	4
yakzarAj	AK-1.1	146	exact	AP CAE INM MW PWG PWK	6
guhyakeSvara	AK-1.1	146	exact	MW PWK SCH VCP	4
manuzyaDarman	AK-1.1	146	exact	AP MW PWG PWK SCH VCP	6
Danada	AK-1.1	146	exact	AP CAE CCS INM MW PWG PWK VCP	8
rAjarAja	AK-1.1	146	exact	CAE CCS INM MW PWG PWK VCP	7
DanADipa	AK-1.1	146	exact	CAE CCS MW PWG PWK VCP	6
kinnareSa	AK-1.1	146	exact	VCP	1
vESravaRa	AK-1.1	146	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
pOlastya	AK-1.1	146	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
naravAhana	AK-1.1	146	exact	BHS BUR CAE CCS INM MW PWG PWK VCP	9
yakza	AK-1.1	146	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	14
ekapiNga	AK-1.1	146	exact	BUR MW PWG PWK VCP	5
Elavila	AK-1.1	146	exact	AP INM MW PWG PWK SCH VCP	7
SrIda	AK-1.1	146	exact	CAE CCS INM MW PWG PWK VCP	7
puRya	AK-1.1	146	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
janeSvara	AK-1.1	146	exact	BUR CAE INM MW PWG PWK	6
cEtraraTa	AK-1.1	147	exact	BHS CAE INM MW PWG PWK VCP	7
