L	key1	devanagari	translit	sense	pc	anchor
495	agnihotrin	अग्निहोत्रिन्	agnihotrin		1-0037	pc
496	agnihotrocCizwa	अग्निहोत्रोच्छिष्ट	agnihotrocchiṣṭa		1-0037	pc
497	agnID	अग्नीध्	agnīdh		1-0037	pc
498	agnIDra	अग्नीध्र	agnīdhra		1-0037	pc
500	agnIndra	अग्नीन्द्र	agnīndra		1-0037	pc
501	agnInDana	अग्नीन्धन	agnīndhana		1-0037	pc
503	agnIya	अग्नीय	agnīya		1-0037	pc
505	agnIzoma	अग्नीषोम	agnīṣoma		1-0037	pc
506	agnIzomapraRayana	अग्नीषोमप्रणयन	agnīṣomapraṇayana		1-0037	pc
507	agnIzomIya	अग्नीषोमीय	agnīṣomīya		1-0037	pc
509	agnyagAra	अग्न्यगार	agnyagāra		1-0038	pc
509	agnyagAra	अग्न्यागार	agnyāgāra		1-0038	pc
511	agnyAtmaka	अग्न्यात्मक	agnyātmaka		1-0038	pc
512	agnyADAna	अग्न्याधान	agnyādhāna		1-0038	pc
513	agnyADeya	अग्न्याधेय	agnyādheya		1-0038	pc
514	agnyAlaya	अग्न्यालय	agnyālaya		1-0038	pc
515	agnyAhita	अग्न्याहित	agnyāhita		1-0038	pc
516	agnyutpAta	अग्न्युत्पात	agnyutpāta		1-0038	pc
517	agnyupasTAna	अग्न्युपस्थान	agnyupasthāna		1-0038	pc
518	agnyeDa	अग्न्येध	agnyedha		1-0038	pc
519	agman	अग्मन्	agman		1-0038	pc
520	agra	अग्र	agra	1	1-0038	pc
521	agra	अग्र	agra	2	1-0039	pc
522	agrakAya	अग्रकाय	agrakāya		1-0039	pc
523	agraga	अग्रग	agraga		1-0039	pc
524	agragaRya	अग्रगण्य	agragaṇya		1-0040	pc
525	agragAmin	अग्रगामिन्	agragāmin		1-0040	pc
526	agraja	अग्रजा	agrajā		1-0040	pc
526	agraja	अग्रज	agraja		1-0040	pc
527	agrajaNGA	अग्रजङ्घा	agrajaṅghā		1-0040	pc
528	agrajanman	अग्रजन्मन्	agrajanman		1-0040	pc
530	agrajAtaka	अग्रजातक	agrajātaka		1-0040	pc
531	agrajAti	अग्रजाति	agrajāti		1-0040	pc
532	agrajihva	अग्रजिह्व	agrajihva		1-0040	pc
533	agraRI	अग्रणी	agraṇī		1-0040	pc
534	agraRIti	अग्रणीति	agraṇīti		1-0040	pc
535	agratas	अग्रतस्	agratas		1-0040	pc
536	agrataHsara	अग्रतःसर	agrataḥsara		1-0040	pc
537	agradAnin	अग्रदानिन्	agradānin		1-0040	pc
538	agranaKa	अग्रनख	agranakha		1-0041	pc
539	agranAsikA	अग्रनासिका	agranāsikā		1-0041	pc
540	agraparRI	अग्रपर्णी	agraparṇī		1-0041	pc
541	agrapUjA	अग्रपूजा	agrapūjā		1-0041	pc
542	agrapeya	अग्रपेय	agrapeya		1-0041	pc
543	agraBaRa	अग्रभण	agrabhaṇa		1-0041	pc
544	agraBAga	अग्रभाग	agrabhāga		1-0041	pc
545	agraBuj	अग्रभुज्	agrabhuj		1-0041	pc
546	agramahizI	अग्रमहिषी	agramahiṣī		1-0041	pc
547	agramAMsa	अग्रमांस	agramāṃsa		1-0041	pc
548	agrayAna	अग्रयान	agrayāna		1-0041	pc
549	agrayAyin	अग्रयायिन्	agrayāyin		1-0041	pc
550	agrayAvan	अग्रयावन्	agrayāvan		1-0041	pc
551	agrayoDin	अग्रयोधिन्	agrayodhin		1-0041	pc
552	agralohitA	अग्रलोहिता	agralohitā		1-0041	pc
555	agrasaMDAnI	अग्रसंधानी	agrasaṃdhānī		1-0041	pc
556	agrasaMDyA	अग्रसंध्या	agrasaṃdhyā		1-0041	pc
557	agrasara	अग्रसर	agrasara		1-0041	pc
557	agrasara	अग्रसारा	agrasārā		1-0041	pc
559	agraha	अग्रह	agraha		1-0041	pc
560	agrahasta	अग्रहस्त	agrahasta		1-0041	pc
561	agrahAyaRa	अग्रहायण	agrahāyaṇa		1-0041	pc
562	agrahAra	अग्रहार	agrahāra		1-0042	pc
563	agrAkzan	अग्राक्षन्	agrākṣan		1-0042	pc
564	agrAdvan	अग्राद्वन्	agrādvan		1-0042	pc
565	agrAnIka	अग्रानीक	agrānīka		1-0042	pc
566	agrAyaRIya	अग्रायणीय	agrāyaṇīya		1-0042	pc
567	agrAhin	अग्राहिन्	agrāhin		1-0042	pc
568	agrAhya	अग्राह्य	agrāhya		1-0042	pc
569	agri	अग्रि	agri		1-0042	pc
570	agrima	अग्रिम	agrima		1-0042	pc
571	agriya	अग्रिय	agriya		1-0042	pc
571	agriya	अग्रीय	agrīya		1-0042	pc
573	agru	अग्रु	agru		1-0042	pc
574	agre	अग्रे	agre		1-0042	pc
575	agrega	अग्रेग	agrega		1-0042	pc
576	agregA	अग्रेगा	agregā		1-0043	pc
577	agregU	अग्रेगू	agregū		1-0043	pc
578	agreRI	अग्रेणी	agreṇī		1-0043	pc
579	agretvan	अग्रेत्वन्	agretvan		1-0043	pc
580	agrediDizu	अग्रेदिधिषु	agredidhiṣu		1-0043	pc
581	agrepA	अग्रेपा	agrepā		1-0043	pc
582	agrepU	अग्रेपू	agrepū		1-0043	pc
583	agreBrU	अग्रेभ्रू	agrebhrū		1-0043	pc
584	agrevaRa	अग्रेवण	agrevaṇa		1-0043	pc
585	agrevaDa	अग्रेवध	agrevadha		1-0043	pc
586	agresara	अग्रेसर	agresara		1-0043	pc
587	agresarika	अग्रेसरिक	agresarika		1-0043	pc
589	agropaharaRIya	अग्रोपहरणीय	agropaharaṇīya		1-0043	pc
590	agrya	अग्र्य	agrya		1-0043	pc
591	aGa	अघ	agha		1-0044	pc
592	aGakft	अघकृत्	aghakṛt		1-0044	pc
593	aGana	अघन	aghana		1-0044	pc
594	aGamarzaRa	अघमर्षण	aghamarṣaṇa		1-0044	pc
595	aGamAra	अघमार	aghamāra		1-0044	pc
597	aGarud	अघरुद्	agharud		1-0044	pc
598	aGala	अघल	aghala		1-0044	pc
600	aGaviza	अघविष	aghaviṣa		1-0044	pc
601	aGaSaMsa	अघशंस	aghaśaṃsa		1-0044	pc
602	aGaSaMsahan	अघशंसहन्	aghaśaṃsahan		1-0044	pc
603	aGaSaMsin	अघशंसिन्	aghaśaṃsin		1-0044	pc
604	aGahAra	अघहार	aghahāra		1-0044	pc
605	aGAtin	अघातिन्	aghātin		1-0045	pc
607	aGAyu	अघायु	aghāyu		1-0045	pc
608	aGArin	अघारिन्	aghārin		1-0045	pc
609	aGASva	अघाश्व	aghāśva		1-0045	pc
609	aGASva	अघाश्व	aghāśva		1-0045	pc
611	aGAsura	अघासुर	aghāsura		1-0045	pc
612	aGora	अघोर	aghora		1-0045	pc
613	aGoraGorarUpa	अघोरघोररूप	aghoraghorarūpa		1-0045	pc
614	aGoracakzus	अघोरचक्षुस्	aghoracakṣus		1-0045	pc
615	aGoza	अघोष	aghoṣa	1	1-0045	pc
616	aGoza	अघोष	aghoṣa	2	1-0045	pc
619	aGos	अघोस्	aghos		1-0045	pc
621	aGnya	अघ्न्य	aghnya		1-0045	pc
622	aGnya	अघ्न्य	aghnya		1-0046	pc
623	aGreya	अघ्रेय	aghreya		1-0046	pc
624	aNk	अङ्क्	aṅk	,	1-0046	pc
625	aNka	अङ्क	aṅka		1-0046	pc
626	aNkakaraRa	अङ्ककरण	aṅkakaraṇa		1-0047	pc
627	aNkatantra	अङ्कतन्त्र	aṅkatantra		1-0047	pc
628	aNkati	अङ्कति	aṅkati		1-0047	pc
629	aNkaDAraRA	अङ्कधारणा	aṅkadhāraṇā		1-0047	pc
630	aNkana	अङ्कन	aṅkana		1-0047	pc
631	aNkapAdavrata	अङ्कपादव्रत	aṅkapādavrata		1-0047	pc
632	aNkapAli	अङ्कपालि	aṅkapāli		1-0047	pc
632	aNkapAli	अङ्कपाली	aṅkapālī		1-0047	pc
633	aNkapAlikA	अङ्कपालिका	aṅkapālikā		1-0047	pc
635	aNkabanDa	अङ्कबन्ध	aṅkabandha		1-0047	pc
637	aNkaloqya	अङ्कलोड्य	aṅkaloḍya		1-0048	pc
638	aNkas	अङ्कस्	aṅkas		1-0048	pc
639	aNkasa	अङ्कस	aṅkasa		1-0048	pc
640	aNkANka	अङ्काङ्क	aṅkāṅka		1-0048	pc
641	aNkita	अङ्कित	aṅkita		1-0048	pc
642	aNkin	अङ्किन्	aṅkin		1-0048	pc
643	aNkI	अङ्की	aṅkī		1-0048	pc
644	aNku	अङ्कु	aṅku		1-0048	pc
645	aNkuwa	अङ्कुट	aṅkuṭa		1-0048	pc
646	aNkupa	अङ्कुप	aṅkupa		1-0048	pc
647	aNkura	अङ्कुर	aṅkura		1-0048	pc
648	aNkuraka	अङ्कुरक	aṅkuraka		1-0048	pc
649	aNkurita	अङ्कुरित	aṅkurita		1-0048	pc
650	aNkuSa	अङ्कुश	aṅkuśa		1-0048	pc
651	aNkuSagraha	अङ्कुशग्रह	aṅkuśagraha		1-0049	pc
652	aNkuSadurDara	अङ्कुशदुर्धर	aṅkuśadurdhara		1-0049	pc
653	aNkuSita	अङ्कुशित	aṅkuśita		1-0049	pc
654	aNkuSin	अङ्कुशिन्	aṅkuśin		1-0049	pc
656	aNkUra	अङ्कूर	aṅkūra		1-0049	pc
657	aNkUza	अङ्कूष	aṅkūṣa		1-0049	pc
658	aNkowa	अङ्कोठ	aṅkoṭha		1-0049	pc
658	aNkowa	अङ्कोट	aṅkoṭa		1-0049	pc
660	aNkola	अङ्कोल	aṅkola		1-0049	pc
662	aNkolikA	अङ्कोलिका	aṅkolikā		1-0049	pc
663	aNkollasAra	अङ्कोल्लसार	aṅkollasāra		1-0049	pc
664	aNkya	अङ्क्य	aṅkya	1	1-0049	pc
665	aNkya	अङ्क्य	aṅkya	2	1-0049	pc
667	aNg	अङ्ग्	aṅg	,	1-0049	pc
668	aNga	अङ्ग	aṅga	1	1-0049	pc
669	aNga	अङ्ग	aṅga	2	1-0050	pc
670	aNga	अङ्ग	aṅga	3	1-0050	pc
671	aNga	अङ्ग	aṅga	4	1-0051	pc
672	aNgaka	अङ्गक	aṅgaka		1-0051	pc
673	aNgagraha	अङ्गग्रह	aṅgagraha		1-0051	pc
674	aNgaja	अङ्गज	aṅgaja		1-0051	pc
675	aNgajanus	अङ्गजनुस्	aṅgajanus		1-0051	pc
676	aNgajvara	अङ्गज्वर	aṅgajvara		1-0051	pc
677	aNgaRa	अङ्गण	aṅgaṇa		1-0051	pc
678	aNgati	अङ्गति	aṅgati		1-0051	pc
679	aNgatva	अङ्गत्व	aṅgatva		1-0051	pc
680	aNgada	अङ्गद	aṅgada		1-0051	pc
681	aNgadvIpa	अङ्गद्वीप	aṅgadvīpa		1-0052	pc
682	aNgana	अङ्गन	aṅgana		1-0052	pc
682	aNgana	अङ्गना	aṅganā		1-0052	pc
684	aNganApriya	अङ्गनाप्रिय	aṅganāpriya		1-0052	pc
685	aNgapAli	अङ्गपालि	aṅgapāli		1-0052	pc
686	aNgaBeda	अङ्गभेद	aṅgabheda		1-0052	pc
687	aNgamarda	अङ्गमर्द	aṅgamarda		1-0052	pc
688	aNgamardaka	अङ्गमर्दक	aṅgamardaka		1-0052	pc
689	aNgamardin	अङ्गमर्दिन्	aṅgamardin		1-0052	pc
691	aNgarakta	अङ्गरक्त	aṅgarakta		1-0052	pc
692	aNgarakzaRI	अङ्गरक्षणी	aṅgarakṣaṇī		1-0052	pc
693	aNgarAga	अङ्गराग	aṅgarāga		1-0052	pc
694	aNgarAj	अङ्गराज्	aṅgarāj		1-0052	pc
695	aNgaruha	अङ्गरुह	aṅgaruha		1-0052	pc
696	aNgalipi	अङ्गलिपि	aṅgalipi		1-0052	pc
698	aNgaloka	अङ्गलोक	aṅgaloka		1-0052	pc
699	aNgaloqya	अङ्गलोड्य	aṅgaloḍya		1-0053	pc
700	aNgava	अङ्गव	aṅgava		1-0053	pc
701	aNgavikfti	अङ्गविकृति	aṅgavikṛti		1-0053	pc
702	aNgavikzepa	अङ्गविक्षेप	aṅgavikṣepa		1-0053	pc
703	aNgavidyA	अङ्गविद्या	aṅgavidyā		1-0053	pc
704	aNgavEkfta	अङ्गवैकृत	aṅgavaikṛta		1-0053	pc
705	aNgasaMskAra	अङ्गसंस्कार	aṅgasaṃskāra		1-0053	pc
706	aNgasaMskriyA	अङ्गसंस्क्रिया	aṅgasaṃskriyā		1-0053	pc
707	aNgahAra	अङ्गहार	aṅgahāra		1-0053	pc
708	aNgahAri	अङ्गहारि	aṅgahāri		1-0053	pc
709	aNgahIna	अङ्गहीन	aṅgahīna		1-0053	pc
711	aNgADipa	अङ्गाधिप	aṅgādhipa		1-0053	pc
712	aNgAra	अङ्गार	aṅgāra		1-0053	pc
713	aNgAraka	अङ्गारक	aṅgāraka		1-0053	pc
714	aNgArakamaRi	अङ्गारकमणि	aṅgārakamaṇi		1-0053	pc
715	aNgArakita	अङ्गारकित	aṅgārakita		1-0053	pc
716	aNgArakuzWaka	अङ्गारकुष्ठक	aṅgārakuṣṭhaka		1-0053	pc
717	aNgAraDAnikA	अङ्गारधानिका	aṅgāradhānikā		1-0054	pc
718	aNgAraDAnI	अङ्गारधानी	aṅgāradhānī		1-0054	pc
719	aNgAraparipAcita	अङ्गारपरिपाचित	aṅgāraparipācita		1-0054	pc
720	aNgAraparRa	अङ्गारपर्ण	aṅgāraparṇa		1-0054	pc
721	aNgArapAtrI	अङ्गारपात्री	aṅgārapātrī		1-0054	pc
722	aNgArapuzpa	अङ्गारपुष्प	aṅgārapuṣpa		1-0054	pc
723	aNgAramaYjarI	अङ्गारमञ्जरी	aṅgāramañjarī		1-0054	pc
724	aNgAramaYjI	अङ्गारमञ्जी	aṅgāramañjī		1-0054	pc
725	aNgAravallarI	अङ्गारवल्लरी	aṅgāravallarī		1-0054	pc
726	aNgAravallI	अङ्गारवल्ली	aṅgāravallī		1-0054	pc
728	aNgAraSakawI	अङ्गारशकटी	aṅgāraśakaṭī		1-0054	pc
729	aNgArAvakzayaRa	अङ्गारावक्षयण	aṅgārāvakṣayaṇa		1-0054	pc
730	aNgAri	अङ्गारि	aṅgāri		1-0054	pc
731	aNgArikA	अङ्गारिका	aṅgārikā		1-0054	pc
732	aNgAriRI	अङ्गारिणी	aṅgāriṇī		1-0054	pc
733	aNgArita	अङ्गारित	aṅgārita		1-0054	pc
734	aNgArIya	अङ्गारीय	aṅgārīya		1-0054	pc
735	aNgAryA	अङ्गार्या	aṅgāryā		1-0054	pc
736	aNgikA	अङ्गिका	aṅgikā		1-0054	pc
737	aNgin	अङ्गिन्	aṅgin		1-0054	pc
738	aNgir	अङ्गिर्	aṅgir		1-0054	pc
739	aNgira	अङ्गिर	aṅgira		1-0055	pc
740	aNgiras	अङ्गिरस्	aṅgiras		1-0055	pc
741	aNgirasa	अङ्गिरस	aṅgirasa		1-0056	pc
742	aNgirasAmayana	अङ्गिरसामयन	aṅgirasāmayana		1-0056	pc
743	aNgirastama	अङ्गिरस्तम	aṅgirastama		1-0056	pc
744	aNgirasvat	अङ्गिरस्वत्	aṅgirasvat		1-0056	pc
747	aNgIkAra	अङ्गीकार	aṅgīkāra		1-0056	pc
748	aNgIkfta	अङ्गीकृत	aṅgīkṛta		1-0056	pc
749	aNgIkfti	अङ्गीकृति	aṅgīkṛti		1-0056	pc
750	aNgIya	अङ्गीय	aṅgīya		1-0056	pc
751	aNgu	अङ्गु	aṅgu		1-0056	pc
752	aNguri	अङ्गुरि	aṅguri		1-0056	pc
754	aNgurIya	अङ्गुरीय	aṅgurīya		1-0056	pc
755	aNgurIyaka	अङ्गुरीयक	aṅgurīyaka		1-0056	pc
756	aNgula	अङ्गुल	aṅgula		1-0057	pc
757	aNgulaka	अङ्गुलक	aṅgulaka		1-0057	pc
758	aNguli	अङ्गुलि	aṅguli		1-0057	pc
759	aNgulitoraRa	अङ्गुलितोरण	aṅgulitoraṇa		1-0057	pc
760	aNgulitra	अङ्गुलित्र	aṅgulitra		1-0057	pc
761	aNgulitrARa	अङ्गुलित्राण	aṅgulitrāṇa		1-0057	pc
762	aNgulimudrA	अङ्गुलिमुद्रा	aṅgulimudrā		1-0057	pc
763	aNgulimudrikA	अङ्गुलिमुद्रिका	aṅgulimudrikā		1-0057	pc
764	aNgulimowana	अङ्गुलिमोटन	aṅgulimoṭana		1-0057	pc
765	aNgulizaNga	अङ्गुलिषङ्ग	aṅguliṣaṅga		1-0057	pc
766	aNgulisaMdeSa	अङ्गुलिसंदेश	aṅgulisaṃdeśa		1-0057	pc
769	aNgulIpaYcaka	अङ्गुलीपञ्चक	aṅgulīpañcaka		1-0058	pc
770	aNgulIya	अङ्गुलीय	aṅgulīya		1-0058	pc
771	aNgulIyaka	अङ्गुलीयक	aṅgulīyaka		1-0058	pc
773	aNguzWa	अङ्गुष्ठ	aṅguṣṭha		1-0058	pc
774	aNguzWya	अङ्गुष्ठ्य	aṅguṣṭhya		1-0058	pc
775	aNgUza	अङ्गूष	aṅgūṣa		1-0058	pc
776	aNgezWA	अङ्गेष्ठा	aṅgeṣṭhā		1-0058	pc
777	aNgozin	अङ्गोषिन्	aṅgoṣin		1-0058	pc
778	aNgya	अङ्ग्य	aṅgya		1-0058	pc
779	aNG	अङ्घ्	aṅgh	,	1-0058	pc
780	aNGa	अङ्घ	aṅgha		1-0058	pc
781	aNGas	अङ्घस्	aṅghas		1-0058	pc
781	aNGas	अङ्घस्	aṅghas		1-0058	pc
782	aNGAri	अङ्घारि	aṅghāri		1-0058	pc
784	aNGri	अङ्घ्रि	aṅghri		1-0058	pc
785	aNGrinAmaka	अङ्घ्रिनामक	aṅghrināmaka		1-0058	pc
786	aNGrinAman	अङ्घ्रिनामन्	aṅghrināman		1-0058	pc
787	aNGripa	अङ्घ्रिप	aṅghripa		1-0058	pc
788	aNGriparRI	अङ्घ्रिपर्णी	aṅghriparṇī		1-0058	pc
789	aNGrivalli	अङ्घ्रिवल्लि	aṅghrivalli		1-0059	pc
790	aNGrivallikA	अङ्घ्रिवल्लिका	aṅghrivallikā		1-0059	pc
791	ac	अच्	ac	,	1-0059	pc
792	acakra	अचक्र	acakra		1-0059	pc
793	acakzurvizaya	अचक्षुर्विषय	acakṣurviṣaya		1-0060	pc
794	acakzuzka	अचक्षुष्क	acakṣuṣka		1-0060	pc
795	acakzus	अचक्षुस्	acakṣus		1-0060	pc
796	acaRqI	अचण्डी	acaṇḍī		1-0060	pc
797	acatura	अचतुर	acatura		1-0060	pc
798	acara	अचर	acara		1-0060	pc
800	acarama	अचरम	acarama		1-0060	pc
801	acala	अचल	acala		1-0060	pc
802	acalakIlA	अचलकीला	acalakīlā		1-0060	pc
803	acalatviz	अचलत्विष्	acalatviṣ		1-0060	pc
804	acalaDfti	अचलधृति	acaladhṛti		1-0060	pc
806	acalamati	अचलमति	acalamati		1-0060	pc
807	acalAsaptamI	अचलासप्तमी	acalāsaptamī		1-0060	pc
808	acAru	अचारु	acāru		1-0060	pc
811	acit	अचित्	acit		1-0060	pc
812	acitta	अचित्त	acitta		1-0061	pc
813	acitti	अचित्ति	acitti		1-0061	pc
814	acitra	अचित्र	acitra		1-0061	pc
815	acintita	अचिन्तित	acintita		1-0061	pc
816	acintya	अचिन्त्य	acintya		1-0061	pc
817	acira	अचिर	acira		1-0061	pc
818	aciradyuti	अचिरद्युति	aciradyuti		1-0061	pc
820	aciraBAs	अचिरभास्	acirabhās		1-0061	pc
821	aciram	अचिरम्	aciram		1-0061	pc
822	acirarocis	अचिररोचिस्	acirarocis		1-0061	pc
823	acirAMSu	अचिरांशु	acirāṃśu		1-0061	pc
824	acirAt	अचिरात्	acirāt		1-0061	pc
826	acireRa	अचिरेण	acireṇa		1-0061	pc
827	acizwu	अचिष्टु	aciṣṭu		1-0061	pc
828	acetana	अचेतन	acetana		1-0062	pc
828	acetana	अचेतान	acetāna		1-0062	pc
829	acetas	अचेतस्	acetas		1-0062	pc
831	acezwa	अचेष्ट	aceṣṭa		1-0062	pc
832	acezwatA	अचेष्टता	aceṣṭatā		1-0062	pc
833	acEtanya	अचैतन्य	acaitanya		1-0062	pc
834	acodas	अचोदस्	acodas		1-0062	pc
835	acCa	अच्छ	accha	1	1-0062	pc
836	acCa	अच्छ	accha	2	1-0062	pc
838	acCaBalla	अच्छभल्ल	acchabhalla		1-0063	pc
839	acCAya	अच्छाय	acchāya		1-0063	pc
840	acCAvAka	अच्छावाक	acchāvāka		1-0063	pc
842	acCAvAkIya	अच्छावाकीय	acchāvākīya		1-0063	pc
843	acCidyamAna	अच्छिद्यमान	acchidyamāna		1-0063	pc
