hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
prAntaSUnya	prāntaśūnya	pw	74401.1	4-187-c	0	23	0		0		2	2	ap;vcp	0	0	confirmed-missing	4	add	
prArCaka	prārchaka	pw	74522	4-189-c	0	38	0		0	prArcCaka:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'prArcCaka' (0.941) - different word, omission stands
prArjayitar	prārjayitar	pw	74523	4-189-c	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prArkzIy	prārkṣīy	pw	74521	4-189-c	0	53	0		1	prArkzIya:0.941	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'prArkzIya' (0.941) - different word, omission stands
prArzaBIy	prārṣabhīy	pw	74542	4-189-c	0	55	0		1	prArzaBIya:0.947	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'prArzaBIya' (0.947) - different word, omission stands
prAsAdIy	prāsādīy	pw	74673	4-191-b	0	72	0		1	prAsAdIya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'prAsAdIya' (0.941) - different word, omission stands
prAtarBoktar	prātarbhoktar	pw	74270	4-186-a	0	51	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
prAtarIya	prātarīya	pw	74261	4-185-c	0	73	0		0	pratarIya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'pratarIya' (fold-twin - same lexeme or distinct word needs eyes)
prAvArIy	prāvārīy	pw	74579	4-190-b	0	79	0		1	prAvArIya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'prAvArIya' (0.941) - different word, omission stands
prAvikya	prāvikya	pw	74587	4-190-b	0	123	0		0	pravika:0.933	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pravika' (0.933) - different word, omission stands
prAyuDezin	prāyudheṣin	pw	74499.1	4-189-b	0	23	0		0	prAyudDezin:0.952	3	3	shs;wil;yat	0	0	confirmed-missing	4	add-check	probable orthographic doublet of MW headword 'prAyudDezin' (0.952)
prEkIy	praikīy	pw	75015	4-196-b	0	49	0		1	prEkIya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'prEkIya' (0.923) - different word, omission stands
prOGIy	praughīy	pw	75107	4-197-b	0	49	0		1	prOGIya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'prOGIya' (0.923) - different word, omission stands
praGozaka	praghoṣaka	pw	70486	4-131-b	0	55	0		0		6	5	bur;mw72;pwg;shs;wil;yat	0	0	confirmed-missing	12	add	
praSAntaviniScayaprAtihAryanirdeSa	praśāntaviniścayaprātihāryanirdeśa	pw	219795	7-362-a	1	130	1	65,52	0	praSAntaviniScayapratihAryanirdeSa:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'praSAntaviniScayapratihAryanirdeSa' (fold-twin - same lexeme or distinct word needs eyes)
pracetar	pracetar	pw	70551	4-132-a	0	79	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
pradakziRagrAhin	pradakṣiṇagrāhin	pw	72264	4-156-c	0	95	0		0		2	2	bhs;pwg	0	0	confirmed-missing	5	add	
pragaRqaka	pragaṇḍaka	pw	70419	4-130-a	0	73	0		0		0	0		1	0	confirmed-missing	3	low-priority	
prahAraka	prahāraka	pw	73733	4-178-c	0	72	0		0	praharaka:1.000	1	1	pwg	1	0	confirmed-missing	3	check	vowel-length/case variant of MW headword 'praharaka' (fold-twin - same lexeme or distinct word needs eyes)
praharaRavant	praharaṇavant	pw	73705	4-178-b	0	85	0		0	praharaRavat:0.960	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'praharaRavat' (0.960)
prahvalAkA	prahvalākā	pw	73782	4-179-b	0	81	0		0	pravAlaka:0.947	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pravAlaka' (0.947) - different word, omission stands
prajIna	prajīna	pw	70668	4-134-a	0	45	0		0	prajina:1.000	3	3	pwg;wil;yat	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'prajina' (fold-twin - same lexeme or distinct word needs eyes)
prajYAnetra	prajñānetra	pw	70704	4-134-c	0	90	0		0		0	0		0	0	confirmed-missing	1	low-priority	
prakASakaprajYAtar	prakāśakaprajñātar	pw	70267	4-127-c	0	56	0		0		0	0		0	0	confirmed-missing	0	low-priority	
prakASanavant	prakāśanavant	pw	70275	4-128-a	0	71	0		0	prakASanavat:0.960	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'prakASanavat' (0.960)
prakramitar	prakramitar	pw	70359	4-129-b	0	83	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prakrantar	prakrantar	pw	70355	4-129-b	0	101	0		0	prakrAnta:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'prakrAnta' (0.947) - different word, omission stands
prakzveqanA	prakṣveḍanā	pw	70400.1	4-130-a	0	23	0		1	prakzveqana:1.000	2	2	ap;skd	0	0	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'prakzveqana' (fold-twin - same lexeme or distinct word needs eyes)
pralambahantar	pralambahantar	pw	72994.2	4-167-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
pralavitar	pralavitar	pw	73013	4-167-c	0	84	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
pralkArIy	pralkārīy	pw	73039	4-168-a	0	82	0		1	pralkArIya:0.947	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'pralkArIya' (0.947) - different word, omission stands
pramAdavant	pramādavant	pw	72784	4-164-b	0	60	0		0	pramAdavat:0.952	2	2	pwg;sch	0	0	confirmed-missing	2	add-check	probable orthographic doublet of MW headword 'pramAdavat' (0.952)
pramApana	pramāpana	pw	72790	4-164-b	0	71	0		0	praDmApana:0.947	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'praDmApana' (0.947) - different word, omission stands
pramaNganIya	pramaṅganīya	pw	72687	4-163-a	0	98	0		0		1	0	mw72	0	0	confirmed-missing	3	check	
pramadaka	pramadaka	pw	72704	4-163-a	0	88	0		0	pramardaka:0.947	5	4	ap;ap90;mw72;pwg;vcp	0	0	confirmed-missing	9	add-check	false-friend near form 'pramardaka' (0.947) - different word, omission stands
pranaptar	pranaptar	pw	72412	4-158-c	0	50	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
prarCaka	prarchaka	pw	72979	4-167-b	0	76	0		0	prarcCaka:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'prarcCaka' (0.941) - different word, omission stands
prarkzIy	prarkṣīy	pw	72978	4-167-b	0	70	0		1	prarkzIya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'prarkzIya' (0.941) - different word, omission stands
prarkza	prarkṣa	pw	72977	4-167-b	0	73	0		0	prarakza:0.933	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'prarakza' (0.933) - different word, omission stands
prarzaBIy	prarṣabhīy	pw	72981	4-167-b	0	72	0		1	prarzaBIya:0.947	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'prarzaBIya' (0.947) - different word, omission stands
prarzaBa	prarṣabha	pw	72980	4-167-b	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prasTaMpaca	prasthaṃpaca	pw	73630	4-177-a	0	108	0		0	prasTampaca:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'prasTampaca' (fold-twin - same lexeme or distinct word needs eyes)
prasTavAhA	prasthavāhā	pw	73633	4-177-a	0	95	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prasTavant	prasthavant	pw	73632	4-177-a	0	69	0		0	prasTavat:0.947	0	0		1	0	confirmed-missing	1	low-priority	false-friend near form 'prasTavat' (0.947) - different word, omission stands
prasTupuzpa	prasthupuṣpa	pw	73629.1	4-177-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
prasnAtar	prasnātar	pw	73656	4-177-b	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prasnavitar	prasnavitar	pw	73654	4-177-b	0	82	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prasnavitrIy	prasnavitrīy	pw	73655	4-177-b	0	64	0		1	prasnavitrIya:0.960	1	1	pwg	0	0	variant-form-in-MW	1	check	probable orthographic doublet of MW headword 'prasnavitrIya' (0.960)
pratAn	pratān	pw	70827	4-136-b	0	66	0		1	pratan:1.000	1	1	pwg	0	0	variant-form-in-MW	1	check	vowel-length/case variant of MW headword 'pratan' (fold-twin - same lexeme or distinct word needs eyes)
pratIpAy	pratīpāy	pw	71784	4-149-c	0	114	0		1	pratIpAya:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'pratIpAya' (0.941) - different word, omission stands
pratIsIrA	pratīsīrā	pw	71798	4-150-a	0	90	0		0	pratisIrA:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'pratisIrA' (fold-twin - same lexeme or distinct word needs eyes)
pratiBUka	pratibhūka	pw	71308	4-143-b	0	68	0		0	pratiBukta:0.947	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pratiBukta' (0.947) - different word, omission stands
pratinaptar	pratinaptar	pw	71103	4-140-b	0	52	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
pratinisarga	pratinisarga	pw	71137	4-140-c	0	104	0		0	pratiniHsarga:0.960	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	probable orthographic doublet of MW headword 'pratiniHsarga' (0.960)
pratinisfjya	pratinisṛjya	pw	219607	7-360-c	1	119	1	130,1	0	pratiniHsfjya:0.960	0	0		0	0	confirmed-missing	1	low-priority	probable orthographic doublet of MW headword 'pratiniHsfjya' (0.960)
pratisyAya	pratisyāya	pw	71687	4-148-b	0	65	0		0	pratiSyAya:1.000	5	4	mw72;pwg;shs;wil;yat	0	0	confirmed-missing	9	add-check	vowel-length/case variant of MW headword 'pratiSyAya' (fold-twin - same lexeme or distinct word needs eyes)
pratizIvya	pratiṣīvya	pw	71557	4-146-b	0	61	0		0		1	1	pwg	1	1	confirmed-missing	5	check	
pratyAsAra	pratyāsāra	pw	72109.1	4-154-b	0	23	0		0	pratyAsvara:0.952	8	7	armh;lrv;mw72;pwg;shs;vcp;wil;yat	1	0	confirmed-missing	16	add-check	probable orthographic doublet of MW headword 'pratyAsvara' (0.952)
pratyAsArin	pratyāsārin	pw	72110	4-154-b	0	41	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
pratyAsara	pratyāsara	pw	72109	4-154-b	0	80	0		0	pratyAsvara:0.952	8	7	ben;bur;lrv;mw72;pwg;vcp;wil;yat	0	0	confirmed-missing	15	add-check	probable orthographic doublet of MW headword 'pratyAsvara' (0.952)
pratyAstAra	pratyāstāra	pw	72111	4-154-b	0	94	0		0	pratyastra:0.952	3	2	bhs;mw72;pwg	0	0	confirmed-missing	5	add-check	probable orthographic doublet of MW headword 'pratyastra' (0.952)
pratyavasTAtar	pratyavasthātar	pw	72027	4-153-a	0	71	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
pravAritArTAtisevA	pravāritārthātisevā	pw	219769	7-362-a	1	162	1	261,78	0		1	1	sch	0	0	confirmed-missing	5	check	
pravIqa	pravīḍa	pw	73235	4-171-a	0	57	0		0		2	2	pwg;sch	0	0	confirmed-missing	4	add	
pravaRavant	pravaṇavant	pw	73056	4-168-b	0	76	0		0	pravaRavat:0.952	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'pravaRavat' (0.952)
prayApani	prayāpani	pw	72908	4-166-a	0	54	0		1		0	0		0	0	variant-form-in-MW	-2	low-priority	
preR	preṇ	pw	74897	4-195-a	0	59	0		1	prER:1.000	1	1	pwg	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'prER' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
prehivARijA	prehivāṇijā	pw	75014	4-196-b	0	91	0		0	prehivaRijA:1.000	3	2	ap;mw72;pwg	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'prehivaRijA' (fold-twin - same lexeme or distinct word needs eyes)
prekIy	prekīy	pw	74864	4-194-b	0	74	0		1	prekIya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'prekIya' (0.923) - different word, omission stands
preze	preṣe	pw	75000	4-196-a	0	118	0		1		0	0		0	1	variant-form-in-MW	-1	low-priority	
priyaMBavizRu	priyaṃbhaviṣṇu	pw	74764	4-192-c	0	73	0		0	priyamBavizRu:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'priyamBavizRu' (fold-twin - same lexeme or distinct word needs eyes)
proGIy	proghīy	pw	75045	4-196-c	0	88	0		1	proGIya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'proGIya' (0.923) - different word, omission stands
prohakardamA	prohakardamā	pw	75102	4-197-b	0	92	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
prohakawA	prohakaṭā	pw	75101	4-197-b	0	126	0		0		0	0		0	0	confirmed-missing	1	low-priority	
prozyapApIyaMs	proṣyapāpīyaṃs	pw	75099	4-197-a	0	129	0		0	prozyapApIyas:0.963	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'prozyapApIyas' (0.963)
prpuMnAla	prpuṃnāla	pw	72496.5	4-160-a	0	23	0		0	prapuMnAla:0.947	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'prapuMnAla' (0.947) - different word, omission stands
pruzvAy	pruṣvāy	pw	74861	4-194-b	0	48	0		1	pruzvAya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'pruzvAya' (0.933) - different word, omission stands
pruzwAy	pruṣṭāy	pw	74859	4-194-b	0	64	0		0	pruzwA:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pruzwA' (0.923) - different word, omission stands
pucCawI	pucchaṭī	pw	67526	4-091-b	0	68	0		1	pucCawi:1.000	5	5	ap;ap90;lrv;skd;vcp	0	0	variant-form-in-MW	9	add-check	vowel-length/case variant of MW headword 'pucCawi' (fold-twin - same lexeme or distinct word needs eyes)
purARy	purāṇy	pw	68083	4-099-a	0	75	0		1	purARya:0.923	1	1	pwg	0	1	variant-form-in-MW	1	check	false-friend near form 'purARya' (0.923) - different word, omission stands
purIzay	purīṣay	pw	68126	4-099-b	0	49	0		1	purIzaya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'purIzaya' (0.933) - different word, omission stands
purasaMskAra	purasaṃskāra	pw	68019	4-098-a	0	54	0		0	puruzasaMskAra:0.923	3	3	pwg;shs;vcp	0	0	confirmed-missing	4	add-check	false-friend near form 'puruzasaMskAra' (0.923) - different word, omission stands
purodBavA	purodbhavā	pw	68387.1	4-102-c	0	23	0		1	purodBava:1.000	4	4	bur;pwg;skd;vcp	0	0	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'purodBava' (fold-twin - same lexeme or distinct word needs eyes)
purudaMSas	purudaṃśas	pw	68161	4-100-a	0	101	0		0	purudaMsas:1.000	7	7	ben;bur;pwg;sch;vcp;wil;yat	0	0	confirmed-missing	13	add-check	vowel-length/case variant of MW headword 'purudaMsas' (fold-twin - same lexeme or distinct word needs eyes)
purut	purut	pw	68156	4-099-c	0	55	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
puruzAsaka	puruṣāsaka	pw	68320	4-102-a	0	147	0		0	puruzAMsaka:0.952	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'puruzAMsaka' (0.952)
putrAdin	putrādin	pw	67757	4-094-b	0	153	0		1	putrAdinI:0.941	1	1	vcp	0	0	variant-form-in-MW	1	check	false-friend near form 'putrAdinI' (0.941) - different word, omission stands
putrIyitar	putrīyitar	pw	67772	4-094-c	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
putrika	putrika	pw	67759	4-094-b	0	200	0		1	putrikA:1.000	2	2	pwg;vcp	0	0	variant-form-in-MW	3	add-check	vowel-length/case variant of MW headword 'putrikA' (fold-twin - same lexeme or distinct word needs eyes)
puwoja	puṭoja	pw	67577	4-092-a	0	52	0		0		0	0		0	0	confirmed-missing	0	low-priority	
puzpI	puṣpī	pw	109433.1	6-194-a	0	24	0		1		0	0		1	1	variant-form-in-MW	0	low-priority	
puzpadantaka	puṣpadantaka	pw	68588	4-106-a	0	65	0		0		6	6	pui;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	13	add	
puzpalAvin	puṣpalāvin	pw	68648	4-106-c	0	58	0		0	puzpalAvI:0.947	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'puzpalAvI' (0.947) - different word, omission stands
puzpasADArana	puṣpasādhārana	pw	68676.1	4-107-a	0	23	0		0	puzpasADAraRa:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'puzpasADAraRa' (0.923) - different word, omission stands
qikkarI	ḍikkarī	pw	43938	2-283-c	0	63	0		0		7	6	ap;ap90;mw72;pwg;shs;wil;yat	0	0	confirmed-missing	15	add	
qiqiva	ḍiḍiva	pw	43942	2-283-c	0	66	0		0		0	0		0	0	confirmed-missing	1	low-priority	
quRquka	ḍuṇḍuka	pw	43971	2-284-b	0	52	0		0		0	0		0	0	confirmed-missing	0	low-priority	
rAgAQvyA	rāgāḍhvyā	pw	93208.1	5-177-a	0	23	0		0	rAgAQyA:0.933	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'rAgAQyA' (0.933) - different word, omission stands
rAgAdyA	rāgādyā	pw	93208.2	5-177-a	0	23	0		0	rAgadA:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'rAgadA' (0.923) - different word, omission stands
rAjAn	rājān	pw	93606	5-182-a	0	78	0		1	rAjan:1.000	1	1	pwg	0	0	variant-form-in-MW	1	check	vowel-length/case variant of MW headword 'rAjan' (fold-twin - same lexeme or distinct word needs eyes)
rAjAtana	rājātana	pw	93594	5-182-a	0	200	0		0		5	5	pwg;shs;vcp;wil;yat	0	0	confirmed-missing	11	add	
rAjIy	rājīy	pw	93642	5-182-b	0	79	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
rAjaSAkanikA	rājaśākanikā	pw	93529	5-181-a	0	118	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
rAjaSAkinI	rājaśākinī	pw	93529.1	5-181-a	0	23	0		0		1	1	pwg	1	1	confirmed-missing	4	check	
rAjaSayyA	rājaśayyā	pw	93527.1	5-181-a	0	23	0		0	rAjaSAyyA:1.000	5	5	pwg;shs;skd;wil;yat	0	0	confirmed-missing	8	add-check	vowel-length/case variant of MW headword 'rAjaSAyyA' (fold-twin - same lexeme or distinct word needs eyes)
rAjapawolaka	rājapaṭolaka	pw	93378	5-179-b	0	61	0		0		0	0		0	0	confirmed-missing	1	low-priority	
rAjyaktA	rājyaktā	pw	93673	5-182-c	0	96	0		0		1	1	skd	0	0	confirmed-missing	3	check	
rAmAcCardanaka	rāmācchardanaka	pw	93992	5-187-a	0	81	0		0	rAmacCardanaka:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'rAmacCardanaka' (fold-twin - same lexeme or distinct word needs eyes)
rAtriMmanya	rātriṃmanya	pw	93761	5-183-c	0	85	0		0	rAtrimmanya:1.000	5	5	ap;ap90;lrv;pwg;sch	0	0	confirmed-missing	9	add-check	vowel-length/case variant of MW headword 'rAtrimmanya' (fold-twin - same lexeme or distinct word needs eyes)
rEy	raiy	pw	94888	5-203-b	0	57	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
rORa	rauṇa	pw	95198	5-207-c	0	48	0		0	rOra:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'rOra' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
rUkzaRAtmikA	rūkṣaṇātmikā	pw	94627	5-199-c	0	100	0		0		2	2	pwg;skd	1	1	confirmed-missing	7	add	
raNgabIja	raṅgabīja	pw	92006	5-159-c	0	49	0		0		2	2	pwg;vcp	0	0	confirmed-missing	4	add	
raNgamAtar	raṅgamātar	pw	92013	5-159-c	0	156	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
raNgamAtfkA	raṅgamātṛkā	pw	92014	5-159-c	0	59	0		0		5	5	pwg;shs;skd;wil;yat	0	0	confirmed-missing	10	add	
raNgezWAlu	raṅgeṣṭhālu	pw	92041	5-160-a	0	72	0		0	raNgezwAlu:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'raNgezwAlu' (fold-twin - same lexeme or distinct word needs eyes)
raRatUya	raṇatūya	pw	92187	5-162-c	0	55	0		0	raRatUrya:0.941	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'raRatUrya' (0.941) - different word, omission stands
raTasyA	rathasyā	pw	92596	5-167-b	0	90	0		0	raTayA:0.923	3	2	bhs;mw72;pwg	0	0	confirmed-missing	5	add-check	false-friend near form 'raTayA' (0.923) - different word, omission stands
rabDar	rabdhar	pw	92711	5-169-a	0	94	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
rahAy	rahāy	pw	93132	5-176-a	0	79	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
rajI	rajī	pw	92122	5-161-c	0	71	0		1	rAjI:1.000	0	0		0	1	variant-form-in-MW	-1	low-priority	vowel-length/case variant of MW headword 'rAjI' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
rajIyaMs	rajīyaṃs	pw	92123	5-161-c	0	71	0		0	rajIyas:0.933	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'rajIyas' (0.933) - different word, omission stands
rajasay	rajasay	pw	92105	5-161-b	0	57	0		1	rajasaya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'rajasaya' (0.933) - different word, omission stands
rajasy	rajasy	pw	92112	5-161-c	0	66	0		1	rajasya:0.923	1	1	pwg	0	1	variant-form-in-MW	1	check	false-friend near form 'rajasya' (0.923) - different word, omission stands
raktAKya	raktākhya	pw	91817	5-157-a	0	84	0		0	raktaka:0.933	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'raktaka' (0.933) - different word, omission stands
raktANkura	raktāṅkura	pw	91819	5-157-a	0	92	0		0		0	0		1	1	confirmed-missing	3	low-priority	
raktAmlAtaka	raktāmlātaka	pw	91835	5-157-b	0	122	0		0		0	0		0	0	confirmed-missing	1	low-priority	
raktakAYjana	raktakāñjana	pw	91646	5-155-a	0	75	0		0		0	0		0	0	confirmed-missing	1	low-priority	
raktakusuma	raktakusuma	pw	91651	5-155-a	0	94	0		0		1	1	vcp	1	0	confirmed-missing	5	check	
raktamelaka	raktamelaka	pw	91755	5-156-b	0	78	0		0		0	0		0	0	confirmed-missing	1	low-priority	
raktar	raktar	pw	91761	5-156-b	0	76	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
raktareRukA	raktareṇukā	pw	91764	5-156-b	0	86	0		0		2	2	pwg;skd	0	0	confirmed-missing	5	add	
raktasUryAy	raktasūryāy	pw	91807	5-157-a	0	84	0		1	raktasUryAya:0.957	1	1	pwg	1	0	variant-form-in-MW	3	check	probable orthographic doublet of MW headword 'raktasUryAya' (0.957)
raktavarawI	raktavaraṭī	pw	91770	5-156-b	0	53	0		1	raktavarawi:1.000	7	7	ap;lrv;pwg;shs;skd;wil;yat	0	0	variant-form-in-MW	12	add-check	vowel-length/case variant of MW headword 'raktavarawi' (fold-twin - same lexeme or distinct word needs eyes)
rasamAtar	rasamātar	pw	92991	5-174-a	0	95	0		0		0	0		0	0	confirmed-missing	1	low-priority	
rasarasAgratA	rasarasāgratā	pw	220770	7-370-d	1	204	1	17,10	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
rasodBUta	rasodbhūta	pw	93092	5-175-c	0	102	0		0		0	0		1	0	confirmed-missing	3	low-priority	
ratirAgA	ratirāgā	pw	220740	7-370-c	1	124	1	197,56	0	rAtrirAga:0.941	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	false-friend near form 'rAtrirAga' (0.941) - different word, omission stands
reKAy	rekhāy	pw	94752	5-201-c	0	54	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	
reSayadASin	reśayadāśin	pw	94860.1	5-203-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
rehAy	rehāy	pw	94876	5-203-b	0	80	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
rehas	rehas	pw	94875.1	5-203-b	0	23	0		1		0	0		0	0	variant-form-in-MW	-2	low-priority	
rihvan	rihvan	pw	94275	5-191-a	0	47	0		0		4	3	ap;ap90;mw72;pwg	0	0	confirmed-missing	8	add	
riy	riy	pw	94237	5-190-c	0	125	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
rizwIy	riṣṭīy	pw	94267	5-191-a	0	53	0		1	rizwIya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'rizwIya' (0.923) - different word, omission stands
roQar	roḍhar	pw	94973	5-204-c	0	64	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
rohAy	rohāy	pw	95129	5-206-c	0	110	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
rohiReya	rohiṇeya	pw	95158	5-207-a	0	74	0		0	rOhiReya:1.000	2	2	inm;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'rOhiReya' (fold-twin - same lexeme or distinct word needs eyes)
romASrayakalA	romāśrayakalā	pw	95087	5-206-a	0	122	0		0	romASrayaPalA:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'romASrayaPalA' (0.923) - different word, omission stands
rucirapraBAsasaMBava	ruciraprabhāsasaṃbhava	pw	94378	5-193-b	0	87	0		0	rucirapraBAvasamBava:0.950	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	probable orthographic doublet of MW headword 'rucirapraBAvasamBava' (0.950)
ruzwimant	ruṣṭimant	pw	94614	5-197-c	0	54	0		0	ruzwimat:0.941	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'ruzwimat' (0.941) - different word, omission stands
ruzyamant	ruṣyamant	pw	94616	5-197-c	0	54	0		0	ruzyamat:0.941	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'ruzyamat' (0.941) - different word, omission stands
rvedin	rvedin	pw	15360.1	1-181-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
sAMBAzya	sāṃbhāṣya	pw	124247	7-119-b	0	53	0		0	sAmBAzya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sAmBAzya' (fold-twin - same lexeme or distinct word needs eyes)
sAMBUyi	sāṃbhūyi	pw	124248	7-119-b	0	71	0		0	sAmBUyi:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sAmBUyi' (fold-twin - same lexeme or distinct word needs eyes)
