mw_annexure_headword	in_sup7
utTApana	Y
utkIlaya	N
utkIrtana	N
utkU	N
utkUlaya	N
utkaRWAnirBaram	N
utkalikAvallarI	N
utketana	Y
utkopa	Y
utkoraka	N
utkrATinI	N
utkrama	N
utkroSa	N
utkvATa	N
utkzepa	Y
utkzepalipi	N
utpAlikA	Y
utpAtalakzaRa	N
utpAtin	Y
utpaTaya	N
utpakva	Y
utpakza	Y
utpaladfS	N
utpalapattranIla	N
utparyARita	Y
utpatin	N
utpattra	Y
utpfzwi	Y
utpiba	N
utpipAna	N
utplava	Y
utprAsaya	N
utpraBAtIya	N
utprekzADvani	N
utprekzAkzepa	Y
utprekzita	N
utprekzitopamA	N
utpuMsana	Y
utpupluzA	Y
utsADana	N
utsAhagAtratA	N
utsArin	Y
utsaNgapAdatA	N
utsaNgita	Y
utsada	Y
utsargam	Y
utsavapriya	N
utsekin	Y
utsfjya	Y
utsfzwikANka	N
utsiktamanas	N
utsisfkzu	N
utsvedana	N
uttApana	Y
uttF	N
uttIram	Y
uttamacaritra	Y
uttamagAya	Y
uttamavid	N
uttamottamaka	N
uttanUruha	Y
uttapanIya	N
uttaptavEqUryanirBAsa	N
uttarArDapaScArDa	Y
uttaraGfta	N
uttaraMgi	N
uttaraRasetu	N
uttaraSalaNkawa	N
uttaragArgya	Y
uttarakrama	Y
uttarapUjA	N
uttararAmacampU	N
uttaratas	N
uttarjanIka	Y
uttejana	N
uttiNga	Y
uttuNgita	Y
uwwIkita	Y
uwwaNkita	N
uzAcarita	N
uzAharaRa	N
uzAnidAna	N
uzApariRaya	Y
uzRIzaSiraskatA	N
uzRIzavijayA	N
uzRIzavijaya	Y
uzRanaraka	N
vAcaMniyama	N
vAjiBft	N
vAjiratna	N
vAkpativAra	N
vAkyasaMcAra	N
vAnara	N
vArI	N
vAsavfkza	N
vAtAjira	N
vAtacala	N
vAtayAna	N
vAtezu	N
vEKAnasaSAstra	N
vESvantara	N
vEpaScita	N
vIRAvat	N
vIralIla	N
vIrapeSas	N
vIraravivarman	N
vIrasena	N
vIryasammita	N
vaDUyAna	N
vaDUyu	N
vaNka	N
vaNku	N
vacatra	N
vahniDUmanyAya	N
vahnizwamBa	N
vajraDvani	N
vajrasaMsparSa	N
vaktrapARi	N
vallUra	N
vamuka	N
vanaSakuni	N
vanacCandatA	N
vanapratizWa	N
vanasaMSraya	N
vanitAsaKa	N
vapatra	N
vapurguRa	N
varRAnupUrveRa	N
varRasaMvarga	N
varasampad	N
varuRapariyatana	N
varzapavitra	N
vastI	N
vati	N
vatsaBawwi	N
vayaHprakarza	N
vayaHsuKa	N
vayonurUpa	N
vedasaMnyAsin	N
vedavikraya	N
vedispfS	N
vedyA	N
vetasvin	N
vfNga	N
vfkzanAma	N
vfttivallaBa	N
vfzwitAdita	N
viBAvAyu	N
viDya	N
viSpalA	N
viSvABirakzaRa	N
viSvavarman	N
vidaTa	N
videvam	N
vijayabAhu	N
viluptI	N
vimfgvan	N
vinDyavAsaka	N
vinivftti	N
vipas	N
viprasanna	N
virajaHpraBa	N
visraMsikA	Y
vivatsA	N
vivihan	N
viyUzka	N
vizwImin	N
vrIhiSarAva	N
vra	N
vratAvftti	N
vratacArya	N
vratopeta	N
vyABram	N
vyADiDarmin	N
vyAkulavezwana	N
vyatizikta	N
vyavadAraprApaRa	N
vyavastf	N
vyeman	N
vyomAnta	N
wIkAsamuccaya	N
wIkAsarvasva	N
weka	N
wippaRyASaya	N
wiwwiBAsana	N
woqaraprakASa	N
yAtrAsaMDAna	N
yAvadAvAsa	N
yAvadgrahaRam	N
yAvatima	N
yUropaKaRqa	N
yaSaHpraBa	N
yaSoDarman	N
yaSoviSAla	N
yaTABUtapratijYA	N
yaTADyAyam	N
yaTASraya	N
yaTAbAlam	N
yaTAgIta	N
yaTAgavam	N
yaTApuroqASam	N
yaTAsaMvAdam	N
yaTAsuzWu	N
yaTopapadam	N
yadvidvas	N
yahvA	N
yajYalopa	N
yajYasaMstara	N
yajYasamfdDi	N
yajunA	N
yavAcAma	N
yonisaMkaluza	N
yonizad	N
yonyajAta	N
yudDaSOwIratA	N
yugacCidra	N
yugamAtradarSin	N
yugapraDAna	N
zaqvizARa	N
zuduvadIna	N
