pwkvn_k1	pwkvn_L	pc	tier	mahavy	in_pw	in_pwg	gloss_snippet
asvAmya	4036	3-255-b	absent	N	Y	N	{#asvAmya#}¦ n. {%kein Eigenthumsrecht, keine freie Verfügung%} DEVALA.
asvAmya	13773	7-316-a	absent	N	Y	N	{#asvAmya#}¦ 3.
asvAmyanumatena	13774	7-316-a	absent	N	Y	N	{#asvAmyanumatena#}¦ Instr. {%ohne Erlaubniss des Eigenthümers%} KĀTY. in VIVĀDARATNĀKARA 225.
asvarga	8589	6-297-c	absent	N	Y	N	{#asvarga#}¦ m. {%Verlust des Himmels, das nicht in den Himmel Gelangen%} VASIṢṬHA 1,27.
asvarga	13768	7-315-d	absent	N	Y	N	{#asvarga#} und {#asvarya#}¦ 6.
asvedin	8592	6-297-c	absent	N	Y	N	{#asvedin#}¦ Adj. {%nicht schwitzend%} MBH. 8,79,56.
asvedin	13777	7-316-a	absent	N	Y	N	{#asvedin#}¦ 6.
atAcCIlya	262	1-284-b	absent	N	Y	N	{#atAcCIlya#}¦ n. {%das Nichtgewohntsein an Etwas%} P. 3,2,79, Sch.
atAcCIlya	10054	7-292-d	absent	N	Y	N	{{Lbody=10054}}
atAntava	1988	2-287-a	absent	N	Y	N	{#atAntava#}¦ Adj. {%nicht gewebt%}.
atAntava	10055	7-292-d	absent	N	Y	N	{{Lbody=10055}}
atApaBft	263	1-284-b	absent	N	Y	N	{#atApaBft#}¦ Adj. {%keine Glut in sich bergend%} NAIṢ. 4,78.
atApaBft	10056	7-292-d	absent	N	Y	N	{#atApaBft#}¦ 1.
atArya	1989	2-287-a	absent	N	Y	N	{#atArya#}¦ Adj. {%nicht zu überwinden, mit dem man nicht fertig werden kann%}.
atArya	10057	7-292-d	absent	N	Y	N	{#atArya#}¦ 2.
atAtparyavid	1987	2-287-a	absent	N	Y	N	{#atAtparyavid#}¦ Adj. {%die beabsichtigte, wahre Bedeutung einer Rede nicht kennend%} KATHĀS. 62,212.
atAtparyavid	10055	7-292-d	absent	N	Y	N	{{Lbody=10055}}
atAttvika	1986	2-287-a	absent	N	Y	N	{#atAttvika#}¦ Adj. {%nicht wirklich, — real%}. Nom. abstr. {#˚tva#} n.
atAttvika	10055	7-292-d	absent	N	Y	N	{#atAttvika#}, {#atAtparyavid#} und {#atAntava#}¦ 2.
atUpara	5028	4-291-c	absent	N	Y	N	{#atUpara#}¦ Adj. {%gehörnt%} ĀPAST. ŚR. 10,29,5.
atUpara	10357	7-294-d	absent	N	Y	N	{#atUpara#}¦ 4.
ataTAkaraRa	5000	4-291-b	absent	N	Y	N	{#ataTAkaraRa#}¦ n. {%das nicht so Verfahren%} Comm. zu ĀPAST. ŚR. 11,21,8.
ataTAkaraRa	10030	7-292-d	absent	N	Y	N	{#ataTAkaraRa#}¦ 4.
atacCabda	249	1-284-b	absent	N	Y	N	{#atacCabda#}¦ m. {%kein vedischer Beleg dafür%} BĀDAR. 1,3,3.
atacCabda	10028	7-292-d	absent	N	Y	N	{#atacCabda#} und {#atacCruti#}¦ 1.
atacCruti	250	1-284-b	absent	N	Y	N	{#atacCruti#}¦ f. dass. BĀDAR. 2,3,21.
atacCruti	10028	7-292-d	absent	N	Y	N	{{Lbody=10028}}
atadAtman	1976	2-287-a	absent	N	Y	N	{#atadAtman#}¦ Adj. {%nicht identisch dem Wesen nach%} SARVAD. 155,9.
atadAtman	10033	7-292-d	absent	N	Y	N	{#atadAtman#}¦ 2.
atadBAva	252	1-284-b	absent	N	Y	N	{#atadBAva#}¦ m. {%das Nichtdassein, Anderswerden%} BĀDAR. 3,4,40.
atadBAva	10034	7-292-d	absent	N	Y	N	{{Lbody=10034}}
atadarhamARa	10032	7-292-d	absent	N	Y	N	{#atadarhamARa#}¦ Adj. (f. {#A#}) {%dieses nicht verdienend%} MBH. 2,67,54.
atadrUpa	253	1-284-b	absent	N	Y	N	{#atadrUpa#}¦ Adj. {%nicht wie es sein sollte, verkehrt%} BĀDAR. 3,4,40.
atadrUpa	1977	2-287-a	absent	N	Y	N	{#atadrUpa#}¦ Adj. auch {%von verschiedener Beschaffenheit%} VĀMANA 4,3,9.
atadrUpa	10035	7-292-d	absent	N	Y	N	{#atadrUpa#}¦ 1. 2.
atadvIryavidvaMs	6051	5-241-a	absent	N	Y	N	{#atadvIryavidvaMs#}¦ Adj. {%dessen Mannheit nicht kennend%} BHĀG. P. 6,17,10.
atadvIryavidvaMs	10037	7-292-d	absent	N	Y	N	{#atadvIryavidvaMs#}¦ 5.
atadvid	254	1-284-b	absent	N	Y	N	{#atadvid#}¦ Adj. {%dieses nicht verstehend%} BHĀG. P. 4,9,4.
atadvid	10036	7-292-d	absent	N	Y	N	{#atadvid#}¦ 1.
atajjAtIya	1972	2-287-a	absent	N	Y	N	{#atajjAtIya#} und {#˚ka#}¦ Adj. {%nicht von derselben Art%}.
atajjAtIya	10029	7-292-d	absent	N	Y	N	{#atajjAtIya#} und {#atajjYa#}¦ 2.
atajjAtIyaka	1972	2-287-a	absent	N	Y	N	{{Lbody=1972}}
atantrita	257	1-284-b	absent	N	Y	N	{#atantrita#}¦ Adj. 1〉 {%durch Nichts gebunden, sich vollkommen frei fühlend%} Cit. im Comm. zu GOBH. 1,5,26 (S. 214). —
atantrita	10041	7-292-d	absent	N	Y	N	{#atantrita#}¦ 1.
atantumant	1978	2-287-a	absent	N	Y	N	{#atantumant#}¦ Adj. {%nicht fadenziehend%} (Milch).
atantumant	10039	7-292-d	absent	N	Y	N	{#atantumant#}¦ 2.
atanubala	255	1-284-b	absent	N	Y	N	{#atanubala#}¦ Adj. (f. {#A#}) {%stark%} MUDRĀR. 157,1 (231,5).
atanubala	10038	7-292-d	absent	N	Y	N	{#atanubala#}¦ 1.
atarapaRya	10045	7-292-d	absent	N	Y	N	{#atarapaRya#}¦ {%kein Lohn für eine Fracht zu Wasser%} DIVYĀVAD. 4,12. 501,24.
atarkAvacara	260	1-284-b	absent	N	Y	N	{#atarkAvacara#}¦ Adj. {%sich nicht in spitzfindigen Erwägungen bewegend%} Lot. de la b. l. 353.
atarkAvacara	10049	7-292-d	absent	N	Y	N	{#atarkAvacara#}¦ 1.
atarkaRIya	10048	7-292-d	absent	N	Y	N	{#atarkaRIya#}¦ Adj. {%auf den man es nicht abgesehen haben kann%} oder {%darf,%} so v. a. {%sicher vor%} (Gen.) JĀTAKAM
ataruRa	259	1-284-b	absent	N	Y	N	{#ataruRa#}¦ Adj. {%nicht jung%} P. 1,2,73.
ataruRa	10047	7-292-d	absent	N	Y	N	{#ataruRa#}¦ 1.
atarucCAya	1984	2-287-a	absent	N	Y	N	{#atarucCAya#}¦ Adj. (f. {#A#}) {%ohne Baumschatten%} KATHĀS. 63,9.
atarucCAya	10046	7-292-d	absent	N	Y	N	{{Lbody=10046}}
atarzula	1985	2-287-a	absent	N	Y	N	{#atarzula#}¦ Adj. {%nicht gierig%}. {#˚m#} Adv.
atarzula	10051	7-292-d	absent	N	Y	N	{#atarzula#}¦ 2.
atattvArTavant	22096	7-385-a	absent	N	Y	N	{#atattvArTavant#}¦ Adj. {%der Wahrheit nicht entsprechend%} BHAG. 18,22.
atfptikft	2054	2-287-c	absent	N	Y	N	{#*atfptikft#}¦ Adj. = {#asecana#} HĀR. 220.
atfptikft	10358	7-294-d	absent	N	Y	N	{{Lbody=10358}}
atfzyamARa	10359	7-294-d	absent	N	Y	N	{#atfzyamARa#}¦ Adj. {%nicht gierig%} JĀTAKAM. 7.
atiBAravant	299	1-284-c	absent	N	Y	N	{#atiBAravant#}¦ Adj. {%schwer belastet%} NAIṢ. 5,88.
atiBAravant	10180	7-293-c	absent	N	Y	N	{#atiBAravant#}¦ 1.
atiBArika	3380	3-248-a	absent	N	Y	N	{#atiBArika#}¦ Adj. in {#nAtiBArika#}.
atiBArika	10181	7-293-c	absent	N	Y	N	{#atiBArika#}¦ 3.
atiBIta	300	1-284-c	absent	N	Y	N	{#atiBIta#}¦ Adj. {%sehr furchtsam%} KĀLAC. 3,142.
atiBIta	10182	7-293-c	absent	N	Y	N	{#atiBIta#}¦ 1.
atiBUmivartin	8220	6-293-b	absent	N	Y	N	{{Lbody=8220}}
atiBakti	297	1-284-c	absent	N	Y	N	{#atiBakti#}¦ f. {%grosse aus Glauben entspringende Liebe%} HEMĀDRI 1,578,9. 613,13.
atiBakti	10173	7-293-c	absent	N	Y	N	{#atiBakti#}¦ 1.
atiBara	3378	3-248-a	absent	N	Y	N	{#atiBara#}¦ m. {%eine schwere Last%} ŚIŚ. 2,103.
atiBara	8218	6-293-a	absent	N	Y	N	{#atiBara#}¦ m. {%eine übergrosse Last%} ŚIŚ. 6,79.
atiBara	10177	7-293-c	absent	N	Y	N	{#atiBara#}¦ 3. 6.
atiBarita	3379	3-248-a	absent	N	Y	N	{#˚atiBarita#}¦ Adj. {%voll von%}.
atiBarita	10178	7-293-c	absent	N	Y	N	{#atiBarita#}¦ 3.
atiBavAnIvallaBam	8219	6-293-b	absent	N	Y	N	{#atiBavAnIvallaBam#}¦ Adv. {%über%} Śiva {%hinaus%} BĀLAR. 81,16.
atiBavAnIvallaBam	10179	7-293-c	absent	N	Y	N	{#atiBavAnIvallaBam#}¦ 6.
atiBayAnaka	298	1-284-c	absent	N	Y	N	{#atiBayAnaka#}¦ Adj. {%gar fürchterlich%} BHĀG. P. 5,9,19.
atiBayAnaka	10176	7-293-c	absent	N	Y	N	{#atiBayAnaka#}¦ 1.
atiBaya	6064	5-241-b	absent	N	Y	N	{#atiBaya#}¦ auch {%grosse Furcht%} GĪT. 3,3.
atiBaya	10174	7-293-c	absent	N	Y	N	{#atiBaya#}¦ I. 5.
atiBayaMkaram	5014	4-291-b	absent	N	Y	N	{#atiBayaMkaram#}¦ Adv. {%über die Maassen fürchterlich%} MBH. 1,19,7.
atiBayaMkaram	10175	7-293-c	absent	N	Y	N	{#atiBayaMkaram#}¦ 4.
atiBft	3381	3-248-a	absent	N	Y	N	{#atiBft#}¦ Adj. {%schwer tragend%} KIR. 5,20.
atiBft	10184	7-293-c	absent	N	Y	N	{#atiBft#} und {#atiBogin#}¦ 3.
atiBogin	3382	3-248-a	absent	N	Y	N	{#atiBogin#}¦ Adj. in {#nAtiBogin#}.
atiBogin	10184	7-293-c	absent	N	Y	N	{{Lbody=10184}}
atiBukta	22102	7-385-a	absent	N	Y	N	{#atiBukta#}¦ n. impers. {%zu viel gegessen%} MBH. 17,2,25.
atiDUma	280	1-284-c	absent	N	Y	N	{#atiDUma#}¦ Adj. {%starken Rauch gebend%} VARĀH. YOGAY. 8,9.
atiDUma	10126	7-293-b	absent	N	Y	N	{{Lbody=10126}}
atiDanin	3363	3-248-a	absent	N	Y	N	{#atiDanin#}¦ Adj. {%sehr reich%} MBH. 3,99,12.
atiDanin	10125	7-293-b	absent	N	Y	N	{#atiDanin#}¦ 3.
atiDarma	278	1-284-c	absent	N	Y	N	{#atiDarma#}¦ m. {%die strengste Pflicht%} HEMĀDRI 1,54,20.
atiDarma	10126	7-293-b	absent	N	Y	N	{#atiDarma#}, {#atiDavala#} und {#atiDUma#}¦ 1.
atiGana	10079	7-293-a	absent	N	Y	N	{#atiGana#}¦ I. Auch {%sehr dick%} DAŚAK. 2,11.
atiGasmara	2004	2-287-b	absent	N	Y	N	{#atiGasmara#}¦ Adj. {%sehr gefrässig%} BĀLAR. 222,15.
atiGasmara	10080	7-293-a	absent	N	Y	N	{#atiGasmara#}¦ 2.
atiKAdin	3344	3-247-c	absent	N	Y	N	{#atiKAdin#}¦ Adj. {%viel essend%} MBH. 12,87,19.
atiKAdin	10073	7-293-a	absent	N	Y	N	{{Lbody=10073}}
atiSAdvala	8241	6-293-b	absent	N	Y	N	{#atiSAdvala#}¦ n. {%ein schöner Grasplatz%} BHĀG. P. 10,18,5.
atiSAdvala	10285	7-294-b	absent	N	Y	N	{{Lbody=10285}}
atiSIGra	334	1-285-b	absent	N	Y	Y	{#atiSIGra#}¦, {#˚m#} Adv. SAṂHITOPAN. 9,1.
atiSIGra	10287	7-294-b	absent	N	Y	Y	{#atiSIGra#}¦ I. 1.
atiSIta	8242	6-293-b	absent	N	Y	N	{#atiSIta#}¦ 1〉 Adj. {%sehr kühlend%} SUŚR. 1,184,1. — 2〉 n. {%grosse —, zu grosse Kälte%} Spr. 2504. MĀRK. P. 99,4. 9.
atiSIta	10288	7-294-b	absent	N	Y	N	{#atiSIta#}¦ I. 6.
atiSaNkitavya	8236	6-293-b	absent	N	Y	N	{#atiSaNkitavya#}¦ Adj. {%in falschem Verdacht zu haben wegen%} (Loc.) R. 2,22,30.
atiSaNkitavya	10282	7-294-b	absent	N	Y	N	{#atiSaNkitavya#} und {#atiSaWa#}¦ 6.
atiSaWa	8237	6-293-b	absent	N	Y	N	{#atiSaWa#}¦ Adj. {%überaus falsch, — hinterlistig, — boshaft%} MBH. 13,33,11. Spr. 4258.
atiSaWa	10282	7-294-b	absent	N	Y	N	{{Lbody=10282}}
atiSastrakopa	8239	6-293-b	absent	N	Y	N	{#atiSastrakopa#}¦ m. {%heftiges Wüthen des Schwertes, — des Krieges%} VARĀH. BṚH. S. 5,26.
atiSastrakopa	10285	7-294-b	absent	N	Y	N	{{Lbody=10285}}
atiSayavant	332	1-285-a	absent	N	Y	N	{#atiSayavant#}¦ Adj. {%übermässig%} DAŚAK. 85,17.
atiSayavant	10284	7-294-b	absent	N	Y	N	{#atiSayavant#}¦ I. 1.
atiSayitatva	8238	6-293-b	absent	N	Y	N	{#atiSayitatva#}¦ n. {%Ungewöhnlichkeit, Ausserordentlichkeit%} Spr. 1685, N.
atiSayitatva	10285	7-294-b	absent	N	Y	N	{#atiSayitatva#}, {#atiSastrakopa#}, {#atiSAta#} und {#atiSAdvala#}¦ 6.
atiSfta	336	1-285-b	absent	N	Y	N	{#a/tiSfta#}¦ Adj. {%zu stark gekocht%} MAITR. S. 1,8,2.
atiSfta	10289	7-294-b	absent	N	Y	N	{{Lbody=10289}}
atiSlAGya	3401	3-248-b	absent	N	Y	N	{#atiSlAGya#}¦ Adj. {%überaus rühmlich%} VṚṢABH. 76.
atiSlAGya	10297	7-294-b	absent	N	Y	N	{#atiSlAGya#}¦ 3.
atiSlizwa	8246	6-293-b	absent	N	Y	N	{#atiSlizwa#}¦ Adj. {%fest verbunden, — haftend, — anhaftend%} ŚĀK. (CH.) 62,1. DAŚAK. 73,6.
atiSlizwa	10298	7-294-b	absent	N	Y	N	{#atiSlizwa#}¦ 6.
atiSoBAkara	8243	6-293-b	absent	N	Y	N	{#atiSoBAkara#}¦ Adj. {%grossen Schmuck verleihend%} MBH. 8,34,46.
atiSoBAkara	10291	7-294-b	absent	N	Y	N	{#atiSoBAkara#} und {#atiSozin#}¦ 6.
atiSozin	8244	6-293-b	absent	N	Y	N	{#atiSozin#}¦ Adj. {%stark austrocknend, — ausdörrend%} SUŚR. 2,551,20.
atiSozin	10291	7-294-b	absent	N	Y	N	{{Lbody=10291}}
atiSrAnta	3400	3-248-b	absent	N	Y	N	{#atiSrAnta#}¦ Adj. {%sehr ermüdet%} VP. 4,2,6.
atiSrAnta	10293	7-294-b	absent	N	Y	N	{#atiSrAnta#}¦ 3.
atiSri	10294	7-294-b	absent	N	Y	N	{#atiSri#}¦ Adj. {%die%} Śrī {%übertreffend%} Festgr. 19.
atiSuBra	335	1-285-b	absent	N	Y	N	{#atiSuBra#}¦ Adj. {%überaus weiss%} HEMĀDRI 1,725,19.
atiSuBra	10289	7-294-b	absent	N	Y	N	{#atiSuBra#} und {#a/tiSfta#}¦ 1.
atiSvAsa	338	1-285-b	absent	N	Y	N	{#atiSvAsa#}¦ m. {%Kurzathmigkeit%} AGNI-P. 31,20.
atiSvAsa	10299	7-294-b	absent	N	Y	N	{#atiSvAsa#}¦ 1.
atiTI	273	1-284-c	absent	N	Y	N	{#atiTI#}¦ Adv. 1〉 mit {#kar#} a〉 {%Etwas%} (Acc.) {%einem Gaste gewähren%} NAIṢ. 5,23. — b〉 {%Etwas%} (Acc.) {%gelangen
atiTI	10101	7-293-b	absent	N	Y	N	{#atiTI#}¦ 1.
atiTivratin	8213	6-293-a	absent	N	Y	N	{#atiTivratin#}¦ Adj. {%Gastfreundschaft übend%} MBH. 3,260,4.
atiTivratin	10100	7-293-b	absent	N	Y	N	{#atiTivratin#}¦ 6.
atibIBatsita	5013	4-291-b	absent	N	Y	N	{#atibIBatsita#}¦ Adj. {%sehr widerlich, — eklig%} BHĀG. P. ed. Bomb. 5,26,22.
atibIBatsita	10172	7-293-c	absent	N	Y	N	{#atibIBatsita#}¦ 4.
atibalAtkfta	5011	4-291-b	absent	N	Y	N	{#atibalAtkfta#}¦ Adj. {%stark mitgenommen%} MBH. 13,268. v. l. {#˚lAtkzataH#}.
atibalAtkfta	10170	7-293-c	absent	N	Y	N	{#atibalAtkfta#} und {#atibalIyaMs#}¦ 4.
atibalIyaMs	5012	4-291-b	absent	N	Y	N	{#atibalIyaMs#}¦ Adj. {%viel mächtiger%} KATHĀS. 15,11.
atibalIyaMs	10170	7-293-c	absent	N	Y	N	{{Lbody=10170}}
atibalavant	22100	7-385-a	absent	N	Y	N	{#atibalavant#}¦ Adj. {%überaus mächtig%} MBH. 1,74,79.
atibanDura	5009	4-291-b	absent	N	Y	N	{#atibanDura#}¦ Adj. dem Sinne nach etwa {%stark betäubend%} MBH. 7,10,17.
atibanDura	10168	7-293-c	absent	N	Y	N	{#atibanDura#}¦ 4.
aticCedya	2010	2-287-b	absent	N	Y	N	{#aticCedya#}¦ Adj. {%zu stark zu verwunden%} MBH. 12,96,15.
aticCedya	10087	7-293-a	absent	N	Y	N	{#aticCedya#}¦ 2.
aticaRqikA	268	1-284-b	absent	N	Y	N	{#aticaRqikA#}¦ f. = {#aticaRqA#} HEMĀDRI 2,a,85,5.
aticaRqikA	10081	7-293-a	absent	N	Y	N	{#aticaRqikA#}¦ 1.
aticapala	2005	2-287-b	absent	N	Y	N	{#aticapala#}¦ Adj. {%sehr —, zu beweglich%}.
aticapala	10083	7-293-a	absent	N	Y	N	{#aticapala#}¦ 2.
aticatura	3346	3-247-c	absent	N	Y	N	{#aticatura#}¦ (f. {#A#}) auch {%überaus geschickt%} oder {%gescheidt%} CAURAP. (A.) 4.
aticatura	10082	7-293-a	absent	N	Y	N	{#aticatura#}¦ I. 3.
aticikkaRa	2006	2-287-b	absent	N	Y	N	{#aticikkaRa#}¦ Adj. (f. {#A#}) {%sehr schlüpfrig%} Comm. zu KĀTY. ŚR. 26,1,4.
aticikkaRa	10085	7-293-a	absent	N	Y	N	{#aticikkaRa#}, {#aticitram#}, {#aticirasya#} und {#˚cirAt#}¦ 2.
aticitram	2007	2-287-b	absent	N	Y	N	{#aticitram#}¦ Adv. {%auf sehr mannichfache Weise%} DAŚAK. (1925) 2,104,15.
aticitram	10085	7-293-a	absent	N	Y	N	{{Lbody=10085}}
atidIpti	10108	7-293-b	absent	N	Y	N	{#atidIpti#}¦, so zu lesen st. {#ayidIpti#}.
atidUravartin	3360	3-247-c	absent	N	Y	N	{#atidUravartin#}¦ Adj. {%weit hinausgehend über%} (Gen.) ŚĀK. CH. 146,8.
atidUravartin	10120	7-293-b	absent	N	Y	N	{#atidUravartin#}¦ 3.
atidUzita	277	1-284-c	absent	N	Y	N	{#atidUzita#}¦ Adj. {%sehr gemissbilligt%} BṚHASP. im Comm. zu ĀPAST. 2,27,3.
atidUzita	10121	7-293-b	absent	N	Y	N	{#atidUzita#}¦ 1.
atidaSaraTam	8214	6-293-a	absent	N	Y	N	{#atidaSaraTam#}¦ Adv. {%über%} Daśaratha {%hinaus%} BĀLAR. 79,9.
atidaSaraTam	10104	7-293-b	absent	N	Y	N	{#atidaSaraTam#}¦ 6.
atidahanAtmaka	3351	3-247-c	absent	N	Y	N	{#atidahanAtmaka#}¦ Adj. {%von zu brennender Natur%} PAÑCAT. 190,3.
atidahanAtmaka	10105	7-293-b	absent	N	Y	N	{#atidahanAtmaka#}¦ 3.
atidarpita	2023	2-287-b	absent	N	Y	N	{#atidarpita#}¦ Adj. {%worauf man sehr stolz ist, — stark pocht%} MṚCCH. 77,2.
atidarpita	10103	7-293-b	absent	N	Y	N	{#atidarpita#}¦ 2.
atidilIpam	8216	6-293-a	absent	N	Y	N	{#atidilIpam#}¦ Adv. {%über%} Dilīpa {%hinaus%} BĀLAR. 79,9.
atidilIpam	10107	7-293-b	absent	N	Y	N	{#atidilIpam#}¦ 6.
atidozala	3361	3-248-a	absent	N	Y	N	{#atidozala#}¦ Adj. in {#nAtidozala#}.
atidozala	10123	7-293-b	absent	N	Y	N	{#atidozala#} und {#atidrutam#}¦ 3.
atidrutam	3362	3-248-a	absent	N	Y	N	{#atidrutam#}¦ Adv. in {#nAtidrutam#} VIṢṆUS. 11,6.
atidrutam	10123	7-293-b	absent	N	Y	N	{{Lbody=10123}}
atiduHKa	3352	3-247-c	absent	N	Y	N	{#atiduHKa#}¦ n. {%ein grosses Leid%} VP. 4,2,24.
atiduHKa	10109	7-293-b	absent	N	Y	N	{#atiduHKa#} und {#atidurgama#}¦ 3.
atidurbala	275	1-284-c	absent	N	Y	N	{#atidurbala#}¦, f. {#A#} HEMĀDRI 2,a,100,6.
atidurbala	10113	7-293-b	absent	N	Y	N	{#atidurbala#}¦ I. 1.
atidurbalatA	3354	3-247-c	absent	N	Y	N	{#atidurbalatA#}¦ f. {%überaus grosse Schwäche%} PAÑCAT. 224,2.
atidurbalatA	10114	7-293-b	absent	N	Y	N	{#atidurbalatA#}, {#atidurmanas#} und {#atidurlalita#}¦ 3.
atidurgama	3353	3-247-c	absent	N	Y	N	{#atidurgama#}¦ Adj. {%überaus schwer zu wandeln%} ŚIŚ. 1,32.
atidurgama	10109	7-293-b	absent	N	Y	N	{{Lbody=10109}}
atidurjana	2024	2-287-b	absent	N	Y	N	{#atidurjana#}¦ m. {%ein grosser Bösewicht%} UTTARAR. 3,1.
atidurjana	10110	7-293-b	absent	N	Y	N	{#atidurjana#}¦ 2.
atidurlalita	3356	3-247-c	absent	N	Y	N	{#atidurlalita#}¦ n. {%grosse Unart%}. Pl. {%sehr dumme Streiche%} HARIV. 8539.
atidurlalita	10114	7-293-b	absent	N	Y	N	{{Lbody=10114}}
atidurmanas	3355	3-247-c	absent	N	Y	N	{#atidurmanas#}¦ Adj. {%sehr betrübt%} KATHĀS. 71,227.
atidurmanas	10114	7-293-b	absent	N	Y	N	{{Lbody=10114}}
atidurnaya	274	1-284-c	absent	N	Y	N	{#atidurnaya#}¦ m. {%eine grosse Gemeinheit%} NAIṢ. 4,91.
atidurnaya	10111	7-293-b	absent	N	Y	N	{#atidurnaya#}¦ 1.
atidurnyasta	10112	7-293-b	absent	N	Y	N	{#atidurnyasta#}¦ Adj. {%sehr schwankend in seinen Ueberzeugungen%} JĀTAKAM. 10.
atidurvizaha	2025	2-287-b	absent	N	Y	N	{#atidurvizaha#}¦ Adj. {%sehr schwer zu ertragen%} BHĀG. P. 5,9,18.
atidurvizaha	10115	7-293-b	absent	N	Y	N	{#atidurvizaha#}¦ 2.
atidurvizahya	3357	3-247-c	absent	N	Y	N	{#atidurvizahya#}¦ Adj. {%überaus schwer zu ertragen%} VṚṢABH. 37.
atidurvizahya	10116	7-293-b	absent	N	Y	N	{#atidurvizahya#}¦ 3.
atiduzwa	3358	3-247-c	absent	N	Y	N	{#atiduzwa#}¦ Adj. {%sehr böse, — schlimm%} RĀJAT. 4,121.
atiduzwa	10117	7-293-b	absent	N	Y	N	{#atiduzwa#}¦ I. 3.
atigArDya	2002	2-287-b	absent	N	Y	N	{#atigArDya#}¦ n. dass.
atigArDya	10075	7-293-a	absent	N	Y	N	{{Lbody=10075}}
atigarDa	2001	2-287-b	absent	N	Y	N	{#atigarDa#}¦ m. {%grosse Gier, — Habgier%} KATHĀS. 104,117.
atigarDa	10075	7-293-a	absent	N	Y	N	{{Lbody=10075}}
atigarIyaMs	267	1-284-b	absent	N	Y	N	{#atigarIyaMs#}¦ Adj. {%zu theuer%}. {#˚yasA krI#} — {%kaufen%} DAŚAK. 59,7.
atigarIyaMs	10074	7-293-a	absent	N	Y	N	{#atigarIyaMs#}¦ 1.
atigarjin	2000	2-287-b	absent	N	Y	Y	{#atigarjin#}¦ KATHĀS. 60,105 fehlerhaft für {#aBi˚#}.
atigarjin	10075	7-293-a	absent	N	Y	Y	{#atigarjin#}, {#atigarDa#} und {#atigArDya#}¦ 2.
atigfdDa	2003	2-287-b	absent	N	Y	N	{#atigfdDa#}¦ Adj. {%sehr habgierig%}.
atigfdDa	10077	7-293-a	absent	N	Y	N	{#atigfdDa#}¦ 2.
atigrAhyapAtra	5001	4-291-b	absent	N	Y	N	{#atigrAhyapAtra#}¦ n. {%ein zum%} Atigrāhya {%dienendes Gefäss%} ĀPAST. ŚR. 12,1,15.
atigrAhyapAtra	10078	7-293-a	absent	N	Y	N	{#atigrAhyapAtra#}¦ 4.
atihArda	8278	6-294-a	absent	N	Y	N	{#atihArda#}¦ n. {%grosse Zuneigung, — Liebe, — zu%} (Loc.) MĀRK. P. 72,18. 100,24.
atihArda	10343	7-294-c	absent	N	Y	N	{{Lbody=10343}}
atihArin	8277	6-294-a	absent	N	Y	N	{#atihArin#}¦ Adj. {%sehr reizend%} Spr. 4961.
atihArin	10343	7-294-c	absent	N	Y	N	{#atihArin#} und {#atihArda#}¦ 6.
atihAsya	8279	6-294-a	absent	N	Y	N	{#atihAsya#}¦ n. {%heftiges Lachen%} SUŚR. 1,244,6.
atihAsya	10345	7-294-c	absent	N	Y	N	{#atihAsya#}¦ 6.
atiharza	349	1-285-b	absent	N	Y	N	{#atiharza#}¦ m. {%grosse Freude%} NAIṢ. 6,53.
atiharza	10339	7-294-c	absent	N	Y	N	{#atiharza#}¦ 1. Auch MBH. 7,180,6.
atiharzula	8275	6-294-a	absent	N	Y	N	{#atiharzula#}¦ Adj. {%hoch erfreut%} KATHĀS. 67,31.
atiharzula	10340	7-294-c	absent	N	Y	N	{#atiharzula#}¦ 6.
atihelana	8280	6-294-a	absent	N	Y	N	{#atihelana#}¦ n. {%grosse Verhöhnung, — Verspottung, — an den Tag gelegte Geringschätzung%} BHĀG. P. 3,14,37.
atihelana	10347	7-294-c	absent	N	Y	N	{#atihelana#}¦ 6.
atihfzwa	353	1-285-b	absent	N	Y	N	{#atihfzwa#}¦ Adj. {%sehr erfreut%} DAŚAK. 72,5.
atihfzwa	10346	7-294-c	absent	N	Y	N	{{Lbody=10346}}
atijaWara	2011	2-287-b	absent	N	Y	N	{#atijaWara#}¦ Adj. (f. {#A#}) {%sehr hart%} und — {%alt%} ŚIŚ. 4,29.
atijaWara	10089	7-293-a	absent	N	Y	N	{#atijaWara#}, {#atijaqa#}, {#atijaraWa#}, {#atijarant#}, {#atijavana#}, {#atijitakASin#} (1. 6) und {#atijvalana#}¦ 2.
atijaqa	2012	2-287-b	absent	N	Y	N	{#atijaqa#}¦ Adj. {%überaus dumm%} HEM. PAR. 12,188.
atijaqa	10089	7-293-a	absent	N	Y	N	{{Lbody=10089}}
atijaraWa	2013	2-287-b	absent	N	Y	N	{#atijaraWa#}¦ Adj. {%sehr alt%}.
atijaraWa	10089	7-293-a	absent	N	Y	N	{{Lbody=10089}}
atijarant	2014	2-287-b	absent	N	Y	N	{#atijarant#}¦ Adj. (f. {#˚tI#}) dass.
atijarant	10089	7-293-a	absent	N	Y	N	{{Lbody=10089}}
atijavana	2015	2-287-b	absent	N	Y	N	{#atijavana#}¦ Adj. (f. {#A#}) {%überaus schnell%} DAŚAK. (1925) 2,107,11.
atijavana	10089	7-293-a	absent	N	Y	N	{{Lbody=10089}}
atijawADara	270	1-284-b	absent	N	Y	N	{#atijawADara#}¦ Adj. {%starke Flechten tragend%} HEMĀDRI 2,a,121,12.
