pwk_L	pwk_pc	slp1	iast	tier	rank	mw_fuzzy	evidence
210120	7-293-b	atidUravartin	atidūravartin	NO-MATCH	B		B:atidUra
210121	7-293-b	atidUzita	atidūṣita	nearform0.89		aBidUzita	
210123	7-293-b	atidozala	atidoṣala	nearform0.82		atidozam	
210125	7-293-b	atiDanin	atidhanin	nearform0.82		atiDanvan	
210126	7-293-b	atiDarma	atidharma	nearform0.88		aBiDarma	
210127	7-293-b	atinadIzRa	atinadīṣṇa	NO-MATCH	C		
210128	7-293-b	atinanAmin	atinanāmin	NO-MATCH	C		
210129	7-293-b	atinayana	atinayana	nearform0.89		atiSAyana	
210130	7-293-b	atinarman	atinarman	nearform0.94		atinAman	
210131	7-293-b	atiniBftam	atinibhṛtam	NO-MATCH	C		
210132	7-293-b	atinirGfRa	atinirghṛṇa	NO-MATCH	C		
210133	7-293-b	atinirmaTana	atinirmathana	NO-MATCH	C		
210134	7-293-b	atinirmala	atinirmala	NO-MATCH	C		
210135	7-293-b	atinirlipta	atinirlipta	NO-MATCH	C		
210136	7-293-b	atinirvartin	atinirvartin	nearform0.87		avinivartin	
210137	7-293-b	atinirviRRa	atinirviṇṇa	NO-MATCH	C		
210138	7-293-b	atinirvfta	atinirvṛta	nearform0.86		aBinirvftta	
210139	7-293-b	atinizevitar	atiniṣevitar	NO-MATCH	C		
210140	7-293-b	atinIla	atinīla	nearform0.86		atinIca	
210141	7-293-b	atipadmin	atipadmin	NO-MATCH	C		
210142	7-293-b	atipAvana	atipāvana	nearform0.89		atipatana	
210143	7-293-b	atipiNga	atipiṅga	nearform0.80		apliNga	
210144	7-293-b	atipiSuna	atipiśuna	NO-MATCH	C		
210145	7-293-b	atipIqita	atipīḍita	nearform0.89		aBipIqita	
210146	7-293-c	atipUra	atipūra	nearform0.86		atipara	
210147	7-293-c	atipelava	atipelava	nearform0.82		aviplava	
210148	7-293-c	atipOruza	atipauruṣa	nearform0.89		atipUruza	
210150	7-293-c	atipratiloma	atipratiloma	nearform0.87		aprAtilomya	
210151	7-293-c	atipratyAsaNga	atipratyāsaṅga	NO-MATCH	C		
210152	7-293-c	atipraTita	atiprathita	nearform0.86		aBiprasTita	
210153	7-293-c	atiprapaYca	atiprapañca	nearform0.91		aviprapaYca	
210154	7-293-c	atipraBAvatI	atiprabhāvatī	NO-MATCH	B		B:atipramARa
210156	7-293-c	atipramATin	atipramāthin	NO-MATCH	B		B:atipramARa
210157	7-293-c	atipramAda	atipramāda	nearform0.90		atipramARa	
210158	7-293-c	atipralApa	atipralāpa	NO-MATCH	C		
210159	7-293-c	atipraloBita	atipralobhita	NO-MATCH	C		
210160	7-293-c	atipravizwa	atipraviṣṭa	nearform0.91		aBipravizwa	
210161	7-293-c	atipravftta	atipravṛtta	stem			
210163	7-293-c	atipraveSa	atipraveśa	nearform0.90		aBipraveSa	
210164	7-293-c	atipraSAnta	atipraśānta	NO-MATCH	C		
210165	7-293-c	atipriya	atipriya	nearform0.88		avipriya	
210166	7-293-c	atiprIta	atiprīta	nearform0.88		aBiprIta	
210167	7-293-c	atiprezaRa	atipreṣaṇa	nearform0.90		aBiprezaRa	
210168	7-293-c	atibanDura	atibandhura	NO-MATCH	B		B:atibala
210170	7-293-c	atibalAtkfta	atibalātkṛta	NO-MATCH	B		B:atibala;B:atibahu
210172	7-293-c	atibIBatsita	atibībhatsita	NO-MATCH	B		B:atibahu
210173	7-293-c	atiBakti	atibhakti	nearform0.82		aviBaktin	
210174	7-293-c	atiBaya	atibhaya	NO-MATCH	C		
210175	7-293-c	atiBayaMkaram	atibhayaṃkaram	NO-MATCH	C		
210176	7-293-c	atiBayAnaka	atibhayānaka	nearform0.82		AtiSAyanika	
210177	7-293-c	atiBara	atibhara	nearform1.00		atiBAra	
210178	7-293-c	atiBarita	atibharita	nearform0.82		ataritra	
210179	7-293-c	atiBavAnIvallaBam	atibhavānīvallabham	NO-MATCH	C		
210180	7-293-c	atiBAravant	atibhāravant	NO-MATCH	C		
210181	7-293-c	atiBArika	atibhārika	nearform0.89		AtisArika	
210182	7-293-c	atiBIta	atibhīta	NO-MATCH	B		B:atiBUmi
210184	7-293-c	atiBft	atibhṛt	stem			
210185	7-293-c	atimaYjula	atimañjula	NO-MATCH	C		
210186	7-293-c	atimatimant	atimatimant	NO-MATCH	C		
210187	7-293-c	atimada	atimada	nearform0.86		atimodA	
210188	7-293-c	atimanoraTa	atimanoratha	NO-MATCH	C		
210189	7-293-c	atimanyu	atimanyu	nearform0.88		ahimanyu	
210191	7-293-d	atimahant	atimahant	NO-MATCH	B		B:atimarSam
210192	7-293-d	atimahArOdra	atimahāraudra	NO-MATCH	C		
210193	7-293-d	atimahiman	atimahiman	nearform0.80		atibrahman	
210195	7-293-d	atimAnuzastava	atimānuṣastava	NO-MATCH	A		B:atimAtra;A:atimAla
210198	7-293-d	atimUrKa	atimūrkha	NO-MATCH	A		A:atimukti
210199	7-293-d	atimfdu	atimṛdu	nearform0.80		atimftyu	
210200	7-293-d	atimfdula	atimṛdula	NO-MATCH	C		
210201	7-293-d	atimecakita	atimecakita	NO-MATCH	C		
210202	7-293-d	atimlAni	atimlāni	nearform0.88		atimAnin	
210203	7-293-d	atiyAcita	atiyācita	nearform0.89		aBiyAcita	
210205	7-293-d	atirajasvala	atirajasvala	NO-MATCH	A		A:atiyAtrA
210206	7-293-d	atirati	atirati	nearform0.86		atiraTa	
210208	7-293-d	atiramaRIya	atiramaṇīya	nearform0.96		atikramaRIya	
210209	7-293-d	atiraya	atiraya	nearform0.86		atratya	
210210	7-293-d	atirasa	atirasa	stem			
210211	7-293-d	atirasika	atirasika	nearform0.82		atirikta	
210212	7-293-d	atirAga	atirāga	nearform0.86		atirasA	
210213	7-293-d	atiriraMsA	atiriraṃsā	NO-MATCH	B		B:atiruz
210215	7-293-d	atiruzwa	atiruṣṭa	nearform0.94		atikruzwa	
210216	7-293-d	atirUQa	atirūḍha	nearform0.86		atirUpa	
210217	7-293-d	atireca	atireca	nearform0.86		atireka	
210218	7-293-d	atirocamAna	atirocamāna	NO-MATCH	C		
210219	7-293-d	atirodana	atirodana	NO-MATCH	C		
210220	7-293-d	atiroza	atiroṣa	nearform0.86		atiroka	
210221	7-293-d	atirozaRa	atiroṣaṇa	nearform0.84		atikarzaRa	
210222	7-293-d	atiroha	atiroha	nearform0.86		atiroka	
210223	7-293-d	atila	atila	nearform0.80		atala	
210224	7-293-d	atilavaRasAtmya	atilavaṇasātmya	NO-MATCH	C		
210225	7-293-d	atilAlavant	atilālavant	NO-MATCH	C		
210226	7-293-d	atiloBanIya	atilobhanīya	NO-MATCH	C		
210227	7-293-d	atilolupa	atilolupa	NO-MATCH	B		B:ativakra
210229	7-293-d	ativatsala	ativatsala	NO-MATCH	B		B:ativakra
210230	7-293-d	ativarIyaMs	ativarīyaṃs	nearform0.86		atigarIyas	
210231	7-293-d	ativallaBa	ativallabha	nearform0.90		alivallaBA	
210232	7-293-d	ativAtsalya	ativātsalya	NO-MATCH	C		
210233	7-294-a	ativAma	ativāma	nearform0.93		antivAma	
210235	7-294-a	ativikrama	ativikrama	nearform0.90		aBivikrama	
210236	7-294-a	ativiklava	ativiklava	nearform0.84		ativikawa	
210237	7-294-a	ativiGawwita	ativighaṭṭita	NO-MATCH	C		
210238	7-294-a	ativijYa	ativijña	NO-MATCH	C		
210239	7-294-a	ativitaTa	ativitatha	nearform0.82		ativyaTA	
210240	7-294-a	ativitaTavAc	ativitathavāc	NO-MATCH	C		
210241	7-294-a	ativiDe	atividhe	stem			
210242	7-294-a	ativiparyaya	ativiparyaya	nearform0.87		aviparyayAt	
210244	7-294-a	ativipraDarza	ativipradharṣa	NO-MATCH	B		B:ativipina
210245	7-294-a	ativiBinna	ativibhinna	nearform0.84		ativipina	
210246	7-294-a	ativiBIzaRa	ativibhīṣaṇa	NO-MATCH	C		
210247	7-294-a	ativimanas	ativimanas	NO-MATCH	C		
210248	7-294-a	ativimala	ativimala	NO-MATCH	C		
210249	7-294-a	ativirAjin	ativirājin	NO-MATCH	C		
210250	7-294-a	ativilambitam	ativilambitam	NO-MATCH	C		
210251	7-294-a	ativiSAla	ativiśāla	nearform0.82		ativiSva	
210252	7-294-a	ativiSramBa	ativiśrambha	stem			
210255	7-294-a	ativizama	ativiṣama	nearform0.82		avizamam	
210257	7-294-a	ativizWita	ativiṣṭhita	NO-MATCH	B		B:ativizA
210258	7-294-a	ativisaMzWula	ativisaṃṣṭhula	NO-MATCH	C		
210259	7-294-a	ativistara	ativistara	nearform0.84		AvistarAm	
210260	7-294-a	ativismaya	ativismaya	NO-MATCH	C		
210261	7-294-a	ativismita	ativismita	nearform0.80		anuvismita	
210262	7-294-a	ativisratva	ativisratva	NO-MATCH	C		
210263	7-294-a	ativihvala	ativihvala	NO-MATCH	C		
210264	7-294-a	ativIra	ativīra	nearform0.92		atIvra	
210265	7-294-a	ativIrya	ativīrya	nearform0.80		ativara	
210266	7-294-a	ativIryavant	ativīryavant	NO-MATCH	B		B:ativfdDa
210268	7-294-a	ativfzya	ativṛṣya	nearform0.80		atfzyat	
210271	7-294-a	ativEzRava	ativaiṣṇava	NO-MATCH	B		B:ativESasa
210272	7-294-a	ativyaTita	ativyathita	nearform0.84		ativyasta	
210273	7-294-a	ativyapahAra	ativyapahāra	nearform0.80		ArtyapaharaRa	
210274	7-294-b	ativyavAya	ativyavāya	nearform0.84		ativyADya	
210275	7-294-b	ativyavAyin	ativyavāyin	nearform0.82		avyavasAyin	
210276	7-294-b	ativyAkula	ativyākula	NO-MATCH	A		A:atiSaMsana
210282	7-294-b	atiSaNkitavya	atiśaṅkitavya	NO-MATCH	B		B:atiSaNkA;B:atiSaya
210284	7-294-b	atiSayavant	atiśayavant	nearform0.95		atiSayavat	
210285	7-294-b	atiSayitatva	atiśayitatva	NO-MATCH	B		B:atiSizwa
210287	7-294-b	atiSIGra	atiśīghra	NO-MATCH	B		B:atiSizwa
210288	7-294-b	atiSIta	atiśīta	stem			
210289	7-294-b	atiSuBra	atiśubhra	nearform0.88		atiSukra	
210291	7-294-b	atiSoBAkara	atiśobhākara	nearform0.86		atiSAkvara	
210293	7-294-b	atiSrAnta	atiśrānta	nearform0.89		atikrAnta	
210294	7-294-b	atiSri	atiśri	stem			
210297	7-294-b	atiSlAGya	atiślāghya	nearform0.82		AtiSayya	
210298	7-294-b	atiSlizwa	atiśliṣṭa	nearform0.94		atiSizwa	
210299	7-294-b	atiSvAsa	atiśvāsa	nearform0.93		ativAsa	
210300	7-294-b	atizkad	atiṣkad	nearform0.93		atizkand	
210302	7-294-b	atisaMramBa	atisaṃrambha	nearform0.91		aBisaMramBa	
210303	7-294-b	atisaMsidDi	atisaṃsiddhi	NO-MATCH	C		
210304	7-294-b	atisaMharza	atisaṃharṣa	NO-MATCH	C		
210305	7-294-b	atisaMhfzwa	atisaṃhṛṣṭa	NO-MATCH	C		
210306	7-294-b	atisaMkawa	atisaṃkaṭa	NO-MATCH	C		
210307	7-294-b	atisatvaram	atisatvaram	NO-MATCH	C		
210308	7-294-b	atisadaya	atisadaya	nearform0.82		atidvaya	
210309	7-294-b	atisadfSa	atisadṛśa	nearform0.82		atiSasta	
210310	7-294-b	atisaMtata	atisaṃtata	nearform0.95		atisaMtapta	
210311	7-294-b	atisaMDAraRa	atisaṃdhāraṇa	NO-MATCH	B		B:atisamarTa
210313	7-294-c	atisamutkruzwa	atisamutkruṣṭa	NO-MATCH	B		B:atisamarTa
210314	7-294-c	atisaMprIti	atisaṃprīti	NO-MATCH	C		
210315	7-294-c	atisaMBoga	atisaṃbhoga	nearform0.80		aBisaMyoga	
210316	7-294-c	atisaMBrama	atisaṃbhrama	nearform0.86		asaMBramam	
210318	7-294-c	atisarUpa	atisarūpa	NO-MATCH	A		A:atisarasvatI;A:atisarga
210320	7-294-c	atisaviSaNkam	atisaviśaṅkam	NO-MATCH	A		A:atisarga
210321	7-294-c	atisaspfha	atisaspṛha	NO-MATCH	C		
210322	7-294-c	atisAndra	atisāndra	nearform0.84		atisundara	
210324	7-294-c	atisArTaka	atisārthaka	nearform0.84		AtisArika	
210326	7-294-c	atisuBaga	atisubhaga	NO-MATCH	A		B:atisundara;A:atisuhita
210328	7-294-c	atisfzwapratibadDa	atisṛṣṭapratibaddha	NO-MATCH	A		A:atisuhita
210329	7-294-c	atisOjanya	atisaujanya	NO-MATCH	C		
210330	7-294-c	atisTagita	atisthagita	NO-MATCH	C		
210331	7-294-c	atisTOlya	atisthaulya	nearform0.82		atilOlya	
210333	7-294-c	atisneha	atisneha	nearform0.94		asTisneha	
210334	7-294-c	atisparDin	atispardhin	NO-MATCH	C		
210335	7-294-c	atisPuwa	atisphuṭa	NO-MATCH	C		
210336	7-294-c	atisravaRa	atisravaṇa	nearform0.80		atisrAvita	
210337	7-294-c	atisvan	atisvan	stem			
210339	7-294-c	atiharza	atiharṣa	nearform0.93		atihAra	
210340	7-294-c	atiharzula	atiharṣula	NO-MATCH	A		A:atihasita
210343	7-294-c	atihArin	atihārin	nearform0.88		atitArin	
210345	7-294-c	atihAsya	atihāsya	nearform0.93		atihAsa	
210347	7-294-c	atihelana	atihelana	NO-MATCH	A		B:atihimam;A:atIcAra
210352	7-294-c	atundila	atundila	NO-MATCH	B		B:atIvra
210353	7-294-c	aturmuhya	aturmuhya	NO-MATCH	C		
210354	7-294-c	atulasundara	atulasundara	NO-MATCH	B		B:atulya
210357	7-294-d	atUpara	atūpara	NO-MATCH	B		B:atuzArakara;B:atfpti
210359	7-294-d	atfzyamARa	atṛṣyamāṇa	nearform0.90		amfzyamARa	
210361	7-294-d	atodya	atodya	nearform1.00		Atodya	
210362	7-294-d	atoya	atoya	nearform0.91		atonya	
210363	7-294-d	attvAya	attvāya	nearform0.86		attavya	
210366	7-294-d	atyagnizwomaka	atyagniṣṭomaka	NO-MATCH	A		A:atyakzara
210367	7-294-d	atyatimAtram	atyatimātram	nearform0.87		ayaTAmAtram	
210368	7-294-d	atyaDika	atyadhika	nearform0.88		aByaDika	
210369	7-294-d	atyanUrjita	atyanūrjita	nearform0.86		atyUrjitam	
210372	7-294-d	atyantABeda	atyantābheda	NO-MATCH	A		A:atyantaSas;B:atyantika
210374	7-294-d	atyabja	atyabja	NO-MATCH	A		B:atyantika;A:atyaya
210376	7-294-d	atyayadeSanA	atyayadeśanā	NO-MATCH	A		A:atyaya
210377	7-294-d	atyayIBAva	atyayībhāva	nearform0.90		avyayIBAva	
210379	7-294-d	atyalpabudDi	atyalpabuddhi	NO-MATCH	B		B:atyalpa
210380	7-294-d	atyasahya	atyasahya	NO-MATCH	C		
210381	7-294-d	atyasita	atyasita	nearform0.93		atyasta	
210382	7-294-d	atyAkulita	atyākulita	NO-MATCH	C		
210383	7-294-d	atyAga	atyāga	nearform0.91		AyAga	
210384	7-294-d	atyAgraha	atyāgraha	nearform0.89		Ajyagraha	
210386	7-294-d	atyAjya	atyājya	nearform0.92		atyAya	
210388	7-294-d	atyApanna	atyāpanna	nearform0.89		atyAsanna	
210390	7-294-d	atyArUQa	atyārūḍha	stem			
210392	7-294-d	atyAsaNga	atyāsaṅga	nearform0.84		aByAsaNgya	
210393	7-294-d	atyAsannatA	atyāsannatā	NO-MATCH	C		
210394	7-294-d	atyAsAdayitavya	atyāsādayitavya	nearform0.93		aByAsAdayitavya	
210395	7-295-a	atyucca	atyucca	nearform0.80		atyuccEs	
210396	7-295-a	atyunnati	atyunnati	NO-MATCH	C		
210397	7-295-a	atyunmAda	atyunmāda	nearform0.82		anunmAda	
210398	7-295-a	atyupasevanA	atyupasevanā	NO-MATCH	C		
210399	7-295-a	atyuzRatA	atyuṣṇatā	NO-MATCH	C		
210400	7-295-a	atyUrjasvala	atyūrjasvala	NO-MATCH	A		A:atyUrjitam
210406	7-295-a	atrasta	atrasta	nearform0.92		atrAsa	
210408	7-295-a	atrARa	atrāṇa	nearform0.91		AraRa	
210409	7-295-a	atrAsuka	atrāsuka	NO-MATCH	C		
210410	7-295-a	atrigotrA	atrigotrā	NO-MATCH	C		
210411	7-295-a	atrija	atrija	NO-MATCH	C		
210412	7-295-a	atrivarza	atrivarṣa	nearform0.82		aBivarza	
210413	7-295-a	atvarita	atvarita	nearform0.93		avArita	
210415	7-295-a	aTarvaRacandrakAlitantra	atharvaṇacandrakālitantra	NO-MATCH	B		B:aTa
210416	7-295-a	aTarvamaya	atharvamaya	NO-MATCH	B		B:adakziRIya
210424	7-295-a	adadat	adadat	nearform0.83		anadat	
210425	7-295-a	adadivaMs	adadivaṃs	nearform0.84		adyadivasa	
210426	7-295-a	adanI	adanī	stem			
210430	7-295-a	adamBin	adambhin	NO-MATCH	A		B:adaBra;A:adaridra
210438	7-295-b	adAByatva	adābhyatva	NO-MATCH	B		B:adABya
210439	7-295-b	adAmBika	adāmbhika	nearform0.80		AdAdika	
210441	7-295-b	adAsI	adāsī	stem			
210442	7-295-b	adAsIka	adāsīka	NO-MATCH	C		
210443	7-295-b	adAsyant	adāsyant	nearform0.93		adAsyat	
210445	7-295-b	aditikuRqalAharaRanAwaka	aditikuṇḍalāharaṇanāṭaka	NO-MATCH	B		B:adAhuka
210446	7-295-b	aditsant	aditsant	nearform0.93		aditsat	
210447	7-295-b	aditsA	aditsā	stem			
210449	7-295-b	adIkzitavAda	adīkṣitavāda	NO-MATCH	A		A:adivASin;B:adIna
210451	7-295-b	adInaga	adīnaga	NO-MATCH	B		B:adIna
210452	7-295-b	adIptimant	adīptimant	NO-MATCH	C		
210453	7-295-b	adIrGaboDa	adīrghabodha	NO-MATCH	B		B:aduHKa
210455	7-295-b	aduHKArha	aduḥkhārha	NO-MATCH	B		B:aduHKa
210456	7-295-b	aduHKin	aduḥkhin	NO-MATCH	C		
210457	7-295-b	adunvant	adunvant	nearform0.80		asunvat	
210459	7-295-b	aduHspfzwa	aduḥspṛṣṭa	NO-MATCH	B		B:adurvftta;B:adUra
210461	7-295-b	adUrabAnDava	adūrabāndhava	nearform0.87		arkabAnDava	
210462	7-295-b	adUzya	adūṣya	NO-MATCH	C		
210463	7-295-b	adfggocara	adṛggocara	NO-MATCH	B		B:adfQa
210465	7-295-b	adfQaBaktika	adṛḍhabhaktika	NO-MATCH	B		B:adfQa;B:adfzwakarman
210467	7-295-b	adfzwacara	adṛṣṭacara	nearform0.90		adfzwanara	
210468	7-295-b	adfzwarajas	adṛṣṭarajas	NO-MATCH	B		B:adfzwi
210470	7-295-b	adfzwodBUti	adṛṣṭodbhūti	NO-MATCH	B		B:adfzwi
210471	7-295-b	adevajuzwa	adevajuṣṭa	NO-MATCH	C		
210472	7-295-b	adevadeha	adevadeha	NO-MATCH	C		
210473	7-295-b	adeSakAlajYa	adeśakālajña	NO-MATCH	C		
210474	7-295-b	adeSajYa	adeśajña	nearform0.93		adeSaja	
210477	7-295-b	adehabanDa	adehabandha	NO-MATCH	A		B:adeSya;A:adEteya
210481	7-295-c	adozajYa	adoṣajña	NO-MATCH	A		A:adoza
210482	7-295-c	adozatA	adoṣatā	NO-MATCH	C		
210483	7-295-c	adozin	adoṣin	NO-MATCH	C		
210484	7-295-c	adButakara	adbhutakara	nearform0.86		adButakratu	
210486	7-295-c	adButasiMha	adbhutasiṃha	NO-MATCH	A		A:adButadarpaRa
210487	7-295-c	adButAkAra	adbhutākāra	nearform0.90		adButasAra	
210488	7-295-c	adButAy	adbhutāy	nearform0.92		adButa	
210489	7-295-c	adButotpAtaprAyaScitta	adbhutotpātaprāyaścitta	NO-MATCH	A		A:adyayajYa
210495	7-295-c	adravyArTa	adravyārtha	NO-MATCH	B		B:adrava
210496	7-295-c	adrijatu	adrijatu	NO-MATCH	B		B:adripati
210500	7-295-c	adva	adva	stem			
210505	7-295-c	advizant	adviṣant	NO-MATCH	A		A:advivarza;A:advIpa
210507	7-295-c	advezwar	adveṣṭar	nearform0.80		advezwf	
210516	7-295-c	aDaHpAtra	adhaḥpātra	nearform0.94		aDaHpAta	
210517	7-295-d	aDaHpuzpikA	adhaḥpuṣpikā	nearform0.82		azwapuzpikA	
210518	7-295-d	aDanavant	adhanavant	nearform0.84		avaDAnavat	
210519	7-295-d	aDaray	adharay	stem			
210521	7-295-d	aDaralakzman	adharalakṣman	NO-MATCH	A		A:aDararucaka;B:aDarasapatna
210530	7-295-d	aDarmabahula	adharmabahula	NO-MATCH	A		A:aDarmacaryA
210531	7-295-d	aDarmaBIru	adharmabhīru	NO-MATCH	C		
210532	7-295-d	aDarmaSaraRa	adharmaśaraṇa	nearform0.92		aDarmacaraRa	
210533	7-295-d	aDarmaSAlin	adharmaśālin	nearform0.82		aDarmacArin	
210536	7-295-d	aDarzaRIya	adharṣaṇīya	NO-MATCH	A		A:aDarmottaratA;B:aDaScara
210538	7-295-d	aDaScikura	adhaścikura	NO-MATCH	B		B:aDaScara;B:aDas
210543	7-295-d	aDAtu	adhātu	NO-MATCH	A		A:aDaHsaMveSin;A:aDArAgraha
210545	7-295-d	aDAryamARa	adhāryamāṇa	nearform0.95		aDArayamARa	
210546	7-295-d	aDArzwya	adhārṣṭya	nearform1.00		ADArzwya	
210550	7-295-d	aDikaMDaram	adhikaṃdharam	nearform0.91		aDikanDaram	
210551	7-295-d	aDikamAsaPala	adhikamāsaphala	NO-MATCH	B		B:aDikaraRa
210557	7-295-d	aDikAravant	adhikāravant	nearform0.95		aDikAravat	
210558	7-295-d	aDikArasaMpradAya	adhikārasaṃpradāya	NO-MATCH	B		B:aDikAritA
210566	7-296-a	aDitalpam	adhitalpam	NO-MATCH	A		A:aDijarAyu;B:aDidIDiti
210572	7-296-a	aDinizkramaRotsava	adhiniṣkramaṇotsava	NO-MATCH	A		A:aDinAgam;B:aDipati
210579	7-296-a	aDimoktavya	adhimoktavya	nearform0.82		aBiyoktavya	
210581	7-296-a	aDirukmamandiragavAkzam	adhirukmamandiragavākṣam	NO-MATCH	A		A:aDirajani;A:aDiruh
210592	7-296-a	aDilavaNgam	adhilavaṅgam	NO-MATCH	A		A:aDilaNkam
210593	7-296-a	aDilIlAgfhaBitti	adhilīlāgṛhabhitti	NO-MATCH	A		A:aDivakzas
210598	7-296-a	aDivAsanaka	adhivāsanaka	nearform0.82		aDivAsanIya	
210608	7-296-b	aDiSrezWi	adhiśreṣṭhi	NO-MATCH	A		B:aDiSri;A:aDizAdam
210610	7-296-b	aDizWa	adhiṣṭha	stem			
210612	7-296-b	aDizWiti	adhiṣṭhiti	stem			
210614	7-296-b	aDItapUrva	adhītapūrva	NO-MATCH	A		B:aDistri;A:aDItarasa
210616	7-296-b	aDImAMsa	adhīmāṃsa	nearform1.00		aDimAMsa	
210617	7-296-b	aDIram	adhīram	stem			
210618	7-296-b	aDIloDakarRa	adhīlodhakarṇa	nearform0.92		aDIlohakarRa	
210619	7-296-b	aDIlohAkarRI	adhīlohākarṇī	nearform0.92		aDIlohakarRa	
210620	7-296-b	aDISitar	adhīśitar	nearform0.88		aDiSrita	
210623	7-296-b	aDur	adhur	stem			
210624	7-296-b	aDUta	adhūta	nearform1.00		ADUta	
210631	7-296-b	aDobilASfta	adhobilāśṛta	NO-MATCH	A		A:aDobARa;B:aDomuKa
210633	7-296-b	aDomuKamuKa	adhomukhamukha	NO-MATCH	B		B:aDomuKa;B:aDovarcas
210635	7-296-b	aDovAma	adhovāma	nearform0.86		aDoSvam	
210637	7-296-b	aDohasta	adhohasta	NO-MATCH	A		A:aDovAsas
210638	7-296-b	aDOta	adhauta	NO-MATCH	B		B:aDyagni
210642	7-296-b	aDyayanamAtravant	adhyayanamātravant	NO-MATCH	A		A:aDyaDvam
210643	7-296-b	aDyayanasaMpradAna	adhyayanasaṃpradāna	NO-MATCH	C		
210644	7-296-b	aDyarcikAcAra	adhyarcikācāra	NO-MATCH	C		
210645	7-296-b	aDyarDaguRa	adhyardhaguṇa	NO-MATCH	C		
210646	7-296-b	aDyavasitatA	adhyavasitatā	nearform0.83		anaDyavasita	
210650	7-296-b	aDyAtmopanizad	adhyātmopaniṣad	NO-MATCH	A		A:aDyAcAra
210651	7-296-c	aDyApin	adhyāpin	nearform0.86		aDyAyin	
210653	7-296-c	aDyAyitf	adhyāyitṛ	nearform0.82		ArADayitf	
210655	7-296-c	aDyAvasitavya	adhyāvasitavya	nearform0.80		anaDyavasita	
210664	7-296-c	aDvagacCant	adhvagacchant	nearform0.95		aDvagacCat	
210669	7-296-c	aDvaratva	adhvaratva	nearform0.94		ADAratva	
210670	7-296-c	aDvaraSrOta	adhvaraśrauta	NO-MATCH	A		A:aDvartavya
210673	7-296-c	aDvasta	adhvasta	nearform1.00		ADvasta	
210676	7-296-c	anaktASin	anaktāśin	nearform0.89		annakASin	
210677	7-296-c	anakzatragaRa	anakṣatragaṇa	NO-MATCH	B		B:anakzasaNgam
210679	7-296-c	anakzigata	anakṣigata	NO-MATCH	B		B:anakzasaNgam
210680	7-296-c	anakzRayA	anakṣṇayā	NO-MATCH	B		B:anagna
210682	7-296-c	anagnaka	anagnaka	nearform0.88		anaNgaka	
210683	7-296-c	anagnaMBAvuka	anagnaṃbhāvuka	NO-MATCH	B		B:anagni
210685	7-296-c	anagnisAkzika	anagnisākṣika	NO-MATCH	B		B:anagni
210686	7-296-c	anagnyuzRa	anagnyuṣṇa	NO-MATCH	B		B:anaNga
210688	7-296-c	anaNgajayA	anaṅgajayā	NO-MATCH	B		B:anaNga
210689	7-296-c	anaNgataraMgiRI	anaṅgataraṃgiṇī	NO-MATCH	C		
210690	7-296-d	anaNgatA	anaṅgatā	nearform0.93		anAgata	
210691	7-296-d	anaNgatilaka	anaṅgatilaka	nearform0.83		anaNgalatikA	
210692	7-296-d	anaNgadviz	anaṅgadviṣ	NO-MATCH	A		A:anaNgalatikA
210695	7-296-d	anaNgavatI	anaṅgavatī	NO-MATCH	B		B:anaNgaleKA;B:anaNgaSeKara
210697	7-296-d	anaNgahIna	anaṅgahīna	NO-MATCH	B		B:anaNgaSeKara
210698	7-296-d	anaNgIkaraRa	anaṅgīkaraṇa	NO-MATCH	C		
210699	7-296-d	anaNgIkurvant	anaṅgīkurvant	NO-MATCH	C		
210700	7-296-d	anaNgIkfta	anaṅgīkṛta	NO-MATCH	B		B:anaqutka
210704	7-296-d	anaqvah	anaḍvah	nearform0.93		anaqvAhI	
210706	7-296-d	anatigOrava	anatigaurava	NO-MATCH	B		B:anaRu
210707	7-296-d	anatitrasnu	anatitrasnu	NO-MATCH	A		A:anatidfSna
210709	7-296-d	anatideSa	anatideśa	nearform0.84		anatidfSna	
210711	7-296-d	anatipAta	anatipāta	nearform0.82		agnipAta	
210712	7-296-d	anatipAtayant	anatipātayant	NO-MATCH	C		
210713	7-296-d	anatipAda	anatipāda	nearform0.82		anutpAda	
210714	7-296-d	anatipraRIta	anatipraṇīta	NO-MATCH	C		
210715	7-296-d	anatiprayojana	anatiprayojana	nearform0.81		Atmaprayojana	
210716	7-296-d	anatiprOQa	anatiprauḍha	NO-MATCH	B		B:anatireca
210718	7-296-d	anatilakzita	anatilakṣita	nearform0.92		anaBilakzita	
210719	7-296-d	anatilolam	anatilolam	NO-MATCH	C		
210720	7-296-d	anativalita	anativalita	NO-MATCH	C		
210721	7-296-d	anativAdin	anativādin	nearform0.86		aprativAdin	
210722	7-296-d	anativyakta	anativyakta	nearform0.91		anaBivyakta	
210723	7-296-d	anatIcAra	anatīcāra	nearform0.82		antacara	
210725	7-296-d	anatyArdra	anatyārdra	nearform0.80		antardvAra	
210726	7-296-d	anadanIya	anadanīya	nearform0.89		avadAnIya	
210727	7-296-d	anaDara	anadhara	NO-MATCH	B		B:anaDikArin
210729	7-296-d	anaDimUrCita	anadhimūrchita	NO-MATCH	B		B:anaDikArin
210730	7-296-d	anaDItapUrva	anadhītapūrva	NO-MATCH	C		
