form_slp1	flag	heritage_stems	kosha_lemmas	heritage_category	kosha_sources	disagreement_class
AvArI	disagree	AvAra	AvAri	iiv-compound	dcs	genuine-or-ambiguous
AvAra	disagree	AvAra	AvAri	iic-compound|nominal	vidyut	genuine-or-ambiguous
AvahAt	disagree	Avaha	Avah	nominal	dcs	stem-granularity
AvantI	disagree	Avanta	AvantI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
AvantikA	disagree	Avantaka	AvantikA	nominal	dcs	genuine-or-ambiguous
AvantikAm	disagree	Avantaka	AvantikA	nominal	dcs	genuine-or-ambiguous
Avantike	disagree	Avantaka	Avantika	nominal	dcs	genuine-or-ambiguous
AvartakI	disagree	Avartaka	AvartakI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
AvartanI	disagree	Avartana	AvartanI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
AvartayA	disagree	Avarta	Avartay	nominal	dcs	stem-granularity
Avas	disagree	av	O	finite-verb	vidyut	genuine-or-ambiguous
Avasati	disagree	Avasati	Avas	iic-compound|nominal	dcs	stem-granularity
Avayam	disagree	av	Avaya	finite-verb	dcs	genuine-or-ambiguous
Avayanti	disagree	Avayat|av	Ave	finite-verb|participle	dcs	genuine-or-ambiguous
Avayat	disagree	Avayat|av	Avay|Ave	finite-verb|participle	dcs	stem-granularity
Avayos	disagree	asmad	mad	nominal	dcs	genuine-or-ambiguous
AvegI	disagree	Avega	AvegI	iiv-compound	dcs	genuine-or-ambiguous
AvftI	disagree	Avft	Avfti	nominal	dcs	stem-granularity
AvftO	disagree	Avft	Avf|Avfti	nominal	dcs	stem-granularity
Avfti	disagree	Avft	Avfti	nominal	dcs	stem-granularity
AvikI	disagree	Avika	AvikI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
AvyA	disagree	Avya	Avi	nominal|participle	dcs	genuine-or-ambiguous
AwO	disagree	Awa|Awu	Aw	nominal	dcs	genuine-or-ambiguous
Awaka	disagree	Awaka	Awi	iic-compound|nominal	vidyut	genuine-or-ambiguous
AwyA	disagree	Awya	Awi	participle	dcs	genuine-or-ambiguous
AyAmas	disagree	AyAma	AyA	nominal	dcs	stem-granularity
AyAnAm	disagree	AyAna	Aya	nominal	dcs	genuine-or-ambiguous
AyAna	disagree	AyAna	AyA	iic-compound|nominal	vidyut	stem-granularity
AyAtO	disagree	AyAti	AyA	nominal	dcs	stem-granularity
AyAtyAm	disagree	AyAti	AyA	nominal	vidyut	stem-granularity
AyanI	disagree	Ayana	AyanI	iiv-compound	dcs	genuine-or-ambiguous
Ayana	disagree	Ayana	Ayi	iic-compound|nominal	vidyut	genuine-or-ambiguous
Ayas	disagree	i	Aya	finite-verb	dcs	genuine-or-ambiguous
Ayasi	disagree	Ayasa	e	iic-compound|nominal	dcs	genuine-or-ambiguous
Ayat	disagree	i	e	finite-verb	dcs	genuine-or-ambiguous
AyatAm	disagree	i	Ayam|Ayata|e	finite-verb	dcs	genuine-or-ambiguous
AyatI	disagree	Ayati	e	nominal	dcs	genuine-or-ambiguous
AyatInAm	disagree	Ayati	e	nominal	dcs	genuine-or-ambiguous
Ayatam	disagree	i	Ayam|Ayata	finite-verb	dcs	genuine-or-ambiguous
Ayaya	disagree	i	AyA	finite-verb	dcs	genuine-or-ambiguous
Aye	disagree	i	Aya	finite-verb	dcs	genuine-or-ambiguous
AyitAm	disagree	Ayita	Ayay	participle	dcs	genuine-or-ambiguous
AyitAn	disagree	Ayita	Ayay	participle	dcs	genuine-or-ambiguous
Ayitena	disagree	Ayita	Ayay	participle	dcs	genuine-or-ambiguous
AyogavI	disagree	Ayogava	AyogavI	iic-compound|iiv-compound|nominal	vidyut	genuine-or-ambiguous
AyogavIzu	disagree	Ayogava	AyogavI	nominal	dcs	genuine-or-ambiguous
AyurdA	disagree	Ayurda	mad	nominal	dcs	genuine-or-ambiguous
AyuzO	disagree	Ayus	Ayuza	nominal	dcs	genuine-or-ambiguous
Ayya	disagree	i	Ayya	verbal-indecl	dcs	genuine-or-ambiguous
AzAQAt	disagree	AzAQa	AzAQA	nominal	dcs	genuine-or-ambiguous
AzAQI	disagree	AzAQa	AzAQI|AzAQi|AzAQin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
AzAQIm	disagree	AzAQa	AzAQI	nominal	dcs	genuine-or-ambiguous
AzAQyAm	disagree	AzAQa	AzAQI	nominal	dcs	genuine-or-ambiguous
BARqI	disagree	BARqa|BARqi	BARqI	iiv-compound|nominal	dcs	genuine-or-ambiguous
BARqike	disagree	BARqaka	BARqika	nominal	dcs	genuine-or-ambiguous
BAgIraTI	disagree	BAgIraTa	BAgIraTI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BAgIraTIm	disagree	BAgIraTa	BAgIraTI	nominal	dcs	genuine-or-ambiguous
BAgIraTyA	disagree	BAgIraTa	BAgIraTI	nominal	dcs	genuine-or-ambiguous
BAgIraTyAm	disagree	BAgIraTa	BAgIraTI	nominal	vidyut	genuine-or-ambiguous
BAgIraTyAs	disagree	BAgIraTa	BAgIraTI	nominal	dcs	genuine-or-ambiguous
BAgineyI	disagree	BAgineya	BAgineyI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BAjayAma	disagree	Baj	BAjay	finite-verb	dcs	genuine-or-ambiguous
BAjayaTa	disagree	Baj	BAji	finite-verb	vidyut	genuine-or-ambiguous
BAjayan	disagree	BAjayat	BAjay	participle	dcs	stem-granularity
BAjayanti	disagree	BAjayat|Baj	BAjay	finite-verb|participle	dcs	stem-granularity
BAjayata	disagree	Baj	BAjay	finite-verb	dcs	genuine-or-ambiguous
BAjayate	disagree	BAjayat|Baj	BAji	finite-verb|participle	vidyut	genuine-or-ambiguous
BAjayati	disagree	BAjayat|Baj	BAjay	finite-verb|participle	dcs	stem-granularity
BAjayet	disagree	Baj	BAjay	finite-verb	dcs	genuine-or-ambiguous
BAjayizyanti	disagree	BAjayizyat|Baj	BAjay	finite-verb|participle	dcs	stem-granularity
BAjitam	disagree	BAjita	BAjay	participle	dcs	genuine-or-ambiguous
BAk	disagree	BAj	Baj	nominal	dcs	genuine-or-ambiguous
BAmayA	disagree	BAma	BAmA	nominal	dcs	genuine-or-ambiguous
BAmi	disagree	BA|BAmin	BAmi	finite-verb|iic-compound|nominal	vidyut	stem-granularity
BAminI	disagree	BAmin	BAminI	iic-compound|nominal	dcs	stem-granularity
BAminIm	disagree	BAmin	BAminI	nominal	dcs	stem-granularity
BAmini	disagree	BAmin	BAminI	iic-compound|nominal	dcs	stem-granularity
BAminyA	disagree	BAmin	BAminI	nominal	dcs	stem-granularity
BAnuman	disagree	BAnumat	BAnumant	nominal	dcs	genuine-or-ambiguous
BAnumatA	disagree	BAnumat	BAnumant	nominal	dcs	genuine-or-ambiguous
BAnumatI	disagree	BAnumat	BAnumatI	iic-compound|nominal	dcs	stem-granularity
BAnumati	disagree	BAnumat	BAnumant|BAnumatI	iic-compound|nominal	dcs	stem-granularity
BAnumatyA	disagree	BAnumat	BAnumatI	nominal	dcs	stem-granularity
BAradvAjI	disagree	BAradvAja	BAradvAjI|BAradvAjin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BAradvAjIm	disagree	BAradvAja	BAradvAjI	nominal	dcs	genuine-or-ambiguous
BAradvAjyA	disagree	BAradvAja	BAradvAjI	nominal	dcs	genuine-or-ambiguous
BArayA	disagree	BAra	BAray	nominal	dcs	stem-granularity
BArgavIm	disagree	BArgava	BArgavI	nominal	dcs	genuine-or-ambiguous
BArgavyO	disagree	BArgava	BArgavI	nominal	dcs	genuine-or-ambiguous
BArin	disagree	BArin	BAri	nominal	vidyut	stem-granularity
BArya	disagree	Bf	BAryA	verbal-indecl	dcs	genuine-or-ambiguous
BAryatAm	disagree	Bf	BAri	finite-verb	vidyut	genuine-or-ambiguous
BAsI	disagree	BAsa	BAsI	iiv-compound	dcs	genuine-or-ambiguous
BAsamAnAni	disagree	BAsamAna	BAs	participle	dcs	stem-granularity
BAsamAnam	disagree	BAsamAna	BAs	participle	dcs	stem-granularity
BAsamAne	disagree	BAsamAna	BAs	participle	dcs	stem-granularity
BAsan	disagree	BAsat	BAs	participle	dcs	stem-granularity
BAsantO	disagree	BAsat	BAs	participle	dcs	stem-granularity
BAsase	disagree	BAs	BAsas	finite-verb	vidyut	stem-granularity
BAsatA	disagree	BAsat	BAsatA	participle	vidyut	stem-granularity
BAsayan	disagree	BAsayat	BAsay	participle	dcs	stem-granularity
BAsayantI	disagree	BAsayat	BAsay	participle	dcs	stem-granularity
BAsayantO	disagree	BAsayat	BAsay	participle	dcs	stem-granularity
BAsayanti	disagree	BAs|BAsayat	BAsay	finite-verb|participle	dcs	stem-granularity
BAsayasi	disagree	BAs	BAsay	finite-verb	dcs	stem-granularity
BAsayat	disagree	BAsayat	BAsi	participle	vidyut	genuine-or-ambiguous
BAsayatI	disagree	BAsayat	BAsay	participle	dcs	stem-granularity
BAsayate	disagree	BAs|BAsayat	BAsay	finite-verb|participle	dcs	stem-granularity
BAsayati	disagree	BAs|BAsayat	BAsay	finite-verb|participle	dcs	stem-granularity
BAsayet	disagree	BAs	BAsay	finite-verb	dcs	stem-granularity
BAsayizyati	disagree	BAs|BAsayizyat	BAsay	finite-verb|participle	dcs	stem-granularity
BAsitA	disagree	BAs|BAsita	BAsay	finite-verb|participle	dcs	stem-granularity
BAsitAm	disagree	BAsita	BAs	participle	dcs	stem-granularity
BAsitAsu	disagree	BAsita	BAs	participle	dcs	stem-granularity
BAsitam	disagree	BAsita	BAs	participle	dcs	stem-granularity
BAsya	disagree	BAs	BAsay	verbal-indecl	dcs	stem-granularity
BAsyat	disagree	BAsyat	BA	participle	dcs	genuine-or-ambiguous
BAte	disagree	BAta	BA	participle	dcs	genuine-or-ambiguous
BAvanIyA	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvanIyAn	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvanIyAni	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvanIyAs	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvanIyO	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvanIyam	disagree	BAvanIya	BAvay	participle	dcs	genuine-or-ambiguous
BAvatas	disagree	BAva	BAvatas	indeclinable	dcs	stem-granularity
BAvaya	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayan	disagree	BAvayat	BAvay	participle	dcs	stem-granularity
BAvayantI	disagree	BAvayat	BAvay	participle	dcs	stem-granularity
BAvayantam	disagree	BAvayat	BAvay	participle	dcs	stem-granularity
BAvayanti	disagree	BAvayat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvayantu	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayase	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayasi	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayasva	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayat	disagree	BAvayat	BAvay	participle	dcs	stem-granularity
BAvayatA	disagree	BAvayat	BAvay	participle	dcs	stem-granularity
BAvayata	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayatas	disagree	BAvayat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvayate	disagree	BAvayat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvayati	disagree	BAvayat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvaye	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayet	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvayitavyA	disagree	BAvayitavya	BAvay	participle	dcs	stem-granularity
BAvayitf	disagree	BAvayitf	BAvi	iic-compound|nominal	vidyut	genuine-or-ambiguous
BAvayitvA	disagree	BU	BAvay	verbal-indecl	dcs	genuine-or-ambiguous
BAvayizyanti	disagree	BAvayizyat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvayizyate	disagree	BAvayizyat|BU	BAvay	finite-verb|participle	dcs	stem-granularity
BAvin	disagree	BAvin	BAvi	nominal	vidyut	stem-granularity
BAvitA	disagree	BAvitA|BAvita	BAvay	iic-compound|nominal|participle	dcs	genuine-or-ambiguous
BAvitAn	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAnAm	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAni	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAs	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAsu	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAt	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitAyAm	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitO	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitam	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitas	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitasya	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitayA	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvite	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitena	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvitezu	disagree	BAvitA|BAvita	BAvay	nominal|participle	dcs	genuine-or-ambiguous
BAvyA	disagree	BAvya	BAvay	participle	dcs	genuine-or-ambiguous
BAvyAni	disagree	BAvya	BAvay	participle	dcs	genuine-or-ambiguous
BAvyAt	disagree	BAvya	BAvay	participle	dcs	genuine-or-ambiguous
BAvyamAnasya	disagree	BAvyamAna	BAvay	participle	dcs	genuine-or-ambiguous
BAvyamAne	disagree	BAvyamAna	BAvay	participle	dcs	genuine-or-ambiguous
BAvyante	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvyase	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvyatAm	disagree	BU	BAvyatA	finite-verb	dcs	genuine-or-ambiguous
BAvyate	disagree	BU	BAvay	finite-verb	dcs	genuine-or-ambiguous
BAvyena	disagree	BAvya	BAvay	participle	dcs	genuine-or-ambiguous
BAyayes	disagree	BI	BAyay	finite-verb	dcs	genuine-or-ambiguous
BAzamARA	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARAm	disagree	BAzamARa	BAz	participle	vidyut	stem-granularity
BAzamARAnAm	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARO	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARam	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARas	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARasya	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzamARe	disagree	BAzamARa	BAz	participle	dcs	stem-granularity
BAzayeta	disagree	BAz	BAzay	finite-verb	dcs	stem-granularity
BAzayitvA	disagree	BAz	BAzay	verbal-indecl	dcs	stem-granularity
BAzin	disagree	BAzin	BAzi	nominal	vidyut	stem-granularity
BAzitAm	disagree	BAzita	BAz	participle	dcs	stem-granularity
BAzitAn	disagree	BAzita	BAz	participle	dcs	stem-granularity
BAzitas	disagree	BAzita	BAz	participle	dcs	stem-granularity
BAzitavAn	disagree	BAzitavat	BAz	participle	dcs	stem-granularity
BAzitavyA	disagree	BAzitavya	BAz	participle	dcs	stem-granularity
BAzitavyam	disagree	BAzitavya	BAz	participle	dcs	stem-granularity
BAzitayA	disagree	BAzita	BAz	participle	dcs	stem-granularity
BAzite	disagree	BAzita	BAz	participle	dcs	stem-granularity
BAzya	disagree	BAz	BAzya	verbal-indecl	dcs	stem-granularity
BAzyamARA	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BAzyamARAm	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BAzyamARAyAm	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BAzyamARam	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BAzyamARasya	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BAzyamARe	disagree	BAzyamARa	BAz	participle	dcs	stem-granularity
BEmI	disagree	BEma	BEmI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BEmIm	disagree	BEma	BEmI	nominal	dcs	genuine-or-ambiguous
BEmi	disagree	BEma	BEmI|BEmi	iic-compound|nominal	dcs	genuine-or-ambiguous
BEmyA	disagree	BEma	BEmI	nominal	dcs	genuine-or-ambiguous
BEravi	disagree	BErava	BEravI	iic-compound|nominal	dcs	genuine-or-ambiguous
BEravyA	disagree	BErava	BEravI	nominal	dcs	genuine-or-ambiguous
BEs	disagree	BA|Ba	BI	nominal	dcs	genuine-or-ambiguous
BItA	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAm	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAn	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAnAm	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAni	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAs	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAsu	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItAya	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItEs	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItO	disagree	BIta|BIti	BI	nominal|participle	dcs	genuine-or-ambiguous
BItam	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItas	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItasya	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItavat	disagree	BItavat	BI	participle	vidyut	genuine-or-ambiguous
BItayA	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BIte	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItena	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BItezu	disagree	BIta	BI	participle	dcs	genuine-or-ambiguous
BIyamAnA	disagree	BIyamAna	BI	participle	dcs	genuine-or-ambiguous
BIzaRI	disagree	BIzaRa	BIzaRI	iiv-compound	dcs	genuine-or-ambiguous
BIzayan	disagree	BIzayat	BIzay	participle	dcs	stem-granularity
BIzayanti	disagree	BI|BIzayat	BIzay	finite-verb|participle	dcs	stem-granularity
BIzayasi	disagree	BI	BIzay	finite-verb	dcs	genuine-or-ambiguous
BIzaye	disagree	BI	BIzay	finite-verb	dcs	genuine-or-ambiguous
BIzayet	disagree	BI	BIzay	finite-verb	dcs	genuine-or-ambiguous
BIzayitum	disagree	BI	BIzay	verbal-indecl	dcs	genuine-or-ambiguous
BIzayitvA	disagree	BI	BIzay	verbal-indecl	dcs	genuine-or-ambiguous
BIzitAm	disagree	BIzita	BIzay	participle	dcs	genuine-or-ambiguous
BOtI	disagree	BOta	BOtI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BUDarajA	disagree	BUDaraja	BUDarajA	nominal	dcs	genuine-or-ambiguous
BUmAya	disagree	BUman|BUmi	BUma	nominal	dcs	stem-granularity
BUmiYjaya	disagree	BUmiYjaya	BUmiMjaya	iic-compound|nominal	vidyut	nasal-variant
BUruham	disagree	BUruh	BUruha	nominal	dcs	stem-granularity
BUruhe	disagree	BUruh	BUruha	nominal	dcs	stem-granularity
BUtAByAm	disagree	BUta	BU	participle	dcs	genuine-or-ambiguous
BUtAs	disagree	BUta	BU	participle	dcs	genuine-or-ambiguous
BUtAyAm	disagree	BUta	BU	participle	dcs	genuine-or-ambiguous
BUtas	disagree	BUta	BU	participle	dcs	genuine-or-ambiguous
BUtinI	disagree	BUti	BUtinI	nominal	dcs	stem-granularity
BUyA	disagree	BUya	BU|BUyas	nominal	dcs	stem-granularity
BUyAm	disagree	BUya	BU	nominal	dcs	genuine-or-ambiguous
BUyasya	disagree	BUya	BUyas	nominal	dcs	stem-granularity
BUzAt	disagree	BUzA	BUz	nominal	dcs	stem-granularity
BUzan	disagree	BUzat	BUz	participle	dcs	stem-granularity
BUzatA	disagree	BUzat	BUz	participle	dcs	stem-granularity
BUzayan	disagree	BUzayat	BUzay	participle	dcs	stem-granularity
BUzayantI	disagree	BUzayat	BUzay	participle	dcs	stem-granularity
BUzayanti	disagree	BUz|BUzayat	BUzay	finite-verb|participle	dcs	stem-granularity
BUzayat	disagree	BUzayat	BUzay	participle	dcs	stem-granularity
BUzayati	disagree	BUz|BUzayat	BUzay	finite-verb|participle	dcs	stem-granularity
BUzayet	disagree	BUz	BUzay	finite-verb	dcs	stem-granularity
BUzayitvA	disagree	BUz	BUzay	verbal-indecl	dcs	stem-granularity
BUzayizyan	disagree	BUzayizyat	BUzay	participle	dcs	stem-granularity
BUzitA	disagree	BUz|BUzita	BUzay	finite-verb|participle	dcs	stem-granularity
BUzitAm	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitAn	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitAnAm	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitAni	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitAs	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitO	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitam	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitasya	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzite	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitena	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzitezu	disagree	BUzita	BUzay	participle	dcs	genuine-or-ambiguous
BUzya	disagree	BUz	BUzay	verbal-indecl	dcs	stem-granularity
BUzyante	disagree	BUz	BUzay	finite-verb	dcs	stem-granularity
BaNgI	disagree	BaNga|BaNgi	BaNgI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
BaNginA	disagree	BaNgi	BaNgin	nominal	dcs	stem-granularity
BaNginI	disagree	BaNgi	BaNginI	nominal	dcs	stem-granularity
BaNgizu	disagree	BaNgi	BaNgin	nominal	dcs	stem-granularity
BaNgyA	disagree	BaNgi|BaNgya	BaNgI	nominal|participle	dcs	genuine-or-ambiguous
BaRitam	disagree	BaRita	BaR	participle	dcs	stem-granularity
BaRite	disagree	BaRita	BaR	participle	dcs	stem-granularity
BaRizyate	disagree	BaRizyat	BaR	participle	dcs	stem-granularity
BaRqI	disagree	BaRqa|BaRqin	BaRqI	iiv-compound|nominal	dcs	genuine-or-ambiguous
BaRqi	disagree	BaRqin	BaRqi	iic-compound|nominal	dcs	stem-granularity
BaRqikA	disagree	BaRqin	BaRqikA	nominal	dcs	genuine-or-ambiguous
BaYjan	disagree	BaYjat	BaYj	participle	dcs	stem-granularity
BaYjanAya	disagree	BaYjana	BaYj	nominal	vidyut	stem-granularity
BaYjanI	disagree	BaYjana	BaYjanI	iiv-compound	dcs	genuine-or-ambiguous
BaYjatI	disagree	BaYjat	BaYj	participle	dcs	stem-granularity
BaYjaya	disagree	BaYj	BaYjay	finite-verb	dcs	stem-granularity
BaYjikA	disagree	BaYjaka	BaYjikA	nominal	dcs	genuine-or-ambiguous
BaYjikayA	disagree	BaYjaka	BaYjikA	nominal	dcs	genuine-or-ambiguous
BadramustA	disagree	Badramusta	BadramustA	nominal	dcs	genuine-or-ambiguous
BadravatI	disagree	Badravat	BadravatI	iic-compound|nominal	dcs	stem-granularity
Badrike	disagree	Badraka	BadrikA	nominal	dcs	genuine-or-ambiguous
BagA	disagree	Baga	BagA	nominal	dcs	genuine-or-ambiguous
Bagavanti	disagree	Bagavat	Bagavant	nominal	dcs	genuine-or-ambiguous
Bagavatsu	disagree	Bagavat	Bagavant	nominal	dcs	genuine-or-ambiguous
BagnAm	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnAn	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnAnAm	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnAni	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnAs	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnAsu	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnEs	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnO	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BagnayA	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
Bagnena	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
Bagnezu	disagree	Bagna	BaYj	participle	dcs	genuine-or-ambiguous
BajamAnAm	disagree	BajamAna	Baj	participle	dcs	stem-granularity
BajamAnAn	disagree	BajamAna	Baj	participle	dcs	stem-granularity
Bajan	disagree	Bajat	Baj	participle	dcs	stem-granularity
BajanIyA	disagree	BajanIya	Baj	participle	dcs	stem-granularity
BajanIyam	disagree	BajanIya	Baj	participle	dcs	stem-granularity
BajantI	disagree	Bajat	Baj	participle	vidyut	stem-granularity
BajantIm	disagree	Bajat	Baj	participle	dcs	stem-granularity
Bajantam	disagree	Bajat	Baj	participle	dcs	stem-granularity
BajatA	disagree	Bajat	Baj	participle	dcs	stem-granularity
Bajya	disagree	Baj	BaYj	verbal-indecl	dcs	genuine-or-ambiguous
BajyamAnA	disagree	BajyamAna	BaYj	participle	dcs	genuine-or-ambiguous
BajyamAnAni	disagree	BajyamAna	BaYj	participle	dcs	genuine-or-ambiguous
BajyamAnam	disagree	BajyamAna	Baj	participle	vidyut	stem-granularity
BajyamAnasya	disagree	BajyamAna	BaYj	participle	dcs	genuine-or-ambiguous
BajyamAne	disagree	BajyamAna	BaYj	participle	dcs	genuine-or-ambiguous
BajyamAnezu	disagree	BajyamAna	BaYj	participle	dcs	genuine-or-ambiguous
BaktAByAm	disagree	Bakta	Baj	participle	dcs	genuine-or-ambiguous
BaktavyAni	disagree	Baktavya	Baj	participle	dcs	genuine-or-ambiguous
BakzaRIyA	disagree	BakzaRIya	Bakz	participle	dcs	stem-granularity
BakzaRIyam	disagree	BakzaRIya	Bakz	participle	dcs	stem-granularity
BakzaRIyasya	disagree	BakzaRIya	Bakz	participle	dcs	stem-granularity
Bakzat	disagree	Bakzat	Baj	participle	dcs	genuine-or-ambiguous
Bakzata	disagree	Bakz	Baj	finite-verb	dcs	genuine-or-ambiguous
BakzayA	disagree	Bakza	Bakzay	nominal	dcs	stem-granularity
BakzayAmi	disagree	Bakz	Bakzay	finite-verb	dcs	stem-granularity
Bakzaya	disagree	Bakz	Bakzay	finite-verb	dcs	stem-granularity
