pwkvn_k1	pc	mw_L	mw_pc	in_mw_sup
anDatAmisra	3-251-a	8431	1313,1	sup
anDavyUha	2-289-c	8438	1313,1	sup
anEBftya	3-250-c	7883	1312,3	sup
anEScArika	1-290-b	7883	1312,3	sup
anEndava	1-290-a	7882	1312,3	sup
anEtihya	3-250-c	7882	1312,3	sup
anIcEstana	7-385-c	6021	1311,3	sup
anIdfSa	5-243-a	6029	30,3	main
anIha	1-289-a	6047	31,1	main
anIhamAna	1-289-a	6048	1311,3	sup
anIka	2-289-a	6003	30,3	main
anIkaSas	3-250-b	6006	30,3	main
anIkinI	2-289-a	6015	30,3	main
anIkzaka	7-299-b	6015	1311,3	sup
anIla	7-299-c	6031	1311,3	sup
anIlavAjin	7-385-c	6032	30,3	main
anIraSana	3-250-b	6031	30,3	main
anOcitI	1-290-b	7893	1312,3	sup
anOdDatya	3-250-c	7897	42,3	main
anOpADika	1-290-b	7898	1312,3	sup
anOpama	1-290-b	7897	1312,3	sup
anOpamya	1-290-b	7898	42,3	main
anOrasa	3-250-c	7899	42,3	main
anOzaDa	5-243-b	7899	1312,3	sup
anUQa	5-243-b	7703	41,3	main
anUcAna	4-292-b	7700	41,3	main
anUdBAsin	1-290-a	7730	1312,2	sup
anUddeSa	1-290-a	7727	1312,2	sup
anUha	1-290-a	7777	1312,3	sup
anUhya	1-290-a	7778	42,1	main
anUrDvaMBAvuka	3-250-c	7770	42,1	main
anUrDvajYu	1-290-a	7770	1312,2	sup
anUrjita	1-290-a	7767	42,1	main
anUtTAna	3-250-c	7711	1312,2	sup
anUtsarga	1-290-a	7716	1312,2	sup
anUzara	1-290-a	7774	42,1	main
anUzarih	7-385-c	7774	1312,2	sup
anaBiBUta	4-292-a	5148	26,1	main
anaBilakzita	1-287-c	5156	26,1	main
anaBimAnuka	2-288-c	5150	26,1	main
anaBipreta	2-288-c	5146	26,1	main
anaBirUpa	1-287-c	5155	26,1	main
anaByavacAruka	1-287-c	5177	1311,1	sup
anaDIyAna	1-287-a	4892	1311,1	sup
anaDIzwa	7-296-d	4892	1311,1	sup
anaDikArin	7-296-d	4881	24,3	main
anaDyAya	1-287-a	4897	1311,1	sup
anaDyavasita	7-297-a	4898	1311,1	sup
anaNga	1-286-c	4820	24,2	main
anaNgaSeKara	2-288-b	4829	24,2	main
anaNgalatikA	5-242-a	4826	1311,1	sup
anaNgaleKA	5-242-a	4828	24,2	main
anaRu	1-286-c	4848	24,2	main
anaSana	5-242-c	5378	27,2	main
anagna	3-249-b	4802	24,2	main
anagni	3-249-b	4804	24,2	main
anahaMkAra	7-385-b	5414	27,2	main
anahaMkfti	1-288-a	5417	27,2	main
anakAmamAra	7-296-c	4792	24,1	main
anakzasaNgam	1-286-c	4799	24,2	main
anakzita	7-385-b	4796	1311,1	sup
anala	1-287-c	5271	1311,1	sup
analasaKa	5-242-b	5269	1311,1	sup
anama	6-294-b	5189	1311,1	sup
anamin	7-385-b	5194	1311,1	sup
ananUtTAna	3-249-b	4916	1311,1	sup
ananfta	6-294-b	4917	25,1	main
ananta	1-287-a	4939	25,1	main
anantaguRa	3-249-b	4942	25,1	main
anantara	1-287-a	4995	25,1	sup
anantarhiti	1-287-a	5008	1311,1	sup
anantavAta	1-287-a	4969	25,1	main
anantavijaya	6-294-b	4971	25,1	main
anantya	1-287-a	4985	25,1	main
ananuKyAti	1-287-a	4900	24,3	main
ananujYAta	1-287-a	4902	24,3	main
ananuvAkya	6-294-b	4912	1311,1	sup
ananuyAja	1-287-a	4912	24,3	main
ananuyoga	1-287-a	4912	1311,1	sup
ananuzWAna	3-249-b	4915	24,3	main
ananvagBAva	1-287-b	5053	1311,1	sup
ananvavAya	1-287-b	5057	25,2	main
ananvavajaya	1-287-b	5057	1311,1	sup
ananvita	1-287-b	5056	25,2	main
ananya	1-287-b	5018	25,2	main
ananyaBAva	4-291-c	5036	25,2	main
ananyagAmin	5-242-b	5022	25,2	main
ananyagati	1-287-b	5020	25,2	main
ananyaguru	3-249-b	5023	25,2	main
ananyajAni	2-288-b	5027	418,3	main
ananyaja	5-242-b	5027	25,2	main
ananyapratikriya	4-291-c	5034	25,2	main
anapacAyyamAna	2-288-c	5073	1311,1	sup
anapadozya	4-292-a	5083	1311,1	sup
anapaga	3-249-b	5073	25,2	main
anapahanana	1-287-b	5107	25,3	main
anapakrAmuka	1-287-b	5072	25,2	main
anapaspfS	3-249-b	5104	25,3	main
anapekzamARa	1-287-b	5130	1311,1	sup
anapuMsaka	1-287-b	5118	1311,1	sup
anaqudarha	7-296-d	4840	1311,1	sup
anaqudyajYa	3-249-b	4842	1311,1	sup
anaqutka	2-288-b	4843	24,2	main
anarGa	7-297-d	5210	26,2	main
anarTAvekza	7-297-d	5233	1311,1	sup
anargala	1-287-c	5208	26,2	main
anarha	3-249-c	5245	26,2	main
anarman	3-249-c	5238	1311,1	sup
anarvaRa	5-242-b	5241	26,2	main
anasTaka	1-288-a	5412	27,2	main
anasTi	2-288-c	5412	27,2	main
anasvin	4-292-a	5412	1311,2	sup
anata	1-286-c	4855	24,2	main
anatidfSna	3-249-b	4859	1311,1	sup
anatineda	1-286-c	4862	24,3	main
anatireca	1-287-a	4864	24,3	main
anatyaya	1-287-a	4869	24,3	main
anavaDAna	3-249-c	5306	26,3	main
anavaDi	1-287-c	5308	26,3	main
anavadAnIya	5-242-b	5295	1311,1	sup
anavagIta	7-297-d	5285	1311,1	sup
anavagraha	1-287-c	5287	26,3	main
anavakrAmam	2-288-c	5282	26,3	main
anavalamba	1-287-c	5327	27,1	main
anavalambita	1-287-c	5329	27,1	main
anavana	1-287-c	5311	26,3	main
anavarRa	1-287-c	5326	1311,1	sup
anavarti	1-287-c	5326	1311,1	sup
anavasAna	7-298-a	5339	27,1	main
anavasTAna	2-288-c	5350	27,1	main
anavasTita	6-294-b	5352	27,1	main
anavasita	6-294-b	5340	27,1	main
anavasnAtA	7-298-a	5358	1311,1	sup
anaveta	1-287-c	5374	1311,2	sup
anavezwa	1-287-c	5374	1311,2	sup
anazwa	1-287-c	5393	1311,2	sup
andU	5-243-b	8400	44,3	main
anduka	7-385-c	8404	44,3	main
anekAgra	1-290-a	7844	42,2	main
anekAnta	1-290-a	7853	42,2	main
anekAtmavAdin	7-301-a	7845	1312,3	sup
aneka	5-243-b	7810	42,2	main
anekaDft	1-290-a	7825	1312,3	sup
anekasaMKya	3-250-c	7841	1312,3	sup
anekavArzika	7-301-a	7837	1312,3	sup
anekavarRa	7-385-c	7836	1312,3	sup
anelamUka	5-243-b	7871	1312,3	sup
aneva	3-250-c	7872	42,3	main
anfRIkaraRa	5-243-b	7788	1312,3	sup
anfcam	1-290-a	7781	42,1	main
anfgvedavinIta	7-301-a	7780	1312,3	sup
anfju	3-250-c	7784	42,1	main
anftAtmaka	7-385-c	7800	1312,3	sup
anfta	3-250-c	7792	42,2	main
anftakaTa	2-289-c	7792	1312,3	sup
anftapaSu	1-290-a	7794	1312,3	sup
anftasaMgara	1-290-a	7799	1312,3	sup
anftasaMhita	6-294-c	7799	1312,3	sup
anftasarvasva	3-250-c	7799	1312,3	sup
anftavAdin	5-243-b	7798	42,2	main
anftu	1-290-a	7804	42,2	main
anfzaBa	1-290-a	7808	1312,3	sup
aniBfta	7-299-a	5808	1311,2	sup
aniHSasta	5-242-c	5750	29,2	main
aniHzwubDa	2-289-a	5750	1311,2	sup
aniNgana	1-288-c	5760	1311,2	sup
aniSAnta	3-250-b	5949	1311,3	sup
aniScara	7-299-b	5952	1311,3	sup
aniSceya	5-242-c	5954	1311,3	sup
aniScita	1-288-c	5953	30,2	main
anibadDa	1-288-c	5804	29,3	main
anicCa	1-288-c	5762	29,2	main
anicCu	3-250-a	5764	29,2	main
anicaya	3-250-a	5761	1311,2	sup
anidAGadIDiti	5-242-c	5786	1311,2	sup
anidAna	3-250-a	5787	29,2	main
anikAmatas	3-250-a	5751	29,2	main
anikfti	2-289-a	5751	1311,2	sup
anikziptaDUra	7-298-d	5753	29,2	main
anilASana	7-385-c	5929	1311,3	sup
anilAtmaja	5-242-c	5925	30,2	main
animantrita	2-289-a	5813	29,3	main
animeza	1-288-c	5830	29,3	main
animitta	1-288-c	5817	1311,2	sup
animiz	3-250-a	5821	29,3	main
animiza	3-250-a	5826	29,3	sup
animizita	3-250-a	5829	1311,2	sup
anipAta	7-385-c	5801	29,3	main
anipadyamAna	3-250-a	5800	29,3	main
anirAkaraRa	1-288-c	5850	1311,2	sup
anirAkarizRu	1-288-c	5851	29,3	sup
anirAkftin	1-288-c	5850	1311,2	sup
anirBeda	1-288-c	5883	30,1	main
anirRIta	3-250-a	5873	30,1	main
anirUpita	3-250-a	5869	30,1	main
anirdAhuka	1-288-c	5875	1311,2	sup
anirdaya	3-250-a	5874	1311,2	sup
anirdeSa	3-250-a	5878	30,1	main
anirdizwa	3-250-a	5876	30,1	main
anirloqita	5-242-c	5887	30,1	main
anirmArga	1-288-c	5885	1311,2	sup
anirudDa	3-250-a	5865	30,1	sup
anirukta	1-288-c	5856	30,1	main
anirvedita	7-299-a	5897	1311,2	sup
anirvfta	1-288-c	5900	30,1	main
anirviRRa	2-289-a	5895	30,1	main
anisfzwa	1-288-c	5990	1311,3	sup
anivartin	2-289-a	5936	1311,2	sup
anivezwyamAna	6-294-c	5946	1311,3	sup
anivftta	1-288-c	5938	30,2	main
aniyantraRam	3-250-a	5837	1311,2	sup
aniyasita	1-288-c	5843	1311,2	sup
aniyukta	1-288-c	5845	29,3	main
anizidDa	6-294-c	5958	30,2	main
anizkAsin	2-289-a	5962	30,2	main
anizkAsita	3-250-b	5962	30,2	main
anizkfta	1-288-c	5963	30,2	main
anizu	2-289-a	5960	30,2	main
anizuDanva	3-250-b	5961	30,2	main
annASana	1-290-c	8556	1313,1	sup
annAvfD	5-243-b	8556	45,2	main
annaBuj	4-292-c	8524	1313,1	sup
annadravaSUla	1-290-c	8505	1313,1	sup
annahAra	1-290-c	8543	1313,1	sup
annakaraRa	7-385-d	8484	1313,1	sup
annaparyAyam	1-290-c	8509	1313,1	sup
annapatya	1-290-c	8509	45,1	main
annarasa	3-251-a	8531	45,2	main
annasaMdeha	6-295-a	8541	1313,1	sup
annavidveza	5-243-b	8540	1313,1	sup
annavikAra	5-243-b	8538	45,2	main
annavikfti	5-243-b	8538	1313,1	sup
annikA	2-289-c	8557	1313,1	sup
anojaska	7-301-a	7888	1312,3	main
anokaSAyin	1-290-b	7887	42,3	main
anta	2-289-c	7915	42,3	main
antaHSAnti	4-292-c	8029	1312,3	sup
antaHkowarapuzpI	1-290-b	7988	43,1	main
antaHkrOrya	6-294-c	7991	1312,3	sup
antaHpArSva	3-250-c	8005	1312,3	sup
antaHpAtin	4-292-c	8003	1312,3	sup
antaHpUya	3-250-c	8020	1312,3	sup
antaHpramoda	7-385-c	8025	1312,3	sup
antaHpurADipatya	5-243-b	8015	1312,3	sup
antaHpurAvacara	7-301-b	8016	1312,3	sup
antaHpuracArikA	2-289-c	8011	1312,3	sup
antaHpurevAsa	2-289-c	8019	1312,3	sup
antaHsAmika	1-290-b	8036	1312,3	sup
antaHsadas	6-295-a	8035	1312,3	sup
antaHsmera	4-292-c	8042	1312,3	sup
antaHsuzirin	2-289-c	8039	1312,3	sup
antaSas	3-251-a	7947	1312,3	sup
antadIpaka	1-290-b	7933	1312,3	sup
antagata	3-250-c	7924	42,3	main
antakAnana	2-289-c	7974	1312,3	sup
antakArin	3-250-c	7918	42,3	main
antakapura	2-289-c	7974	1312,3	sup
antakaraRa	1-290-b	7917	1312,3	sup
antama	6-295-a	8047	43,2	main
antanAman	1-290-b	7933	1312,3	sup
antanetra	7-385-c	7933	1312,3	sup
antapluta	1-290-b	7934	1312,3	sup
antarA	1-290-b	8220	1313,1	sup
antarASfNgIya	3-250-c	8227	1313,1	sup
antarASfNgam	7-385-c	8227	44,1	main
antarAntarAt	7-301-b	8217	1313,1	sup
antarAtmaka	1-290-b	8061	43,2	main
antarAtman	1-290-b	8063	43,2	main
antarAvedI	7-301-b	8226	44,1	main
antarBAva	1-290-b	8303	1313,1	sup
antarBeda	3-251-a	8129	1313,1	sup
antarBinna	7-385-c	8128	1313,1	sup
antarDA	7-385-c	8285	44,2	main
antarDErya	3-251-a	8118	1313,1	sup
antarDana	3-251-a	8117	1313,1	sup
antarDvAnta	4-292-c	8119	1313,1	sup
antarIpa	1-290-b	8072	43,2	main
antarIya	1-290-b	8228	44,1	main
antarakoSa	3-250-c	8197	1313,1	sup
antarantaHsTa	7-301-b	8054	1312,3	sup
antarapatita	2-289-c	8207	1313,1	sup
antaratas	2-289-c	8205	1313,1	sup
antaraya	2-289-c	8241	44,1	main
antardiS	3-251-a	8112	43,3	main
antareza	4-292-c	8227	1313,1	sup
antargaRa	1-290-b	8076	1313,1	sup
antargeha	5-243-b	8082	43,2	main
antargozWa	3-251-a	8086	43,2	main
antarikza	1-290-b	8256	44,1	main
antarikzayAnI	3-251-a	8264	44,1	main
antariti	1-290-b	8251	44,1	sup
antarjAnu	1-290-b	8099	43,2	main
antarjana	3-251-a	8094	1313,1	sup
antarjyotis	3-251-a	8101	43,2	main
antarlIna	5-243-b	8142	43,3	main
antarloma	1-290-b	8143	43,3	main
antarmanas	7-301-c	8131	43,3	main
antarmandira	1-290-b	8131	1313,1	sup
antarmoda	7-385-c	8135	1313,1	sup
antarmuKa	1-290-b	8133	1313,1	sup
antarmuKam	4-292-c	8133	1313,1	sup
antarniveSana	7-385-c	8121	1313,1	sup
antarvAvat	5-243-b	8156	1313,1	sup
antarvartin	7-301-c	8151	43,3	main
antasad	7-385-c	7949	43,1	main
antika	7-301-c	8350	44,3	main
antitara	2-289-c	8324	1313,1	sup
antrakUjana	1-290-c	8389	44,3	main
antyArDa	5-243-b	8377	1313,1	sup
anuBAva	4-292-b	6925	36,3	main
anuBAvin	2-289-b	6931	36,3	main
anuBAzita	4-292-b	6908	1312,1	sup
anuBava	3-250-c	6920	1312,1	sup
anuBavam	3-250-c	6920	1312,1	sup
anuDyAyin	1-289-b	6512	33,3	main
anuSAsin	5-243-a	7404	1312,2	sup
anuSayin	1-290-a	7428	1312,2	sup
anuSikzA	7-300-d	7409	1312,2	sup
anuSizwi	5-243-a	7407	39,3	main
anuSoka	7-300-d	7434	39,3	main
anuSrotavya	5-243-a	7445	1312,2	sup
anubanDa	5-243-a	6880	36,2	main
anubanDya	1-289-c	6890	36,2	main
anubimba	1-289-c	6892	1312,1	sup
anubimbana	5-243-a	6892	1312,1	sup
anubimbita	1-289-c	6892	1312,1	sup
anuboDa	4-292-b	6896	1312,1	sup
anucCitti	1-289-a	6280	32,2	main
anucca	1-289-a	6276	32,2	main
anudAttatara	5-243-a	6432	33,2	main
anudData	2-289-b	6466	33,2	main
anudaka	1-289-b	6412	33,1	main
anudaya	1-289-b	6418	33,1	main
anudiSam	6-294-c	6445	33,2	main
anudravaRa	4-292-b	6485	1311,3	sup
anudvAra	2-289-b	6489	1311,3	sup
anugApana	5-243-a	6226	1311,3	sup
anugAyas	2-289-b	6213	32,1	main
anugIta	2-289-b	6227	1311,3	sup
anugantavya	2-289-b	6200	31,3	main
anugarjita	2-289-b	6207	31,3	main
anugodam	2-289-b	6229	32,1	main
anugrahaRa	7-299-c	6240	1311,3	sup
anugrahita	2-289-b	6241	32,1	main
anuguRa	7-299-c	6221	32,1	main
anuharaRa	3-250-c	7662	1312,2	sup
anujYApana	1-289-a	6337	1311,3	sup
anujYApya	2-289-b	6337	1311,3	sup
anujyezWam	1-289-a	6338	32,3	main
anukAra	1-289-a	6119	1311,3	sup
anukampaka	5-243-a	6074	31,1	main
anukampita	1-289-a	6079	31,1	main
anukampya	7-299-c	6082	1311,3	sup
anukarzaRa	1-289-a	6136	1311,3	sup
anukroSin	1-289-a	6167	1311,3	sup
anukta	5-243-a	6146	31,2	main
anukti	1-289-a	6149	31,2	main
anukzapam	3-250-b	6170	31,3	main
anulbaRa	1-289-c	7182	38,1	main
anulomapratiloma	7-300-c	7176	1312,2	sup
anumAna	2-289-b	6980	37,1	main
anumAnaKaRqa	2-289-b	6981	37,1	main
anumArga	7-300-b	6992	1312,1	sup
anumatavajra	4-292-b	6958	1312,1	sup
anumati	3-250-c	6962	36,3	main
anumeya	4-292-b	6992	37,1	main
anumita	4-292-b	6987	37,1	main
anumiti	2-289-b	6988	37,1	main
anumodin	7-300-c	7003	1312,2	sup
anunAyaka	1-289-b	6559	34,1	main
anunIti	5-243-a	6567	34,1	main
anunadi	7-385-c	6518	1312,1	sup
anuniSITam	7-385-c	6548	34,1	main
anuninIzA	2-289-b	6560	1312,1	sup
anunmAda	1-289-b	6577	34,2	main
anunmatta	1-289-b	6574	34,2	main
anupAde	7-300-a	6745	1312,1	sup
anupAkruzwa	7-300-a	6735	1312,1	sup
anupAta	7-300-a	6742	35,2	main
anupAya	1-289-c	6747	1312,1	sup
anupAyin	1-289-c	6748	35,2	main
anupUraRa	7-300-b	6775	1312,1	sup
anupUrva	7-300-b	6761	35,2	main
anupaBujyamAna	4-292-b	6638	34,3	main
anupaDmAta	2-289-b	6619	1312,1	sup
anupaSaya	1-289-b	6692	35,1	main
anupacarita	7-300-a	6586	1312,1	sup
anupadasta	3-250-b	6615	34,2	main
anupadezwavya	1-289-b	6616	1312,1	sup
anupagfhIta	1-289-b	6582	1312,1	sup
anupahUyamAna	1-289-c	6720	35,1	main
anupahata	6-294-c	6716	35,1	main
anupalIQa	5-243-a	6687	1312,1	sup
anupalabDisama	1-289-b	6682	35,1	main
anupalakzya	1-289-b	6678	35,1	main
anupanAha	5-243-a	6620	1312,1	sup
anupanata	4-292-b	6619	1312,1	sup
anupanyAsa	1-289-b	6622	34,2	main
anupapanna	1-289-b	6632	34,3	main
anupapatti	1-289-b	6627	34,3	main
anuparAga	1-289-b	6650	1312,1	sup
anuparicAram	2-289-b	6661	34,3	main
anuparihAram	5-243-a	6669	34,3	main
anuparikrAmam	2-289-b	6659	34,3	main
anuparvata	1-289-b	6676	1312,1	sup
anupasarga	1-289-c	6696	35,1	main
anupaskfta	1-289-c	6702	35,1	main
anupayoga	1-289-b	6648	34,3	main
anupeta	1-289-c	6776	1312,1	sup
anupiRqam	2-289-b	6754	1312,1	sup
anupradAna	1-289-c	6794	35,3	main
anuprasarpaka	4-292-b	6840	1312,1	sup
anuprasfptin	4-292-b	6840	1312,1	sup
anupravrajana	7-300-b	6831	1312,1	sup
anupriya	2-289-b	6854	1312,1	sup
anurAga	2-289-c	7083	37,2	main
anuraRana	1-289-c	7091	37,2	main
anurasita	5-243-a	7100	37,3	main
anuroha	1-289-c	7138	37,3	main
anusAnu	6-294-c	7593	41,1	main
anusaMDAnIya	5-243-b	7566	1312,2	sup
anusaMcara	2-289-c	7551	40,3	main
anusaMtati	1-290-a	7555	40,3	main
anusaraRa	3-250-c	7609	1312,2	sup
anusarga	2-289-c	7627	1312,2	sup
anusftavatsA	5-243-b	7624	1312,2	sup
anustanita	1-290-a	7635	1312,2	sup
anutApaka	1-289-a	6346	1311,3	sup
anutApin	3-250-b	6348	32,3	main
anutTita	1-289-a	6388	33,1	main
anutarza	5-243-a	6351	1311,3	sup
anutarzula	2-289-b	6354	32,3	main
anutpUta	3-250-b	6399	1311,3	sup
anutsAha	3-250-b	6404	33,1	main
anutsfzwa	1-289-b	6409	1311,3	sup
anutsuka	7-299-d	6407	33,1	main
anutta	4-292-b	6365	1311,3	sup
anuttara	1-289-a	6380	33,1	main
anuttaraMga	1-289-a	6372	1311,3	sup
anuvA	1-289-c	7248	38,2	main
anuvAdin	6-294-c	7223	38,2	main
anuvAkya	1-289-c	7204	38,1	main
anuvanAntam	6-294-c	7232	1312,2	sup
anuvanam	3-250-c	7232	38,2	main
anuvapram	3-250-c	7233	1312,2	sup
anuvatsarIRa	3-250-c	7215	38,2	main
anuvatsarIya	3-250-c	7216	38,2	main
anuvft	1-289-c	7332	39,1	main
anuvftti	1-289-c	7339	1312,2	sup
anuviDAyin	6-294-c	7282	38,3	main
anuvizRu	1-289-c	7306	1312,2	sup
anuvrajana	1-289-c	7377	39,2	main
anuvrajya	5-243-a	7378	39,2	main
anuvyADa	3-250-c	7356	39,2	main
anuvyAhfta	6-294-c	7373	1312,2	sup
anuvyApin	7-300-c	7361	1312,2	sup
anuyAja	2-289-c	7021	37,1	main
anuyAyin	1-289-c	7044	37,2	main
anuyiyAsu	2-289-c	7046	1312,2	sup
anuyogin	6-294-c	7061	37,2	main
anuyojya	1-289-c	7066	37,2	main
anuzRASIta	7-300-d	7516	40,2	main
anuzWAna	1-290-a	7490	40,1	main
anuzakti	5-243-a	7451	1312,2	sup
anuzwuB	2-289-c	7474	1312,2	sup
anuzwupCandas	1-290-a	7476	40,1	main
anuzyanda	6-294-c	7520	40,2	main
anvAkSAyam	2-290-a	8814	46,3	main
anvArohaRa	5-243-c	8863	47,1	main
anvaByavacAram	7-385-d	8740	1313,2	sup
anvagjyezWa	2-290-a	8730	1313,2	sup
anvagram	2-290-a	8728	1313,2	sup
anvakzaram	1-290-c	8727	1313,2	sup
anvazwakA	6-295-a	8803	46,3	main
anvezwavya	7-302-a	8914	47,2	main
anvicCA	2-290-a	8904	1313,3	sup
anyAdfSa	2-289-c	8622	1313,2	sup
anyApadeSa	2-289-c	8623	1313,2	sup
anyAya	2-289-c	8712	46,1	sup
anyAyatas	3-251-a	8712	1313,2	sup
anyAyavftti	2-289-c	8716	1313,2	sup
anyAyin	5-243-c	8718	1313,2	sup
anyUnAtiriktANga	3-251-a	8721	1313,2	sup
anya	2-289-c	8567	45,2	main
anyaBAvin	4-292-c	8596	1313,2	main
anyaSfNga	2-289-c	8616	1313,2	sup
anyaTASIlika	6-295-a	8668	1313,2	sup
anyaTAkaraRa	5-243-c	8657	1313,2	sup
anyabanDu	6-295-a	8593	1313,2	sup
anyajanatA	7-385-d	8578	1313,2	sup
anyamAtfka	4-292-c	8602	1313,2	sup
anyapUrvA	6-295-a	8593	45,2	main
anyapara	1-290-c	8591	45,2	main
anyarAzwriya	5-243-c	8604	1313,2	sup
anyatIrTika	7-301-d	8581	1313,2	sup
anyatarAnyatara	3-251-a	8639	1313,2	sup
anyatas	7-301-d	8706	46,1	main
anyatpArSva	7-301-d	8651	1313,2	sup
anyatra	3-251-a	8654	45,3	main
anyatrakaraRa	1-290-c	8654	1313,2	sup
anyavarRa	5-243-c	8612	45,2	main
anyayajYa	6-295-a	8603	1313,2	sup
anyedyuka	3-251-a	8681	45,3	main
anyodarya	5-243-c	8631	45,3	main
anyokti	5-243-c	8627	1313,2	sup
anyoktiSataka	5-243-c	8627	1313,2	sup
anyonyASraya	1-290-c	8701	46,1	main
anyonyApatitatyAgin	3-251-a	8697	1313,2	sup
anyonyakftya	2-290-a	8686	1313,2	sup
anyonyamiTuna	4-292-c	8691	1313,2	sup
apANga	7-303-c	9971	54,1	main
apARi	2-290-b	9995	1314,2	sup
apAWa	7-303-c	9994	1314,2	sup
apAYcAlya	7-303-c	9991	1314,2	sup
apAcya	5-244-a	9991	54,1	main
apAdAdiBAj	4-293-a	10007	54,1	main
apAdAna	4-293-a	10015	54,2	main
apAdya	7-303-c	10015	1314,2	sup
apAkfti	3-252-a	9960	54,1	main
apAli	2-290-b	10078	54,3	main
apAmArjana	2-290-b	10045	54,2	main
apAmaMBavizRu	1-291-b	10043	54,2	main
apAmitya	1-291-b	10047	54,2	main
apAnIya	2-290-b	10031	1314,2	sup
apAnadfh	4-293-a	10024	54,2	main
apAnunutsu	5-244-a	10032	1314,2	sup
apApAya	2-290-b	10042	1314,2	sup
apApad	2-290-b	10042	1314,2	sup
apApada	2-290-b	10042	1314,2	main
apAra	4-293-a	10056	54,2	sup
apAraRIya	3-252-a	10059	54,2	main
apArijAta	2-290-b	10062	1314,2	sup
apAsu	1-291-b	10124	55,1	main
apAvft	5-244-a	10086	54,3	main
apAyasaMvartanIya	3-252-a	10355	1314,2	sup
apIqA	3-252-a	10248	56,1	main
apIqana	7-303-d	10246	56,1	main
apOruzeya	1-291-c	10428	57,1	main
apOzkalya	4-293-a	10430	57,1	main
apUpa	3-252-a	10308	56,2	main
apUrRa	6-295-a	10322	56,2	main
apUra	3-252-a	10317	1314,3	sup
apUraRa	3-252-b	10317	1314,3	sup
apUrva	1-291-c	10336	56,2	sup
apUrvin	7-304-a	10342	1314,3	sup
apaBAzaRa	1-291-a	9355	1313,3	sup
apaBAzitavE	4-292-c	9355	1313,3	sup
apaDyAna	3-251-b	9269	49,3	main
apaGana	1-290-c	9093	48,2	main
apaNka	3-251-a	9093	1313,3	sup
apaSAlIna	1-291-b	9778	1314,2	sup
apaSIla	5-244-a	9780	1314,2	sup
apaSabdita	7-303-b	9775	1314,2	sup
apaSakuna	2-290-b	9769	52,3	main
apaSrama	1-291-b	9799	1314,2	sup
apaSutA	3-251-c	9785	52,3	main
apaTa	3-251-b	9207	49,1	main
apaTadAyin	3-251-b	9209	1313,3	sup
apaTahara	3-251-b	9210	1313,3	sup
apacAyaka	7-302-b	9104	1313,3	sup
apacAyin	1-290-c	9106	48,3	main
apacamAna	3-251-b	9094	1313,3	sup
apacamAnaka	6-295-a	9094	1313,3	sup
apacana	3-251-b	9094	1313,3	sup
apacetas	2-290-a	9128	1313,3	sup
apacikIrzu	5-243-c	9125	1313,3	sup
apacit	7-302-b	9127	48,3	main
apacita	2-290-a	9118	48,3	main
apaciti	3-251-b	9129	48,3	main
apadAnta	1-291-a	9225	1313,3	sup
apadAntasTa	1-291-a	9225	1313,3	sup
apadUzaRa	7-385-d	9251	1313,3	sup
apadaSa	3-251-b	9234	49,2	main
apadarpa	1-291-a	9227	1313,3	sup
apadfzwi	1-291-a	9251	1313,3	sup
apadibadDa	4-292-c	9239	1313,3	sup
apagatakAlaka	7-302-b	9065	1313,3	sup
apagfhya	1-290-c	9086	1313,3	sup
apahAraka	7-303-c	9925	53,3	main
apahArya	1-291-b	9923	1314,2	sup
apahara	4-293-a	9914	53,3	main
apaharaRa	7-303-b	9916	1314,2	sup
apahasita	6-295-a	9900	1314,2	sup
apahastaka	1-291-b	9904	1314,2	sup
apahelana	2-290-b	9930	1314,2	sup
apahft	2-290-b	9913	1314,2	sup
apahnava	1-291-b	9936	53,3	main
apahnavana	4-293-a	9936	1314,2	sup
apahvara	3-252-a	9941	1314,2	sup
apajaya	7-385-d	9144	48,3	main
apakAraka	1-290-c	8990	48,1	main
apakaRwaka	7-385-d	8962	1313,3	sup
apakalmaza	1-290-c	8965	47,3	main
apakartana	3-251-a	9002	1313,3	sup
apakaruRa	2-290-a	8963	47,3	main
apakarzasama	1-290-c	9009	48,1	main
apakazAya	3-251-a	8967	47,3	main
apakft	3-251-a	9002	48,1	sup
apakftya	3-251-a	8998	1313,3	sup
apakrAmam	5-243-c	9042	1313,3	sup
apakrAnta	1-290-c	9041	48,1	sup
apakrAnti	1-290-c	9042	48,1	main
apakzapAta	1-290-c	9052	48,2	main
apakzapAtin	5-243-c	9052	1313,3	sup
apakzaya	7-302-b	9055	48,2	main
apalakzmaRa	3-251-c	9637	1314,1	sup
apalapana	1-291-b	9642	51,3	main
apamada	2-290-a	9366	1313,3	sup
apamfzwi	7-302-c	9386	1314,1	sup
apamud	5-243-c	9379	1314,1	sup
apanaya	7-302-c	9298	49,3	main
apanayana	6-295-a	9301	49,3	main
apaneya	1-291-a	9308	1313,3	sup
apanidra	1-291-a	9290	49,3	sup
apaninIzA	7-385-d	9292	1313,3	sup
apanizAduka	7-385-d	9294	1313,3	sup
apanodaka	2-290-a	9315	1313,3	sup
apanodana	7-302-c	9317	49,3	main
apanunutsu	3-251-b	9314	49,3	main
apanutti	1-291-a	9312	49,3	main
apapAtra	5-243-c	9327	50,1	main
apapayas	3-251-b	9322	1313,3	sup
