slp1	iast	n_dicts	dicts	gender	fem_fold
SAntanuH	śāntanuḥ	2	AP SKD	-	
SAntatva	śāntatva	3	MW PWG PWK	n	
SAntikam	śāntikam	1	AP	-	
SAntikft	śāntikṛt	3	MW PWG PWK	fmn	
SAntimat	śāntimat	1	MW	fmn	
SAntvati	śāntvati	4	BUR MW PWG PWK	f	
SAntyuda	śāntyuda	1	MW	n	
SApAntaH	śāpāntaḥ	1	AP	f	
SApAstra	śāpāstra	4	MW PWG PWK VCP	m	
SApAyana	śāpāyana	3	MW PWG PWK	m	
SApaWika	śāpaṭhika	2	MW PWK	-	
SApawika	śāpaṭika	4	BUR MW PWG PWK	m	
SApodaka	śāpodaka	5	CAE CCS MD MW PWK	n	
SAqvalaH	śāḍvalaḥ	1	SKD	-	
SArAjira	śārājira	1	SCH	-	
SArIraka	śārīraka	6	AP CAE MD MW PWG PWK	fmn	
SArIrika	śārīrika	5	AP MW PWG PWK VCP	fmn	
SArIwaka	śārīṭaka	4	MD MW PWG PWK	m	
SArNgaka	śārṅgaka	5	CAE CCS MW PWG PWK	fm	
SArNgikA	śārṅgikā	1	MW	f	
SArNgika	śārṅgika	3	MW PWG PWK	m	
SAraNgaH	śāraṅgaḥ	2	AP SKD	-	
SAraRika	śāraṇika	4	AP MW PWG PWK	fmn	
SAradIna	śāradīna	4	CAE CCS MW PWK	fmn	
SAradIya	śāradīya	6	AP CAE MW PWG PWK VCP	f	
SAradaka	śāradaka	4	BHS MW PWG PWK	fm	
SAradikA	śāradikā	1	MW	f	
SAradika	śāradika	5	MW PWG PWK SCH VCP	fmn	
SAradyam	śāradyam	1	AP	-	
SAralomI	śāralomī	1	MW	m	
SAralomi	śāralomi	1	PWK	m	
SArapada	śārapada	2	MW PWK	m	
SArayAmi	śārayāmi	1	BUR	-	
SArdUlaH	śārdūlaḥ	1	AP	-	
SAriPala	śāriphala	4	MW PWG PWK VCP	mn	
SAriSAkA	śāriśākā	4	MW PWG PWK VEI	-	
SArisuta	śārisuta	4	BHS MW PWG PWK	m	
SArkakaH	śārkakaḥ	2	AP SKD	-	
SArkaraH	śārkaraḥ	2	AP SKD	-	
SArkarin	śārkarin	3	AP MW PWK	fmn	
SArmaRya	śārmaṇya	3	MD MW PWK	m	
SArvadiS	śārvadiś	1	AP	-	
SArvaram	śārvaram	1	AP	-	
SArvarin	śārvarin	3	MW PWG PWK	m	
SArvvarI	śārvvarī	1	SKD	-	
SAsanAda	śāsanāda	1	BHS	-	
SAsanIya	śāsanīya	7	AP CAE CCS MD MW PWG PWK	fmn	
SAsaniya	śāsaniya	1	BHS	-	
SAskulaH	śāskulaḥ	1	SKD	-	
SAstftva	śāstṛtva	3	MW PWG PWK	n	
SAstrIya	śāstrīya	7	AP CAE CCS MW PWG PWK VCP	fmn	
SAstrOGa	śāstraugha	2	MW PWK	m	
SAstrika	śāstrika	2	MW PWK	fmn	
SAstrita	śāstrita	3	MW PWG PWK	fmn	
SAtAgiri	śātāgiri	1	BHS	-	
SAtAhara	śātāhara	3	MW PWG PWK	m	
SAtAtapa	śātātapa	5	MD MW PWG PWK VCP	fm	
SAtaBIru	śātabhīru	4	MW PWG PWK VCP	m	
SAtaBiza	śātabhiṣa	3	MW PWG PWK	f	
SAtaSiKa	śātaśikha	2	AP MW	fmn	
SAtaleya	śātaleya	3	MW PWG PWK	m	
SAtamAna	śātamāna	5	AP MW PWG PWK VCP	f	
SAtamaKa	śātamakha	1	SCH	-	
SAtapaTa	śātapatha	4	MD MW PWG PWK	fn	
SAtapata	śātapata	3	MW PWG PWK	fmn	
SAtayAmi	śātayāmi	1	BUR	-	
SAtodarI	śātodarī	1	AP	-	
SAtodara	śātodara	6	CAE CCS MD MW PWK SCH	fn	
SAtravaH	śātravaḥ	2	AP SKD	-	
SAtravaM	śātravaṃ	1	SKD	-	
SAtravam	śātravam	1	AP	-	
SAvASOca	śāvāśauca	2	CAE MW	n	
SAvayAmi	śāvayāmi	1	BUR	-	
SAwayati	śāṭayati	1	BHS	-	
SAyayAmi	śāyayāmi	1	BUR	-	
SAzasAna	śāṣasāna	3	MW PWG PWK	m	
SAzpeyin	śāṣpeyin	3	MW PWG PWK	m	
SEKAvata	śaikhāvata	3	MW PWG PWK	fm	
SEKAyani	śaikhāyani	3	MW PWG PWK	m	
SEKareya	śaikhareya	3	MW PWG VCP	m	
SEKarika	śaikharika	5	BUR MW PWG PWK VCP	m	
SEPAlika	śaiphālika	3	MW PWG PWK	fmn	
SESirIya	śaiśirīya	3	MW PWG PWK	fmn	
SESireya	śaiśireya	3	MW PWG PWK	m	
SESirika	śaiśirika	3	MW PWG PWK	fmn	
SESumAra	śaiśumāra	4	AP MW PWG PWK	fmn	
SESunAga	śaiśunāga	3	MW PWG PWK	m	
SESunAli	śaiśunāli	3	MW PWG PWK	-	
SESunAri	śaiśunāri	3	MD MW PWK	m	
SESupAla	śaiśupāla	4	INM MW PWG PWK	m	
SESupAli	śaiśupāli	4	INM MW PWG PWK	m	
SETilika	śaithilika	4	AP BHS MW PWK	fmn	
SETilyaM	śaithilyaṃ	1	SKD	-	
SETilyam	śaithilyam	1	AP	-	
SEkzikaH	śaikṣikaḥ	2	AP SKD	-	
SElADArA	śailādhārā	2	MW PWK	f	
SElADipa	śailādhipa	1	MW	m	
SElAKyaM	śailākhyaṃ	1	SKD	-	
SElAKyam	śailākhyam	1	AP	-	
SElAMSaH	śailāṃśaḥ	1	AP	-	
SElAgraM	śailāgraṃ	1	SKD	-	
SElAgram	śailāgram	1	AP	-	
SElAlaya	śailālaya	3	INM MW PWG	m	
SElAsana	śailāsana	2	MW PWK	fmn	
SElUzaka	śailūṣaka	3	MW PWG PWK	fmn	
SElUzikI	śailūṣikī	2	AP SKD	-	
SElUzika	śailūṣika	4	MW PWG PWK VCP	fm	
SElaBeda	śailabheda	3	MW PWG PWK	m	
SElaDAtu	śailadhātu	3	MW PWG PWK	m	
SElaDara	śailadhara	4	MW PWG PWK VCP	m	
SElaSiKA	śailaśikhā	3	MW PWG PWK	f	
SElabAhu	śailabāhu	4	BHS MW PWG PWK	m	
SElabIja	śailabīja	3	MW PWG PWK	m	
SElagATA	śailagāthā	4	BHS MW PWK SCH	f	
SElaguru	śailaguru	7	AP CAE CCS INM MW PWG PWK	fmn	
SElajAtA	śailajātā	2	MW PWK	f	
SElajana	śailajana	1	MW	m	
SElakUwa	śailakūṭa	3	CAE MW PWK	mn	
SElamUla	śailamūla	1	MW	n	
SElamaya	śailamaya	5	CAE CCS MW PWG PWK	f	
SElamfga	śailamṛga	4	CAE MW PWG PWK	m	
SElapaTa	śailapatha	3	MW PWG PWK	m	
SElapati	śailapati	3	MW PWG PWK	m	
SElapura	śailapura	5	CAE CCS MW PWG PWK	n	
SElarAja	śailarāja	5	CAE MW PWG PWK VCP	m	
SElasAra	śailasāra	6	AP CAE MW PWG PWK VCP	fmn	
SElasetu	śailasetu	3	MW PWG PWK	m	
SElasutA	śailasutā	9	AP CAE CCS INM MW PWG PWK SKD VCP	f	
SElavAsa	śailavāsa	1	MW	m	
SElavIja	śailavīja	1	VCP	-	
SElavara	śailavara	3	MW PWG PWK	m	
SElayaTa	śailayatha	3	MW PWG PWK	-	
SEleSaya	śaileśaya	1	PWK	-	
SElendra	śailendra	8	CAE CCS INM MD MW PWG PWK VCP	m	
SEleyaka	śaileyaka	3	MW PWG PWK	n	
SEleyika	śaileyika	1	MW	fmn	
SElikyaH	śailikyaḥ	2	AP SKD	-	
SElodaka	śailodaka	1	BHS	n	
SErIyaka	śairīyaka	2	BUR MW	m	
SErIzaka	śairīṣaka	6	BHS INM MW PWG PWK SCH	fmn	
SErIzikA	śairīṣikā	1	PWK	-	
SErIzika	śairīṣika	2	MW PWG	fmn	
SEreyaka	śaireyaka	1	MW	-	
SEtozman	śaitoṣman	2	MW PWK	-	
SEvAgama	śaivāgama	3	MW PWG PWK	m	
SEvAkavi	śaivākavi	3	MW PWG PWK	m	
SEvAlIya	śaivālīya	1	MW	-	
SEvAlaka	śaivālaka	3	MW PWG PWK	fmn	
SEvAlina	śaivālina	1	MW	-	
SEvAyana	śaivāyana	3	MW PWG PWK	m	
SEvagava	śaivagava	3	MW PWG PWK	m	
SEvalita	śaivalita	3	MW PWG PWK	fmn	
SEvapura	śaivapura	3	MW PWG PWK	fmn	
SIGrIyaM	śīghrīyaṃ	1	SKD	-	
SIGragaH	śīghragaḥ	1	SKD	-	
SIGrakft	śīghrakṛt	4	CAE MW PWG PWK	fmn	
SIGratva	śīghratva	3	MW PWG PWK	n	
SIGriyaH	śīghriyaḥ	1	AP	-	
SIGrocca	śīghrocca	2	MW PWK	n	
SIPAlikA	śīphālikā	6	AP BUR MW PWG PWK SKD	f	
SIkarOGa	śīkaraugha	1	MW	fmn	
SIkaraRa	śīkaraṇa	1	SCH	-	
SIkayata	śīkayata	3	MW PWG PWK	m	
SIlIroga	śīlīroga	1	SCH	-	
SIlaDara	śīladhara	3	MW PWG PWK	fmn	
SIlahara	śīlahara	3	MW PWG PWK	m	
SIlamaya	śīlamaya	3	MW PWK SCH	-	
SIlaniDi	śīlanidhi	1	MW	m	
SIlatawa	śīlataṭa	1	MW	fmn	
SIlavant	śīlavant	4	CAE CCS PWG PWK	f	
SIlavatI	śīlavatī	1	MW	f	
SIlavela	śīlavela	2	CAE MW	fmn	
SIpAlila	śīpālila	2	MW PWK	fmn	
SIrRatva	śīrṇatva	3	MW PWG PWK	n	
SIradeva	śīradeva	1	PWK	m	
SIrzAnta	śīrṣānta	3	MW PWG PWK	m	
SIrzaRia	śīrṣaṇia	1	PWK	-	
SIrzaRya	śīrṣaṇya	9	CAE CCS GRA MD MW PWG PWK VCP VEI	fmn	
SIrzakaH	śīrṣakaḥ	2	AP SKD	-	
SIrzakaM	śīrṣakaṃ	1	SKD	-	
SIrzakam	śīrṣakam	1	AP	-	
SIrzakti	śīrṣakti	5	CAE MW PWG PWK VEI	f	
SIrzatas	śīrṣatas	6	CAE CCS MD MW PWG PWK	-	
SItABISu	śītābhīśu	1	SCH	-	
SItAMSuH	śītāṃśuḥ	2	AP SKD	-	
SItASman	śītāśman	5	AP MW PWG PWK VCP	m	
SItAbalA	śītābalā	4	MW PWG PWK SKD	f	
SItAdriH	śītādriḥ	2	AP SKD	-	
SItAkula	śītākula	2	AP MW	fmn	
SItArtta	śītārtta	1	VCP	-	
SItAvalA	śītāvalā	1	VCP	-	
SItIBAva	śītībhāva	5	BHS MW PWG PWK VCP	m	
SItIBUta	śītībhūta	2	BHS MW	fmn	
SItaBAna	śītabhāna	1	CAE	m	
SItaBAnu	śītabhānu	4	MW PWG PWK VCP	m	
SItaBIru	śītabhīru	5	MW PWG PWK SCH VCP	m	
SItaBIta	śītabhīta	3	MW PWK SCH	fmn	
SItaPalA	śītaphalā	1	MW	f	
SItaPala	śītaphala	4	MW PWG PWK VCP	fm	
SItaSEla	śītaśaila	1	PWG	m	
SItaSUka	śītaśūka	3	MW PWG PWK	m	
SItaSivA	śītaśivā	2	MW SKD	f	
SItaSiva	śītaśiva	4	MW PWG PWK VCP	fmn	
SItabalA	śītabalā	5	MW PWG PWK SKD VCP	f	
SItahara	śītahara	2	MW PWK	fmn	
SItakAla	śītakāla	4	MW PWG PWK VCP	m	
SItakara	śītakara	7	CAE CCS MD MW PWG PWK VCP	fmn	
SItalAya	śītalāya	1	MW	-	
SItalIBU	śītalībhū	2	MW PWG	-	
SItalIkf	śītalīkṛ	3	CAE MD MW	-	
SItalaka	śītalaka	5	BHS MW PWG PWK VCP	mn	
SItalatA	śītalatā	6	CAE CCS MW PWG PWK SKD	fn	
SItalaya	śītalaya	2	MD MW	-	
SItamaya	śītamaya	5	CAE CCS MW PWG PWK	-	
SItameha	śītameha	3	MW PWG PWK	m	
SItapARi	śītapāṇi	5	CAE CCS MW PWG PWK	fmn	
SItapAkI	śītapākī	5	MW PWG PWK SKD VCP	f	
SItarUra	śītarūra	4	CAE MW PWG PWK	mn	
SItarasa	śītarasa	2	MW PWK	m	
SItaruci	śītaruci	4	CAE MW PWK SCH	m	
SItasahA	śītasahā	2	MW SKD	f	
SItasaha	śītasaha	4	MW PWG PWK VCP	fmn	
SItatviz	śītatviṣ	1	SCH	-	
SItavaha	śītavaha	4	CAE MW PWG PWK	f	
SItavana	śītavana	5	BHS INM MW PWK SCH	n	
SItavatI	śītavatī	4	BHS MW PWG PWK	f	
SItetara	śītetara	4	MD MW PWG PWK	fmn	
SItiBAva	śītibhāva	1	BHS	-	
SItkAraH	śītkāraḥ	2	AP SKD	m	
SItkArin	śītkārin	3	MW PWG PWK	fmn	
SItkftaM	śītkṛtaṃ	1	SKD	-	
SItkftin	śītkṛtin	3	MW PWG PWK	fmn	
SItodaka	śītodaka	3	BHS MW PWK	m	
SItozman	śītoṣman	2	MW PWK	-	
SOBAyana	śaubhāyana	3	MW PWG PWK	m	
SOBAyani	śaubhāyani	3	MW PWG PWK	m	
SOBaneya	śaubhaneya	4	BUR MW PWG PWK	fmn	
SOBreyaH	śaubhreyaḥ	1	SKD	-	
SOBuSuBa	śaubhuśubha	1	MW	-	
SONgeyaH	śauṅgeyaḥ	1	AP	-	
SORAyana	śauṇāyana	2	PWG PWK	m	
SORqIraH	śauṇḍīraḥ	1	SKD	-	
SORqIrya	śauṇḍīrya	4	MD MW PWG PWK	n	
SORqarya	śauṇḍarya	3	MW PWG PWK	n	
SORqikaH	śauṇḍikaḥ	2	AP SKD	m	
SORqinya	śauṇḍinya	1	BHS	-	
SORqiram	śauṇḍiram	1	AP	-	
SOcAcAra	śaucācāra	1	MW	m	
SOcakIya	śaucakīya	1	MW	n	
SOcakUpa	śaucakūpa	1	MW	m	
SOcapara	śaucapara	1	CAE	-	
SOcavant	śaucavant	4	CAE CCS PWG PWK	-	
SOcaviDi	śaucavidhi	1	MW	m	
SOcodaka	śaucodaka	1	PWG	n	
SOkaraba	śaukaraba	1	VCP	-	
SOkteyaM	śaukteyaṃ	1	SKD	-	
SOkteyam	śaukteyam	1	AP	-	
SOlAyana	śaulāyana	3	MW PWG PWK	m	
SOlbikaH	śaulbikaḥ	1	AP	-	
SOlkikaH	śaulkikaḥ	2	AP SKD	-	
SOlvikaH	śaulvikaḥ	2	AP SKD	-	
SOnAyana	śaunāyana	3	MW PWG PWK	m	
SOnakIya	śaunakīya	3	MW PWG PWK	fmn	
SOrasenI	śaurasenī	2	AP MW	f	
SOrasena	śaurasena	6	CAE CCS MD MW PWG PWK	f	
SOrisUnu	śaurisūnu	1	MW	-	
SOrpikaH	śaurpikaḥ	1	SKD	-	
SOryavat	śauryavat	1	MW	fmn	
SOvApada	śauvāpada	6	AP BUR MW PWG PWK VCP	fmn	
SOvAviDa	śauvāvidha	3	MW PWG PWK	fmn	
SOvahAna	śauvahāna	3	MW PWG PWK	n	
SOvaneya	śauvaneya	3	MW PWG PWK	m	
SOwIraka	śauṭīraka	1	BHS	-	
SOwIratA	śauṭīratā	3	MW PWG PWK	f	
SOwIryam	śauṭīryam	1	AP	-	
SOwIryya	śauṭīryya	1	VCP	-	
SOzkAsya	śauṣkāsya	3	MW PWG PWK	n	
SOzkalaH	śauṣkalaḥ	2	AP SKD	-	
SOzkalam	śauṣkalam	1	AP	-	
SUSujAna	śūśujāna	1	MW	-	
SUdrAnna	śūdrānna	5	CAE MW PWK SKD VCP	n	
SUdrArtA	śūdrārtā	4	AP MW PWG PWK	f	
SUdrArya	śūdrārya	2	MW PWK	mn	
SUdraGna	śūdraghna	4	AP CAE MW PWK	fmn	
SUdrahan	śūdrahan	4	AP CAE MW PWK	fmn	
SUdrakaH	śūdrakaḥ	1	AP	-	
SUdratva	śūdratva	3	MW PWG PWK	n	
SUkAmaya	śūkāmaya	3	MW PWG PWK	m	
SUkaSiKA	śūkaśikhā	1	AP	-	
SUkadoza	śūkadoṣa	3	MW PWG PWK	m	
SUkakIwa	śūkakīṭa	4	MW PWG PWK VCP	m	
SUkaroga	śūkaroga	3	MW PWG PWK	m	
SUkataru	śūkataru	3	MW PWG PWK	m	
SUkatfRa	śūkatṛṇa	3	MW PWG PWK	n	
SUkavant	śūkavant	2	PWG PWK	f	
SUkavatI	śūkavatī	3	MW SKD VCP	f	
SUlANkaH	śūlāṅkaḥ	1	AP	-	
SUlAgram	śūlāgram	1	AP	-	
SUlAkfta	śūlākṛta	2	MW VCP	fmn	
SUlApAla	śūlāpāla	2	MW PWK	m	
SUlAyuDa	śūlāyudha	1	SCH	-	
SUlaBeda	śūlabheda	3	MW PWG PWK	m	
SUlaDarA	śūladharā	3	CAE MW SKD	f	
SUlaDara	śūladhara	6	AP CCS MW PWG PWK VCP	fmn	
SUlaDfka	śūladhṛka	1	PWK	-	
SUlaDruk	śūladhruk	1	AP	-	
SUlaGnaH	śūlaghnaḥ	1	SKD	-	
SUlacita	śūlacita	1	SCH	-	
SUladviw	śūladviṭ	1	SKD	-	
SUladviz	śūladviṣ	4	AP MW PWG PWK	m	
SUlagava	śūlagava	4	MD MW PWG PWK	m	
SUlakAra	śūlakāra	3	MW PWG PWK	m	
SUlakara	śūlakara	1	SCH	-	
SUlapARi	śūlapāṇi	7	AP CAE CCS MW PWG PWK VCP	fmn	
SUlapAla	śūlapāla	2	MW PWK	m	
SUlapadI	śūlapadī	3	MW PWG PWK	f	
SUlavant	śūlavant	2	PWG PWK	-	
SUlavara	śūlavara	2	MW PWK	n	
SUlavata	śūlavata	3	MW PWG PWK	n	
SUlayoga	śūlayoga	1	MW	m	
SUnyIkar	śūnyīkar	1	PWG	-	
SUnyatva	śūnyatva	3	MW PWG PWK	n	
SUnyavat	śūnyavat	1	MW	-	
SUpakAra	śūpakāra	1	MW	-	
SUraBUmi	śūrabhūmi	3	MW PWG PWK	f	
SUrabala	śūrabala	4	BHS MW PWG PWK	m	
SUradeva	śūradeva	5	CAE CCS MW PWG PWK	m	
SUrakIwa	śūrakīṭa	1	MW	m	
SUrakUwa	śūrakūṭa	1	BHS	-	
SUramAna	śūramāna	1	MW	n	
SUramaWa	śūramaṭha	3	MW PWG PWK	m	
SUrapura	śūrapura	5	CAE CCS MW PWG PWK	n	
SUrasAti	śūrasāti	5	CAE GRA MW PWG PWK	f	
SUrasUnu	śūrasūnu	1	INM	-	
SUrasenA	śūrasenā	1	MW	f	
SUrasenI	śūrasenī	2	INM MW	f	
SUrasena	śūrasena	7	CAE CCS INM MW PWG PWK VCP	fm	
SUrasuta	śūrasuta	1	INM	-	
SUratama	śūratama	1	MW	fmn	
SUratara	śūratara	1	MW	fmn	
SUravIra	śūravīra	4	CAE MW PWG PWK	fmn	
SUrpAdri	śūrpādri	3	MW PWG PWK	m	
SUrpakaH	śūrpakaḥ	2	AP SKD	-	
SUtkArin	śūtkārin	1	SCH	-	
SaMPallI	śaṃphallī	1	SCH	-	
SaMSAmam	śaṃśāmam	1	PWK	-	
SaMSamam	śaṃśamam	2	MW PWK	-	
SaMdadat	śaṃdadat	1	SCH	-	
SaMkaraH	śaṃkaraḥ	1	AP	-	
SaMsanam	śaṃsanam	1	AP	-	
SaMsitaH	śaṃsitaḥ	1	SKD	-	
SaMsitar	śaṃsitar	3	CCS PWG PWK	-	
SaMsivas	śaṃsivas	1	MW	fmn	
SaMvaraM	śaṃvaraṃ	1	SKD	-	
SaNKAKya	śaṅkhākhya	1	MW	m	
SaNKAhvA	śaṅkhāhvā	4	MW PWG PWK SKD	f	
SaNKaBft	śaṅkhabhṛt	8	AP CAE INM MW PWG PWK SKD VCP	m	
SaNKaDmA	śaṅkhadhmā	3	AP MW PWK	m	
SaNKaDma	śaṅkhadhma	6	CAE CCS MW PWG PWK VCP	m	
SaNKajaH	śaṅkhajaḥ	2	AP SKD	-	
SaNKakaH	śaṅkhakaḥ	2	AP SKD	-	
SaNKakaM	śaṅkhakaṃ	1	SKD	-	
SaNKakam	śaṅkhakam	1	AP	-	
SaNKapAd	śaṅkhapād	1	PWK	-	
SaNKapad	śaṅkhapad	3	MW PWG PWK	m	
SaNKarAj	śaṅkharāj	1	MW	m	
SaNKavat	śaṅkhavat	1	MW	fmn	
SaNkaraH	śaṅkaraḥ	1	SKD	-	
SaNkavya	śaṅkavya	4	MD MW PWG PWK	fmn	
SaNkitaH	śaṅkitaḥ	1	SKD	-	
SaNkocaH	śaṅkocaḥ	2	AP SKD	-	
SaNkociH	śaṅkociḥ	2	AP SKD	-	
SaNkuciH	śaṅkuciḥ	2	AP SKD	-	
SaNkulya	śaṅkulya	1	BHS	fmn	
SaNkumat	śaṅkumat	1	MW	fmn	
SaNkuraH	śaṅkuraḥ	1	SKD	-	
SaNkuzWa	śaṅkuṣṭha	3	MW PWG PWK	fmn	
SaParIya	śapharīya	3	MW PWG PWK	fmn	
SaParuka	śapharuka	4	MD MW PWK SCH	m	
SaPavant	śaphavant	4	CAE CCS PWG PWK	n	
SaRAluka	śaṇāluka	4	MW PWG PWK VCP	m	
SaRaPalA	śaṇaphalā	3	MW PWG PWK	f	
SaRaSAka	śaṇaśāka	2	MW PWK	mn	
SaRaSAwi	śaṇaśāṭi	1	BHS	-	
SaRagOra	śaṇagaura	1	MW	fmn	
SaRamaya	śaṇamaya	5	CAE CCS MW PWG PWK	f	
SaRatUla	śaṇatūla	3	MW PWG PWK	n	
SaRqilaH	śaṇḍilaḥ	2	AP SKD	-	
SaSANkaH	śaśāṅkaḥ	2	AP SKD	-	
SaSAdana	śaśādana	4	MW PWG PWK SCH	m	
SaSIyaMs	śaśīyaṃs	4	CAE CCS PWG PWK	-	
SaSaDara	śaśadhara	7	CAE CCS MD MW PWG PWK VCP	mn	
SaSaketu	śaśaketu	3	MW PWG PWK	m	
SaSaleKA	śaśalekhā	1	AP	-	
SaSaloma	śaśaloma	1	SKD	-	
SaSamAna	śaśamāna	2	CAE MW	fmn	
SaSapada	śaśapada	2	MW PWK	n	
SaSayAna	śaśayāna	5	CCS INM MW PWG PWK	fmn	
SaSiDara	śaśidhara	4	MW PWG PWK SCH	m	
SaSidEva	śaśidaiva	3	MW PWG PWK	n	
SaSideva	śaśideva	3	MW PWG PWK	mn	
SaSikalA	śaśikalā	8	AP CAE MD MW PWG PWK SKD VCP	fmn	
SaSikara	śaśikara	1	MW	m	
SaSikeSa	śaśikeśa	1	SCH	-	
SaSiketu	śaśiketu	4	BHS MW PWG PWK	mn	
SaSikowi	śaśikoṭi	1	MW	f	
SaSileKA	śaśilekhā	9	AP CAE CCS MW PWG PWK SCH SKD VCP	f	
SaSimOli	śaśimauli	4	CAE MW PWG PWK	m	
SaSimaRi	śaśimaṇi	4	MW PWG PWK SCH	m	
SaSimant	śaśimant	2	PWG PWK	-	
SaSimaya	śaśimaya	2	MW PWK	-	
SaSimuKI	śaśimukhī	3	CAE MW PWK	f	
SaSimuKa	śaśimukha	2	BHS MW	fmn	
SaSipAda	śaśipāda	1	MW	m	
SaSireKA	śaśirekhā	3	MW PWG PWK	f	
SaSisuta	śaśisuta	3	MW PWG PWK	m	
SaSorRRa	śaśorṇṇa	1	VCP	-	
SaSorRaM	śaśorṇaṃ	1	SKD	-	
SaSorRam	śaśorṇam	1	AP	n	
SaWakopa	śaṭhakopa	1	MW	m	
SaWamati	śaṭhamati	3	CAE MW PWK	fmn	
Sabalagu	śabalagu	1	MW	fmn	
Sabalaka	śabalaka	2	MW PWK	fmn	
SabalatA	śabalatā	4	CAE MW PWG PWK	fn	
SabalikA	śabalikā	3	MW PWG PWK	f	
Sabalita	śabalita	5	MD MW PWG PWK SCH	fmn	
SabarAla	śabarāla	1	MW	m	
SabarIBU	śabarībhū	1	MW	-	
Sabaraka	śabaraka	3	MW PWG PWK	m	
SabarikA	śabarikā	3	MW PWK SCH	f	
SabdAbDi	śabdābdhi	3	MW PWG PWK	m	
SabdApay	śabdāpay	4	CAE CCS PWG PWK	-	
SabdArTO	śabdārthau	1	AP	-	
SabdArTa	śabdārtha	5	CAE CCS MW PWG PWK	m	
SabdaBAj	śabdabhāj	4	CAE CCS MW PWK	fmn	
SabdaBft	śabdabhṛt	3	MW PWG PWK	fmn	
SabdaBid	śabdabhid	4	AP MW PWG PWK	f	
SabdanaH	śabdanaḥ	1	SKD	-	
Sabdanam	śabdanam	1	AP	-	
Sabdatva	śabdatva	5	CAE CCS MW PWG PWK	n	
Sabdavat	śabdavat	1	MW	fmn	
Sabditam	śabditam	1	AP	-	
SacIbala	śacībala	1	MW	m	
SacInara	śacīnara	2	MW PWG	m	
SacIpati	śacīpati	8	CAE CCS GRA INM MW PWG PWK VCP	m	
SacIvant	śacīvant	5	CAE CCS PWG PWK VEI	-	
SacIvasu	śacīvasu	5	CAE GRA MW PWG PWK	fmn	
SakAbdaH	śakābdaḥ	1	AP	-	
SakaDUma	śakadhūma	6	CAE MW PWG PWK SCH VEI	m	
Sakabali	śakabali	2	MW PWK	m	
SakadeSa	śakadeśa	1	MW	m	
SakakAla	śakakāla	4	CAE CCS MW PWK	m	
SakalAkf	śakalākṛ	1	MW	-	
SakalIBU	śakalībhū	2	MW PWG	-	
SakalIkf	śakalīkṛ	4	AP CAE MD MW	-	
Sakalaya	śakalaya	2	MD MW	-	
Sakalika	śakalika	1	BHS	m	
Sakalita	śakalita	3	AP MW SCH	fmn	
Sakalowa	śakaloṭa	2	MW PWK	m	
Sakamaya	śakamaya	6	CAE CCS GRA MW PWG PWK	-	
SakapURa	śakapūṇa	3	MW PWG PWK	m	
SakapUta	śakapūta	5	GRA MW PWG PWK VEI	fmn	
SakaqAla	śakaḍāla	1	SCH	-	
SakawAla	śakaṭāla	3	MW PWG PWK	m	
SakawAra	śakaṭāra	4	MD MW PWG PWK	m	
SakawAri	śakaṭāri	2	MW PWK	m	
SakawAya	śakaṭāya	1	MW	-	
SakawahA	śakaṭahā	1	SKD	-	
SakawikA	śakaṭikā	8	AP BHS CAE CCS MD MW PWG PWK	fm	
Sakawika	śakaṭika	3	MW PWG PWK	fmn	
Sakewaka	śakeṭaka	1	BHS	-	
Sakfdita	śakṛdita	2	PWG PWK	-	
SakkaraH	śakkaraḥ	2	AP SKD	-	
SakkariH	śakkariḥ	2	AP SKD	-	
SakrAKya	śakrākhya	4	MW PWG PWK VCP	m	
SakrAgnI	śakrāgnī	1	PWG	m	
SakrAgni	śakrāgni	2	MW PWK	m	
SakrAhva	śakrāhva	3	MW PWG PWK	m	
SakrArcA	śakrārcā	1	SCH	-	
SakraBid	śakrabhid	4	AP MW PWG PWK	m	
SakraBit	śakrabhit	1	SKD	-	
SakradiS	śakradiś	5	CAE CCS MW PWG PWK	f	
SakrajaH	śakrajaḥ	2	AP SKD	-	
Sakrajit	śakrajit	6	AP MW PWG PWK SKD VCP	m	
Sakratva	śakratva	3	MW PWG PWK	n	
SakrukaH	śakrukaḥ	1	AP	-	
SaktIvat	śaktīvat	2	GRA MW	fmn	
SaktavaH	śaktavaḥ	1	SKD	-	
SaktiBft	śaktibhṛt	5	AP MW PWG PWK SKD	fmn	
SaktiDfk	śaktidhṛk	1	MW	fmn	
SaktijYa	śaktijña	4	CAE MW PWG PWK	fmn	
Saktimat	śaktimat	3	AP INM MW	fmn	
Saktitas	śaktitas	6	AP CAE CCS MW PWG PWK	-	
Saktitva	śaktitva	2	MW SCH	n	
SaktizWa	śaktiṣṭha	3	MW PWG PWK	fmn	
Saktrija	śaktrija	1	INM	-	
SaktukaH	śaktukaḥ	1	SKD	-	
SakulAda	śakulāda	3	MW PWG PWK	m	
SakunASA	śakunāśā	3	MW PWG PWK	f	
Sakunaka	śakunaka	3	MW PWG PWK	m	
SakunikA	śakunikā	6	CAE CCS INM MW PWG PWK	f	
SakuntaH	śakuntaḥ	2	AP SKD	-	
SakuntiH	śakuntiḥ	2	AP SKD	-	
SakvaraH	śakvaraḥ	2	AP SKD	-	
Sakyatva	śakyatva	2	MW PWG	n	
