slp1	freq_band	poly_band	arm	chrf_mw	chrf_fr	chrf_ru	chrf_multi2	chrf_multi3	token_f1_mw	token_f1_fr	token_f1_ru
gocara	high	poly5p	A3_reasoner_ctx	16.10	6.91	0.00	16.10	16.10	0.2560	0.0270	0.0000
Brama	high	poly5p	A3_reasoner_ctx	12.10	12.27	0.00	12.27	12.27	0.0968	0.0000	0.0000
maya	high	poly5p	A3_reasoner_ctx	6.76	9.96	0.00	9.96	9.96	0.1923	0.0000	0.0000
prayatna	high	poly5p	A3_reasoner_ctx	7.51	9.18	0.00	9.18	9.18	0.1053	0.0513	0.0000
sAkzAt	high	poly5p	A3_reasoner_ctx	30.93	9.17	0.00	30.93	30.93	0.4348	0.0000	0.0000
BArgava	high	poly5p	A3_reasoner_ctx	7.12	10.69	0.00	10.69	10.69	0.0862	0.1299	0.0000
paScAt	high	poly5p	A3_reasoner_ctx	21.01	8.51	0.00	21.01	21.01	0.2308	0.0000	0.0000
BUmi	high	poly5p	A3_reasoner_ctx	11.52	8.31	0.00	11.52	11.52	0.1495	0.0213	0.0000
parvata	high	poly5p	A3_reasoner_ctx	3.10	4.65	0.00	4.65	4.65	0.0500	0.0000	0.0000
cit	high	poly5p	A3_reasoner_ctx	2.17	2.63	0.00	2.63	2.63	0.0148	0.0000	0.0000
muhur	high	poly5p	A3_reasoner_ctx	15.66	7.54	0.00	15.66	15.66	0.2500	0.0556	0.0000
namas	high	poly5p	A3_reasoner_ctx	16.23	4.07	0.00	16.23	16.23	0.1860	0.0175	0.0000
droRa	high	poly5p	A3_reasoner_ctx	8.17	1.39	0.00	8.17	8.17	0.1467	0.0094	0.0000
Sreyas	high	poly5p	A3_reasoner_ctx	11.61	14.35	0.00	14.35	14.35	0.1148	0.0678	0.0000
jana	high	poly5p	A3_reasoner_ctx	5.51	7.42	0.99	7.42	7.42	0.1277	0.0385	0.0000
pUrva	high	poly5p	A3_reasoner_ctx	9.21	8.73	0.00	9.21	9.21	0.0992	0.0000	0.0000
kara	high	poly5p	A3_reasoner_ctx	7.72	5.42	0.00	7.72	7.72	0.0909	0.0351	0.0000
kArmuka	high	poly5p	A3_reasoner_ctx	1.42	1.44	0.00	1.44	1.44	0.0930	0.1053	0.0000
aMSa	high	poly5p	A3_reasoner_ctx	15.55	8.84	0.00	15.55	15.55	0.2034	0.0920	0.0000
amBas	high	poly5p	A3_reasoner_ctx	1.86	0.82	0.00	1.86	1.86	0.0513	0.0000	0.0000
Pala	high	poly5p	A3_reasoner_ctx	4.07	7.67	0.00	7.67	7.67	0.0690	0.0645	0.0000
laGu	high	poly5p	A3_reasoner_ctx	10.86	7.24	0.00	10.86	10.86	0.1746	0.0241	0.0000
Suc	high	poly5p	A3_reasoner_ctx	6.77	3.56	0.00	6.77	6.77	0.1417	0.0000	0.0000
yA	high	poly5p	A3_reasoner_ctx	5.58	9.33	0.00	9.33	9.33	0.1353	0.0000	0.0000
nirvinDyA	low	mono	A3_reasoner_ctx	14.36	4.93	0.00	14.36	14.36	0.4000	0.0000	0.0000
anAdeya	low	mono	A3_reasoner_ctx	35.62	30.27	0.00	35.62	35.62	0.4211	0.1000	0.0000
milana	low	mono	A3_reasoner_ctx	40.82	10.21	0.00	40.82	40.82	0.4444	0.0000	0.0000
Asannatara	low	mono	A3_reasoner_ctx	32.85	9.45	0.00	32.85	32.85	0.2857	0.0000	0.0000
maRqalita	low	mono	A3_reasoner_ctx	33.33	8.27	0.00	33.33	33.33	0.1333	0.0714	0.0000
nivah	low	mono	A3_reasoner_ctx	31.73	11.39	0.00	31.73	31.73	0.5455	0.0000	0.0000
vratati	low	poly2_4	A3_reasoner_ctx	35.29	11.08	0.00	35.29	35.29	0.4211	0.0000	0.0000
saMvAhaka	low	poly2_4	A3_reasoner_ctx	28.10	4.96	0.00	28.10	28.10	0.3077	0.1000	0.0000
aviBinna	low	poly2_4	A3_reasoner_ctx	35.39	7.22	0.00	35.39	35.39	0.4000	0.0000	0.0000
pariBUti	low	poly2_4	A3_reasoner_ctx	73.15	33.59	0.00	73.15	73.15	0.7273	0.1667	0.0000
sUtraDAra	low	poly2_4	A3_reasoner_ctx	11.39	7.10	0.00	11.39	11.39	0.1754	0.0000	0.0000
rukmANgada	low	poly2_4	A3_reasoner_ctx	11.16	3.98	0.00	11.16	11.16	0.2222	0.0000	0.0000
vipariRAma	low	poly2_4	A3_reasoner_ctx	42.85	40.00	0.00	42.85	42.85	0.2857	0.1250	0.0000
BUmigfha	low	poly2_4	A3_reasoner_ctx	27.05	11.78	0.00	27.05	27.05	0.3158	0.0833	0.0000
kawAgni	low	poly2_4	A3_reasoner_ctx	19.99	13.21	0.00	19.99	19.99	0.2000	0.0000	0.0000
rAjanyaka	low	poly2_4	A3_reasoner_ctx	12.49	7.74	0.00	12.49	12.49	0.3333	0.0690	0.0000
alika	low	poly2_4	A3_reasoner_ctx	51.04	6.19	0.00	51.04	51.04	0.5714	0.0000	0.0000
SataBizaj	low	poly2_4	A3_reasoner_ctx	9.28	12.60	0.00	12.60	12.60	0.0727	0.0930	0.0000
buButsA	low	poly2_4	A3_reasoner_ctx	29.95	19.90	0.00	29.95	29.95	0.2353	0.0000	0.0000
sAratA	low	poly5p	A3_reasoner_ctx	17.88	5.98	0.00	17.88	17.88	0.2000	0.0000	0.0000
qimBa	low	poly5p	A3_reasoner_ctx	33.53	4.55	0.00	33.53	33.53	0.5714	0.0000	0.0000
atyAhita	low	poly5p	A3_reasoner_ctx	19.32	31.27	0.00	31.27	31.27	0.3158	0.2000	0.0000
GfRi	low	poly5p	A3_reasoner_ctx	5.19	4.69	0.00	5.19	5.19	0.0606	0.0000	0.0000
maYjula	low	poly5p	A3_reasoner_ctx	17.91	12.44	0.00	17.91	17.91	0.2143	0.0000	0.0000
kuwIra	low	poly5p	A3_reasoner_ctx	11.16	0.00	0.00	11.16	11.16	0.4000	0.0000	0.0000
jawADara	low	poly5p	A3_reasoner_ctx	26.07	16.11	0.31	26.07	26.07	0.3556	0.1277	0.0000
Aropa	low	poly5p	A3_reasoner_ctx	28.55	22.14	0.00	28.55	28.55	0.1818	0.0588	0.0000
AlIQa	low	poly5p	A3_reasoner_ctx	18.66	11.13	0.00	18.66	18.66	0.2381	0.0408	0.0000
rasita	low	poly5p	A3_reasoner_ctx	14.35	5.54	0.00	14.35	14.35	0.1667	0.0465	0.0000
SAsa	low	poly5p	A3_reasoner_ctx	19.25	18.19	0.00	19.25	19.25	0.2286	0.0000	0.0000
arAla	low	poly5p	A3_reasoner_ctx	7.31	5.90	0.00	7.31	7.31	0.1053	0.0000	0.0000
mAWara	low	poly5p	A3_reasoner_ctx	11.77	8.37	0.00	11.77	11.77	0.3571	0.0000	0.0000
upodGAta	low	poly5p	A3_reasoner_ctx	34.60	30.71	0.00	34.60	34.60	0.3636	0.1935	0.0000
vivasvat	low	poly5p	A3_reasoner_ctx	2.80	3.90	0.00	3.90	3.90	0.0299	0.0000	0.0000
gaRya	low	poly5p	A3_reasoner_ctx	12.17	10.36	0.00	12.17	12.17	0.1633	0.0000	0.0000
stamB	mid	mono	A3_reasoner_ctx	12.28	7.30	0.00	12.28	12.28	0.2301	0.0000	0.0000
aBIz	mid	mono	A3_reasoner_ctx	8.61	4.74	0.00	8.61	8.61	0.3077	0.0000	0.0000
paravaSa	mid	mono	A3_reasoner_ctx	45.36	9.86	0.00	45.36	45.36	0.4828	0.0727	0.0000
janayitf	mid	mono	A3_reasoner_ctx	41.71	15.32	0.00	41.71	41.71	0.2667	0.0000	0.0000
indranIla	mid	mono	A3_reasoner_ctx	86.27	8.54	0.00	86.27	86.27	0.6667	0.0000	0.0000
indraDanus	mid	mono	A3_reasoner_ctx	100.00	7.65	0.00	100.00	100.00	1.0000	0.0000	0.0000
pariSram	mid	mono	A3_reasoner_ctx	11.94	4.40	0.00	11.94	11.94	0.2105	0.0000	0.0000
dvitra	mid	mono	A3_reasoner_ctx	9.06	4.97	0.00	9.06	9.06	0.2500	0.1333	0.0000
varzavara	mid	mono	A3_reasoner_ctx	36.48	17.25	0.00	36.48	36.48	0.3636	0.1111	0.0000
prabAD	mid	mono	A3_reasoner_ctx	14.80	7.12	0.00	14.80	14.80	0.2424	0.0000	0.0000
pradfS	mid	mono	A3_reasoner_ctx	14.16	4.00	0.00	14.16	14.16	0.3333	0.0000	0.0000
upajIv	mid	mono	A3_reasoner_ctx	19.56	11.42	0.25	19.56	19.56	0.3607	0.0000	0.0000
anvezin	mid	mono	A3_reasoner_ctx	1.00	4.94	0.00	4.94	4.94	0.0000	0.0000	0.0000
BavAdfSa	mid	mono	A3_reasoner_ctx	1.56	6.49	0.96	6.49	6.49	0.0000	0.0625	0.0000
atyarTa	mid	mono	A3_reasoner_ctx	25.37	14.83	0.00	25.37	25.37	0.1667	0.0000	0.0000
antapAla	mid	mono	A3_reasoner_ctx	49.22	20.50	0.00	49.22	49.22	0.1538	0.0000	0.0000
Alap	mid	mono	A3_reasoner_ctx	56.43	8.05	0.00	56.43	56.43	0.7273	0.0000	0.0000
udgam	mid	mono	A3_reasoner_ctx	17.29	10.47	0.00	17.29	17.29	0.2712	0.0000	0.0000
paryAp	mid	mono	A3_reasoner_ctx	17.41	7.82	0.00	17.41	17.41	0.3019	0.0000	0.0000
paryupAs	mid	mono	A3_reasoner_ctx	23.05	10.57	0.00	23.05	23.05	0.3529	0.0000	0.0000
SrIKaRqa	mid	mono	A3_reasoner_ctx	34.30	13.49	0.00	34.30	34.30	0.2222	0.0000	0.0000
anvi	mid	mono	A3_reasoner_ctx	15.45	5.56	0.00	15.45	15.45	0.2927	0.0000	0.0000
SfgAla	mid	mono	A3_reasoner_ctx	23.28	3.67	0.00	23.28	23.28	0.5000	0.0000	0.0000
apasiD	mid	mono	A3_reasoner_ctx	45.97	6.25	0.00	45.97	45.97	0.6250	0.0000	0.0000
nizic	mid	mono	A3_reasoner_ctx	23.36	6.95	0.00	23.36	23.36	0.3333	0.0000	0.0000
SaMsin	mid	mono	A3_reasoner_ctx	27.88	12.95	0.00	27.88	27.88	0.0000	0.0000	0.0000
anuSAsana	mid	mono	A3_reasoner_ctx	43.11	27.57	0.00	43.11	43.11	0.1818	0.0952	0.0000
upaDAv	mid	mono	A3_reasoner_ctx	17.50	7.09	0.00	17.50	17.50	0.2500	0.0000	0.0000
upayam	mid	mono	A3_reasoner_ctx	5.05	5.72	0.00	5.72	5.72	0.1887	0.0000	0.0000
ezin	mid	mono	A3_reasoner_ctx	37.05	7.58	0.00	37.05	37.05	0.5000	0.0000	0.0000
sAhitya	mid	poly2_4	A3_reasoner_ctx	32.90	17.10	0.00	32.90	32.90	0.3704	0.0000	0.0000
bawu	mid	poly2_4	A3_reasoner_ctx	3.41	1.23	0.00	3.41	3.41	0.1304	0.0000	0.0000
dAqima	mid	poly2_4	A3_reasoner_ctx	16.99	5.68	0.00	16.99	16.99	0.2759	0.0000	0.0000
rAjarAja	mid	poly2_4	A3_reasoner_ctx	27.39	16.49	0.00	27.39	27.39	0.3750	0.0588	0.0000
unnidra	mid	poly2_4	A3_reasoner_ctx	20.39	8.22	0.00	20.39	20.39	0.1111	0.0000	0.0000
praBAta	mid	poly2_4	A3_reasoner_ctx	23.71	5.07	0.00	23.71	23.71	0.3200	0.0000	0.0000
sodara	mid	poly2_4	A3_reasoner_ctx	14.81	5.59	0.00	14.81	14.81	0.1622	0.0556	0.0000
buBukzu	mid	poly2_4	A3_reasoner_ctx	58.64	9.95	0.00	58.64	58.64	0.5556	0.0000	0.0000
akzaka	mid	poly2_4	A3_reasoner_ctx	43.33	21.01	0.00	43.33	43.33	0.4615	0.0000	0.0000
paratantra	mid	poly2_4	A3_reasoner_ctx	39.39	16.48	0.00	39.39	39.39	0.4211	0.0000	0.0000
nirmama	mid	poly2_4	A3_reasoner_ctx	19.98	12.19	0.00	19.98	19.98	0.2632	0.0000	0.0000
cAturmAsya	mid	poly2_4	A3_reasoner_ctx	22.85	12.58	0.00	22.85	22.85	0.2439	0.0851	0.0000
hAhA	mid	poly2_4	A3_reasoner_ctx	16.25	26.00	0.38	26.00	26.00	0.1714	0.1176	0.0000
AKaRqala	mid	poly2_4	A3_reasoner_ctx	13.80	5.32	0.00	13.80	13.80	0.2857	0.1333	0.0000
saMsidDi	mid	poly2_4	A3_reasoner_ctx	25.26	24.94	0.00	25.26	25.26	0.2727	0.0952	0.0000
dukUla	mid	poly2_4	A3_reasoner_ctx	21.10	15.37	0.00	21.10	21.10	0.4286	0.0000	0.0000
viruta	mid	poly2_4	A3_reasoner_ctx	7.31	4.29	0.00	7.31	7.31	0.0645	0.0000	0.0000
zaRQa	mid	poly2_4	A3_reasoner_ctx	5.69	3.89	0.00	5.69	5.69	0.0645	0.0000	0.0000
aByaNga	mid	poly2_4	A3_reasoner_ctx	23.49	26.22	0.00	26.22	26.22	0.1000	0.1000	0.0000
Arogya	mid	poly2_4	A3_reasoner_ctx	34.49	6.23	0.00	34.49	34.49	0.5714	0.0000	0.0000
kataka	mid	poly2_4	A3_reasoner_ctx	31.61	23.48	0.00	31.61	31.61	0.4151	0.0727	0.0000
rajaka	mid	poly2_4	A3_reasoner_ctx	6.57	5.34	0.00	6.57	6.57	0.0800	0.0000	0.0000
apanayana	mid	poly2_4	A3_reasoner_ctx	23.58	8.23	0.00	23.58	23.58	0.2857	0.0000	0.0000
pUrti	mid	poly2_4	A3_reasoner_ctx	25.73	15.10	0.75	25.73	25.73	0.0625	0.0000	0.0000
viBU	mid	poly2_4	A3_reasoner_ctx	9.44	17.21	0.00	17.21	17.21	0.1732	0.0000	0.0000
rAsaBa	mid	poly2_4	A3_reasoner_ctx	23.72	1.74	0.00	23.72	23.72	0.4615	0.0000	0.0000
pUzan	mid	poly2_4	A3_reasoner_ctx	6.00	3.12	0.00	6.00	6.00	0.1094	0.0000	0.0000
tura	mid	poly2_4	A3_reasoner_ctx	6.49	4.74	0.00	6.49	6.49	0.0952	0.0000	0.0000
kApuruza	mid	poly2_4	A3_reasoner_ctx	23.39	8.01	0.00	23.39	23.39	0.4211	0.0000	0.0000
rasanA	mid	poly2_4	A3_reasoner_ctx	12.59	9.72	0.00	12.59	12.59	0.2727	0.0000	0.0000
rikTa	mid	poly2_4	A3_reasoner_ctx	27.16	11.03	0.00	27.16	27.16	0.3750	0.0000	0.0000
paryaNka	mid	poly2_4	A3_reasoner_ctx	12.82	10.75	0.00	12.82	12.82	0.1875	0.0500	0.0000
niravadya	mid	poly2_4	A3_reasoner_ctx	12.87	7.48	0.00	12.87	12.87	0.0000	0.0000	0.0000
draviqa	mid	poly5p	A3_reasoner_ctx	2.51	5.88	0.00	5.88	5.88	0.0312	0.0000	0.0000
virUpAkza	mid	poly5p	A3_reasoner_ctx	8.98	3.63	0.00	8.98	8.98	0.1739	0.0414	0.0000
viSudDi	mid	poly5p	A3_reasoner_ctx	16.52	18.46	0.00	18.46	18.46	0.1935	0.1000	0.0000
kuntala	mid	poly5p	A3_reasoner_ctx	11.59	7.55	0.00	11.59	11.59	0.2308	0.0488	0.0000
parA	mid	poly5p	A3_reasoner_ctx	6.48	1.06	0.69	6.48	6.48	0.0938	0.0000	0.0000
mfgendra	mid	poly5p	A3_reasoner_ctx	16.30	10.42	0.00	16.30	16.30	0.3333	0.0870	0.0000
prasTAna	mid	poly5p	A3_reasoner_ctx	14.49	14.58	0.00	14.58	14.58	0.1765	0.0000	0.0000
mecaka	mid	poly5p	A3_reasoner_ctx	7.86	3.45	0.00	7.86	7.86	0.1395	0.0000	0.0000
reRu	mid	poly5p	A3_reasoner_ctx	6.54	6.61	0.00	6.61	6.61	0.1333	0.1212	0.0000
paYjara	mid	poly5p	A3_reasoner_ctx	10.05	9.52	0.00	10.05	10.05	0.1538	0.1000	0.0000
sImanta	mid	poly5p	A3_reasoner_ctx	25.07	15.34	0.00	25.07	25.07	0.3509	0.0000	0.0000
mahApadma	mid	poly5p	A3_reasoner_ctx	9.54	12.77	0.00	12.77	12.77	0.1806	0.1053	0.0000
sammati	mid	poly5p	A3_reasoner_ctx	10.62	9.85	0.00	10.62	10.62	0.1053	0.0741	0.0000
asu	mid	poly5p	A3_reasoner_ctx	14.90	15.97	0.00	15.97	15.97	0.1600	0.0870	0.0000
kfSAnu	mid	poly5p	A3_reasoner_ctx	5.07	4.37	0.00	5.07	5.07	0.1750	0.0286	0.0000
kaMsa	mid	poly5p	A3_reasoner_ctx	10.06	5.21	0.00	10.06	10.06	0.2466	0.0400	0.0000
itTA	mid	poly5p	A3_reasoner_ctx	5.46	7.81	0.00	7.81	7.81	0.1591	0.0000	0.0000
Urmi	mid	poly5p	A3_reasoner_ctx	3.75	3.47	0.00	3.75	3.75	0.0588	0.0000	0.0000
lopa	mid	poly5p	A3_reasoner_ctx	13.04	27.98	0.00	27.98	27.98	0.0769	0.0625	0.0000
Sibira	mid	poly5p	A3_reasoner_ctx	9.12	6.06	0.00	9.12	9.12	0.1176	0.0741	0.0000
mandira	mid	poly5p	A3_reasoner_ctx	15.56	13.65	0.00	15.56	15.56	0.2857	0.1333	0.0000
nakta	mid	poly5p	A3_reasoner_ctx	9.42	13.32	0.00	13.32	13.32	0.1702	0.0909	0.0000
mUrKa	mid	poly5p	A3_reasoner_ctx	18.87	5.46	0.00	18.87	18.87	0.2222	0.0000	0.0000
pippala	mid	poly5p	A3_reasoner_ctx	17.71	17.21	0.00	17.71	17.71	0.2090	0.0741	0.0000
DAraka	mid	poly5p	A3_reasoner_ctx	14.55	10.60	0.00	14.55	14.55	0.0800	0.0000	0.0000
Bawa	mid	poly5p	A3_reasoner_ctx	13.89	6.60	0.00	13.89	13.89	0.2381	0.0000	0.0000
padmanABa	mid	poly5p	A3_reasoner_ctx	14.39	16.36	0.00	16.36	16.36	0.2899	0.1714	0.0000
dyumat	mid	poly5p	A3_reasoner_ctx	14.09	24.60	0.00	24.60	24.60	0.1429	0.0000	0.0000
mandAra	mid	poly5p	A3_reasoner_ctx	13.82	10.05	0.00	13.82	13.82	0.2381	0.0625	0.0000
kukkura	mid	poly5p	A3_reasoner_ctx	2.22	0.00	0.00	2.22	2.22	0.0667	0.0000	0.0000
vasati	mid	poly5p	A3_reasoner_ctx	8.69	3.41	0.00	8.69	8.69	0.1053	0.0000	0.0000
jImUta	mid	poly5p	A3_reasoner_ctx	14.62	8.69	0.00	14.62	14.62	0.3333	0.0000	0.0000
vizARa	mid	poly5p	A3_reasoner_ctx	8.83	14.89	0.00	14.89	14.89	0.1786	0.0000	0.0000
malayaja	mid	poly5p	A3_reasoner_ctx	24.82	14.92	0.00	24.82	24.82	0.1905	0.0000	0.0000
Danika	mid	poly5p	A3_reasoner_ctx	19.33	6.48	0.00	19.33	19.33	0.4000	0.0541	0.0000
aBijana	mid	poly5p	A3_reasoner_ctx	24.65	18.11	0.00	24.65	24.65	0.3077	0.1667	0.0000
tiras	mid	poly5p	A3_reasoner_ctx	20.63	6.66	0.00	20.63	20.63	0.2667	0.0000	0.0000
BIru	mid	poly5p	A3_reasoner_ctx	8.09	5.55	0.00	8.09	8.09	0.1404	0.0588	0.0000
hala	mid	poly5p	A3_reasoner_ctx	9.99	7.89	0.00	9.99	9.99	0.2500	0.0000	0.0000
iriRa	mid	poly5p	A3_reasoner_ctx	10.22	13.46	0.00	13.46	13.46	0.1429	0.0000	0.0000
gozWa	mid	poly5p	A3_reasoner_ctx	23.61	17.62	0.00	23.61	23.61	0.3607	0.0000	0.0000
svarAj	mid	poly5p	A3_reasoner_ctx	22.01	8.82	0.00	22.01	22.01	0.2917	0.0541	0.0000
jambuka	mid	poly5p	A3_reasoner_ctx	5.24	6.15	0.00	6.15	6.15	0.1379	0.0000	0.0000
AyA	high	mono	F1_fable_ctx	49.47	14.13	0.52	49.47	49.47	0.5517	0.0000	0.0000
catur	high	mono	F1_fable_ctx	12.34	9.44	0.00	12.34	12.34	0.0000	0.0000	0.0000
prada	high	mono	F1_fable_ctx	63.05	11.14	0.62	63.05	63.05	0.5455	0.0000	0.0000
aTa	high	mono	F1_fable_ctx	41.17	15.18	0.74	41.17	41.17	0.4783	0.0000	0.0000
spfS	high	mono	F1_fable_ctx	17.25	5.67	1.02	17.25	17.25	0.2785	0.0112	0.0000
paW	high	mono	F1_fable_ctx	15.41	5.87	0.68	15.41	15.41	0.2970	0.0000	0.0000
nagara	high	mono	F1_fable_ctx	21.91	15.35	0.47	21.91	21.91	0.3704	0.1111	0.0000
lip	high	mono	F1_fable_ctx	27.07	8.41	0.57	27.07	27.07	0.3944	0.0000	0.0000
SuB	high	mono	F1_fable_ctx	14.60	10.89	0.35	14.60	14.60	0.2105	0.0000	0.0000
tyaj	high	mono	F1_fable_ctx	15.22	5.80	0.67	15.22	15.22	0.2192	0.0000	0.0000
azwan	high	mono	F1_fable_ctx	10.31	6.01	0.00	10.31	10.31	0.2000	0.1333	0.0000
udAhf	high	mono	F1_fable_ctx	45.80	16.41	0.54	45.80	45.80	0.4103	0.0625	0.0000
pratigrah	high	mono	F1_fable_ctx	16.57	13.71	0.63	16.57	16.57	0.2909	0.0000	0.0000
sadA	high	mono	F1_fable_ctx	58.10	11.08	0.00	58.10	58.10	0.5000	0.0000	0.0000
tvar	high	mono	F1_fable_ctx	29.14	14.05	0.64	29.14	29.14	0.2381	0.0513	0.0000
aYj	high	mono	F1_fable_ctx	39.95	12.79	0.79	39.95	39.95	0.3607	0.0312	0.0000
vraj	high	mono	F1_fable_ctx	13.49	6.53	1.10	13.49	13.49	0.2025	0.0000	0.0000
soma	high	mono	F1_fable_ctx	12.80	5.34	0.70	12.80	12.80	0.2550	0.0175	0.0000
sma	high	mono	F1_fable_ctx	17.44	9.68	0.46	17.44	17.44	0.3404	0.0000	0.0000
saMyuj	high	mono	F1_fable_ctx	17.15	18.30	0.51	18.30	18.30	0.2222	0.0339	0.0000
prapad	high	mono	F1_fable_ctx	20.16	8.55	0.75	20.16	20.16	0.3529	0.0190	0.0000
KAd	high	mono	F1_fable_ctx	25.01	4.65	0.00	25.01	25.01	0.3077	0.0000	0.0000
sItA	high	mono	F1_fable_ctx	19.11	7.00	0.76	19.11	19.11	0.3537	0.0127	0.0000
prakzip	high	mono	F1_fable_ctx	26.60	8.33	0.72	26.60	26.60	0.5091	0.0000	0.0000
avasTA	high	mono	F1_fable_ctx	16.45	17.32	0.81	17.32	17.32	0.2078	0.0656	0.0000
vIkz	high	mono	F1_fable_ctx	24.25	20.03	0.40	24.25	24.25	0.3333	0.0000	0.0000
prasad	high	mono	F1_fable_ctx	27.12	15.62	0.69	27.12	27.12	0.3419	0.0294	0.0000
Agam	high	mono	F1_fable_ctx	19.04	10.25	1.03	19.04	19.04	0.3226	0.0270	0.0000
dviviDa	high	mono	F1_fable_ctx	47.89	10.57	0.00	47.89	47.89	0.3750	0.0000	0.0000
vyAp	high	mono	F1_fable_ctx	47.91	9.89	0.31	47.91	47.91	0.5714	0.0000	0.0000
mil	high	mono	F1_fable_ctx	32.47	10.16	0.45	32.47	32.47	0.3636	0.0000	0.0000
ASin	high	mono	F1_fable_ctx	22.86	9.29	0.24	22.86	22.86	0.0952	0.0000	0.0000
sampad	high	mono	F1_fable_ctx	21.66	10.79	0.77	21.66	21.66	0.2675	0.0187	0.0000
prahfz	high	mono	F1_fable_ctx	28.43	11.42	0.28	28.43	28.43	0.3077	0.0500	0.0000
nipat	high	mono	F1_fable_ctx	14.21	11.40	0.83	14.21	14.21	0.2222	0.0000	0.0000
car	high	mono	F1_fable_ctx	21.32	6.36	0.95	21.32	21.32	0.3097	0.0000	0.0000
pre	high	mono	F1_fable_ctx	23.17	16.13	0.84	23.17	23.17	0.2466	0.0656	0.0000
BrU	high	mono	F1_fable_ctx	39.37	9.02	0.41	39.37	39.37	0.3810	0.0444	0.0000
visfj	high	mono	F1_fable_ctx	21.68	11.38	1.04	21.68	21.68	0.3733	0.0000	0.0000
roza	high	mono	F1_fable_ctx	48.69	29.19	0.00	48.69	48.69	0.6250	0.3333	0.0000
aDunA	high	mono	F1_fable_ctx	62.47	8.20	0.00	62.47	62.47	0.8000	0.0000	0.0000
prajan	high	mono	F1_fable_ctx	23.51	15.18	0.28	23.51	23.51	0.2979	0.0000	0.0000
han	high	mono	F1_fable_ctx	11.87	5.16	0.78	11.87	11.87	0.1806	0.0000	0.0000
mf	high	mono	F1_fable_ctx	22.08	7.29	0.98	22.08	22.08	0.2857	0.0263	0.0000
Ayam	high	mono	F1_fable_ctx	25.81	12.92	0.84	25.81	25.81	0.3617	0.0417	0.0000
Acar	high	mono	F1_fable_ctx	22.49	15.12	0.58	22.49	22.49	0.2857	0.0000	0.0000
upAdA	high	mono	F1_fable_ctx	20.48	17.69	0.93	20.48	20.48	0.2056	0.0500	0.0000
upapad	high	mono	F1_fable_ctx	16.28	12.15	0.76	16.28	16.28	0.2517	0.0260	0.0000
vyaT	high	mono	F1_fable_ctx	20.82	19.28	0.50	20.82	20.82	0.1923	0.0426	0.0000
yAc	high	mono	F1_fable_ctx	17.88	12.48	0.72	17.88	17.88	0.3009	0.0000	0.0000
Df	high	mono	F1_fable_ctx	13.72	6.52	0.91	13.72	13.72	0.1667	0.0123	0.0000
rakz	high	poly2_4	F1_fable_ctx	13.64	6.76	0.33	13.64	13.64	0.2569	0.0227	0.0000
janapada	high	poly2_4	F1_fable_ctx	63.97	19.89	0.63	63.97	63.97	0.5789	0.0000	0.0000
dviguRa	high	poly2_4	F1_fable_ctx	42.71	5.52	0.35	42.71	42.71	0.5806	0.0303	0.0000
dAnava	high	poly2_4	F1_fable_ctx	20.50	5.87	0.39	20.50	20.50	0.2769	0.0000	0.0000
fzi	high	poly2_4	F1_fable_ctx	15.48	6.59	0.89	15.48	15.48	0.2603	0.0395	0.0000
upadiS	high	poly2_4	F1_fable_ctx	28.42	15.80	0.84	28.42	28.42	0.3611	0.0408	0.0000
rAjya	high	poly2_4	F1_fable_ctx	38.95	5.69	0.33	38.95	38.95	0.5000	0.0194	0.0000
idam	high	poly2_4	F1_fable_ctx	13.06	3.02	0.92	13.06	13.06	0.1818	0.0000	0.0000
Ap	high	poly2_4	F1_fable_ctx	22.82	10.15	1.09	22.82	22.82	0.2500	0.0235	0.0000
yadA	high	poly2_4	F1_fable_ctx	8.88	12.56	0.74	12.56	12.56	0.1980	0.1053	0.0000
samiD	high	poly2_4	F1_fable_ctx	24.93	17.06	0.37	24.93	24.93	0.3273	0.0000	0.0000
vidyA	high	poly2_4	F1_fable_ctx	16.00	17.17	0.64	17.17	17.17	0.1719	0.0364	0.0000
aBiBU	high	poly2_4	F1_fable_ctx	47.69	23.10	0.51	47.69	47.69	0.4390	0.0588	0.0000
prasTA	high	poly2_4	F1_fable_ctx	16.53	15.83	0.24	16.53	16.53	0.2414	0.0370	0.0000
Slezman	high	poly2_4	F1_fable_ctx	50.85	18.98	0.00	50.85	50.85	0.6047	0.0606	0.0000
Uru	high	poly2_4	F1_fable_ctx	19.27	5.00	0.00	19.27	19.27	0.2727	0.0000	0.0000
saMyuga	high	poly2_4	F1_fable_ctx	40.47	19.15	0.00	40.47	40.47	0.4286	0.1250	0.0000
ftu	high	poly2_4	F1_fable_ctx	13.72	9.98	0.48	13.72	13.72	0.2920	0.0153	0.0000
yaTAvat	high	poly2_4	F1_fable_ctx	53.49	17.66	0.26	53.49	53.49	0.4000	0.0000	0.0000
stu	high	poly2_4	F1_fable_ctx	15.76	5.62	0.00	15.76	15.76	0.2136	0.0000	0.0000
kzuD	high	poly2_4	F1_fable_ctx	9.69	1.44	0.00	9.69	9.69	0.1538	0.0000	0.0000
an	high	poly2_4	F1_fable_ctx	28.04	18.60	0.00	28.04	28.04	0.2564	0.0741	0.0000
apriya	high	poly2_4	F1_fable_ctx	44.38	18.03	0.49	44.38	44.38	0.4286	0.1250	0.0000
