fem_slp1	fem_iast	masc_slp1	masc_iast
janikA	janikā	janika	janika
janitvA	janitvā	janitva	janitva
jantukA	jantukā	jantuka	jantuka
janyA	janyā	janya	janya
japA	japā	japa	japa
jaqA	jaḍā	jaqa	jaḍa
jarA	jarā	jara	jara
jaraRA	jaraṇā	jaraRa	jaraṇa
jaritA	jaritā	jarita	jarita
jarjarA	jarjarā	jarjara	jarjara
jatukA	jatukā	jatuka	jatuka
javA	javā	java	java
jawA	jaṭā	jawa	jaṭa
jawI	jaṭī	jawin	jaṭin
jawilA	jaṭilā	jawila	jaṭila
jayA	jayā	jaya	jaya
jayAvahA	jayāvahā	jayAvaha	jayāvaha
jayaGozA	jayaghoṣā	jayaGoza	jayaghoṣa
jayaGozaRA	jayaghoṣaṇā	jayaGozaRa	jayaghoṣaṇa
jayaSeKarA	jayaśekharā	jayaSeKara	jayaśekhara
jayadA	jayadā	jayada	jayada
jayapriyA	jayapriyā	jayapriya	jayapriya
jayasenA	jayasenā	jayasena	jayasena
jayatsenA	jayatsenā	jayatsena	jayatsena
jfmBA	jṛmbhā	jfmBa	jṛmbha
jihvA	jihvā	jihva	jihva
jityA	jityā	jitya	jitya
jozA	joṣā	joza	joṣa
jozaRA	joṣaṇā	jozaRa	joṣaṇa
juNgA	juṅgā	juNga	juṅga
juzwA	juṣṭā	juzwa	juṣṭa
jvAlA	jvālā	jvAla	jvāla
jvAlinI	jvālinī	jvAlin	jvālin
jvalanA	jvalanā	jvalana	jvalana
jvarApahA	jvarāpahā	jvarApaha	jvarāpaha
jyA	jyā	jya	jya
jyezWA	jyeṣṭhā	jyezWa	jyeṣṭha
jyezWatarA	jyeṣṭhatarā	jyezWatara	jyeṣṭhatara
jyotIraTA	jyotīrathā	jyotIraTa	jyotīratha
jyotizA	jyotiṣā	jyotiza	jyotiṣa
jyotizkA	jyotiṣkā	jyotizka	jyotiṣka
kA	kā	ka	ka
kANkzI	kāṅkṣī	kANkzin	kāṅkṣin
kANkzitA	kāṅkṣitā	kANkzita	kāṅkṣita
kARqI	kāṇḍī	kARqin	kāṇḍin
kARqapuzpA	kāṇḍapuṣpā	kARqapuzpa	kāṇḍapuṣpa
kASI	kāśī	kASin	kāśin
kASikA	kāśikā	kASika	kāśika
kASmIrA	kāśmīrā	kASmIra	kāśmīra
kASmIrajA	kāśmīrajā	kASmIraja	kāśmīraja
kASmIrikA	kāśmīrikā	kASmIrika	kāśmīrika
kASyA	kāśyā	kASya	kāśya
kASyapI	kāśyapī	kASyapin	kāśyapin
kAYcanIyA	kāñcanīyā	kAYcanIya	kāñcanīya
kAYcanakA	kāñcanakā	kAYcanaka	kāñcanaka
kAYcanapraBA	kāñcanaprabhā	kAYcanapraBa	kāñcanaprabha
kAYjikA	kāñjikā	kAYjika	kāñjika
kAdambA	kādambā	kAdamba	kādamba
kAhalA	kāhalā	kAhala	kāhala
kAhalI	kāhalī	kAhalin	kāhalin
kAkA	kākā	kAka	kāka
kAkARqA	kākāṇḍā	kAkARqa	kākāṇḍa
kAkARqakA	kākāṇḍakā	kAkARqaka	kākāṇḍaka
kAkaPalA	kākaphalā	kAkaPala	kākaphala
kAkanAsA	kākanāsā	kAkanAsa	kākanāsa
kAkiRikA	kākiṇikā	kAkiRika	kākiṇika
kAkocI	kākocī	kAkocin	kākocin
kAlA	kālā	kAla	kāla
kAlAnusAryA	kālānusāryā	kAlAnusArya	kālānusārya
kAlI	kālī	kAlin	kālin
kAlaYjarA	kālañjarā	kAlaYjara	kālañjara
kAlakA	kālakā	kAlaka	kālaka
kAlamuKA	kālamukhā	kAlamuKa	kālamukha
kAlikA	kālikā	kAlika	kālika
kAlinI	kālinī	kAlin	kālin
kAlyA	kālyā	kAlya	kālya
kAmA	kāmā	kAma	kāma
kAmAKyA	kāmākhyā	kAmAKya	kāmākhya
kAmANgA	kāmāṅgā	kAmANga	kāmāṅga
kAmAnDA	kāmāndhā	kAmAnDa	kāmāndha
kAmadA	kāmadā	kAmada	kāmada
kAmaduGA	kāmadughā	kAmaduGa	kāmadugha
kAmaduhA	kāmaduhā	kAmaduha	kāmaduha
kAmagA	kāmagā	kAmaga	kāmaga
kAmalA	kāmalā	kAmala	kāmala
kAmalI	kāmalī	kAmalin	kāmalin
kAmanA	kāmanā	kAmana	kāmana
kAmasenA	kāmasenā	kAmasena	kāmasena
kAmavallaBA	kāmavallabhā	kAmavallaBa	kāmavallabha
kAmikA	kāmikā	kAmika	kāmika
kAminI	kāminī	kAmin	kāmin
kAmitA	kāmitā	kAmita	kāmita
kAmukA	kāmukā	kAmuka	kāmuka
kAmyA	kāmyā	kAmya	kāmya
kAntA	kāntā	kAnta	kānta
kAntidA	kāntidā	kAntida	kāntida
kApAlI	kāpālī	kApAlin	kāpālin
kApitTikA	kāpitthikā	kApitTika	kāpitthika
kArA	kārā	kAra	kāra
kArI	kārī	kArin	kārin
kAraRA	kāraṇā	kAraRa	kāraṇa
kAravyA	kāravyā	kAravya	kāravya
kAritA	kāritā	kArita	kārita
kArpAsikA	kārpāsikā	kArpAsika	kārpāsika
kAryA	kāryā	kArya	kārya
kArzI	kārṣī	kArzin	kārṣin
kAsA	kāsā	kAsa	kāsa
kAvyA	kāvyā	kAvya	kāvya
kAyasTA	kāyasthā	kAyasTa	kāyastha
kAyikA	kāyikā	kAyika	kāyika
kAzAyI	kāṣāyī	kAzAyin	kāṣāyin
kAzAyavasanA	kāṣāyavasanā	kAzAyavasana	kāṣāyavasana
kAzWA	kāṣṭhā	kAzWa	kāṣṭha
kAzWIlA	kāṣṭhīlā	kAzWIla	kāṣṭhīla
kAzWikA	kāṣṭhikā	kAzWika	kāṣṭhika
kEravI	kairavī	kEravin	kairavin
kEvartamustA	kaivartamustā	kEvartamusta	kaivartamusta
kIkasA	kīkasā	kIkasa	kīkasa
kIlA	kīlā	kIla	kīla
kIlAlapA	kīlālapā	kIlAlapa	kīlālapa
kIrtanA	kīrtanā	kIrtana	kīrtana
kIwajA	kīṭajā	kIwaja	kīṭaja
kOSalyA	kauśalyā	kOSalya	kauśalya
kOSikA	kauśikā	kOSika	kauśika
kOSikI	kauśikī	kOSikin	kauśikin
kOmArikA	kaumārikā	kOmArika	kaumārika
kOmudikA	kaumudikā	kOmudika	kaumudika
kOsalA	kausalā	kOsala	kausala
kOsalyA	kausalyā	kOsalya	kausalya
kOtukitA	kautukitā	kOtukita	kautukita
kOwyA	kauṭyā	kOwya	kauṭya
kOzItakI	kauṣītakī	kOzItakin	kauṣītakin
kURikA	kūṇikā	kURika	kūṇika
kUbarI	kūbarī	kUbarin	kūbarin
kUlaMkazA	kūlaṃkaṣā	kUlaMkaza	kūlaṃkaṣa
kUlikA	kūlikā	kUlika	kūlika
kUlinI	kūlinī	kUlin	kūlin
kUlyA	kūlyā	kUlya	kūlya
kUpikA	kūpikā	kUpika	kūpika
kUrdanA	kūrdanā	kUrdana	kūrdana
kUrmI	kūrmī	kUrmin	kūrmin
kUrparA	kūrparā	kUrpara	kūrpara
kUzmARqA	kūṣmāṇḍā	kUzmARqa	kūṣmāṇḍa
kaMsA	kaṃsā	kaMsa	kaṃsa
kaNkA	kaṅkā	kaNka	kaṅka
kaNkAlinI	kaṅkālinī	kaNkAlin	kaṅkālin
kaNkaRA	kaṅkaṇā	kaNkaRa	kaṅkaṇa
kaNkaRI	kaṅkaṇī	kaNkaRin	kaṅkaṇin
kaNkaRIkA	kaṅkaṇīkā	kaNkaRIka	kaṅkaṇīka
kaNkaRaDarA	kaṅkaṇadharā	kaNkaRaDara	kaṅkaṇadhara
kaPinI	kaphinī	kaPin	kaphin
kaRA	kaṇā	kaRa	kaṇa
kaRIkA	kaṇīkā	kaRIka	kaṇīka
kaRWAlA	kaṇṭhālā	kaRWAla	kaṇṭhāla
kaRWI	kaṇṭhī	kaRWin	kaṇṭhin
kaRerA	kaṇerā	kaRera	kaṇera
kaRikA	kaṇikā	kaRika	kaṇika
kaRqUlA	kaṇḍūlā	kaRqUla	kaṇḍūla
kaRqUrA	kaṇḍūrā	kaRqUra	kaṇḍūra
kaRqUyA	kaṇḍūyā	kaRqUya	kaṇḍūya
kaRqurA	kaṇḍurā	kaRqura	kaṇḍura
kaRwaPalA	kaṇṭaphalā	kaRwaPala	kaṇṭaphala
kaRwakI	kaṇṭakī	kaRwakin	kaṇṭakin
kaRwakinI	kaṇṭakinī	kaRwakin	kaṇṭakin
kaSA	kaśā	kaSa	kaśa
kaSikA	kaśikā	kaSika	kaśika
kaSyapA	kaśyapā	kaSyapa	kaśyapa
kaWinA	kaṭhinā	kaWina	kaṭhina
kaYcukI	kañcukī	kaYcukin	kañcukin
kacA	kacā	kaca	kaca
kacCA	kacchā	kacCa	kaccha
kacCurA	kacchurā	kacCura	kacchura
kadA	kadā	kada	kada
kadalA	kadalā	kadala	kadala
kadalI	kadalī	kadalin	kadalin
kadalIgarBA	kadalīgarbhā	kadalIgarBa	kadalīgarbha
kakuBA	kakubhā	kakuBa	kakubha
kakudminI	kakudminī	kakudmin	kakudmin
kakzA	kakṣā	kakza	kakṣa
kakzI	kakṣī	kakzin	kakṣin
kakzyA	kakṣyā	kakzya	kakṣya
kalA	kalā	kala	kala
kalAcikA	kalācikā	kalAcika	kalācika
kalApI	kalāpī	kalApin	kalāpin
kalApinI	kalāpinī	kalApin	kalāpin
kalArUpA	kalārūpā	kalArUpa	kalārūpa
kalAyA	kalāyā	kalAya	kalāya
kalahA	kalahā	kalaha	kalaha
kalahapriyA	kalahapriyā	kalahapriya	kalahapriya
kalakaRWI	kalakaṇṭhī	kalakaRWin	kalakaṇṭhin
kalanA	kalanā	kalana	kalana
kalatA	kalatā	kalata	kalata
kaliNgA	kaliṅgā	kaliNga	kaliṅga
kaliNgakA	kaliṅgakā	kaliNgaka	kaliṅgaka
kalikA	kalikā	kalika	kalika
kalindA	kalindā	kalinda	kalinda
kalmazA	kalmaṣā	kalmaza	kalmaṣa
kalpanA	kalpanā	kalpana	kalpana
kalpitA	kalpitā	kalpita	kalpita
kalukkA	kalukkā	kalukka	kalukka
kaluzA	kaluṣā	kaluza	kaluṣa
kalyA	kalyā	kalya	kalya
kalyARI	kalyāṇī	kalyARin	kalyāṇin
kalyARIpaYcamA	kalyāṇīpañcamā	kalyARIpaYcama	kalyāṇīpañcama
kalyARinI	kalyāṇinī	kalyARin	kalyāṇin
kamalA	kamalā	kamala	kamala
kamalAlayA	kamalālayā	kamalAlaya	kamalālaya
kamalalocanA	kamalalocanā	kamalalocana	kamalalocana
kambugrIvA	kambugrīvā	kambugrIva	kambugrīva
kambukA	kambukā	kambuka	kambuka
kampanA	kampanā	kampana	kampana
kamrA	kamrā	kamra	kamra
kanA	kanā	kana	kana
kanInakA	kanīnakā	kanInaka	kanīnaka
kanInikA	kanīnikā	kanInika	kanīnika
kanTakA	kanthakā	kanTaka	kanthaka
kanakA	kanakā	kanaka	kanaka
kanakapraBA	kanakaprabhā	kanakapraBa	kanakaprabha
kanakastamBA	kanakastambhā	kanakastamBa	kanakastambha
kandI	kandī	kandin	kandin
kandalI	kandalī	kandalin	kandalin
kandarA	kandarā	kandara	kandara
kandarpA	kandarpā	kandarpa	kandarpa
kanizWA	kaniṣṭhā	kanizWa	kaniṣṭha
kanyA	kanyā	kanya	kanya
kanyakA	kanyakā	kanyaka	kanyaka
kanyasA	kanyasā	kanyasa	kanyasa
kapAlI	kapālī	kapAlin	kapālin
kapAlinI	kapālinī	kapAlin	kapālin
kapardinI	kapardinī	kapardin	kapardin
kapawI	kapaṭī	kapawin	kapaṭin
kapawinI	kapaṭinī	kapawin	kapaṭin
kapiSA	kapiśā	kapiSa	kapiśa
kapiYjalA	kapiñjalā	kapiYjala	kapiñjala
kapilA	kapilā	kapila	kapila
kapotI	kapotī	kapotin	kapotin
karAlA	karālā	karAla	karāla
karAlI	karālī	karAlin	karālin
karAlavadanA	karālavadanā	karAlavadana	karālavadana
karAlikA	karālikā	karAlika	karālika
karRI	karṇī	karRin	karṇin
karRaDArA	karṇadhārā	karRaDAra	karṇadhāra
karRaprAvaraRA	karṇaprāvaraṇā	karRaprAvaraRa	karṇaprāvaraṇa
karRikA	karṇikā	karRika	karṇika
karRinI	karṇinī	karRin	karṇin
karaBA	karabhā	karaBa	karabha
karaBI	karabhī	karaBin	karabhin
karaBapriyA	karabhapriyā	karaBapriya	karabhapriya
karaRI	karaṇī	karaRin	karaṇin
karacCadA	karacchadā	karacCada	karacchada
karamAlA	karamālā	karamAla	karamāla
karamBA	karambhā	karamBa	karambha
karamardA	karamardā	karamarda	karamarda
karapattrA	karapattrā	karapattra	karapattra
karatalA	karatalā	karatala	karatala
karavIrA	karavīrā	karavIra	karavīra
karavIrakA	karavīrakā	karavIraka	karavīraka
karawA	karaṭā	karawa	karaṭa
karawI	karaṭī	karawin	karaṭin
karbUrA	karbūrā	karbUra	karbūra
karburA	karburā	karbura	karbura
kareRukA	kareṇukā	kareRuka	kareṇuka
karikA	karikā	karika	karika
karkA	karkā	karka	karka
karkI	karkī	karkin	karkin
karkaSA	karkaśā	karkaSa	karkaśa
karkaSacCadA	karkaśacchadā	karkaSacCada	karkaśacchada
karkaSadalA	karkaśadalā	karkaSadala	karkaśadala
karkawA	karkaṭā	karkawa	karkaṭa
karkawAhvA	karkaṭāhvā	karkawAhva	karkaṭāhva
karmaRyA	karmaṇyā	karmaRya	karmaṇya
karmakArI	karmakārī	karmakArin	karmakārin
karpUrA	karpūrā	karpUra	karpūra
karpUratilakA	karpūratilakā	karpUratilaka	karpūratilaka
karuRA	karuṇā	karuRa	karuṇa
karuRI	karuṇī	karuRin	karuṇin
karzaPalA	karṣaphalā	karzaPala	karṣaphala
kasA	kasā	kasa	kasa
kasanA	kasanā	kasana	kasana
katTanA	katthanā	katTana	katthana
kavarA	kavarā	kavara	kavara
kavikA	kavikā	kavika	kavika
kawI	kaṭī	kawin	kaṭin
kawPalA	kaṭphalā	kawPala	kaṭphala
kawaMBarA	kaṭaṃbharā	kawaMBara	kaṭaṃbhara
kawakawA	kaṭakaṭā	kawakawa	kaṭakaṭa
kawikA	kaṭikā	kawika	kaṭika
kawuPalA	kaṭuphalā	kawuPala	kaṭuphala
kawutiktakA	kaṭutiktakā	kawutiktaka	kaṭutiktaka
kayA	kayā	kaya	kaya
kazA	kaṣā	kaza	kaṣa
kazAyA	kaṣāyā	kazAya	kaṣāya
keSI	keśī	keSin	keśin
keSinI	keśinī	keSin	keśin
kelikalA	kelikalā	kelikala	kelikala
kelikilA	kelikilā	kelikila	kelikila
kesarA	kesarā	kesara	kesara
ketumAlA	ketumālā	ketumAla	ketumāla
kevalA	kevalā	kevala	kevala
kevalI	kevalī	kevalin	kevalin
kfkalA	kṛkalā	kfkala	kṛkala
kfkarA	kṛkarā	kfkara	kṛkara
kfmI	kṛmī	kfmin	kṛmin
kfmiGnA	kṛmighnā	kfmiGna	kṛmighna
kfmijA	kṛmijā	kfmija	kṛmija
kfmilA	kṛmilā	kfmila	kṛmila
kfpA	kṛpā	kfpa	kṛpa
kfsarA	kṛsarā	kfsara	kṛsara
kftA	kṛtā	kfta	kṛta
kftABizekA	kṛtābhiṣekā	kftABizeka	kṛtābhiṣeka
kftAntA	kṛtāntā	kftAnta	kṛtānta
kftI	kṛtī	kftin	kṛtin
kftaPalA	kṛtaphalā	kftaPala	kṛtaphala
kftacCidrA	kṛtacchidrā	kftacCidra	kṛtacchidra
kftamAlA	kṛtamālā	kftamAla	kṛtamāla
kftaveDanA	kṛtavedhanā	kftaveDana	kṛtavedhana
kftrimA	kṛtrimā	kftrima	kṛtrima
kftyA	kṛtyā	kftya	kṛtya
kfzRA	kṛṣṇā	kfzRa	kṛṣṇa
kfzRaPalA	kṛṣṇaphalā	kfzRaPala	kṛṣṇaphala
kfzRadantA	kṛṣṇadantā	kfzRadanta	kṛṣṇadanta
kfzRagarBA	kṛṣṇagarbhā	kfzRagarBa	kṛṣṇagarbha
kfzRalA	kṛṣṇalā	kfzRala	kṛṣṇala
kfzRamfttikA	kṛṣṇamṛttikā	kfzRamfttika	kṛṣṇamṛttika
kfzRapiNgalA	kṛṣṇapiṅgalā	kfzRapiNgala	kṛṣṇapiṅgala
kfzRasArA	kṛṣṇasārā	kfzRasAra	kṛṣṇasāra
kfzRasarpA	kṛṣṇasarpā	kfzRasarpa	kṛṣṇasarpa
kfzRatArA	kṛṣṇatārā	kfzRatAra	kṛṣṇatāra
kfzRavarRA	kṛṣṇavarṇā	kfzRavarRa	kṛṣṇavarṇa
kfzRavizARA	kṛṣṇaviṣāṇā	kfzRavizARa	kṛṣṇaviṣāṇa
kfzRazazwikA	kṛṣṇaṣaṣṭikā	kfzRazazwika	kṛṣṇaṣaṣṭika
kfzikA	kṛṣikā	kfzika	kṛṣika
kiMkAmyA	kiṃkāmyā	kiMkAmya	kiṃkāmya
kiMkarA	kiṃkarā	kiMkara	kiṃkara
kiMnarA	kiṃnarā	kiMnara	kiṃnara
kiNkirA	kiṅkirā	kiNkira	kiṅkira
kiSarA	kiśarā	kiSara	kiśara
kikI	kikī	kikin	kikin
kilAsI	kilāsī	kilAsin	kilāsin
kilAwI	kilāṭī	kilAwin	kilāṭin
kilakilA	kilakilā	kilakila	kilakila
kilbizI	kilbiṣī	kilbizin	kilbiṣin
kilikilA	kilikilā	kilikila	kilikila
kimIdinI	kimīdinī	kimIdin	kimīdin
kirIwI	kirīṭī	kirIwin	kirīṭin
kiraRA	kiraṇā	kiraRa	kiraṇa
kirikA	kirikā	kirika	kirika
kizkinDA	kiṣkindhā	kizkinDa	kiṣkindha
kizkinDyA	kiṣkindhyā	kizkinDya	kiṣkindhya
klItakA	klītakā	klItaka	klītaka
kledinI	kledinī	kledin	kledin
klinnA	klinnā	klinna	klinna
koNkaRA	koṅkaṇā	koNkaRa	koṅkaṇa
koSA	kośā	koSa	kośa
koSAtakI	kośātakī	koSAtakin	kośātakin
koSI	kośī	koSin	kośin
koSaPalA	kośaphalā	koSaPala	kośaphala
koSakAlI	kośakālī	koSakAlin	kośakālin
kokA	kokā	koka	koka
kokilA	kokilā	kokila	kokila
kolA	kolā	kola	kola
komalA	komalā	komala	komala
kopanA	kopanā	kopana	kopana
kosalA	kosalā	kosala	kosala
kowA	koṭā	kowa	koṭa
kowarA	koṭarā	kowara	koṭara
kowikA	koṭikā	kowika	koṭika
kowirA	koṭirā	kowira	koṭira
kowivarzA	koṭivarṣā	kowivarza	koṭivarṣa
kozA	koṣā	koza	koṣa
krAntA	krāntā	krAnta	krānta
krIqA	krīḍā	krIqa	krīḍa
krOYcA	krauñcā	krOYca	krauñca
krUrA	krūrā	krUra	krūra
krUraganDA	krūragandhā	krUraganDa	krūragandha
krakacA	krakacā	krakaca	krakaca
kravyAdA	kravyādā	kravyAda	kravyāda
kriyA	kriyā	kriya	kriya
kroDA	krodhā	kroDa	krodha
kroDI	krodhī	kroDin	krodhin
kroDanA	krodhanā	kroDana	krodhana
kroDavaSA	krodhavaśā	kroDavaSa	krodhavaśa
kroDinI	krodhinī	kroDin	krodhin
kroSanA	krośanā	kroSana	krośana
kroqA	kroḍā	kroqa	kroḍa
kruYcA	kruñcā	kruYca	kruñca
kruYcakIyA	kruñcakīyā	kruYcakIya	kruñcakīya
kuBAryA	kubhāryā	kuBArya	kubhārya
kuRqA	kuṇḍā	kuRqa	kuṇḍa
kuRqI	kuṇḍī	kuRqin	kuṇḍin
kuRqalA	kuṇḍalā	kuRqala	kuṇḍala
kuRqalI	kuṇḍalī	kuRqalin	kuṇḍalin
kuRqalinI	kuṇḍalinī	kuRqalin	kuṇḍalin
kuRqikA	kuṇḍikā	kuRqika	kuṇḍika
kuRqinI	kuṇḍinī	kuRqin	kuṇḍin
kuSA	kuśā	kuSa	kuśa
kuSI	kuśī	kuSin	kuśin
kuSacIrA	kuśacīrā	kuSacIra	kuśacīra
kuSalA	kuśalā	kuSala	kuśala
kuSalI	kuśalī	kuSalin	kuśalin
kuSikA	kuśikā	kuSika	kuśika
kuSodakA	kuśodakā	kuSodaka	kuśodaka
kuWArikA	kuṭhārikā	kuWArika	kuṭhārika
kuYcitA	kuñcitā	kuYcita	kuñcita
kuYjarA	kuñjarā	kuYjara	kuñjara
kubjA	kubjā	kubja	kubja
kucelA	kucelā	kucela	kucela
kucikA	kucikā	kucika	kucika
kuhA	kuhā	kuha	kuha
kuhakA	kuhakā	kuhaka	kuhaka
kuhanA	kuhanā	kuhana	kuhana
kujA	kujā	kuja	kuja
kukriyA	kukriyā	kukriya	kukriya
kulA	kulā	kula	kula
kulAyinI	kulāyinī	kulAyin	kulāyin
kulI	kulī	kulin	kulin
kulInA	kulīnā	kulIna	kulīna
kulakzayA	kulakṣayā	kulakzaya	kulakṣaya
kulampunA	kulampunā	kulampuna	kulampuna
kulapAlI	kulapālī	kulapAlin	kulapālin
kulatTA	kulatthā	kulatTa	kulattha
kulawA	kulaṭā	kulawa	kulaṭa
kuliNgA	kuliṅgā	kuliNga	kuliṅga
kulinI	kulinī	kulin	kulin
kullUkA	kullūkā	kullUka	kullūka
kulyA	kulyā	kulya	kulya
kumArI	kumārī	kumArin	kumārin
kumArikA	kumārikā	kumArika	kumārika
kumBA	kumbhā	kumBa	kumbha
kumBI	kumbhī	kumBin	kumbhin
kumBIkA	kumbhīkā	kumBIka	kumbhīka
kumBinI	kumbhinī	kumBin	kumbhin
kumbA	kumbā	kumba	kumba
kumudA	kumudā	kumuda	kumuda
kumudikA	kumudikā	kumudika	kumudika
kundurukA	kundurukā	kunduruka	kunduruka
kupinI	kupinī	kupinin	kupinin
kuqyA	kuḍyā	kuqya	kuḍya
kurarI	kurarī	kurarin	kurarin
kurasA	kurasā	kurasa	kurasa
kurumbA	kurumbā	kurumba	kurumba
kurutA	kurutā	kuruta	kuruta
kusitA	kusitā	kusita	kusita
kusumavicitrA	kusumavicitrā	kusumavicitra	kusumavicitra
kutsA	kutsā	kutsa	kutsa
kutsanA	kutsanā	kutsana	kutsana
kuvalayA	kuvalayā	kuvalaya	kuvalaya
kuwikA	kuṭikā	kuwika	kuṭika
kuwilA	kuṭilā	kuwila	kuṭila
kuwumbinI	kuṭumbinī	kuwumbin	kuṭumbin
kuwwinI	kuṭṭinī	kuwwin	kuṭṭin
kuwwitA	kuṭṭitā	kuwwita	kuṭṭita
kuzWA	kuṣṭhā	kuzWa	kuṣṭha
kvaTitA	kvathitā	kvaTita	kvathita
kzA	kṣā	kza	kṣa
kzAntA	kṣāntā	kzAnta	kṣānta
kzAraRA	kṣāraṇā	kzAraRa	kṣāraṇa
kzIrA	kṣīrā	kzIra	kṣīra
kzIrAbDijA	kṣīrābdhijā	kzIrAbDija	kṣīrābdhija
kzIrI	kṣīrī	kzIrin	kṣīrin
kzIraSarA	kṣīraśarā	kzIraSara	kṣīraśara
kzIraSuklA	kṣīraśuklā	kzIraSukla	kṣīraśukla
kzIrakandA	kṣīrakandā	kzIrakanda	kṣīrakanda
kzIrikA	kṣīrikā	kzIrika	kṣīrika
kzaRadA	kṣaṇadā	kzaRada	kṣaṇada
kzaRapraBA	kṣaṇaprabhā	kzaRapraBa	kṣaṇaprabha
kzaRikA	kṣaṇikā	kzaRika	kṣaṇika
kzaRinI	kṣaṇinī	kzaRin	kṣaṇin
kzamA	kṣamā	kzama	kṣama
kzapA	kṣapā	kzapa	kṣapa
kzapaRA	kṣapaṇā	kzapaRa	kṣapaṇa
kzatA	kṣatā	kzata	kṣata
kzatrI	kṣatrī	kzatrin	kṣatrin
kzatriyA	kṣatriyā	kzatriya	kṣatriya
kzayA	kṣayā	kzaya	kṣaya
kzemA	kṣemā	kzema	kṣema
kzemaMkarI	kṣemaṃkarī	kzemaMkarin	kṣemaṃkarin
kzemyA	kṣemyā	kzemya	kṣemya
kzetrI	kṣetrī	kzetrin	kṣetrin
kzetrajA	kṣetrajā	kzetraja	kṣetraja
kzetrajYA	kṣetrajñā	kzetrajYa	kṣetrajña
kzetrasamBavA	kṣetrasambhavā	kzetrasamBava	kṣetrasambhava
kzipA	kṣipā	kzipa	kṣipa
kzipakA	kṣipakā	kzipaka	kṣipaka
kziprA	kṣiprā	kzipra	kṣipra
kziptA	kṣiptā	kzipta	kṣipta
kzitA	kṣitā	kzita	kṣita
kzitijA	kṣitijā	kzitija	kṣitija
kzititanayA	kṣititanayā	kzititanaya	kṣititanaya
kzudrA	kṣudrā	kzudra	kṣudra
kzudrarasA	kṣudrarasā	kzudrarasa	kṣudrarasa
kzupA	kṣupā	kzupa	kṣupa
kzurI	kṣurī	kzurin	kṣurin
kzuraDArA	kṣuradhārā	kzuraDAra	kṣuradhāra
kzveqA	kṣveḍā	kzveqa	kṣveḍa
lA	lā	la	la
lANgUlI	lāṅgūlī	lANgUlin	lāṅgūlin
lANgUlinI	lāṅgūlinī	lANgUlin	lāṅgūlin
lANgalI	lāṅgalī	lANgalin	lāṅgalin
lANgalinI	lāṅgalinī	lANgalin	lāṅgalin
lAlA	lālā	lAla	lāla
lAlI	lālī	lAlin	lālin
lAlasA	lālasā	lAlasa	lālasa
lAlikA	lālikā	lAlika	lālika
lAlinI	lālinī	lAlin	lālin
lAsikA	lāsikā	lAsika	lāsika
lAsyA	lāsyā	lAsya	lāsya
lOhA	lauhā	lOha	lauha
lUtA	lūtā	lUta	lūta
laNkA	laṅkā	laNka	laṅka
laYjA	lañjā	laYja	lañja
labDA	labdhā	labDa	labdha
lagaRA	lagaṇā	lagaRa	lagaṇa
lajjA	lajjā	lajja	lajja
lakzI	lakṣī	lakzin	lakṣin
lakzaRA	lakṣaṇā	lakzaRa	lakṣaṇa
lakzmaRA	lakṣmaṇā	lakzmaRa	lakṣmaṇa
lalAwikA	lalāṭikā	lalAwika	lalāṭika
lalanA	lalanā	lalana	lalana
lalitA	lalitā	lalita	lalita
lalitalocanA	lalitalocanā	lalitalocana	lalitalocana
lallA	lallā	lalla	lalla
lamBA	lambhā	lamBa	lambha
lambA	lambā	lamba	lamba
lambI	lambī	lambin	lambin
lambikA	lambikā	lambika	lambika
lambinI	lambinī	lambin	lambin
lampawA	lampaṭā	lampawa	lampaṭa
lapitA	lapitā	lapita	lapita
lasA	lasā	lasa	lasa
lavaRA	lavaṇā	lavaRa	lavaṇa
lawaBA	laṭabhā	lawaBa	laṭabha
lawvA	laṭvā	lawva	laṭva
layA	layā	laya	laya
leKA	lekhā	leKa	lekha
leKanikA	lekhanikā	leKanika	lekhanika
lehI	lehī	lehin	lehin
lelihA	lelihā	leliha	leliha
lelihAnA	lelihānā	lelihAna	lelihāna
liNgajA	liṅgajā	liNgaja	liṅgaja
liNgikA	liṅgikā	liNgika	liṅgika
liNginI	liṅginī	liNgin	liṅgin
lipikA	lipikā	lipika	lipika
liptA	liptā	lipta	lipta
loBitA	lobhitā	loBita	lobhita
loRA	loṇā	loRa	loṇa
locanahitA	locanahitā	locanahita	locanahita
lohameKalA	lohamekhalā	lohameKala	lohamekhala
lohitA	lohitā	lohita	lohita
lohitAjA	lohitājā	lohitAja	lohitāja
lohityA	lohityā	lohitya	lohitya
lokakAntA	lokakāntā	lokakAnta	lokakānta
lokampfRA	lokampṛṇā	lokampfRa	lokampṛṇa
lolA	lolā	lola	lola
lolUyA	lolūyā	lolUya	lolūya
lolupA	lolupā	lolupa	lolupa
lomaSA	lomaśā	lomaSa	lomaśa
lopA	lopā	lopa	lopa
lowA	loṭā	lowa	loṭa
lowanA	loṭanā	lowana	loṭana
luRWA	luṇṭhā	luRWa	luṇṭha
luYcanA	luñcanā	luYcana	luñcana
luptopamA	luptopamā	luptopama	luptopama
mA	mā	ma	ma
mADavIyA	mādhavīyā	mADavIya	mādhavīya
mADvIkA	mādhvīkā	mADvIka	mādhvīka
mADyamikA	mādhyamikā	mADyamika	mādhyamika
