slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
rohiRi		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rohitavant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rohiz		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
romapAda		1	1	4	22	1	7	0.3182	0	0	0	R0_grounding_not_computed
ruSant	2	1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
ruSeku		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
ruciBartar		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rucira		6	5	101	277	4	28	0.1011	0	0	0	R0_grounding_not_computed
ruciraSrIgarBa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rucitva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rudrAvasfzwa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rudraSarman		1	1	1	5	1	1	0.2000	0	0	0	R0_grounding_not_computed
rudrahimAlaya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rudraroman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rudraviDAna		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rujAvin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rukmezu		1	1	3	5	0	0	0.0000	0	0	0	R2_no_wordsem_tag
ruruSIrzan		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sA	1	1	0	0	98	5	11	0.1122	0	0	0	R0_grounding_not_computed
sADfta		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sAMmanasya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sANgarevas		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sAYja		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
sAhityadarpaRa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sAkalya		1	1	16	14	2	3	0.2143	0	0	0	R0_grounding_not_computed
sAkzAt		7	7	119	694	3	55	0.0793	0	0	0	R0_grounding_not_computed
sAmrARikardama		1	1	1	0	0	0		0	0	0	R2_no_wordsem_tag
sAntvay		1	1	91	170	2	10	0.0588	0	0	0	R0_grounding_not_computed
sAnu		1	1	74	175	11	31	0.1771	0	0	0	R0_grounding_not_computed
sAnuruha		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sAraDAtar		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sAraTi		2	2	41	517	2	104	0.2012	0	0	0	R0_grounding_not_computed
sArameya		2	2	24	18	1	9	0.5000	0	0	0	R0_grounding_not_computed
sAramiti		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sArasAyana		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sArpya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sAtyakin		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sEhareya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sOdAmanI		4	4	38	11	1	2	0.1818	0	0	0	R0_grounding_not_computed
sOhArdya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sOhma		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sOmadatti		1	1	11	67	1	8	0.1194	0	0	0	R0_grounding_not_computed
sOpAmAyani		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sOparRIkAdrava		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sOparRa		5	4	20	18	1	3	0.1667	0	0	0	R0_grounding_not_computed
sOrapi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sOrasaMhitA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sPaRw		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sPeyaMs		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sPigI		1	1	3	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sPowaka		4	4	8	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sTAnadAtar		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sTAtar		2	2	19		0	0		0	0	0	R1_lemma_absent_from_dcs
sTUlakaRwakikA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sTUlapUlAsa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sTavi		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
sTirajIvita		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sTitimant		3	3	7		0	0		0	0	0	R1_lemma_absent_from_dcs
sUcIpadma		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sUkzmapippalI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sUkzmekzikA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sUryapaRqita		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sUryasAman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sUtivAta		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sUzaRA		1	1	1	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
saBfti		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
saDarma	1	1	1	1	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saK		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saKi		1	1	63	834	5	98	0.1175	0	0	0	R0_grounding_not_computed
saMBAvayitavya		2	2	3		0	0		0	0	0	R1_lemma_absent_from_dcs
saMDeya		3	3	20		0	0		0	0	0	R1_lemma_absent_from_dcs
saMDyArAga	2	2	1	2	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
saMGawana		1	1	6	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saMdIpaka		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saMdarSana		7	7	60	94	1	10	0.1064	0	0	0	R0_grounding_not_computed
saMgItaratnamAlA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMketastava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMmelana		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
saMnidAGa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMpUjA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMsfzwaDaya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMsfzwatva		2	2	4		0	0		0	0	0	R1_lemma_absent_from_dcs
saMsutasoma		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saMvara	2	1	1	2	15	1	1	0.0667	0	0	0	R0_grounding_not_computed
saMvargavidyA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
saMvatsarika		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
saMviDAna		1	1	18	19	1	1	0.0526	0	0	0	R0_grounding_not_computed
saMyadvAma		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saYjanI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sabrAhmaRa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
saci		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sacivatA		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sadUrva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sadana		5	5	72	296	12	36	0.1216	0	0	0	R0_grounding_not_computed
sadarTa	1	1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sadasattva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sadya		1	0	0	27	1	2	0.0741	0	0	0	R0_grounding_not_computed
sahAlApa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sahOtra		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
sahaDarma		1	1	1	17	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sahakArin		1	1	18	14	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saharzaBa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sahasrAraja		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sahasranAman	2	1	1	5	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sahasriya		2	2	3	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
sahetikAra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sahopaDa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sajj		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
saka		1	1	5	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
sakftPala		2	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sakoSa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sakopa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
sal		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samADiprakaraRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samAKyAyam		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
samAnatantra		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
samApriya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samanuyojya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samaraBawa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samatraya		1	1	2	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
samayIkar		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
samudGAtin		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
samudramAlin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samunnadDa		1	0	0	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
samutPAla		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
samutkzepaRa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
samyaYc		11	11	180	36	3	4	0.1111	0	1	1	R3_tagged_but_unaligned
samyagdfzwi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sanAtana		5	5	98	672	10	87	0.1295	0	0	0	R0_grounding_not_computed
sanaya		1	1	4	4	2	4	1.0000	0	0	0	R0_grounding_not_computed
sanmiSrakeSava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sannaBAva		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sannaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sapadi		1	1	51	58	1	2	0.0345	0	0	0	R0_grounding_not_computed
sapatnatva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saptakft		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
saptamarIci		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sarUpopamA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saraSmi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
saraTam		1	1	17		0	0		0	0	0	R1_lemma_absent_from_dcs
sarasa	2	7	7	49	53	1	1	0.0189	0	0	0	R0_grounding_not_computed
sarjaganDA		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sarpOzaDi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sarpita		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sarvADipatya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvOGa		2	2	6	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sarvaBAva		1	1	7	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sarvagati		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvagraharUpin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvajYAtar		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvakeSa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvasasya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sarvopakAriRI		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sasa		1	1	11	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
satInaka		1	1	3	3	1	1	0.3333	0	0	0	R0_grounding_not_computed
satrAsah		1	1	7		0	0		0	0	0	R1_lemma_absent_from_dcs
sattrin		2	2	23	49	1	2	0.0408	0	0	0	R0_grounding_not_computed
satyaDarma	2	2	2	5		0	0		0	0	0	R1_lemma_absent_from_dcs
satyaka		5	5	15	16	1	1	0.0625	0	0	0	R0_grounding_not_computed
savanika		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
savedas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
savfta		2	2	6		0	0		0	0	0	R1_lemma_absent_from_dcs
setakI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sfkvaRI		1	1	7		0	0		0	0	0	R1_lemma_absent_from_dcs
sfti		3	3	22	17	1	1	0.0588	0	0	0	R0_grounding_not_computed
siMhasaMhanana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sidDAntarahasya		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
sidDarUpa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sidDasADana		3	3	5	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
sidDayoginI		2	2	3	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sinv		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sitABra		2	2	8	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
sitAmbuja		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
skanDin		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
skandeSvaratIrTa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
snehana		4	4	23	94	4	9	0.0957	0	0	0	R0_grounding_not_computed
snehapAtra		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sniw		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
somaSravas		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
somagraha		2	2	4		0	0		0	0	0	R1_lemma_absent_from_dcs
somakrayaRa		2	2	8		0	0		0	0	0	R1_lemma_absent_from_dcs
somapAtra		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
somasidDAnta		3	3	11	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
somasutyA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
sotsAhatA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
spAndana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sparSanendriya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
stamBaka		4	4	8	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
stanamaDya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
stfRIzan		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
stomAyana		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
stotray		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
strIgavI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
strIrajas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
strIsuKa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
stutibrAhmaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
suDArasa		2	2	6		0	0		0	0	0	R1_lemma_absent_from_dcs
suDarmin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
suDfta		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
suKArTa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
suKorjika		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
suSoBana		3	3	7		0	0		0	0	0	R1_lemma_absent_from_dcs
subAlAgrAma		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
subrahman	2	1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sucetas		3	3	7	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
sudAru	2	2	1	1	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
sudAvan		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sudina		3	3	21	9	0	0	0.0000	0	0	0	R2_no_wordsem_tag
suduHKita		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
sudurdfSa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sujuzwa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sukiMSuka		1	1	3	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sulin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sumandra		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sunAra		3	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
sunistriMSa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
sunizWita		1	0	0	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
supAkinI		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
supIvas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
suparRItanaya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
supraketa	2	1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
supta		1	0	0	14	0	0	0.0000	0	0	0	R2_no_wordsem_tag
suputra	1	1	1	3	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
suradviz		1	1	15	22	2	2	0.0909	0	0	0	R0_grounding_not_computed
suragiri		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
suravallI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
sureSa		3	3	16	28	4	10	0.3571	0	0	0	R0_grounding_not_computed
susUkzmapattrA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
susaMprIta		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
susanitar		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
susatkfta		3	3	5		0	0		0	0	0	R1_lemma_absent_from_dcs
sutIrTaka		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
sutantu		2	2	3	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
sutin		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
suvAtra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
suvarRagotra		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
suvismita		1	1	2	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
suyya		2	2	7		0	0		0	0	0	R1_lemma_absent_from_dcs
svAs		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
svAsfka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svAsrIyi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svaDAvant	2	3	3	7	0	0	0		0	0	0	R2_no_wordsem_tag
svaDAyin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
svadozaja		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svagfha		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
svapatya	1	2	2	6		0	0		0	0	0	R1_lemma_absent_from_dcs
svarRamAtar		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svarRazWIvin		1	1	1	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
svarUpa		5	5	89	479	6	28	0.0585	0	0	0	R0_grounding_not_computed
svaraBakti		1	1	11	0	0	0		0	0	0	R2_no_wordsem_tag
svayamavadIrRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svedAYji		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
svizu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tAnUnapAta		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
tAraSudDikara		1	1	3	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
tAt		1	1	4	2	2	2	1.0000	0	0	0	R0_grounding_not_computed
tEBa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tEjasa		9	9	38	114	5	8	0.0702	0	0	0	R0_grounding_not_computed
tElasPawika		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tIkzRamUla		2	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tOkzika		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tUla		12	12	51	76	5	7	0.0921	0	1	1	R3_tagged_but_unaligned
tadDarmin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tagara		2	2	21	94	1	10	0.1064	0	0	0	R0_grounding_not_computed
takra		1	1	25	294	1	97	0.3299	0	0	0	R0_grounding_not_computed
takzaSilA		1	1	15	8	2	2	0.2500	0	0	0	R0_grounding_not_computed
tamisrapakza		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
tamomaya		2	2	8	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tanUnaptar		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
tanmAnin		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
tantragarBa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tantravApa		2	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tantrottara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tantvagra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tanupAdakzapAwana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tapasvin		8	8	62	420	1	54	0.1286	0	0	0	R0_grounding_not_computed
taptaSUrmi		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
taqitvant		1	1	8	3	1	1	0.3333	0	0	0	R0_grounding_not_computed
taravAri		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
taritavya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
taruRABAsa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tattva		3	3	100	2308	5	86	0.0373	0	0	0	R0_grounding_not_computed
tej		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tejapattra		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
tejovfkza		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tfRottama		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tfkzAka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tfzucyavas		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tiktaka		3	3	14	84	4	11	0.1310	0	0	0	R0_grounding_not_computed
tilaBfzwa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tmUta		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
toyavallI		1	1	2	3	1	1	0.3333	0	0	0	R0_grounding_not_computed
trEhAyaRa		1	1	3	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
trEliNga		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
trElokyamAlin		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
trEyalinda		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
trayoviMSatitama		1	1	1	0	1	1		0	0	0	R0_grounding_not_computed
tridaSadIrGikA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tridaSaguru		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
tridalikA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
trikaRwaka		4	4	11	27	2	9	0.3333	0	0	0	R0_grounding_not_computed
trimUrDan		1	0	0	3	1	3	1.0000	0	0	0	R0_grounding_not_computed
tripaYcASattama		1	1	1	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tripattra		2	2	5	5	0	0	0.0000	0	0	0	R2_no_wordsem_tag
trisaMDya	2	2	2	3	30	0	0	0.0000	0	0	0	R2_no_wordsem_tag
triskanDaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tryAliKita		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
tsArin		1	1	4	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tuNgaDanvan		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tuNgabala		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tuRqikerikA		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tuliPalA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tulyayogitA		1	1	4	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
turaMga		4	4	22	84	1	19	0.2262	0	0	0	R0_grounding_not_computed
turaMgadvizaRI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
turagalIlaka		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tuvigra		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
tuvikzatra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
tvAva		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
tvE		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
tvagdozApahA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tvakat		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
tvaritaka		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
uBayasaMBava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
ucCizwatA		2	2	5		0	0		0	0	0	R1_lemma_absent_from_dcs
udAharin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
udAya		1	0	0	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
udGAtaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
udIpa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
udaSru		1	1	10	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
udakagiri		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
udala		1	1	3	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
udaremuKa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
udayAsu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
uddAna		8	4	10	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
uddaRqapAla		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
uddala		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
uddeSa		3	3	64	230	5	25	0.1087	0	0	0	R0_grounding_not_computed
udgiraRa		1	1	4	5	0	0	0.0000	0	0	0	R2_no_wordsem_tag
udyApana		1	1	4	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
udyogin		1	1	4	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
ukzaRy		1	1	1	0	0	0		0	0	0	R2_no_wordsem_tag
upAvI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
upaBUzaRa		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
upakvasa		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
upalakzya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
upamAnacintAmaRi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
