pwg_abbrev	citations	share_pct	status	dcs_text	dcs_tokens	tuple_comparable	scheme_verified	pwgbib_source_name
EINL. ZU NIR. XXIII	1	0.0001	DCS-LACKS					
WEST. RADICES, EINL. II. FG	1	0.0001	DCS-LACKS					WESTERGAARD'S Radices (GILD. Bibl. 42).
SPR TH. I, S	1	0.0001	DCS-LACKS					
ŚRĀDDHAPRAYOGATANTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
HALL, EINL. ZU DAŚAR. S	1	0.0001	DCS-LACKS					
HṚDAYAD	1	0.0001	DCS-LACKS					? [Cologne Addition]
MUIR. ST	1	0.0001	DCS-LACKS					? [Cologne Addition]
TS. COMM. I,	1	0.0001	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYASAM̃HITĀ. 7 Kāṇḍa, eingetheilt in Praśna, Anuvāka und Kaṇḍikā. Die letzten bezeichnen nicht Satzabschnitte, so
MAHĀBH. LITH. AUSG. EINL	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAMPUṬODBHAVA	1	0.0001	DCS-LACKS					? [Cologne Addition]
TĀRANĀTHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
DATTAKAMĪM	1	0.0001	DCS-LACKS					? [Cologne Addition]
SIDDHĀNTAŚIR., GOLĀDHY	1	0.0001	DCS-LACKS					
Z. D. D. M. G. IX, LXXIX	1	0.0001	DCS-LACKS					? [Cologne Addition]
PARAMĀRTHAS	1	0.0001	DCS-LACKS					? [Cologne Addition]
AUFRECHT, HALĀY. IND. S	1	0.0001	DCS-LACKS					? [Cologne Addition]
ARJUNAM	1	0.0001	DCS-LACKS					? [Cologne Addition]
BUDDHACAR	1	0.0001	DCS-LACKS					? [Cologne Addition]
NĪLAKAṆṬHA	1	0.0001	DCS-LACKS					
WILSON, SĀṂKHYAK	1	0.0001	DCS-HAS-UNMAPPED	Sāṃkhyakārikābhāṣya	9994	no		SĀṂKHYAKĀRIKĀ, ed. WILSON (GILD. Bibl. 271), mit Benutzung des Index in LASSEN'S Ausgabe (GILD. Bibl. 270). [Cologne Add
VALLABHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BRHASPATI	1	0.0001	DCS-LACKS					? [Cologne Addition]
NIRṆAYAS	1	0.0001	DCS-LACKS					? [Cologne Addition]
PŪRVACĀTAKĀṢṬ	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀSKARĀCĀRYA	1	0.0001	DCS-LACKS					
KAP ED. ALLAH	1	0.0001	DCS-LACKS					KAPILA (The Aphorisms of the Sánkhya Philosophy, of Kapila; with illustrative extracts from the commentaries. I. Allahab
PAÑCAT. ED. BOMB. IV	1	0.0001	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
HINDU TH	1	0.0001	DCS-LACKS					
KULANĀTHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
KṢITĪC	1	0.0001	DCS-LACKS					? [Cologne Addition]
JAIMINIʼS BHĀRATA	1	0.0001	DCS-LACKS					
ĀŚVAM	1	0.0001	DCS-LACKS					? [Cologne Addition]
MALAYAGIRI	1	0.0001	DCS-LACKS					? [Cologne Addition]
PISCHEL DE GRAMM. PRĀCR	1	0.0001	DCS-LACKS					? [Cologne Addition]
HAUG, ESSAYS	1	0.0001	DCS-LACKS					
MANTRAKALPADRUMA	1	0.0001	DCS-LACKS					? [Cologne Addition]
KAPIŚĀVAD	1	0.0001	DCS-LACKS					? [Cologne Addition]
MED. K. Ṇ	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
UTTARARMAC	1	0.0001	DCS-LACKS					? [Cologne Addition]
JAIMINIʼS BHĀR. ĀŚVAM	1	0.0001	DCS-LACKS					
ṢAṬCAKRAPRAKĀŚA	1	0.0001	DCS-LACKS					? [Cologne Addition]
LA. II	1	0.0001	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
PŪRVACĀTAKĀṢṬAKA	1	0.0001	DCS-LACKS					? [Cologne Addition]
PĀCARĀJEŚVARA	1	0.0001	DCS-LACKS					? [Cologne Addition]
HALL EBEND. S	1	0.0001	DCS-LACKS					A contribution towards an index to the Bibliography of the Indian philosophical systems. By Fitzedward HALL. Calcutta, 1
NĀGOJĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
UṆĀDIS. XV	1	0.0001	DCS-LACKS					? [Cologne Addition]
SPR S	1	0.0001	DCS-LACKS					
HAAS	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHAGAVATĪGĪTĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
ED. LASS	1	0.0001	DCS-LACKS					
EBEND. B, NO	1	0.0001	DCS-LACKS					
MĀLATĪM. ED	1	0.0001	DCS-LACKS					? [Cologne Addition]
MĀLATĪM. ED. LASS	1	0.0001	DCS-LACKS					? [Cologne Addition]
UTTARARĀMAC. (ED. COWELL)	1	0.0001	DCS-LACKS					= ? [Cologne Addition]
TBR. A. A. O	1	0.0001	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
UTTARARĀMAC. (COWELL)	1	0.0001	DCS-LACKS					= ? [Cologne Addition]
BĀṢĀP	1	0.0001	DCS-LACKS					? [Cologne Addition]
NĀRADAʼS DHARMAŚ. COD. BEROL	1	0.0001	DCS-LACKS					
WILLIAMS	1	0.0001	DCS-LACKS					? [Cologne Addition]
ĀRAṆYASAṂH	1	0.0001	DCS-LACKS					? [Cologne Addition]
SV. DAŚ	1	0.0001	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
KṚTYATATTVA	1	0.0001	DCS-LACKS					? [Cologne Addition]
RANTID	1	0.0001	DCS-LACKS					? [Cologne Addition]
RATNĀK. EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
KULADĪP	1	0.0001	DCS-LACKS					? [Cologne Addition]
RĀM. ED. BOMB	1	0.0001	DCS-LACKS					
DHANVANTARI	1	0.0001	DCS-LACKS					? [Cologne Addition]
VṚDDHĀDITYASAṂHITĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚABDAC EBEND	1	0.0001	DCS-LACKS					ŚABDACANDRIKĀ, ein Wörterbuch; nach Anführungen im ŚKDR.
IND. ST. ED. ORN	1	0.0001	DCS-LACKS					
MIKLOSICH, VGL. GR. III, S. VIII	1	0.0001	DCS-LACKS					
WURZELN DES ALTSLOV. S	1	0.0001	DCS-LACKS					
S Z	1	0.0001	DCS-LACKS					
MÜLLER, LECT. II,	1	0.0001	DCS-LACKS					
JOURN. R. AS. S. NEW SER. I,	1	0.0001	DCS-LACKS					
SV I,	1	0.0001	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
GAṄGĀMĀH	1	0.0001	DCS-LACKS					? [Cologne Addition]
EINL. S. VII	1	0.0001	DCS-LACKS					
KĀTY. ŚR. S. X	1	0.0001	DCS-LACKS					? [Cologne Addition]
Z. D. D. M. G. IX, LIII. LXII	1	0.0001	DCS-LACKS					? [Cologne Addition]
YĀTRĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
YĀMITRAVEDHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
MALAMĀSAV	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHARADVĀJA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BRAHMAV.-P	1	0.0001	DCS-LACKS					BRAHMAVAIVARTAPURĀṆA? [Cologne Addition]
BṚHANNĀRAD	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH, UEBER DEN MYTHUS VON DEN MENSCHENGESCHLECHTERN, S	1	0.0001	DCS-LACKS					
BÜLLER	1	0.0001	DCS-LACKS					? [Cologne Addition]
ZEITSCHR. F. D. W. D. SPR	1	0.0001	DCS-LACKS					
ṚV. I, ? S	1	0.0001	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
SIDDHĀNTAŚ	1	0.0001	DCS-LACKS					? [Cologne Addition]
KĀMRAN	1	0.0001	DCS-LACKS					? [Cologne Addition]
VERZ. D. OXF. H. D. TÜB. H	1	0.0001	DCS-LACKS					
RĀMAŚARMAN	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀMAHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
NṚS. UP	1	0.0001	DCS-LACKS					? [Cologne Addition]
USEFUL TABLES	1	0.0001	DCS-LACKS					
WARREN, KALA SANK	1	0.0001	DCS-LACKS					
ŚRĪPATISAṂHITĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚĀKTĀNANDATARAṂGIṆĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
J. AS. S. LOND. N. S	1	0.0001	DCS-LACKS					? [Cologne Addition]
KṢITĀIŚ	1	0.0001	DCS-LACKS					? [Cologne Addition]
BṚHANNĪLATANTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
KṚTYATATTVĀRṆAVA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VĀTSYĀYANA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VP. LXXIV	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
ŚRĪHARIBHAKTIVILĀSA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ARUṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
LANGI	1	0.0001	DCS-LACKS					? [Cologne Addition]
HARIHARASTOTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
SPR. I, IX	1	0.0001	DCS-LACKS					
NAVAGRAHASTOTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
PARAMAHAṂSOPAN	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚṚṄGABH	1	0.0001	DCS-LACKS					? [Cologne Addition]
BĀLA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚKDR. VII, EINL	1	0.0001	DCS-LACKS					ŚABDAKALPADRUMA (GILD. Bibl. 371).
LAKṢMĪCARITRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, CVI. FGG	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
BHĀG. P. I, CI	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
RASENDRACINTĀMAṆI	1	0.0001	DCS-LACKS					? [Cologne Addition]
VĀMAKEŚVARATANTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
UTKALAKALIKĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
LITHOGR. AUSG	1	0.0001	DCS-LACKS					
KALIṄGA EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
PARŚVANĀTHAK	1	0.0001	DCS-LACKS					? [Cologne Addition]
VS. VIII	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
SAṂGĪTANĀRĀYAṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
JOHNSON	1	0.0001	DCS-LACKS					? [Cologne Addition]
GAṆIT. BHAGRAHAYUTYADH	1	0.0001	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
IND. ST EBEND	1	0.0001	DCS-LACKS					
KATAKA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, EINL. XXXVII. FG	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
RĀTRILAGNANIRŪPAṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, EINL. XXXVIII	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
BHAVABH	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAṂSĀRĀV	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAṂSĀRĀV. A. A. O	1	0.0001	DCS-LACKS					? [Cologne Addition]
LA. III	1	0.0001	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
KAṆĀDAʼS SYSTEM	1	0.0001	DCS-LACKS					
PURUṢASŪKTA	1	0.0001	DCS-LACKS					? [Cologne Addition]
JANMĀṢṬAMĪVRATAKATHĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAṂGĪTARATNĀK	1	0.0001	DCS-LACKS					? [Cologne Addition]
GOLĀDHY. SPHUṬAGATIV	1	0.0001	DCS-LACKS					? [Cologne Addition]
GOLĀDHY. GRAHMAṆAV	1	0.0001	DCS-LACKS					? [Cologne Addition]
PĀRĀYAṆA EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
MANASVIPRAŚAṂSĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
HṚDAYADĪPA	1	0.0001	DCS-LACKS					? [Cologne Addition]
PRAKĪRṆĀKHY	1	0.0001	DCS-LACKS					? [Cologne Addition]
KĀLAMĀNĀDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
MEG	1	0.0001	DCS-LACKS					? [Cologne Addition]
ED. (BOMB.)	1	0.0001	DCS-LACKS					
HALL XVIII	1	0.0001	DCS-LACKS					A contribution towards an index to the Bibliography of the Indian philosophical systems. By Fitzedward HALL. Calcutta, 1
LA. (III) S	1	0.0001	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
ŚYĀMĀS	1	0.0001	DCS-LACKS					? [Cologne Addition]
MĀYĀTANTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BRAHMAVAIV. P., KṚṢṆAJANMAKH	1	0.0001	DCS-LACKS					? [Cologne Addition]
DRAVYAR. EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
SPHUṬAGATIV	1	0.0001	DCS-LACKS					? [Cologne Addition]
PAÑCAT. ED. BÜHL. II,	1	0.0001	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
DHANAM̃JAYA EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀGRAHAYUTYADHY	1	0.0001	DCS-LACKS					? [Cologne Addition]
MONATSBER. D. BERL. AK. D. WW	1	0.0001	DCS-LACKS					
GOPĀLATĀPANĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚRUT. BR	1	0.0001	DCS-LACKS					ŚRUTABODHA in der Zeitschrift für die Kunde des Morgenlan- des, IV, S. 60 fgg. Ein dabeistehendes BR. verweist auf die v
PTOLEMAEUS	1	0.0001	DCS-LACKS					? [Cologne Addition]
NALOR	1	0.0001	DCS-LACKS					? [Cologne Addition]
PAÑCAT. ED. KOS	1	0.0001	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
PAÑCAT ED. BÜHLER	1	0.0001	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
PAÑCAT. ED. BÜHLER	1	0.0001	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
BRAHMAVAIV. P., ŚRĪKṚHṆAJANMAKH	1	0.0001	DCS-LACKS					? [Cologne Addition]
ERNST KUHN, KACCĀYANAPPAKARAṆAE SPECIMEN S	1	0.0001	DCS-LACKS					
VP. XLII. FGG	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
MBH II, S	1	0.0001	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
NAX. I,	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHAGRAHAYUTY	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀNUDĪKṢITA	1	0.0001	DCS-LACKS					? [Cologne Addition]
GAṆARATNAMAH	1	0.0001	DCS-LACKS					? [Cologne Addition]
GAUNARDA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚĀKALA	1	0.0001	DCS-LACKS					? [Cologne Addition]
RM	1	0.0001	DCS-LACKS					? [Cologne Addition]
BRAHMAVAIV. P., ŚRĪKṚṢṆAJANMAKH., DHENUKĀSURAV	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIṄGAP	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀMINĪVILĀSA	1	0.0001	DCS-LACKS					? [Cologne Addition]
MONATSBER. DER BERLINER AK. D. WW	1	0.0001	DCS-LACKS					
ĀRYAVIDYĀSUDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚAT. BR. S	1	0.0001	DCS-LACKS					The ŚATAPATHABRĀHMAṆA in the Mādhyandina-Śākhā, with extracts made from the commentaries of SĀYAṆA, HARISVĀMIN and DVIVE
ŚĀṄTIŚ	1	0.0001	DCS-LACKS					? [Cologne Addition]
UṆĀDIS. ŚL	1	0.0001	DCS-LACKS					? [Cologne Addition]
UTPALA A. A. O	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAṂSKH. K	1	0.0001	DCS-LACKS					? [Cologne Addition]
NĀNAIKĀKṢARAK	1	0.0001	DCS-LACKS					? [Cologne Addition]
SAṂGĪTARATN	1	0.0001	DCS-LACKS					? [Cologne Addition]
VERZ. D. B. H. NO. NO	1	0.0001	DCS-LACKS					
SAṂPUṬODBH	1	0.0001	DCS-LACKS					? [Cologne Addition]
SCHMIDT UND BÖHTLINGK, VERZ. DER TIB. HDSCHRR	1	0.0001	DCS-LACKS					? [Cologne Addition]
GOLD. I,	1	0.0001	DCS-LACKS					? [Cologne Addition]
AJAYA A. A. O	1	0.0001	DCS-LACKS					? [Cologne Addition]
AIT. BR. II,	1	0.0001	DCS-HAS-UNMAPPED	Aitareyabrāhmaṇa	55243	yes		AITAREYABRĀHMAṆA. Citirt nach den 8 Pañcikā (einer äusseren Abtheilung, in welche die 40 nach sachlichen Rücksichten geb
ŚRĀDDHACINTĀMAṆI	1	0.0001	DCS-LACKS					? [Cologne Addition]
GADYARĀM	1	0.0001	DCS-LACKS					? [Cologne Addition]
R ED. SCHL	1	0.0001	DCS-HAS-UNMAPPED	Rāmāyaṇa	261568	no		RĀMĀYAṆA. Ohne eine nähere Angabe ist bei den zwei ersten Büchern die Ausgabe von SCHLEGEL (GILD. Bibl. 84), bei den vie
NAGNAVṚTTI	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. (III)	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
KĀṬH. A. A. O	1	0.0001	DCS-HAS-UNMAPPED	Kāṭhakasaṃhitā	38894	yes		KĀṬHAKA-Recension des YĀJ. V.
ADBHUTA-BR	1	0.0001	DCS-LACKS					ADBHUTABRĀHMAṆA.
VĀTAR	1	0.0001	DCS-LACKS					? [Cologne Addition]
VP. (II) II,	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
WILSON, SEL. WORKS, II,	1	0.0001	DCS-LACKS					
WEBER, IND. STR	1	0.0001	DCS-LACKS					
CAUKAP	1	0.0001	DCS-LACKS					? [Cologne Addition]
VIṢṆUʼS SAHASRANĀMASTOTRA	1	0.0001	DCS-LACKS					
SUBHAṬA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VAIDYA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VP. XLIV. FG	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
SĀRĀVALĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
NAVAPR	1	0.0001	DCS-LACKS					? [Cologne Addition]
AS. J. NEW S. I,	1	0.0001	DCS-LACKS					
GAṆIT. ŚṚṄGONN	1	0.0001	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
GĀRGI	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH, ZUR LIT. UND G. D. W	1	0.0001	DCS-LACKS					
BĪJAGAN	1	0.0001	DCS-LACKS					? [Cologne Addition]
GAṆIṬĀDHY	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHAGAṆĀDHY	1	0.0001	DCS-LACKS					? [Cologne Addition]
AIT. UP. S	1	0.0001	DCS-HAS-UNMAPPED	Aitareyabrāhmaṇa	55243	yes		AITAREYOPANIṢAD, nach der Ausgabe von RÖER in der Bi- bliotheca indica.
ṚTUS	1	0.0001	DCS-LACKS					? [Cologne Addition]
WINDISCHMANN, SANC	1	0.0001	DCS-LACKS					
NYĀYAS. S	1	0.0001	DCS-LACKS					? [Cologne Addition]
ĀŚV. GṚHY. ED. ST	1	0.0001	DCS-HAS-UNMAPPED	Āśvalāyanagṛhyasūtra	7046	yes		ĀŚVALĀYANA'S GṚHYASŪTRĀṆI in 4 Adhyāya. Hdschr.
MED Y	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
RAGH. ED. ST	1	0.0001	DCS-LACKS					RAGHUVAṂŚA, ed. STENZLER (GILD. Bibl. 134).
PALLAS, SAMMLUNG HIST. NACHR. ÜBER DIE MONGOLISCHEN VÖLKERSCHAFTEN II, PL. IX, FIG	1	0.0001	DCS-LACKS					
MED. K. R	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
SMṚTYARTHASĀGARA	1	0.0001	DCS-LACKS					? [Cologne Addition]
RŪPARATNĀK	1	0.0001	DCS-LACKS					? [Cologne Addition]
МИНАЕВЪ, ПРАТИМОКША-СУТРА	1	0.0001	DCS-LACKS					
GAṆIT. CANDRAGRAHAṆĀDHY	1	0.0001	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
HOEFER	1	0.0001	DCS-LACKS					? [Cologne Addition]
Z. F. D. W. D. SPRACHE I,	1	0.0001	DCS-LACKS					? [Cologne Addition]
DHARA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BURNOUF, YAŚNA S	1	0.0001	DCS-LACKS					
VṚDDHAYOGATARAṂGIṆĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
VṚTTARATNĀVALĪ	1	0.0001	DCS-LACKS					? [Cologne Addition]
HANDSCHRIFTLICH IN DER KAIS. BIBL. ZU PARIS	1	0.0001	DCS-LACKS					
TRIK. IND	1	0.0001	DCS-HAS-UNMAPPED	Trikāṇḍaśeṣa	904	yes		TRIKĀṆḌAŚEṢA, ed. Calc. (GILD. Bibl. 258).
NĪKAK	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROXB. I,	1	0.0001	DCS-LACKS					? [Cologne Addition]
MṚTYUL. UP	1	0.0001	DCS-LACKS					? [Cologne Addition]
PANDIT II,	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚIVASŪTRĀṆI	1	0.0001	DCS-LACKS					? [Cologne Addition]
SARASVATĪPR	1	0.0001	DCS-LACKS					? [Cologne Addition]
MED. C. Y	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
MED. C. Y L	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
SPR I,	1	0.0001	DCS-LACKS					
ALAṂK. K	1	0.0001	DCS-LACKS					
MED. J. K	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
VĀGBG	1	0.0001	DCS-LACKS					? [Cologne Addition]
WEBER, BHAGAVATĪ	1	0.0001	DCS-LACKS					
VĀḌI	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, EINL. LXV	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
VP. EINL. XLVII	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
VP. EINL. XXII. FG	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
BRAHMAG	1	0.0001	DCS-LACKS					? [Cologne Addition]
GAṆIT. MADHYAMĀDH	1	0.0001	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
SHERRING, SACRED CITY	1	0.0001	DCS-LACKS					
HALL, INTROD. EBEND	1	0.0001	DCS-LACKS					
NĀGOJ	1	0.0001	DCS-LACKS					? [Cologne Addition]
P. EINL. XLVI. FGG	1	0.0001	DCS-LACKS					PĀṆINI'S acht Bücher grammatischer Regeln (GILD. Bibl. 244).
SĀGARŪPĀKHYĀNA	1	0.0001	DCS-LACKS					? [Cologne Addition]
SV. GĀNA TÜB. HDSCHR	1	0.0001	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
BURNOUF, BHĀG. P. I, XXIII	1	0.0001	DCS-LACKS					
RAGH ED. ST	1	0.0001	DCS-LACKS					RAGHUVAṂŚA, ed. STENZLER (GILD. Bibl. 134).
RAGH ED. CALC	1	0.0001	DCS-LACKS					RAGHUVAṂŚA, ed. STENZLER (GILD. Bibl. 134).
KULĀRṆ	1	0.0001	DCS-LACKS					? [Cologne Addition]
PĀTĀDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHAGAṆĀDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
MACK. I,	1	0.0001	DCS-LACKS					MACK. Coll.? [Cologne Addition]
SIDDHĀNTAŚIR. ED. BĀPŪD. S	1	0.0001	DCS-LACKS					SIDDHĀNTAŚIROMAṆI, nach Anführungen im ŚKDR.
