headword	L	root_key	immediate_base	upasarga	derivation_type	source	depth	is_leading_word_compound	chain
aNgulisaMdeSa	766	diS	saMdeSa	sam	compound	pwg	3	True	aNgulisaMdeSa>saMdeSa>sam+diS>diS
aNGrinAmaka	785	jYA	nAman		compound	pwg	2	True	aNGrinAmaka>nAman>jYA
aNGrinAman	786	jYA	nAman		compound	pwg	2	True	aNGrinAman>nAman>jYA
acakra	792	at	a		compound	pwg	2	True	acakra>a>at
acakzurvizaya	793	at	a		compound	pwg	2	True	acakzurvizaya>a>at
acakzuzka	794	at	a		compound	pwg	2	True	acakzuzka>a>at
acakzus	795	at	a		compound	pwg	2	True	acakzus>a>at
acaRqI	796	at	a		compound	pwg	2	True	acaRqI>a>at
acatura	797	at	a		compound	pwg	2	True	acatura>a>at
acara	798	at	a		compound	pwg	2	True	acara>a>at
acarant	799	at	a		compound	pwg	2	True	acarant>a>at
acarama	800	at	a		compound	pwg	2	True	acarama>a>at
acala	801	at	a		compound	pwg	2	True	acala>a>at
acalakIlA	802	at	acala		compound	pwg	3	True	acalakIlA>acala>a>at
acalatviz	803	at	acala		compound	pwg	3	True	acalatviz>acala>a>at
acalaDfti	804	at	acala		compound	pwg	3	True	acalaDfti>acala>a>at
acalaBrAtar	805	at	acala		compound	pwg	3	True	acalaBrAtar>acala>a>at
acalamati	806	at	acala		compound	pwg	3	True	acalamati>acala>a>at
acAru	808	at	a		compound	pwg	2	True	acAru>a>at
acikitvaMs	809	at	a		compound	pwg	2	True	acikitvaMs>a>at
acikkaRa	810	at	a		compound	pwg	2	True	acikkaRa>a>at
acit	811	at	a		compound	pwg	2	True	acit>a>at
acitta	812	at	a		compound	pwg	2	True	acitta>a>at
acitti	813	at	a		compound	pwg	2	True	acitti>a>at
acitra	814	at	a		compound	pwg	2	True	acitra>a>at
acintita	815	at	a		compound	pwg	2	True	acintita>a>at
acintya	816	at	a		compound	pwg	2	True	acintya>a>at
acira	817	at	a		compound	pwg	2	True	acira>a>at
aciradyuti	818	at	acira		compound	pwg	3	True	aciradyuti>acira>a>at
acirapraBa	819	at	acira		compound	pwg	3	True	acirapraBa>acira>a>at
aciraBAs	820	at	acira		compound	pwg	3	True	aciraBAs>acira>a>at
aciram	821	at	acira		derived	pwg	3	True	aciram>acira>a>at
acirarocis	822	at	acira		compound	pwg	3	True	acirarocis>acira>a>at
acirAMSu	823	at	acira		compound	pwg	3	True	acirAMSu>acira>a>at
acirAt	824	at	acira		derived	pwg	3	True	acirAt>acira>a>at
acirABa	825	at	acira		compound	pwg	3	True	acirABa>acira>a>at
acireRa	826	at	acira		derived	pwg	3	True	acireRa>acira>a>at
acetana	828	at	a		compound	pwg	2	True	acetana>a>at
acetas	829	at	a		compound	pwg	2	True	acetas>a>at
acetAna	830	at	a		compound	pwg	2	True	acetAna>a>at
acezwa	831	at	a		compound	pwg	2	True	acezwa>a>at
acezwatA	832	at	acezwa		derived	pwg	3	True	acezwatA>acezwa>a>at
acEtanya	833	at	a		compound	pwg	2	True	acEtanya>a>at
acodas	834	at	a		compound	pwg	2	True	acodas>a>at
acCandasam	837	at	a		compound	pwg	2	True	acCandasam>a>at
acCAya	839	at	a		compound	pwg	2	True	acCAya>a>at
acCAvAka	840	vac	vAka		compound	pwg	2	True	acCAvAka>vAka>vac
acCAvAkaSastra	841	vac	acCAvAka		compound	pwg	3	True	acCAvAkaSastra>acCAvAka>vAka>vac
acCAvAkIya	842	vac	acCAvAka		derived	pwg	3	True	acCAvAkIya>acCAvAka>vAka>vac
acCidyamAna	843	at	a		compound	pwg	2	True	acCidyamAna>a>at
acCidra	844	at	a		compound	pwg	2	True	acCidra>a>at
acCidra	845	at	a		compound	pwg	2	True	acCidra>a>at
acCidrakARqa	846	at	acCidra		compound	pwg	3	True	acCidrakARqa>acCidra>a>at
acCidroti	847	at	acCidra		compound	pwg	3	True	acCidroti>acCidra>a>at
acCidroDnI	848	at	acCidra		compound	pwg	3	True	acCidroDnI>acCidra>a>at
acCinna	849	at	a		compound	pwg	2	True	acCinna>a>at
acCinnapatra	850	at	acCinna		compound	pwg	3	True	acCinnapatra>acCinna>a>at
acCinnaparRa	851	at	acCinna		compound	pwg	3	True	acCinnaparRa>acCinna>a>at
acCupta	852	at	a		compound	pwg	2	True	acCupta>a>at
acCeta	853	i	ita		compound	pwg	2	True	acCeta>ita>i
acCedika	854	at	a		compound	pwg	2	True	acCedika>a>at
acCokti	855	vac	ukti		compound	pwg	2	True	acCokti>ukti>vac
acCoda	857	ud	uda		compound	pwg	2	True	acCoda>uda>ud
acyuta	858	at	a		compound	pwg	2	True	acyuta>a>at
acyuta	859	at	a		compound	pwg	2	True	acyuta>a>at
acyutakzit	861	at	acyuta		compound	pwg	3	True	acyutakzit>acyuta>a>at
acyutacyut	862	at	acyuta		compound	pwg	3	True	acyutacyut>acyuta>a>at
acyutaja	863	at	acyuta		compound	pwg	3	True	acyutaja>acyuta>a>at
acyutajallakin	864	at	acyuta		compound	pwg	3	True	acyutajallakin>acyuta>a>at
acyutadanta	865	at	acyuta		compound	pwg	3	True	acyutadanta>acyuta>a>at
acyutamUrti	867	at	acyuta		compound	pwg	3	True	acyutamUrti>acyuta>a>at
acyutAgraja	869	at	acyuta		compound	pwg	3	True	acyutAgraja>acyuta>a>at
acyutopADyAya	870	at	acyuta		compound	pwg	3	True	acyutopADyAya>acyuta>a>at
aja	872	aj	aj		derived	pwg	1	False	aja>aj
aja	873	aj	aj		derived	pwg	1	False	aja>aj
ajaka	874	aj	aja		derived	pwg	2	False	ajaka>aja>aj
ajakarRa	875	aj	aja		compound	pwg	2	True	ajakarRa>aja>aj
ajakarRaka	876	aj	ajakarRa		derived	pwg	3	True	ajakarRaka>ajakarRa>aja>aj
ajakAjAta	878	jan	jAta		compound	pwg	2	True	ajakAjAta>jAta>jan
ajakUlA	880	aj	aja		compound	pwg	2	True	ajakUlA>aja>aj
ajakzIra	881	aj	aja		compound	pwg	2	True	ajakzIra>aja>aj
ajaganDa	883	aj	aja		compound	pwg	2	True	ajaganDa>aja>aj
ajaganDikA	884	aj	ajaganDa		derived	pwg	3	True	ajaganDikA>ajaganDa>aja>aj
ajaganDinI	885	aj	ajaganDa		derived	pwg	3	True	ajaganDinI>ajaganDa>aja>aj
ajagallikA	887	aj	aja		compound	pwg	2	True	ajagallikA>aja>aj
ajaGanya	890	at	a		compound	pwg	2	True	ajaGanya>a>at
ajaGnivaMs	891	at	a		compound	pwg	2	True	ajaGnivaMs>a>at
ajajIvika	892	aj	aja		compound	pwg	2	True	ajajIvika>aja>aj
ajawA	893	at	a		compound	pwg	2	True	ajawA>a>at
ajaqa	894	at	a		compound	pwg	2	True	ajaqa>a>at
ajadaRqI	897	aj	aja		compound	pwg	2	True	ajadaRqI>aja>aj
ajadevatA	898	aj	aja		compound	pwg	2	True	ajadevatA>aja>aj
ajana	899	at	a		compound	pwg	2	True	ajana>a>at
ajana	900	at	a		compound	pwg	2	True	ajana>a>at
ajanani	901	at	a		compound	pwg	2	True	ajanani>a>at
ajanAmaka	902	aj	aja		derived	pwg	2	False	ajanAmaka>aja>aj
ajani	903	aj	aj		derived	pwg	1	False	ajani>aj
ajanya	904	at	a		compound	pwg	2	True	ajanya>a>at
ajapa	905	at	a		compound	pwg	2	True	ajapa>a>at
ajapa	906	at	a		compound	pwg	2	True	ajapa>a>at
ajapada	908	aj	aja		compound	pwg	2	True	ajapada>aja>aj
ajapAda	910	aj	aja		compound	pwg	2	True	ajapAda>aja>aj
ajapArSva	911	aj	aja		compound	pwg	2	True	ajapArSva>aja>aj
ajapAla	912	aj	aja		compound	pwg	2	True	ajapAla>aja>aj
ajaBakza	914	aj	aja		compound	pwg	2	True	ajaBakza>aja>aj
ajamAyu	915	aj	aja		compound	pwg	2	True	ajamAyu>aja>aj
ajamAra	916	aj	aja		compound	pwg	2	True	ajamAra>aja>aj
ajamIQa	917	aj	aja		compound	pwg	2	True	ajamIQa>aja>aj
ajamuKa	918	aj	aja		compound	pwg	2	True	ajamuKa>aja>aj
ajamodA	920	aj	aja		compound	pwg	2	True	ajamodA>aja>aj
ajamodikA	921	aj	ajamodA		derived	pwg	3	True	ajamodikA>ajamodA>aja>aj
ajamBa	922	at	a		compound	pwg	2	True	ajamBa>a>at
ajaya	923	at	a		compound	pwg	2	True	ajaya>a>at
ajaya	924	at	a		compound	pwg	2	True	ajaya>a>at
ajayagarha	925	at	ajaya		compound	pwg	3	True	ajayagarha>ajaya>a>at
ajayya	926	at	a		compound	pwg	2	True	ajayya>a>at
ajara	927	at	a		compound	pwg	2	True	ajara>a>at
ajarant	928	at	a		compound	pwg	2	True	ajarant>a>at
ajarayu	929	at	a		compound	pwg	2	True	ajarayu>a>at
ajaras	930	at	a		compound	pwg	2	True	ajaras>a>at
ajarAja	931	aj	aja		compound	pwg	2	True	ajarAja>aja>aj
ajarya	932	at	a		compound	pwg	2	True	ajarya>a>at
ajarzaBa	933	aj	aja		compound	pwg	2	True	ajarzaBa>aja>aj
ajalambana	934	aj	aja		compound	pwg	2	True	ajalambana>aja>aj
ajaloman	935	aj	aja		compound	pwg	2	True	ajaloman>aja>aj
ajalomI	936	aj	aja		compound	pwg	2	True	ajalomI>aja>aj
ajavas	937	at	a		compound	pwg	2	True	ajavas>a>at
ajavasti	938	aj	aja		compound	pwg	2	True	ajavasti>aja>aj
ajavAha	939	aj	aja		compound	pwg	2	True	ajavAha>aja>aj
ajavITI	940	aj	aja		compound	pwg	2	True	ajavITI>aja>aj
ajaSfNgI	941	aj	aja		compound	pwg	2	True	ajaSfNgI>aja>aj
ajasra	943	at	a		compound	pwg	2	True	ajasra>a>at
ajahatsvArTA	944	at	a		compound	pwg	2	True	ajahatsvArTA>a>at
ajahalliNga	945	at	a		compound	pwg	2	True	ajahalliNga>a>at
ajAkfpaRIya	947	krap	kfpaRa		compound	pwg	2	True	ajAkfpaRIya>kfpaRa>krap
ajAgara	949	at	a		compound	pwg	2	True	ajAgara>a>at
ajAjIva	952	aj	aja		compound	pwg	2	True	ajAjIva>aja>aj
ajAta	953	at	a		compound	pwg	2	True	ajAta>a>at
ajAtakakud	954	at	ajAta		compound	pwg	3	True	ajAtakakud>ajAta>a>at
ajAtaSatru	955	at	ajAta		compound	pwg	3	True	ajAtaSatru>ajAta>a>at
ajAtAri	956	at	ajAta		compound	pwg	3	True	ajAtAri>ajAta>a>at
ajAdanI	960	aj	aja		compound	pwg	2	True	ajAdanI>aja>aj
ajAni	961	at	a		compound	pwg	2	True	ajAni>a>at
ajAntrI	964	aj	aja		compound	pwg	2	True	ajAntrI>aja>aj
ajApAlaka	966	pA	pAlaka	ud	compound	pwg	5	True	ajApAlaka>pAlaka>pAla>pA>ud+pA>pA
ajAmi	967	at	a		compound	pwg	2	True	ajAmi>a>at
ajAmitA	968	at	ajAmi		derived	pwg	3	True	ajAmitA>ajAmi>a>at
ajAyamAna	969	at	a		compound	pwg	2	True	ajAyamAna>a>at
ajAvika	970	aj	aja		compound	pwg	2	True	ajAvika>aja>aj
ajASva	971	aj	aja		compound	pwg	2	True	ajASva>aja>aj
ajASva	972	aj	aja		compound	pwg	2	True	ajASva>aja>aj
ajita	975	at	a		compound	pwg	2	True	ajita>a>at
ajitakeSakambala	976	at	ajita		compound	pwg	3	True	ajitakeSakambala>ajita>a>at
ajitabalA	977	at	ajita		compound	pwg	3	True	ajitabalA>ajita>a>at
ajitavikrama	978	at	ajita		compound	pwg	3	True	ajitavikrama>ajita>a>at
ajitAtman	979	at	ajita		compound	pwg	3	True	ajitAtman>ajita>a>at
ajitApIqa	980	at	ajita		compound	pwg	3	True	ajitApIqa>ajita>a>at
ajinayoni	986	yA	yoni		compound	pwg	3	True	ajinayoni>yoni>yu>yA
ajinavAsin	987	vAsay	vAsa	aDi	compound	pwg	4	True	ajinavAsin>vAsa>vas>aDi+vAsay>vAsay
ajinasaMDa	988	DA	saMDa	sam	compound	pwg	3	True	ajinasaMDa>saMDa>sam+DA>DA
ajira	989	aj	aj		derived	pwg	1	False	ajira>aj
ajiraSocis	991	aj	ajira		compound	pwg	2	True	ajiraSocis>ajira>aj
ajirADirAja	992	aj	ajira		compound	pwg	2	True	ajirADirAja>ajira>aj
ajirAy	993	aj	ajira		derived	pwg	2	False	ajirAy>ajira>aj
ajihma	995	at	a		compound	pwg	2	True	ajihma>a>at
ajihmaga	996	at	ajihma		compound	pwg	3	True	ajihmaga>ajihma>a>at
ajihva	997	at	a		compound	pwg	2	True	ajihva>a>at
ajIgarta	999	at	a		compound	pwg	2	True	ajIgarta>a>at
ajIta	1000	at	a		compound	pwg	2	True	ajIta>a>at
ajItapunarvaRya	1001	at	ajIta		compound	pwg	3	True	ajItapunarvaRya>ajIta>a>at
ajIti	1002	at	a		compound	pwg	2	True	ajIti>a>at
ajIrRa	1003	at	a		compound	pwg	2	True	ajIrRa>a>at
ajIrRin	1004	at	ajIrRa		derived	pwg	3	True	ajIrRin>ajIrRa>a>at
ajIva	1005	at	a		compound	pwg	2	True	ajIva>a>at
ajIvana	1006	at	a		compound	pwg	2	True	ajIvana>a>at
ajIvana	1007	at	a		compound	pwg	2	True	ajIvana>a>at
ajIvani	1008	at	a		compound	pwg	2	True	ajIvani>a>at
ajIvant	1009	at	a		compound	pwg	2	True	ajIvant>a>at
ajIvita	1010	at	a		compound	pwg	2	True	ajIvita>a>at
ajura	1011	at	a		compound	pwg	2	True	ajura>a>at
ajurya	1012	at	a		compound	pwg	2	True	ajurya>a>at
ajuzwa	1013	at	a		compound	pwg	2	True	ajuzwa>a>at
ajuzwi	1014	at	a		compound	pwg	2	True	ajuzwi>a>at
ajeya	1015	at	a		compound	pwg	2	True	ajeya>a>at
ajEkapAda	1017	aj	aja		compound	pwg	2	True	ajEkapAda>aja>aj
ajEqaka	1018	aj	aja		compound	pwg	2	True	ajEqaka>aja>aj
ajoza	1019	at	a		compound	pwg	2	True	ajoza>a>at
ajozya	1020	at	a		compound	pwg	2	True	ajozya>a>at
ajYa	1024	at	a		compound	pwg	2	True	ajYa>a>at
ajYAta	1026	at	a		compound	pwg	2	True	ajYAta>a>at
ajYAtaketa	1028	at	ajYAta		compound	pwg	3	True	ajYAtaketa>ajYAta>a>at
ajYAtayakzma	1029	at	ajYAta		compound	pwg	3	True	ajYAtayakzma>ajYAta>a>at
ajYAti	1030	at	a		compound	pwg	2	True	ajYAti>a>at
ajYAna	1031	at	a		compound	pwg	2	True	ajYAna>a>at
ajYAna	1032	at	a		compound	pwg	2	True	ajYAna>a>at
ajYAs	1033	at	a		compound	pwg	2	True	ajYAs>a>at
ajma	1035	aj	aj		derived	pwg	1	False	ajma>aj
ajman	1036	aj	aj		derived	pwg	1	False	ajman>aj
ajyAni	1037	at	a		compound	pwg	2	True	ajyAni>a>at
ajyezWa	1038	at	a		compound	pwg	2	True	ajyezWa>a>at
ajvin	1042	aj	aj		derived	pwg	1	False	ajvin>aj
aYj	1052	aYj	aDi+aYj	aDi	prefix_root	pwg	2	False	aYj>aDi+aYj>aYj
aYjana	1054	aYj	aYj	aDi	derived	pwg	3	False	aYjana>aYj>aDi+aYj>aYj
aYjana	1055	aYj	aYj	aDi	derived	pwg	3	False	aYjana>aYj>aDi+aYj>aYj
aYjanaka	1056	aYj	aYjana	aDi	derived	pwg	4	False	aYjanaka>aYjana>aYj>aDi+aYj>aYj
aYjanakeSI	1057	aYj	aYjana	aDi	compound	pwg	4	True	aYjanakeSI>aYjana>aYj>aDi+aYj>aYj
aYjananAmikA	1058	aYj	aYjana	aDi	compound	pwg	4	True	aYjananAmikA>aYjana>aYj>aDi+aYj>aYj
aYjanAgiri	1060	aYj	aYjana	aDi	compound	pwg	4	True	aYjanAgiri>aYjana>aYj>aDi+aYj>aYj
aYjanADikA	1061	aYj	aYjana	aDi	compound	pwg	4	True	aYjanADikA>aYjana>aYj>aDi+aYj>aYj
aYjanika	1063	aYj	aYjana	aDi	derived	pwg	4	False	aYjanika>aYjana>aYj>aDi+aYj>aYj
aYjanI	1064	aYj	aYjana	aDi	derived	pwg	4	False	aYjanI>aYjana>aYj>aDi+aYj>aYj
aYjalikarman	1068	kar	karman		compound	pwg	2	True	aYjalikarman>karman>kar
aYjas	1071	aYj	aYj	aDi	derived	pwg	3	False	aYjas>aYj>aDi+aYj>aYj
aYjasa	1072	aYj	aYj	aDi	derived	pwg	3	False	aYjasa>aYj>aDi+aYj>aYj
aYjasA	1073	aYj	aYjas	aDi	derived	pwg	4	False	aYjasA>aYjas>aYj>aDi+aYj>aYj
aYjasAyana	1074	aYj	aYjasA	aDi	compound	pwg	5	True	aYjasAyana>aYjasA>aYjas>aYj>aDi+aYj>aYj
aYjasIna	1075	aYj	aYjasa	aDi	derived	pwg	4	False	aYjasIna>aYjasa>aYj>aDi+aYj>aYj
aYji	1078	aYj	aYj	aDi	derived	pwg	3	False	aYji>aYj>aDi+aYj>aYj
aYji	1079	aYj	aYj	aDi	derived	pwg	3	False	aYji>aYj>aDi+aYj>aYj
aYjimant	1081	aYj	aYji	aDi	derived	pwg	4	False	aYjimant>aYji>aYj>aDi+aYj>aYj
aYjiva	1082	aYj	aYji	aDi	derived	pwg	4	False	aYjiva>aYji>aYj>aDi+aYj>aYj
aYjizWa	1083	aYj	aYji	aDi	derived	pwg	4	False	aYjizWa>aYji>aYj>aDi+aYj>aYj
aYjisakTa	1084	aYj	aYji	aDi	compound	pwg	4	True	aYjisakTa>aYji>aYj>aDi+aYj>aYj
awa	1088	aw	aw		derived	pwg	1	False	awa>aw
awaka	1089	aw	aw		derived	pwg	1	False	awaka>aw
awana	1091	aw	aw		derived	pwg	1	False	awana>aw
awA	1101	aw	aw		derived	pwg	1	False	awA>aw
awAwyA	1103	aw	aw		derived	pwg	1	False	awAwyA>aw
awwahAsa	1114	has	hAsa		compound	pwg	2	True	awwahAsa>hAsa>has
awwahAsaka	1115	has	awwahAsa		derived	pwg	3	True	awwahAsaka>awwahAsa>hAsa>has
awwahAsin	1116	has	awwahAsa		derived	pwg	3	True	awwahAsin>awwahAsa>hAsa>has
awwahAsya	1117	has	hAsya		compound	pwg	2	True	awwahAsya>hAsya>has
awwAlikAkAra	1124	kar	kAra		compound	pwg	2	True	awwAlikAkAra>kAra>kar
awyA	1128	aw	aw		derived	pwg	1	False	awyA>aw
aRuvedAnta	1163	vid	vedAnta		compound	pwg	3	True	aRuvedAnta>vedAnta>veda>vid
aRuha	1166	han	ha		compound	pwg	2	True	aRuha>ha>han
aRqaja	1176	jan	ja		compound	pwg	2	True	aRqaja>ja>jan
aRqajeSvara	1177	jan	aRqaja		compound	pwg	3	True	aRqajeSvara>aRqaja>ja>jan
aRqaDara	1178	Dar	Dara		compound	pwg	2	True	aRqaDara>Dara>Dar
aRqavarDana	1181	varD	varDana		compound	pwg	2	True	aRqavarDana>varDana>varD
aRqavfdDi	1182	varD	vfdDi		compound	pwg	2	True	aRqavfdDi>vfdDi>varD
atawa	1190	at	a		compound	pwg	2	True	atawa>a>at
ataTA	1191	at	a		compound	pwg	2	True	ataTA>a>at
ataTocita	1192	at	a		compound	pwg	2	True	ataTocita>a>at
atana	1193	at	at		derived	pwg	1	False	atana>at
atantra	1194	at	a		compound	pwg	2	True	atantra>a>at
atantrI	1195	at	a		compound	pwg	2	True	atantrI>a>at
atandra	1196	at	a		compound	pwg	2	True	atandra>a>at
atandrita	1197	at	a		compound	pwg	2	True	atandrita>a>at
atandrin	1198	at	a		compound	pwg	2	True	atandrin>a>at
atapa	1199	at	a		compound	pwg	2	True	atapa>a>at
atapas	1200	at	a		compound	pwg	2	True	atapas>a>at
atapaska	1201	at	a		compound	pwg	2	True	atapaska>a>at
ataptatanU	1202	at	a		compound	pwg	2	True	ataptatanU>a>at
atapyamAna	1203	at	a		compound	pwg	2	True	atapyamAna>a>at
atameru	1204	at	a		compound	pwg	2	True	atameru>a>at
atarka	1205	at	a		compound	pwg	2	True	atarka>a>at
atarkita	1206	at	a		compound	pwg	2	True	atarkita>a>at
atala	1207	at	a		compound	pwg	2	True	atala>a>at
atalasparSa	1208	at	a		compound	pwg	2	True	atalasparSa>a>at
atalaspfS	1209	at	a		compound	pwg	2	True	atalaspfS>a>at
atavyaMs	1210	at	a		compound	pwg	2	True	atavyaMs>a>at
atas	1211	at	a		derived	pwg	2	False	atas>a>at
atasi	1214	at	at		derived	pwg	1	False	atasi>at
ati	1215	at	a		derived	pwg	2	False	ati>a>at
atikaTa	1216	at	ati		compound	pwg	3	True	atikaTa>ati>a>at
atikaTA	1217	at	ati		compound	pwg	3	True	atikaTA>ati>a>at
atikandaka	1218	at	ati		compound	pwg	3	True	atikandaka>ati>a>at
atikarzaRa	1219	at	ati		compound	pwg	3	True	atikarzaRa>ati>a>at
atikalyam	1220	at	ati		compound	pwg	3	True	atikalyam>ati>a>at
atikaSa	1221	at	ati		compound	pwg	3	True	atikaSa>ati>a>at
atikAya	1222	at	ati		compound	pwg	3	True	atikAya>ati>a>at
atikAraka	1223	at	ati		compound	pwg	3	True	atikAraka>ati>a>at
atikutsita	1224	at	ati		compound	pwg	3	True	atikutsita>ati>a>at
atikfcCra	1226	at	ati		compound	pwg	3	True	atikfcCra>ati>a>at
atikfta	1227	at	ati		compound	pwg	3	True	atikfta>ati>a>at
atikfSa	1229	at	ati		compound	pwg	3	True	atikfSa>ati>a>at
atikfzRa	1230	at	ati		compound	pwg	3	True	atikfzRa>ati>a>at
atikeSara	1231	at	ati		compound	pwg	3	True	atikeSara>ati>a>at
atikrama	1232	kram	ati+kram	ati	prefix_root	pwg	2	False	atikrama>ati+kram>kram
atikramaRa	1233	kram	ati+kram	ati	prefix_root	pwg	2	False	atikramaRa>ati+kram>kram
atikramaRIya	1234	kram	ati+kram	ati	prefix_root	pwg	2	False	atikramaRIya>ati+kram>kram
atikramin	1235	kram	ati+kram	ati	prefix_root	pwg	2	False	atikramin>ati+kram>kram
atikruzwa	1236	at	ati		compound	pwg	3	True	atikruzwa>ati>a>at
atiKawva	1237	at	ati		compound	pwg	3	True	atiKawva>ati>a>at
atiKara	1238	at	ati		compound	pwg	3	True	atiKara>ati>a>at
atiga	1239	gA	ati+gA	ati	prefix_root	pwg	2	False	atiga>ati+gA>gA
atigaRqa	1240	at	ati		compound	pwg	3	True	atigaRqa>ati>a>at
atiganDa	1241	at	ati		compound	pwg	3	True	atiganDa>ati>a>at
atiganDAlu	1242	at	ati		compound	pwg	3	True	atiganDAlu>ati>a>at
atigava	1243	at	ati		compound	pwg	3	True	atigava>ati>a>at
atiguRa	1244	at	ati		compound	pwg	3	True	atiguRa>ati>a>at
atiguhA	1245	at	ati		compound	pwg	3	True	atiguhA>ati>a>at
atigo	1246	at	ati		compound	pwg	3	True	atigo>ati>a>at
atigraha	1247	grah	ati+grah	ati	prefix_root	pwg	2	False	atigraha>ati+grah>grah
atigrAha	1248	at	ati		compound	pwg	3	True	atigrAha>ati>a>at
atigrAhya	1249	grah	ati+grah	ati	prefix_root	pwg	2	False	atigrAhya>ati+grah>grah
atiGna	1250	han	ati+han	ati	prefix_root	pwg	2	False	atiGna>ati+han>han
atiGnya	1251	han	ati+han	ati	prefix_root	pwg	2	False	atiGnya>ati+han>han
aticamU	1252	at	ati		compound	pwg	3	True	aticamU>ati>a>at
aticara	1253	at	ati		compound	pwg	3	True	aticara>ati>a>at
aticaraRa	1254	at	ati		compound	pwg	3	True	aticaraRa>ati>a>at
aticApalya	1255	at	ati		compound	pwg	3	True	aticApalya>ati>a>at
aticAra	1256	car	ati+car	ati	prefix_root	pwg	2	False	aticAra>ati+car>car
aticArin	1257	car	ati+car	ati	prefix_root	pwg	2	False	aticArin>ati+car>car
aticCatra	1258	at	ati		compound	pwg	3	True	aticCatra>ati>a>at
aticCatraka	1259	at	aticCatra		derived	pwg	4	True	aticCatraka>aticCatra>ati>a>at
aticCandas	1260	at	ati		compound	pwg	3	True	aticCandas>ati>a>at
aticCandas	1261	at	ati		compound	pwg	3	True	aticCandas>ati>a>at
atijagatI	1262	at	ati		compound	pwg	3	True	atijagatI>ati>a>at
atijana	1263	at	ati		compound	pwg	3	True	atijana>ati>a>at
atijala	1265	at	ati		compound	pwg	3	True	atijala>ati>a>at
atijava	1266	at	ati		compound	pwg	3	True	atijava>ati>a>at
atijava	1267	at	ati		compound	pwg	3	True	atijava>ati>a>at
atijAgara	1268	at	ati		compound	pwg	3	True	atijAgara>ati>a>at
atijAta	1269	jan	ati+jan	ati	prefix_root	pwg	2	False	atijAta>ati+jan>jan
atijIva	1270	at	ati		compound	pwg	3	True	atijIva>ati>a>at
atiqIna	1271	at	ati		compound	pwg	3	True	atiqIna>ati>a>at
atitArin	1273	tartF	ati+tartF	ati	prefix_root	pwg	2	False	atitArin>ati+tartF>tartF
atitArya	1274	tartF	ati+tartF	ati	prefix_root	pwg	2	False	atitArya>ati+tartF>tartF
atitIvra	1275	at	ati		compound	pwg	3	True	atitIvra>ati>a>at
atitfRRa	1276	tardtfd	ati+tardtfd	ati	prefix_root	pwg	2	False	atitfRRa>ati+tardtfd>tardtfd
atitfpti	1277	at	ati		compound	pwg	3	True	atitfpti>ati>a>at
atitfzRa	1278	at	ati		compound	pwg	3	True	atitfzRa>ati>a>at
atitfzRA	1279	at	ati		compound	pwg	3	True	atitfzRA>ati>a>at
atityad	1280	at	ati		compound	pwg	3	True	atityad>ati>a>at
atitvam	1281	at	ati		compound	pwg	3	True	atitvam>ati>a>at
atiTi	1282	at	at		derived	pwg	1	False	atiTi>at
atiTikriyA	1283	at	atiTi		compound	pwg	2	True	atiTikriyA>atiTi>at
atiTitva	1285	at	atiTi		derived	pwg	2	False	atiTitva>atiTi>at
atiTideva	1286	at	atiTi		compound	pwg	2	True	atiTideva>atiTi>at
atiTiDarma	1287	at	atiTi		compound	pwg	2	True	atiTiDarma>atiTi>at
atiTiDarmin	1288	at	atiTiDarma		derived	pwg	3	True	atiTiDarmin>atiTiDarma>atiTi>at
atiTin	1289	at	at		derived	pwg	1	False	atiTin>at
atiTipati	1290	at	atiTi		compound	pwg	2	True	atiTipati>atiTi>at
atiTipUjana	1291	at	atiTi		compound	pwg	2	True	atiTipUjana>atiTi>at
atiTipUjA	1292	at	atiTi		compound	pwg	2	True	atiTipUjA>atiTi>at
atiTimant	1293	at	atiTi		derived	pwg	2	False	atiTimant>atiTi>at
atiTisatkAra	1294	at	atiTi		compound	pwg	2	True	atiTisatkAra>atiTi>at
atidatta	1295	at	ati		compound	pwg	3	True	atidatta>ati>a>at
atidarpa	1296	at	ati		compound	pwg	3	True	atidarpa>ati>a>at
atidarpa	1297	at	ati		compound	pwg	3	True	atidarpa>ati>a>at
atidarSin	1298	at	ati		compound	pwg	3	True	atidarSin>ati>a>at
atidAna	1299	at	ati		compound	pwg	3	True	atidAna>ati>a>at
atidIpya	1300	at	ati		compound	pwg	3	True	atidIpya>ati>a>at
atidIrGa	1301	at	ati		compound	pwg	3	True	atidIrGa>ati>a>at
atidurlamBa	1302	at	ati		compound	pwg	3	True	atidurlamBa>ati>a>at
atidUra	1303	at	ati		compound	pwg	3	True	atidUra>ati>a>at
atideva	1304	at	ati		compound	pwg	3	True	atideva>ati>a>at
atideSa	1305	diS	ati+diS	ati	prefix_root	pwg	2	False	atideSa>ati+diS>diS
atiDanvan	1306	at	ati		compound	pwg	3	True	atiDanvan>ati>a>at
atiDfti	1307	at	ati		compound	pwg	3	True	atiDfti>ati>a>at
atiDenu	1308	at	ati		compound	pwg	3	True	atiDenu>ati>a>at
atinAman	1309	at	ati		compound	pwg	3	True	atinAman>ati>a>at
atinAzwra	1310	at	ati		compound	pwg	3	True	atinAzwra>ati>a>at
atinidra	1312	at	ati		compound	pwg	3	True	atinidra>ati>a>at
atinidram	1313	at	ati		compound	pwg	3	True	atinidram>ati>a>at
