headword_iast	source_code	form_key	in_union	union_dicts
paiṅgiḥ	A	paingi	1	CAE CCS MD MW PWG PWK VCP
aṅiḥ	A	ani	1	PD
kākaṅiḥ	A	kākani	1	BHS MW PWG PWK
gaṅiḥ	A	gani	1	BUR MW PWG PWK VCP
gāvalgaṅiḥ	A	gāvalgani	1	MW PWG PWK VCP
paṅiḥ	A	pani	1	CAE CCS GRA MD MW PWG PWK SCH VCP VEI
vipaṅiḥ	A	vipani	1	CAE CCS MW PWG PWK SCH VCP
kṣipaṅiḥ	A	kṣipani	1	CAE GRA MW PWG PWK VCP
kaphaṅiḥ	A	kaphani	1	BUR MW PWG PWK VCP
maṅiḥ	A	mani	1	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI
udgārakamaṅiḥ	A	udgārakamani	1	PWK
mandāmaṅiḥ	A	mandāmani	1	AP
unmaṅiḥ	A	unmani	1	MW PWG PWK
jarāyaṅiḥ	A	jarāyani	1	MW PWG PWK VCP
bādarāyaṅiḥ	A	bādarāyani	1	MW PWG PWK
araṅiḥ	A	arani	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP
āraṅiḥ	A	ārani	1	BUR MW PWG PWK VCP
akaraṅiḥ	A	akarani	1	MW PD PWG PWK VCP
caraṅiḥ	A	carani	1	GRA MW PWG PWK VCP
ḍaraṅiḥ	A	ḍarani	0	
vaitaraṅiḥ	A	vaitarani	1	BUR MW PWG PWK VCP
saraṅiḥ	A	sarani	1	CAE CCS MD MW PWG PWK VCP
prasaraṅiḥ	A	prasarani	1	MW PWG PWK
tāraṅiḥ	A	tārani	1	MW PWG PWK VCP
sāraṅiḥ	A	sārani	1	BUR CAE CCS MW PWG PWK VCP
ahīraṅiḥ	A	ahīrani	1	MW PWG PWK VCP
ḍoraṅiḥ	A	ḍorani	0	
rāvaṅiḥ	A	rāvani	1	CAE INM MW PWG PWK VCP
aṭarvaṅiḥ	A	aṭarvani	0	
iṣaṅiḥ	A	iṣani	1	GRA MW PWG PWK VCP
pituṣaṅiḥ	A	pituṣani	1	CAE CCS GRA MW PWG PWK
peṣaṅiḥ	A	peṣani	1	MW PWG PWK VCP
karṣaṅiḥ	A	karṣani	1	BUR MW PWG PWK VCP
ḍarṣaṅiḥ	A	ḍarṣani	0	
varṣaṅiḥ	A	varṣani	1	MW PWG PWK VCP
saṅiḥ	A	sani	1	MW
grahaṅiḥ	A	grahani	1	BUR MW PWG PWK VCP
pāṅiḥ	A	pāni	1	PWG
prapāṅiḥ	A	prapāni	1	BUR MW PWG PWK VCP
aprayāṅiḥ	A	aprayāni	1	MW PWG PWK
vyāṅiḥ	A	vyāni	0	
vāṅiḥ	A	vāni	1	BUR MW PWG PWK SCH VCP
pravāṅiḥ	A	pravāni	1	MW PWG PWK
prativāṅiḥ	A	prativāni	1	BHS BUR MW PWK SCH
ṣāṅiḥ	A	ṣāni	0	
prahāṅiḥ	A	prahāni	1	CCS MW PWG PWK VCP
rohiṅiḥ	A	rohini	1	MW PWG PWK
kuṅiḥ	A	kuni	1	BUR CAE CCS INM MD MW PWG PWK VCP
maitrāvaruṅiḥ	A	maitrāvaruni	1	INM MD MW PWG PWK
vāruṅiḥ	A	vāruni	1	BUR CAE CCS INM MD MW PWG PWK VCP VEI
druṅiḥ	A	druni	1	BUR PWG PWK VCP
ñūṅiḥ	A	nūni	0	
tūṅiḥ	A	tūni	1	CAE CCS MW PWG PWK SCH VCP
ṣākapūṅiḥ	A	ṣākapūni	0	
ṣṛṅiḥ	A	ṣṛni	0	
sṛṅiḥ	A	sṛni	1	BUR CAE CCS GRA MW PWG PWK SCH VCP
hṛṅiḥ	A	hṛni	1	MW
ṣreṅiḥ	A	ṣreni	0	
veṅiḥ	A	veni	1	BUR CAE CCS MD MW PWG PWK VCP
praveṅiḥ	A	praveni	1	BUR PWG PWK VCP
droṅiḥ	A	droni	1	INM MW PWG PWK SCH VCP
ṣroṅiḥ	A	ṣroni	0	
kṣoṅiḥ	A	kṣoni	1	BUR CAE CCS GRA MD MW PWK VCP
kṣauṅiḥ	A	kṣauni	1	BUR
varṅiḥ	A	varni	1	BUR MW PWG PWK SKD
sāvarṅiḥ	A	sāvarni	1	GRA INM MD MW PWG PWK VEI
tārṅiḥ	A	tārni	1	MW
kīrṅiḥ	A	kīrni	1	MW PWG PWK
gīrṅiḥ	A	gīrni	1	BUR MW PWG PWK
jīrṅiḥ	A	jīrni	1	BUR CAE CCS MD MW PWG PWK VCP
sīrṅiḥ	A	sīrni	1	MW
ṅūrṅiḥ	A	nūrni	0	
cūrṅiḥ	A	cūrni	1	BUR CCS MW PWG PWK VCP
bhūrṅiḥ	A	bhūrni	1	BUR CAE CCS GRA MD MW PWG PWK VCP
ḍṛṣṅiḥ	A	ḍṛṣni	0	
pṛṣṅiḥ	A	pṛṣni	1	AP BUR MW PWG PWK VCP
kārṣṅiḥ	A	kārṣni	1	BUR CAE INM MW PWG PWK VCP
pārṣṅiḥ	A	pārṣni	1	BUR CAE CCS GRA MD MW PWG PWK VCP
paciḥ	A	paci	1	MW PWG PWK VCP
ṣaciḥ	A	ṣaci	0	
saciḥ	A	saci	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP
piṣāciḥ	A	piṣāci	0	
viciḥ	A	vici	1	AP BUR MW PWG PWK VCP
kaṅīciḥ	A	kanīci	1	MW PWG PWK VCP
kanīciḥ	A	kanīci	1	MW PWG PWK VCP
ṣvayīciḥ	A	ṣvayīci	0	
marīciḥ	A	marīci	1	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI
vīciḥ	A	vīci	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP
cuciḥ	A	cuci	1	MW PWG PWK
namuciḥ	A	namuci	1	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP
ruciḥ	A	ruci	1	CAE CCS INM MD MW PWG PWK SCH VCP
aruciḥ	A	aruci	1	MD MW PWG PWK VCP
abhiruciḥ	A	abhiruci	1	BUR CAE MD MW PWG PWK VCP
viṣūciḥ	A	viṣūci	1	MW PWG PWK
sūciḥ	A	sūci	1	CAE CCS MD MW PWG PWK VCP
khasūciḥ	A	khasūci	1	AP MW PWG PWK
hilamociḥ	A	hilamoci	1	BUR MW PWG PWK VCP
sauciḥ	A	sauci	1	BUR MW PWG PWK
kāñciḥ	A	kānci	1	BUR CAE INM MW PWG PWK VCP
viriñciḥ	A	virinci	1	CAE INM MW PWG PWK
kuñciḥ	A	kunci	1	CAE CCS MD MW PWG PWK VCP
upakuñciḥ	A	upakunci	1	BUR MW PWG PWK VCP
arciḥ	A	arci	1	BUR CAE CCS GRA MD MW PWG PWK VCP
carciḥ	A	carci	1	BHS MW PWG PWK VCP
anucarciḥ	A	anucarci	1	MW PD
chiḥ	A	chi	1	MW PWG PWK VCP
jiḥ	A	ji	1	AP BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP
ājiḥ	A	āji	1	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI
yajiḥ	A	yaji	1	BUR CAE CCS MD MW PWG PWK VCP
ajājiḥ	A	ajāji	1	MW PD PWG PWK VCP
padājiḥ	A	padāji	1	MW PWG PWK VCP
yājiḥ	A	yāji	1	MW PWG PWK
rājiḥ	A	rāji	1	BUR CAE CCS INM MD MW PWG PWK VCP
ḍrājiḥ	A	ḍrāji	0	
vrājiḥ	A	vrāji	1	BUR MW PWG PWK
bhujiḥ	A	bhuji	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP
bhaṭṭojiḥ	A	bhaṭṭoji	1	CAE CCS MD MW PWG PWK VCP
pañjiḥ	A	panji	1	BUR MW PWG PWK VCP
mañjiḥ	A	manji	1	MW PWG PWK VCP
hañjiḥ	A	hanji	1	BUR MW PWG PWK VCP
puñjiḥ	A	punji	1	MW PWG PWK VCP
sarjiḥ	A	sarji	1	BUR MW PWG PWK VCP
ñiḥ	A	ni	1	CCS MD PWK
āṭiḥ	A	āṭi	1	BUR MW PWG PWK VCP
kaṭiḥ	A	kaṭi	1	BHS BUR CAE CCS MD MW PWG PWK VCP
karkaṭiḥ	A	karkaṭi	1	MW PWG PWK VCP
parkaṭiḥ	A	parkaṭi	1	PWK SCH VCP
niṣaṅgaṭiḥ	A	niṣangaṭi	0	
pucchaṭiḥ	A	pucchaṭi	1	BUR MW PWG VCP
ñaṭiḥ	A	naṭi	0	
kujñaṭiḥ	A	kujnaṭi	0	
paṭiḥ	A	paṭi	1	BUR CAE CCS MD MW PWG PWK VCP
maṭusphaṭiḥ	A	maṭusphaṭi	1	MW PWG PWK
cirbhaṭiḥ	A	cirbhaṭi	1	AP
maṭiḥ	A	maṭi	0	
saraṭiḥ	A	saraṭi	1	VCP
sāraṭiḥ	A	sāraṭi	0	
āḍiraṭiḥ	A	āḍiraṭi	0	
ḍīlaṭiḥ	A	ḍīlaṭi	0	
vaṭiḥ	A	vaṭi	1	BUR MW PWG PWK
avaṭiḥ	A	avaṭi	1	MW PWG PWK VCP
ṣaṭiḥ	A	ṣaṭi	0	
saṭiḥ	A	saṭi	1	BUR MW VCP
āṅāṭiḥ	A	ānāṭi	0	
paripāṭiḥ	A	paripāṭi	1	BUR CAE CCS MW PWK VCP
bhāṭiḥ	A	bhāṭi	1	CAE CCS MD MW PWG PWK
māṭiḥ	A	māṭi	1	MW
rāṭiḥ	A	rāṭi	1	BUR MW PWG PWK SCH VCP
ṣarāṭiḥ	A	ṣarāṭi	0	
kiṭiḥ	A	kiṭi	1	BHS BUR CAE CCS MD MW PWG PWK VCP
tiṭiḥ	A	tiṭi	0	
atiṭiḥ	A	atiṭi	0	
riṭiḥ	A	riṭi	1	BUR MW PWG PWK
kiriṭiḥ	A	kiriṭi	1	MW PWG PWK SKD VCP
bhṛṅgeriṭiḥ	A	bhṛngeriṭi	1	MW PWG VCP
viṭiḥ	A	viṭi	1	BUR MW PWG PWK VCP
pīṭiḥ	A	pīṭi	0	
vīṭiḥ	A	vīṭi	1	MW PWG VCP
kuṭiḥ	A	kuṭi	1	BHS BUR CAE CCS MD MW PWG PWK VCP
kukuṭiḥ	A	kukuṭi	0	
bhrukuṭiḥ	A	bhrukuṭi	1	BUR CAE CCS MD MW PWG PWK
bhṛkuṭiḥ	A	bhṛkuṭi	1	BUR CAE CCS MD MW PWG PWK VCP
niṣkuṭiḥ	A	niṣkuṭi	1	MW PWG PWK VCP
sphuṭiḥ	A	sphuṭi	1	MW PWG PWK VCP
truṭiḥ	A	truṭi	1	BHS BUR CAE CCS INM MD MW PWG PWK VCP
koṭiḥ	A	koṭi	1	BHS BUR CAE CCS MD MW PWG PWK VCP
khoṭiḥ	A	khoṭi	1	BUR MW PWG PWK VCP
puroṭiḥ	A	puroṭi	1	BUR MW PWG PWK VCP
troṭiḥ	A	troṭi	1	BUR MW PWG PWK SCH VCP
khāṅṭiḥ	A	khānṭi	0	
khaṭṭiḥ	A	khaṭṭi	1	BUR MW PWG PWK VCP
akhaṭṭiḥ	A	akhaṭṭi	1	BUR MW PWG PWK VCP
bhaṭṭiḥ	A	bhaṭṭi	1	CAE CCS MD MW PWG PWK VCP
granṭiḥ	A	granṭi	0	
nigranṭiḥ	A	nigranṭi	0	
aṣṭiḥ	A	aṣṭi	1	CAE GRA MD MW PWG PWK VCP
iṣṭiḥ	A	iṣṭi	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP
ṛṣṭiḥ	A	ṛṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
eṣṭiḥ	A	eṣṭi	1	CAE CCS GRA MW PWG PWK VCP
naṣṭiḥ	A	naṣṭi	1	CAE CCS MD MW PWG PWK
vinaṣṭiḥ	A	vinaṣṭi	1	CAE CCS MW PWG PWK
samaṣṭiḥ	A	samaṣṭi	1	CAE CCS MD MW PWG PWK VCP
yaṣṭiḥ	A	yaṣṭi	1	BHS BUR CAE CCS MD MW PWG PWK VCP VEI
koyaṣṭiḥ	A	koyaṣṭi	1	CAE MD MW PWG PWK VCP
atyaṣṭiḥ	A	atyaṣṭi	1	CAE MD MW PD PWG PWK VCP
praṣṭiḥ	A	praṣṭi	1	CAE CCS GRA MD MW PWG PWK VCP VEI
tvaṣṭiḥ	A	tvaṣṭi	1	CAE CCS MD MW PWG PWK VCP
ṣaṣṭiḥ	A	ṣaṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK VCP
apāṣṭiḥ	A	apāṣṭi	1	MW PWG PWK
diṣṭiḥ	A	diṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK VCP
riṣṭiḥ	A	riṣṭi	1	CAE CCS MD MW PWG PWK VCP
ariṣṭiḥ	A	ariṣṭi	1	CAE CCS GRA MD MW PWG PWK VCP
pariṣṭiḥ	A	pariṣṭi	1	CAE CCS GRA MD MW PWG PWK VCP
apariṣṭiḥ	A	apariṣṭi	1	VCP
kliṣṭiḥ	A	kliṣṭi	1	BUR MW PWG PWK VCP
ṣliṣṭiḥ	A	ṣliṣṭi	0	
viṣṭiḥ	A	viṣṭi	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP
niviṣṭiḥ	A	niviṣṭi	1	MW PWG PWK
ṣiṣṭiḥ	A	ṣiṣṭi	0	
praṣiṣṭiḥ	A	praṣiṣṭi	0	
anuṣiṣṭiḥ	A	anuṣiṣṭi	0	
parīṣṭiḥ	A	parīṣṭi	1	BUR CAE CCS MD MW PWG PWK SCH VCP
tuṣṭiḥ	A	tuṣṭi	1	BUR CAE CCS MD MW PWG PWK VCP
pratuṣṭiḥ	A	pratuṣṭi	1	CAE CCS MW PWG PWK
parituṣṭiḥ	A	parituṣṭi	1	CAE CCS MW PWG PWK
santuṣṭiḥ	A	santuṣṭi	1	CAE CCS MW PWG PWK
duṣṭiḥ	A	duṣṭi	1	CAE CCS MD MW PWG PWK
puṣṭiḥ	A	puṣṭi	1	BUR CAE CCS GRA INM MD MW PWG PWK VCP
vipuṣṭiḥ	A	vipuṣṭi	1	MW PWK
muṣṭiḥ	A	muṣṭi	1	BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP
vyuṣṭiḥ	A	vyuṣṭi	1	CAE CCS GRA MW PWG PWK VCP
ruṣṭiḥ	A	ruṣṭi	1	MW PWG PWK
ṣruṣṭiḥ	A	ṣruṣṭi	0	
kṛṣṭiḥ	A	kṛṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI
ākṛṣṭiḥ	A	ākṛṣṭi	1	BUR CAE MD MW PWG PWK VCP
gṛṣṭiḥ	A	gṛṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI
ṅṛṣṭiḥ	A	nṛṣṭi	0	
āḍṛṣṭiḥ	A	āḍṛṣṭi	0	
dṛṣṭiḥ	A	dṛṣṭi	1	BHS BUR CAE CCS MD MW PWG PWK SCH VCP
adṛṣṭiḥ	A	adṛṣṭi	1	BUR MW PD PWG PWK SCH VCP
ādṛṣṭiḥ	A	ādṛṣṭi	1	MW PWG VCP
upadṛṣṭiḥ	A	upadṛṣṭi	1	MW
lohitāntargatādṛṣṭiḥ	N	lohitāntargatādṛṣṭi	1	INM
pṛṣṭiḥ	A	pṛṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP
spṛṣṭiḥ	A	spṛṣṭi	1	BUR CAE CCS MD MW PWG PWK VCP
aspṛṣṭiḥ	A	aspṛṣṭi	1	MW
bhṛṣṭiḥ	A	bhṛṣṭi	1	CAE CCS GRA MD MW PWG PWK VCP
mṛṣṭiḥ	A	mṛṣṭi	1	CAE CCS MD MW PWG PWK
pramṛṣṭiḥ	A	pramṛṣṭi	1	CAE CCS MW PWK
vṛṣṭiḥ	A	vṛṣṭi	1	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI
āvṛṣṭiḥ	A	āvṛṣṭi	1	MW PWG PWK VCP
anāvṛṣṭiḥ	A	anāvṛṣṭi	1	BUR CAE MD MW PD PWG PWK VCP
ativṛṣṭiḥ	A	ativṛṣṭi	1	CAE CCS MW PD PWG PWK VCP
sṛṣṭiḥ	A	sṛṣṭi	1	BUR CAE CCS INM MD MW PWG PWK VCP
saṃsṛṣṭiḥ	A	sansṛṣṭi	1	CAE CCS MW PWG PWK VCP
visṛṣṭiḥ	A	visṛṣṭi	1	CAE CCS GRA MW PWG PWK SCH
anusṛṣṭiḥ	A	anusṛṣṭi	1	PD PWG PWK SCH VCP
utsṛṣṭiḥ	A	utsṛṣṭi	1	CAE CCS MD MW PWG PWK
hṛṣṭiḥ	A	hṛṣṭi	1	BUR CAE MD MW PWG PWK VCP
paryeṣṭiḥ	A	paryeṣṭi	1	BHS CAE CCS MW PWG PWK SCH
putreṣṭiḥ	I	putreṣṭi	1	MW PWG PWK VCP
aveṣṭiḥ	A	aveṣṭi	1	MW PWG PWK
paroṣṭiḥ	A	paroṣṭi	1	AP
mārṣṭiḥ	A	mārṣṭi	1	BUR CAE CCS MW PWG PWK SCH VCP
paṭhiḥ	A	paṭhi	1	BUR MW PWG PWK VCP
saṭhiḥ	A	saṭhi	1	AP
irimbiṭhiḥ	A	irimbiṭhi	1	MW PWG PWK
kuṭhiḥ	A	kuṭhi	1	BUR MW PWG PWK VCP
meṭhiḥ	A	meṭhi	1	MW PWG PWK
luṅṭhiḥ	A	lunṭhi	1	CAE CCS MW PWG PWK SCH
ṣuṅṭhiḥ	A	ṣunṭhi	0	
aṣṭhiḥ	A	aṣṭhi	1	BUR GRA MW PWG PWK
anuṣṭhiḥ	A	anuṣṭhi	1	MW PD
goṣṭhiḥ	A	goṣṭhi	1	MW PWG PWK VCP
vakroṣṭhiḥ	A	vakroṣṭhi	1	MW
ḍiḥ	A	ḍi	0	
aḍiḥ	A	aḍi	1	PD
āḍiḥ	A	āḍi	1	BUR MW PWG PWK VCP
gaḍiḥ	A	gaḍi	1	CAE CCS MD MW PWG PWK SKD VCP
udaḍiḥ	A	udaḍi	0	
upaḍiḥ	A	upaḍi	0	
vidraḍiḥ	A	vidraḍi	0	
praḍiḥ	A	praḍi	0	
avaḍiḥ	A	avaḍi	0	
vyavaḍiḥ	A	vyavaḍi	0	
oṣaḍiḥ	A	oṣaḍi	0	
auṣaḍiḥ	A	auṣaḍi	0	
saḍiḥ	A	saḍi	0	
haḍiḥ	A	haḍi	1	BHS BUR MD MW PWG PWK VCP
gāḍiḥ	A	gāḍi	0	
tāḍiḥ	A	tāḍi	1	MW PWG PWK VCP
nāḍiḥ	A	nāḍi	1	BUR CAE CCS MD MW PWG PWK VCP
vināḍiḥ	A	vināḍi	1	AP
upāḍiḥ	A	upāḍi	0	
māḍiḥ	A	māḍi	1	BUR MW PWG PWK
samāḍiḥ	A	samāḍi	0	
anilambhasamāḍiḥ	A	anilambhasamāḍi	0	
vyāḍiḥ	A	vyāḍi	1	BUR CAE CCS MD MW PWG PWK VCP
rāḍiḥ	A	rāḍi	1	PWG
parāḍiḥ	A	parāḍi	0	
ḍrāḍiḥ	A	ḍrāḍi	0	
anvāḍiḥ	A	anvāḍi	0	
praṅiḍiḥ	A	praniḍi	0	
pratiḍiḥ	A	pratiḍi	0	
diḍiḥ	A	diḍi	0	
niḍiḥ	A	niḍi	0	
upaniḍiḥ	A	upaniḍi	0	
pratiniḍiḥ	A	pratiniḍi	0	
asanniḍiḥ	A	asanniḍi	0	
vārānniḍiḥ	A	vārānniḍi	0	
apiḍiḥ	A	apiḍi	0	
pariḍiḥ	A	pariḍi	0	
viḍiḥ	A	viḍi	0	
saṃviḍiḥ	A	sanviḍi	0	
udḍārakaviḍiḥ	A	udḍārakaviḍi	0	
prativiḍiḥ	A	prativiḍi	0	
abhiviḍiḥ	A	abhiviḍi	0	
kuḍiḥ	A	kuḍi	1	BUR MW PWG PWK VCP
duḍiḥ	A	duḍi	1	BUR MW PWG PWK VCP
aramuḍiḥ	A	aramuḍi	1	MD MW PWG
iṣuḍiḥ	A	iṣuḍi	0	
goḍiḥ	A	goḍi	0	
boḍiḥ	A	boḍi	0	
gḍiḥ	A	gḍi	0	
jagḍiḥ	A	jagḍi	0	
sagḍiḥ	A	sagḍi	0	
ākhaṅḍiḥ	A	ākhanḍi	1	MW PWG PWK VCP
gaṅḍiḥ	A	ganḍi	1	BHS BUR MW PWG PWK SCH VCP
caṅḍiḥ	A	canḍi	1	MW PWG PWK VCP
bhaṅḍiḥ	A	bhanḍi	1	BUR CAE CCS MW PWG PWK SCH VCP
tāṅḍiḥ	A	tānḍi	1	BUR MW PWG PWK SKD VEI
bhāṅḍiḥ	A	bhānḍi	1	MW PWG PWK VCP
diṅḍiḥ	A	dinḍi	1	MW PWG PWK VCP
piṅḍiḥ	A	pinḍi	1	MW PWG PWK VCP
tuṅḍiḥ	A	tunḍi	1	BUR MW PWG PWK VCP
bhuṣuṅḍiḥ	A	bhuṣunḍi	1	PWG PWK
huṅḍiḥ	A	hunḍi	1	MW
bhṛṅḍiḥ	A	bhṛnḍi	1	MW PWG PWK VCP
udḍiḥ	A	udḍi	0	
ṛdḍiḥ	A	ṛdḍi	0	
nadḍiḥ	A	nadḍi	0	
rādḍiḥ	A	rādḍi	0	
arādḍiḥ	A	arādḍi	0	
saṃrādḍiḥ	A	sanrādḍi	0	
aparādḍiḥ	A	aparādḍi	0	
vidḍiḥ	A	vidḍi	0	
niṣidḍiḥ	A	niṣidḍi	0	
sidḍiḥ	A	sidḍi	0	
asidḍiḥ	A	asidḍi	0	
saṃsidḍiḥ	A	sansidḍi	0	
prasidḍiḥ	A	prasidḍi	0	
aprasidḍiḥ	A	aprasidḍi	0	
samprasidḍiḥ	A	samprasidḍi	0	
budḍiḥ	A	budḍi	0	
abudḍiḥ	A	abudḍi	0	
pratibudḍiḥ	A	pratibudḍi	0	
abhibudḍiḥ	A	abhibudḍi	0	
sambudḍiḥ	A	sambudḍi	0	
avarudḍiḥ	A	avarudḍi	0	
ṣudḍiḥ	A	ṣudḍi	0	
saṃṣudḍiḥ	A	sanṣudḍi	0	
praṣudḍiḥ	A	praṣudḍi	0	
pariṣudḍiḥ	A	pariṣudḍi	0	
viṣudḍiḥ	A	viṣudḍi	0	
aviṣudḍiḥ	A	aviṣudḍi	0	
samṛdḍiḥ	A	samṛdḍi	0	
asamṛdḍiḥ	A	asamṛdḍi	0	
vyṛdḍiḥ	A	vyṛdḍi	0	
vṛdḍiḥ	A	vṛdḍi	0	
saṃvṛdḍiḥ	A	sanvṛdḍi	0	
pravṛdḍiḥ	A	pravṛdḍi	0	
abhivṛdḍiḥ	A	abhivṛdḍi	0	
parivṛdḍiḥ	A	parivṛdḍi	0	
vivṛdḍiḥ	A	vivṛdḍi	0	
vitardḍiḥ	A	vitardḍi	0	
nardḍiḥ	A	nardḍi	0	
pāpardḍiḥ	A	pāpardḍi	0	
kanḍiḥ	A	kanḍi	0	
pratibanḍiḥ	A	pratibanḍi	0	
naranḍiḥ	A	naranḍi	0	
sanḍiḥ	A	sanḍi	0	
anvakṣarasanḍiḥ	A	anvakṣarasanḍi	0	
pratisanḍiḥ	A	pratisanḍi	0	
abhisanḍiḥ	A	abhisanḍi	0	
visanḍiḥ	A	visanḍi	0	
abḍiḥ	A	abḍi	0	
stabḍiḥ	A	stabḍi	0	
dabḍiḥ	A	dabḍi	0	
ārabḍiḥ	A	ārabḍi	0	
prārabḍiḥ	A	prārabḍi	0	
praṣrabḍiḥ	A	praṣrabḍi	0	
labḍiḥ	A	labḍi	0	
ālabḍiḥ	A	ālabḍi	0	
upalabḍiḥ	A	upalabḍi	0	
dṛbḍiḥ	A	dṛbḍi	0	
antarḍiḥ	A	antarḍi	0	
ūḍhiḥ	A	ūḍhi	1	CAE CCS MD MW PWG PWK VCP
māḍhiḥ	A	māḍhi	1	BUR MW PWG PWK
vyūḍhiḥ	A	vyūḍhi	1	MW
nirvyūḍhiḥ	A	nirvyūḍhi	1	CAE CCS MW PWG PWK
rūḍhiḥ	A	rūḍhi	1	CAE CCS MD MW PWG PWK VCP
ārūḍhiḥ	A	ārūḍhi	1	CAE MW PWG PWK VCP
prarūḍhiḥ	A	prarūḍhi	1	CAE CCS MW PWG PWK
nirūḍhiḥ	A	nirūḍhi	1	MD MW PWG PWK VCP
ḍhuṅḍhiḥ	A	ḍhunḍhi	1	BUR MW PWG PWK VCP
ātiḥ	A	āti	1	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
itiḥ	A	iti	1	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP
ūtiḥ	A	ūti	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP
ṛtiḥ	A	ṛti	1	BUR CAE CCS GRA MW PWG PWK SCH VCP
etiḥ	A	eti	1	BHS CAE GRA MW PWG PWK
aṅakatiḥ	A	anakati	0	
gatiḥ	A	gati	1	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP
agatiḥ	A	agati	1	CCS MD MW PD PWG PWK SCH VCP
āgatiḥ	A	āgati	1	CAE CCS GRA MD MW PWG PWK SCH VCP
apagatiḥ	A	apagati	1	PD
upagatiḥ	A	upagati	1	CAE MW PWG PWK VCP
avagatiḥ	A	avagati	1	BUR MW PWG PWK VCP
anāgatiḥ	A	anāgati	1	MW PD PWK SCH
bhaktānāṃparamāgatiḥ	N	bhaktānānparamāgati	1	INM
muktānāṃparamāgatiḥ	N	muktānānparamāgati	1	INM
samāgatiḥ	A	samāgati	1	MW PWG PWK SCH
pratyāgatiḥ	A	pratyāgati	1	CAE CCS MW PWG PWK VCP
anugatiḥ	A	anugati	1	CAE MW PD PWG PWK VCP
aṅgatiḥ	A	angati	1	BUR MW PD PWG PWK VCP
saṅgatiḥ	A	sangati	1	BHS CAE CCS GRA MD MW PWG PWK VEI
asaṅgatiḥ	A	asangati	1	MW PWG PWK
satāṃgatiḥ	N	satāngati	1	INM
udgatiḥ	A	udgati	1	MD MW PWG PWK VCP
pratyudgatiḥ	A	pratyudgati	1	CAE CCS MW PWG PWK
praṅatiḥ	A	pranati	1	CAE CCS MW PWG PWK VCP
pariṅatiḥ	A	parinati	1	CAE CCS MW PWG PWK SCH VCP
añcatiḥ	A	ancati	1	MW PD PWG PWK VCP
vañcatiḥ	A	vancati	1	MW PWG PWK
yajatiḥ	A	yajati	1	CAE MD MW PWG PWK VCP
udḍatiḥ	A	udḍati	0	
tatiḥ	A	tati	1	AP BUR CAE CCS MD MW PWG PWK SCH SKD VCP
pratatiḥ	A	pratati	1	BUR MW PWG PWK VCP
vratatiḥ	A	vratati	1	BUR CAE CCS GRA MD MW PWG PWK VCP VEI
avatatiḥ	A	avatati	1	MW
vitatiḥ	A	vitati	1	CAE CCS MW PWG PWK
santatiḥ	A	santati	1	BHS CAE CCS MW PWG PWK
anusantatiḥ	A	anusantati	1	MD MW PD PWK SCH
saptatiḥ	A	saptati	1	CAE CCS GRA MD MW PWG PWK VCP
natiḥ	A	nati	1	BHS
ānatiḥ	A	ānati	1	CAE CCS MD MW PWG PWK VCP
upanatiḥ	A	upanati	1	CAE MW PWG PWK VCP
avanatiḥ	A	avanati	1	CAE CCS MD MW PWG PWK VCP
vinatiḥ	A	vinati	1	CAE CCS MW PWG PWK
unnatiḥ	A	unnati	1	BHS BUR CAE CCS MD MW PWG PWK SCH VCP
sannatiḥ	A	sannati	1	CAE CCS MW PWG PWK
samunnatiḥ	A	samunnati	1	CAE CCS MW PWG PWK VCP
abhyunnatiḥ	A	abhyunnati	1	PWG PWK
patiḥ	A	pati	1	BUR CAE GRA INM MD MW PWG PWK SCH VCP VEI
upapatiḥ	A	upapati	1	BUR CAE CCS MD MW PWG PWK VCP VEI
ṣriyāpatiḥ	A	ṣriyāpati	0	
aḍipatiḥ	A	aḍipati	0	
paripatiḥ	A	paripati	1	GRA MW PWG PWK VCP
sthāvarāṅāṃpatiḥ	N	sthāvarānānpati	1	INM
